"Date","MonthYear","Year","Easting","Northing","Depth","V1","ICS","dsdt","ICS_max","dsmaxdt","V2","V3","V4","best_threshold","intensity_above_threshold_sqrtV2_icsmax","lambda_sqrtV2_per_km2","intensity_above_0_icsmax"
"1995-04-01","1995-04",1995,228000,574500,3,39.9354315487979,0,0,0,0,43.4828137160039,268.382774325371,268.382774325371,4.74828137160039,0,0,0
"1995-04-01","1995-04",1995,228000,575000,3,40.4050792436882,0,0,0,0,43.3975754341265,268.878582592558,268.878582592558,4.73975754341265,0,0,0
"1995-04-01","1995-04",1995,228000,575500,3,40.8754469625559,0,0,0,0,43.3179410690386,269.374406355509,269.374406355509,4.73179410690386,0,0,0
"1995-04-01","1995-04",1995,228000,576000,3,41.3465101319171,0,0,0,0,43.243941579841,269.870245528815,269.870245528815,4.7243941579841,0,0,0
"1995-04-01","1995-04",1995,228000,576500,3,41.8182452499949,0,0,0,0,43.1756059397051,270.36610002769,270.36610002769,4.71756059397051,0,0,0
"1995-04-01","1995-04",1995,228000,577000,3,42.2906298308351,0,0,0,0,43.112961080871,270.861969767967,270.861969767967,4.7112961080871,0,0,0
"1995-04-01","1995-04",1995,228000,577500,3,42.7636423517539,0,0,0,0,43.056031842945,271.35785466609,271.35785466609,4.7056031842945,0,0,0
"1995-04-01","1995-04",1995,228000,578000,3,43.0048409247226,0,0,0,0,43.2372622038991,271.853754639113,271.853754639113,4.72372622038991,0,0,0
"1995-04-01","1995-04",1995,228000,578500,3,42.9594088397489,0,0,0,0,43.7114696457203,272.349669604689,272.349669604689,4.77114696457203,0,0,0
"1995-04-01","1995-04",1995,228000,579000,3,42.9197538758169,0,0,0,0,44.1862457591582,272.845599481067,272.845599481067,4.81862457591582,0,0,0
"1995-04-01","1995-04",1995,228000,579500,3,42.8858920585861,0,0,0,0,44.6615724083772,273.34154418709,273.34154418709,4.86615724083772,0,0,0
"1995-04-01","1995-04",1995,228000,580000,3,42.8578371194896,0,0,0,0,45.1374322008765,273.837503642184,273.837503642184,4.91374322008765,0,0,0
"1995-04-01","1995-04",1995,228000,580500,3,42.8356004680768,0,0,0,0,45.6138084508268,274.333477766355,274.333477766355,4.96138084508268,0,0,0
"1995-04-01","1995-04",1995,228000,581000,3,42.8191911689221,0,0,0,0,46.0906851444923,274.829466480185,274.829466480185,5.00906851444923,0,0,0
"1995-04-01","1995-04",1995,228000,581500,3,42.8086159232075,0,0,0,0,46.5680469076031,275.325469704826,275.325469704826,5.05680469076031,0,0,0
"1995-04-01","1995-04",1995,228000,582000,3,42.8038790550658,0,0,0,0,47.0458789745576,275.821487361995,275.821487361995,5.10458789745576,0,0,0
"1995-04-01","1995-04",1995,228000,582500,3,42.8049825027496,0,0,0,0,47.5241671593382,276.317519373968,276.317519373968,5.15241671593382,0,0,0
"1995-04-01","1995-04",1995,228000,583000,3,42.8119258146687,0,0,0,0,48.0028978280345,276.813565663576,276.813565663576,5.20028978280345,0,0,0
"1995-04-01","1995-04",1995,228000,583500,3,42.8247061503135,0,0,0,0,48.4820578728742,277.309626154202,277.309626154202,5.24820578728742,0,0,0
"1995-04-01","1995-04",1995,228000,584000,3,42.8433182860606,0,0,0,0,48.9616346876687,277.80570076977,277.80570076977,5.29616346876687,0,0,0
