"","X","Datetime","Easting","Northing","Depth","Magnitude","Date","V","Year"
"820",1070,"08/07/2014 11:37:16",243081,584984,3,1.24582,"2014-07-08",4.43214622232795,2014
"821",1071,"15/07/2014 16:24:51",251156,581855,3,0.749868,"2014-07-15",5.08431770396428,2014
"822",1072,"22/07/2014 17:45:08",253416,585703,3,0.943796,"2014-07-22",7.01804871657192,2014
"823",1073,"09/08/2014 15:55:00",251471,593921,3,1.34848,"2014-08-09",0.911097723587485,2014
"824",1074,"09/08/2014 15:55:33",251466,594161,3,1.97358,"2014-08-09",1.15107914094078,2014
"825",1075,"19/08/2014 19:25:24",244031,599715,3,1.21943,"2014-08-19",1.22934319583613,2014
"826",1076,"21/08/2014 11:03:55",244149,599345,3,1.22292,"2014-08-21",1.05650649467576,2014
"827",1077,"25/08/2014 10:27:15",248118,583483,3,0.804674,"2014-08-25",3.90563440229734,2014
"828",1078,"01/09/2014 01:40:14",237646,583923,3,0.524405,"2014-09-01",7.97782125257869,2014
"829",1079,"01/09/2014 07:17:43",248530,579483,3,2.63499,"2014-09-01",1.58073043023278,2014
"830",1080,"01/09/2014 07:53:59",250304,579927,3,1.64944,"2014-09-01",3.38592867147667,2014
"831",1081,"23/09/2014 16:32:55",243980,584500,3,1.37659,"2014-09-23",1.38207697043789,2014
"832",1082,"23/09/2014 17:34:48",244531,584788,3,0.97837,"2014-09-23",1.94041851680103,2014
"833",1083,"24/09/2014 23:49:36",241974,596893,3,0.980523,"2014-09-24",1.34491213792304,2014
"834",1084,"25/09/2014 20:49:09",258358,588776,3,1.48253,"2014-09-25",8.04761446797141,2014
"835",1085,"30/09/2014 11:42:03",239605,586461,3,2.82817,"2014-09-30",4.82581210709588,2014
"836",1086,"21/10/2014 06:49:15",245511,597737,3,1.52906,"2014-10-21",0.562629006398428,2014
"837",1087,"05/11/2014 01:12:34",240930,599434,3,2.91673,"2014-11-05",2.45452776479759,2014
"838",1089,"16/11/2014 00:41:51",253574,583444,3,0.873797,"2014-11-16",3.53176514990642,2014
"839",1090,"16/11/2014 19:54:16",246787,583235,3,0.621253,"2014-11-16",2.52433214433078,2014
"840",1091,"22/11/2014 04:09:04",242301,597270,3,1.27412,"2014-11-22",1.37557128336297,2014
"841",1092,"29/11/2014 20:23:31",251786,594781,3,1.03518,"2014-11-29",1.79069787384169,2014
"842",1093,"30/11/2014 01:03:49",240514,597850,3,1.37995,"2014-11-30",1.80167879996766,2014
"843",1094,"03/12/2014 04:12:36",251545,579117,3,0.921583,"2014-12-03",1.49259044322027,2014
"844",1095,"05/12/2014 02:46:11",240759,584107,3,1.13849,"2014-12-05",2.62848533888599,2014
"845",1096,"28/12/2014 15:13:07",245972,596856,3,1.26206,"2014-12-28",0.729045521143365,2014
"846",1097,"30/12/2014 02:37:37",244601,581023,3,2.7718,"2014-12-30",0.479174221622865,2014
"847",1098,"30/12/2014 06:46:42",246206,584504,3,0.797716,"2014-12-30",1.66403649476681,2014
"848",1099,"06/01/2015 06:55:28",247027,593926,3,2.69186,"2015-01-06",1.19220411317168,2015
"849",1100,"06/01/2015 18:26:44",258247,593914,3,1.00496,"2015-01-06",5.48092778095465,2015
"850",1101,"11/01/2015 23:05:24",249248,576919,3,1.52983,"2015-01-11",2.80318928705966,2015
"851",1102,"14/01/2015 11:54:57",252509,586539,3,1.1469,"2015-01-14",3.76188223547042,2015
"852",1103,"18/01/2015 10:54:10",243994,583721,3,1.4918,"2015-01-18",0.832837281178604,2015
"853",1104,"22/01/2015 03:44:17",250754,585279,3,0.59617,"2015-01-22",2.41265060858365,2015
"854",1105,"23/01/2015 11:45:37",249239,577420,3,1.23959,"2015-01-23",2.49665249302632,2015
"855",1106,"26/01/2015 18:07:24",249147,593466,3,1.09713,"2015-01-26",0.994416674391481,2015
"856",1107,"27/01/2015 15:11:43",249009,577767,3,0.54466,"2015-01-27",2.12378782911027,2015
"857",1108,"31/01/2015 05:29:30",248911,577079,3,0.837636,"2015-01-31",2.445660045001,2015
"858",1109,"31/01/2015 16:21:49",258462,599391,3,1.56148,"2015-01-31",9.23833344620363,2015
"859",1110,"02/02/2015 23:15:34",245478,587700,3,0.92944,"2015-02-02",2.26695575843919,2015
"860",1112,"04/02/2015 22:34:48",251236,594509,3,1.1463,"2015-02-04",1.52376849721909,2015
"861",1114,"10/02/2015 07:42:52",244310,596640,3,0.911213,"2015-02-10",1.3161310864839,2015
"862",1115,"11/02/2015 02:02:00",249582,599542,3,0.402367,"2015-02-11",2.39028177818499,2015
"863",1116,"12/02/2015 16:05:54",246299,573746,3,1.92157,"2015-02-12",4.01700549372074,2015
"864",1117,"13/02/2015 04:09:00",251230,589277,3,0.806207,"2015-02-13",1.99331756937693,2015
"865",1118,"22/02/2015 06:08:50",252938,587327,3,0.775672,"2015-02-22",2.94729388176537,2015
"866",1119,"22/02/2015 06:21:34",249778,578302,3,0.641265,"2015-02-22",2.6881872159132,2015
"867",1120,"22/02/2015 19:00:53",258542,590542,3,1.44509,"2015-02-22",3.28324241317782,2015
"868",1121,"24/02/2015 17:34:09",250662,584312,3,0.806168,"2015-02-24",1.47919552185007,2015
"869",1122,"25/02/2015 10:02:57",252914,593969,3,2.29206,"2015-02-25",1.69575340151846,2015
"870",1123,"01/03/2015 10:16:30",249917,588212,3,1.207,"2015-03-01",2.7763039030945,2015
"871",1126,"14/03/2015 19:27:00",240565,576274,3,0.709781,"2015-03-14",4.36967879485458,2015
"872",1127,"16/03/2015 23:57:29",248569,588909,3,0.591671,"2015-03-16",1.53383790289122,2015
"873",1128,"24/03/2015 03:23:36",243881,583848,3,1.09451,"2015-03-24",0.812801095271108,2015
"874",1129,"24/03/2015 13:27:57",252806,593800,3,2.26665,"2015-03-24",1.51319556908239,2015
"875",1130,"25/03/2015 06:46:03",245132,606043,3,1.2,"2015-03-25",1.33287186980989,2015
"876",1132,"06/04/2015 13:10:27",260876,590576,3,1.27411,"2015-04-06",5.49105744512222,2015
"877",1133,"06/04/2015 17:31:10",240132,581814,3,0.653571,"2015-04-06",1.99871468840172,2015
"878",1134,"15/04/2015 00:23:11",254840,592134,3,0.858429,"2015-04-15",2.64734503179371,2015
"879",1135,"15/04/2015 03:33:03",254125,583696,3,0.783545,"2015-04-15",3.93572435667961,2015
"880",1136,"22/04/2015 00:33:56",249584,582528,3,0.810039,"2015-04-22",0.624843217963918,2015
"881",1137,"03/05/2015 16:50:09",257355,588866,3,1.095,"2015-05-03",1.79399125274796,2015
"882",1138,"07/05/2015 13:17:22",248867,579342,3,1.12284,"2015-05-07",1.83619295427568,2015
"883",1139,"07/05/2015 19:11:18",245313,596454,3,1.01505,"2015-05-07",1.34714860881208,2015
"884",1140,"08/05/2015 19:01:21",239225,576362,3,1.08758,"2015-05-08",4.80071738607724,2015
"885",1141,"13/05/2015 01:09:52",255943,587259,3,1.18353,"2015-05-13",1.90174417113073,2015
"886",1142,"16/05/2015 14:14:49",252285,592100,3,1.58056,"2015-05-16",1.19290959388955,2015
"887",1143,"21/05/2015 21:08:48",249979,585097,3,1.75201,"2015-05-21",2.1139527428588,2015
"888",1144,"27/05/2015 10:52:10",240205,602743,3,2.00999,"2015-05-27",0.429984389845404,2015
"889",1145,"02/06/2015 23:37:39",251426,592807,3,0.735594,"2015-06-02",0.222453164167934,2015
"890",1146,"04/06/2015 20:11:26",253221,576701,3,0.958568,"2015-06-04",2.01234956631439,2015
"891",1147,"06/06/2015 23:39:16",245771,595702,3,1.91405,"2015-06-06",0.714050599820255,2015
"892",1148,"07/06/2015 13:54:37",246282,593374,3,0.475783,"2015-06-07",1.04150091886128,2015
"893",1149,"10/06/2015 02:26:07",245963,596151,3,1.75534,"2015-06-10",1.2008194663362,2015
"894",1150,"10/06/2015 09:18:07",243301,595990,3,0.41634,"2015-06-10",0.260373084333686,2015
"895",1151,"10/06/2015 14:21:27",243297,596212,3,0.800359,"2015-06-10",0.217011243842513,2015
"896",1152,"10/06/2015 14:36:19",240846,599173,3,0.773786,"2015-06-10",2.47846146298577,2015
"897",1155,"26/06/2015 22:06:42",244075,582980,3,0.0244685,"2015-06-26",0.224577981762043,2015
"898",1156,"29/06/2015 11:31:54",244874,583106,3,0.618108,"2015-06-29",0.623930110056262,2015
"899",1157,"30/06/2015 00:53:00",241571,588500,3,0.528433,"2015-06-30",3.85454381174282,2015
"900",1158,"02/07/2015 15:54:00",244043,581087,3,0.458376,"2015-07-02",1.03880283218937,2015
"901",1159,"04/07/2015 04:18:02",249648,574738,3,0.491465,"2015-07-04",3.0684860819538,2015
"902",1160,"04/07/2015 11:05:47",237064,586751,3,0.568348,"2015-07-04",6.81998416760346,2015
"903",1161,"04/07/2015 18:07:58",242019,596857,3,1.07698,"2015-07-04",1.28749610242153,2015
"904",1162,"06/07/2015 04:25:09",251516,578337,3,0.505873,"2015-07-06",2.07436703827592,2015
"905",1163,"07/07/2015 03:09:01",237996,586878,3,2.08267,"2015-07-07",6.21520288063411,2015
"906",1164,"08/07/2015 02:47:33",251522,591361,3,0.411047,"2015-07-08",1.64997186578264,2015
"907",1165,"10/07/2015 15:49:22",253879,577272,3,0.473042,"2015-07-10",1.25776862911233,2015
"908",1166,"16/07/2015 02:27:15",250333,590781,3,0.757859,"2015-07-16",2.1593340341241,2015
"909",1167,"16/07/2015 08:58:20",243438,595770,3,0.428682,"2015-07-16",0.510116346648374,2015
"910",1168,"18/07/2015 07:37:15",253595,587841,3,0.720952,"2015-07-18",2.36442355900905,2015
"911",1169,"18/07/2015 23:47:29",246816,579358,3,0.497011,"2015-07-18",0.680795848899177,2015
"912",1170,"19/07/2015 20:06:45",252537,593942,3,0.616914,"2015-07-19",1.38264754617594,2015
"913",1171,"20/07/2015 22:06:08",239893,589027,3,0.430252,"2015-07-20",3.4711275672359,2015
"914",1172,"21/07/2015 02:18:05",249319,594880,3,1.3324,"2015-07-21",1.14068278454144,2015
"915",1173,"21/07/2015 02:18:05",239703,584682,3,0.642897,"2015-07-21",3.81549814695942,2015
"916",1175,"30/07/2015 15:34:52",247571,578371,3,0.659538,"2015-07-30",0.584940568234145,2015
"917",1176,"02/08/2015 01:32:43",238367,588555,3,0.643185,"2015-08-02",4.59474466932205,2015
"918",1177,"07/08/2015 12:27:43",246373,595602,3,0.802166,"2015-08-07",1.0001038822797,2015
"919",1178,"11/08/2015 10:08:34",244653,580653,3,0.870838,"2015-08-11",0.568615523035397,2015
"920",1179,"12/08/2015 23:01:32",249925,594558,3,0.302711,"2015-08-12",1.28350077332738,2015
"921",1180,"13/08/2015 05:47:47",250316,595011,3,0.574008,"2015-08-13",0.914633506448727,2015
"922",1181,"17/08/2015 00:10:13",246483,596829,3,0.600928,"2015-08-17",0.866752410056637,2015
"923",1182,"18/08/2015 07:06:13",246365,578459,3,2.03266,"2015-08-18",0.817525207629685,2015
"924",1183,"22/08/2015 00:12:31",245667,583566,3,1.40532,"2015-08-22",1.53401880044791,2015
"925",1184,"22/08/2015 10:11:10",235811,601646,3,1.63171,"2015-08-22",2.34330444268144,2015
"926",1185,"23/08/2015 07:08:33",249928,577526,3,0.316625,"2015-08-23",3.05708636422743,2015
"927",1186,"24/08/2015 20:33:31",248270,593969,3,0.482918,"2015-08-24",0.170287485094343,2015
"928",1187,"26/08/2015 18:16:34",251906,582241,3,0.423424,"2015-08-26",2.03433062470936,2015
"929",1188,"27/08/2015 04:48:24",245400,583561,3,0.173458,"2015-08-27",1.2960938559457,2015
"930",1189,"28/08/2015 02:52:33",258669,590842,3,0.758804,"2015-08-28",3.53382545335011,2015
"931",1190,"28/08/2015 08:07:28",251120,581446,3,1.27669,"2015-08-28",1.89502331327861,2015
"932",1191,"28/08/2015 17:22:39",234619,601292,3,1.28845,"2015-08-28",2.80742551729816,2015
"933",1192,"05/09/2015 03:34:31",244594,576645,3,0.503653,"2015-09-05",0.865016671510647,2015
"934",1193,"09/09/2015 20:01:52",242754,582176,3,1.24487,"2015-09-09",1.25029996864996,2015
"935",1194,"10/09/2015 16:08:09",243242,599217,3,0.844236,"2015-09-10",0.462568758695195,2015
"936",1195,"30/09/2015 18:05:37",251603,584016,3,3.07801,"2015-09-30",1.89682696202535,2015
"937",1197,"09/10/2015 00:27:19",251531,590916,3,0.319352,"2015-10-09",1.56277876855781,2015
"938",1198,"10/10/2015 02:44:06",257669,587704,3,0.218447,"2015-10-10",2.52699126354057,2015
"939",1199,"10/10/2015 05:51:49",249281,586641,3,0.188684,"2015-10-10",2.40955580835788,2015
"940",1200,"11/10/2015 04:41:42",253016,576920,3,0.334426,"2015-10-11",2.15722423072025,2015
"941",1202,"24/10/2015 02:35:33",254780,582188,3,0.654356,"2015-10-24",1.01983780515436,2015
"942",1203,"27/10/2015 15:46:28",245818,593254,3,1.18684,"2015-10-27",0.764923047726108,2015
"943",1204,"29/10/2015 06:05:10",259772,589196,3,0.832271,"2015-10-29",4.19267383686244,2015
"944",1205,"29/10/2015 08:08:46",260294,589765,3,1.121,"2015-10-29",4.75722893357203,2015
"945",1206,"30/10/2015 16:07:19",247602,590616,3,1.72881,"2015-10-30",0.643089166188577,2015
"946",1207,"30/10/2015 18:49:01",257224,589810,3,2.2546,"2015-10-30",1.78078601554432,2015
"947",1208,"30/10/2015 22:26:39",257545,590373,3,0.853377,"2015-10-30",2.32748014912314,2015
"948",1209,"09/11/2015 13:17:37",259445,585850,3,0.724243,"2015-11-09",3.90271570347507,2015
"949",1210,"10/11/2015 16:32:23",249130,584078,3,0.591476,"2015-11-10",1.40576216210224,2015
"950",1211,"12/11/2015 12:30:09",243045,580846,3,0.595747,"2015-11-12",1.44011256204732,2015
"951",1212,"15/11/2015 23:01:43",245270,597585,3,0.856557,"2015-11-15",0.781494632095812,2015
"952",1214,"02/12/2015 06:40:03",251389,584679,3,1.61141,"2015-12-02",2.18442129646563,2015
"953",1215,"03/12/2015 04:40:48",238686,585555,3,0.526062,"2015-12-03",1.71429750934984,2015
"954",1216,"08/12/2015 03:54:22",240451,595159,3,0.762439,"2015-12-08",1.44316226543228,2015
"955",1217,"13/12/2015 15:18:13",239252,598922,3,0.437189,"2015-12-13",1.90346028978902,2015
"956",1219,"15/12/2015 00:01:50",255247,595000,3,1.60729,"2015-12-15",0.423424018867535,2015
"957",1220,"15/12/2015 07:43:55",236168,588406,3,1.68639,"2015-12-15",1.79601681314191,2015
"958",1221,"25/12/2015 04:19:37",244824,592901,3,1.32661,"2015-12-25",0.98685481973163,2015
"959",1222,"02/01/2016 00:04:28",241189,591165,3,0.481957,"2016-01-02",1.16236611516871,2016
"960",1223,"07/01/2016 05:25:55",250413,576645,3,1.63112,"2016-01-07",0.790249904308681,2016
"961",1224,"11/01/2016 05:31:35",250309,578535,3,0.5688,"2016-01-11",1.19075145101811,2016
"962",1225,"13/01/2016 06:41:42",252973,585602,3,1.31082,"2016-01-13",3.67928332177864,2016
"963",1226,"17/01/2016 11:57:34",251950,586694,3,1.52438,"2016-01-17",3.7188715532016,2016
"964",1227,"19/01/2016 13:19:07",247056,598175,3,0.611921,"2016-01-19",0.381673348276333,2016
"965",1228,"20/01/2016 03:57:08",243575,584752,3,0.610844,"2016-01-20",1.46819380346687,2016
"966",1229,"26/01/2016 22:22:33",244056,580419,3,1.5036,"2016-01-26",1.19170162651301,2016
"967",1230,"05/02/2016 21:11:39",240398,583136,3,0.409298,"2016-02-05",2.23591063553231,2016
"968",1231,"17/02/2016 00:20:53",259524,585295,3,0.887416,"2016-02-17",3.01984588634431,2016
"969",1232,"18/02/2016 08:14:44",245033,592460,3,0.411263,"2016-02-18",0.691328334614669,2016
"970",1233,"18/02/2016 08:19:44",245035,592348,3,0.707956,"2016-02-18",0.703952032162788,2016
"971",1234,"19/02/2016 03:04:22",245553,593137,3,0.118695,"2016-02-19",0.664294921891436,2016
"972",1235,"19/02/2016 21:48:38",237065,586640,3,1.29694,"2016-02-19",2.6842626125923,2016
"973",1236,"20/02/2016 03:44:59",237551,597223,3,0.687108,"2016-02-20",1.35875008515722,2016
"974",1237,"21/02/2016 05:09:14",245001,597691,3,0.197729,"2016-02-21",1.05625765855144,2016
"975",1238,"25/02/2016 22:26:31",248172,578382,3,2.42094,"2016-02-25",1.10801428580911,2016
"976",1239,"29/02/2016 01:19:57",247976,578156,3,0.262649,"2016-02-29",1.03707280111605,2016
"977",1240,"01/03/2016 07:29:47",243398,594322,3,0.334155,"2016-03-01",0.590605724704679,2016
"978",1241,"03/03/2016 19:54:29",247556,579150,3,0.177298,"2016-03-03",0.583958636707408,2016
"979",1242,"04/03/2016 13:00:29",241378,599183,3,0.867798,"2016-03-04",1.12355067229604,2016
"980",1243,"07/03/2016 10:16:53",250993,587788,3,1.19639,"2016-03-07",3.00131329473842,2016
"981",1244,"09/03/2016 22:51:07",251986,581574,3,0.381043,"2016-03-09",1.73387511818106,2016
"982",1245,"11/03/2016 11:33:24",251617,580009,3,0.924768,"2016-03-11",1.12226977223084,2016
"983",1246,"16/03/2016 14:58:03",248734,587299,3,0.494893,"2016-03-16",1.96573912453928,2016
"984",1247,"20/03/2016 22:02:14",252759,586266,3,0.51591,"2016-03-20",4.01307406785415,2016
"985",1248,"24/03/2016 08:00:35",254478,590308,3,0.617722,"2016-03-24",1.52244603995419,2016
"986",1249,"25/03/2016 01:26:59",256270,574872,3,1.79574,"2016-03-25",2.01898215087593,2016
"987",1250,"25/03/2016 09:46:39",238965,584892,3,0.713514,"2016-03-25",1.20991685539341,2016
"988",1251,"31/03/2016 13:33:42",237517,587538,3,0.693964,"2016-03-31",1.71171409905124,2016
"989",1252,"02/04/2016 00:47:53",239756,585462,3,1.13368,"2016-04-02",0.924342427467913,2016
"990",1253,"04/04/2016 18:12:50",239560,592805,3,0.520277,"2016-04-04",1.53102242698212,2016
"991",1254,"09/04/2016 08:31:25",240389,579908,3,0.478972,"2016-04-09",1.39207560278354,2016
"992",1255,"09/04/2016 17:45:57",247533,590726,3,0.261032,"2016-04-09",0.749395855045177,2016
"993",1256,"13/04/2016 11:00:46",259789,588418,3,0.701807,"2016-04-13",2.36809539578701,2016
"994",1257,"24/04/2016 06:58:59",252611,590270,3,0.443373,"2016-04-24",0.344954382726735,2016
"995",1258,"24/04/2016 15:36:47",251009,583670,3,1.11729,"2016-04-24",1.21065780444051,2016
"996",1259,"01/05/2016 07:32:50",242775,602882,3,0.354927,"2016-05-01",2.24492999545543,2016
"997",1260,"06/05/2016 17:27:40",242038,595855,3,0.68065,"2016-05-06",1.09186616446465,2016
"998",1262,"15/05/2016 11:57:16",261867,588018,3,0.98267,"2016-05-15",3.13989286332835,2016
"999",1263,"16/05/2016 20:38:42",256943,590471,3,1.10546,"2016-05-16",1.91511556463897,2016
"1000",1264,"16/05/2016 22:24:38",256223,589788,3,0.397516,"2016-05-16",0.923102520625087,2016
"1001",1265,"28/05/2016 02:08:20",238311,584101,3,1.20974,"2016-05-28",0.215225118932205,2016
"1002",1266,"29/05/2016 14:27:55",251553,589803,3,1.07004,"2016-05-29",1.47995757754361,2016
"1003",1267,"01/06/2016 08:02:54",245727,598039,3,1.24217,"2016-06-01",0.56154084992896,2016
"1004",1268,"02/06/2016 18:43:13",257576,585809,3,1.47526,"2016-06-02",1.78693512588734,2016
"1005",1269,"16/06/2016 00:56:17",241404,582931,3,0.264424,"2016-06-16",1.90140340710932,2016
"1006",1270,"16/06/2016 03:27:08",251543,583681,3,0.470892,"2016-06-16",1.68254068527814,2016
"1007",1271,"16/06/2016 20:17:44",253505,585724,3,0.18472,"2016-06-16",3.43665290625818,2016
"1008",1272,"18/06/2016 11:10:47",249024,596321,3,0.127466,"2016-06-18",1.02752742631915,2016
"1009",1273,"18/06/2016 23:58:25",247169,578363,3,1.24977,"2016-06-18",0.392010432564655,2016
"1010",1274,"22/06/2016 13:10:10",249825,596226,3,0.737807,"2016-06-22",0.399340752957616,2016
"1011",1275,"29/06/2016 00:47:13",261069,587889,3,0.44541,"2016-06-29",3.51307019424936,2016
"1012",1276,"06/07/2016 21:54:00",239783,595258,3,0.265611,"2016-07-06",1.44644437591983,2016
"1013",1277,"09/07/2016 10:47:54",248679,572938,3,1.11281,"2016-07-09",2.28094994649635,2016
"1014",1278,"17/07/2016 12:01:19",255262,578302,3,0.528549,"2016-07-17",0.990313268060631,2016
"1015",1279,"18/07/2016 08:58:11",242963,599880,3,1.6623,"2016-07-18",1.16957846826252,2016
"1016",1280,"22/07/2016 10:55:15",252901,589163,3,0.344286,"2016-07-22",1.11259607224797,2016
"1017",1281,"23/07/2016 17:59:45",255911,582434,3,0.125901,"2016-07-23",0.641812437040437,2016
"1018",1282,"26/07/2016 14:02:10",256376,588901,3,0.93473,"2016-07-26",0.827206113131602,2016
"1019",1283,"28/07/2016 05:32:13",253232,589281,3,0.179512,"2016-07-28",1.03089280586508,2016
"1020",1284,"28/07/2016 15:57:28",250900,585783,3,0.757574,"2016-07-28",2.93716870346307,2016
"1021",1285,"07/08/2016 20:40:22",238645,599357,3,1.32871,"2016-08-07",2.31935989674847,2016
"1022",1286,"08/08/2016 00:03:39",255624,576974,3,0.436676,"2016-08-08",0.598183843837996,2016
"1023",1287,"10/08/2016 18:16:25",240432,592487,3,0.472272,"2016-08-10",0.603464336203071,2016
"1024",1288,"14/08/2016 01:50:45",263954,584280,3,0.725429,"2016-08-14",1.94826390549558,2016
"1025",1289,"14/08/2016 04:07:51",241216,582260,3,0.164799,"2016-08-14",1.80369641682875,2016
"1026",1290,"23/08/2016 02:11:16",264513,583179,3,0.62545,"2016-08-23",0.82120417891924,2016
"1027",1291,"23/08/2016 03:53:30",265117,583082,3,0.986354,"2016-08-23",0.286850529722967,2016
"1028",1292,"24/08/2016 13:09:08",256043,592011,3,0.834796,"2016-08-24",2.92216482585772,2016
"1029",1293,"24/08/2016 18:44:23",243974,599230,3,0.597877,"2016-08-24",0.832295575610755,2016
"1030",1294,"24/08/2016 23:44:03",259058,597531,3,1.05697,"2016-08-24",3.62025801740962,2016
"1031",1295,"28/08/2016 03:27:53",238061,602352,3,1.25729,"2016-08-28",0.810770049344559,2016
"1032",1296,"01/09/2016 00:07:52",243651,580634,3,0.38578,"2016-09-01",1.48254809502399,2016
"1033",1297,"02/09/2016 13:16:01",252307,582249,3,2.06645,"2016-09-02",2.27808939518262,2016
"1034",1298,"09/09/2016 12:21:23",249841,595447,3,0.760871,"2016-09-09",0.405012080833581,2016
"1035",1299,"11/09/2016 23:22:56",245502,588795,3,0.201194,"2016-09-11",1.181195179772,2016
"1036",1300,"21/09/2016 14:21:32",258966,586396,3,1.15604,"2016-09-21",1.84220349685911,2016
"1037",1301,"27/09/2016 23:22:14",237029,584858,3,0.892226,"2016-09-27",1.59322369858493,2016
"1038",1302,"02/10/2016 01:47:17",247729,594403,3,0.32784,"2016-10-02",0.766932322604327,2016
"1039",1303,"04/10/2016 14:46:19",248137,590515,3,0.507143,"2016-10-04",0.135239112039631,2016
"1040",1304,"06/10/2016 02:56:46",250190,584544,3,0.381051,"2016-10-06",1.57082146867735,2016
"1041",1305,"07/10/2016 00:16:17",259671,602999,3,0.857165,"2016-10-07",6.06178949884277,2016
"1042",1306,"12/10/2016 07:12:46",244179,591776,3,0.475381,"2016-10-12",1.7035812933998,2016
"1043",1307,"24/10/2016 09:43:47",253347,590174,3,0.600057,"2016-10-24",0.403713979779072,2016
"1044",1308,"29/10/2016 14:36:14",252282,590041,3,0.550506,"2016-10-29",0.713147945287826,2016
"1045",1310,"01/11/2016 00:12:29",249653,591435,3,1.89286,"2016-11-01",1.7779489748557,2016
"1046",1311,"01/11/2016 00:57:46",249776,591994,3,2.18053,"2016-11-01",1.93900331076804,2016
"1047",1312,"05/11/2016 16:58:16",258603,587724,3,0.845361,"2016-11-05",1.04271983820014,2016
"1048",1313,"08/11/2016 11:23:18",248788,594758,3,1.44056,"2016-11-08",1.1099196257498,2016
"1049",1314,"08/11/2016 11:25:34",248726,594534,3,0.853776,"2016-11-08",0.88840760162153,2016
"1050",1315,"10/11/2016 06:35:43",254262,584627,3,0.690213,"2016-11-10",2.10397336024156,2016
"1051",1316,"20/11/2016 15:20:08",245458,591132,3,0.99428,"2016-11-20",1.38855184720218,2016
"1052",1317,"20/11/2016 17:58:41",249322,591318,3,1.17114,"2016-11-20",1.44403291467622,2016
"1053",1318,"20/11/2016 18:57:57",251641,595371,3,1.64791,"2016-11-20",1.41118787810549,2016
"1054",1319,"22/11/2016 12:46:04",263320,588719,3,0.60204,"2016-11-22",1.60076553115028,2016
"1055",1320,"22/11/2016 17:39:13",234325,590935,3,0.737387,"2016-11-22",1.95015440032844,2016
"1056",1321,"25/11/2016 02:11:17",238894,585113,3,0.34715,"2016-11-25",1.36622410314367,2016
"1057",1322,"26/11/2016 13:18:36",249428,596106,3,0.561469,"2016-11-26",0.569885318971441,2016
"1058",1323,"26/11/2016 17:03:34",256547,587123,3,1.02729,"2016-11-26",1.1253678919691,2016
"1059",1324,"27/11/2016 19:12:33",252331,597500,3,0.937063,"2016-11-27",2.86196666034721,2016
"1060",1325,"02/12/2016 08:58:21",253750,593299,3,0.815726,"2016-12-02",2.25367300309099,2016
"1061",1326,"05/12/2016 12:15:44",256823,586684,3,0.368564,"2016-12-05",1.1776597403891,2016
"1062",1327,"05/12/2016 22:11:06",251634,595705,3,0.133575,"2016-12-05",1.40252058830574,2016
"1063",1328,"07/12/2016 01:52:50",247385,594953,3,1.79145,"2016-12-07",1.41292029621812,2016
"1064",1329,"11/12/2016 00:25:42",258344,584267,3,0.246524,"2016-12-11",3.15541898099413,2016
"1065",1330,"12/12/2016 11:28:07",261076,587555,3,0.607513,"2016-12-12",3.50806213490038,2016
"1066",1331,"15/12/2016 04:44:49",249561,596109,3,0.598463,"2016-12-15",0.458022357023495,2016
"1067",1332,"15/12/2016 10:45:30",257935,600178,3,1.58066,"2016-12-15",3.23092955258246,2016
"1068",1333,"16/12/2016 19:55:23",261568,586453,3,0.552722,"2016-12-16",3.60993696521091,2016
"1069",1334,"17/12/2016 11:56:47",239497,581228,3,0.582832,"2016-12-17",0.586486659276287,2016
"1070",1335,"20/12/2016 16:15:40",242428,581725,3,1.14209,"2016-12-20",1.44700401438223,2016
"1071",1336,"22/12/2016 23:41:01",253552,596412,3,0.452542,"2016-12-22",2.16490052082895,2016
"1072",1338,"30/12/2016 03:05:54",249320,591429,3,0.988875,"2016-12-30",1.51557613338358,2016
"1073",1339,"30/12/2016 03:06:07",249873,590438,3,0.639388,"2016-12-30",1.66583537468431,2016
"1074",1340,"03/01/2017 21:08:24",258977,588957,3,0.86629,"2017-01-03",1.95890986189813,2017
"1075",1341,"14/01/2017 12:47:20",252048,581798,3,0.60571,"2017-01-14",1.91483179927555,2017
"1076",1342,"17/01/2017 18:53:10",251905,585580,3,0.6803,"2017-01-17",3.21349188060023,2017
"1077",1343,"19/01/2017 22:44:48",247398,594286,3,0.92482,"2017-01-19",0.944967823351987,2017
"1078",1344,"20/01/2017 22:30:19",254228,586296,3,0.568491,"2017-01-20",3.13611624556045,2017
"1079",1345,"22/01/2017 11:01:49",248181,577937,3,0.497269,"2017-01-22",1.33216031233869,2017
"1080",1346,"27/01/2017 05:11:21",252914,575359,3,0.655603,"2017-01-27",1.44628251850587,2017
"1081",1347,"27/01/2017 23:42:00",247585,591506,3,0.131389,"2017-01-27",1.00749565350418,2017
"1082",1348,"04/02/2017 02:56:53",244974,599138,3,0.90378,"2017-02-04",1.72730158015349,2017
"1083",1349,"04/02/2017 03:11:27",239522,598704,3,0.796102,"2017-02-04",1.76600081509215,2017
"1084",1350,"04/02/2017 03:27:37",244774,599134,3,0.603355,"2017-02-04",1.53187715402636,2017
"1085",1351,"05/02/2017 15:49:34",239045,599364,3,1.2852,"2017-02-05",2.26099479163702,2017
