"","X","Datetime","Easting","Northing","Depth","Magnitude","Date","V","Year"
"274",447,"17/06/2006 13:16:22",252566,594666,3,1.4389,"2006-06-17",6.09611680935456,2006
"275",448,"23/06/2006 22:35:43",246709,593140,3,1.67605,"2006-06-23",3.11779880011125,2006
"276",449,"24/06/2006 16:42:19",250654,595871,3,1.24846,"2006-06-24",4.25211868601057,2006
"277",450,"12/07/2006 00:13:56",249925,599049,3,0.862461,"2006-07-12",2.57761692480916,2006
"278",451,"12/07/2006 22:56:24",253724,592389,3,1.30352,"2006-07-12",5.8636164899896,2006
"279",452,"16/07/2006 08:10:39",253627,591719,3,1.48221,"2006-07-16",5.57777251248484,2006
"280",453,"08/08/2006 05:04:00",242198,596785,3,3.466,"2006-08-08",3.31040923207208,2006
"281",454,"08/08/2006 09:49:23",242866,596705,3,2.53367,"2006-08-08",3.30025330433086,2006
"282",455,"11/08/2006 06:21:23",240795,582141,3,1.11354,"2006-08-11",4.42724555759338,2006
"283",456,"26/08/2006 22:41:19",243212,596007,3,2.31044,"2006-08-26",3.2424963439013,2006
"284",457,"06/09/2006 01:37:32",230829,578617,3,1.76858,"2006-09-06",14.4537062753828,2006
"285",458,"27/09/2006 23:30:44",241498,598684,3,1.62355,"2006-09-27",3.06635401502731,2006
"286",459,"06/10/2006 00:10:29",248517,591543,3,1.56419,"2006-10-06",1.17950113894294,2006
"287",461,"23/10/2006 13:38:06",244927,599285,3,2.27314,"2006-10-23",2.04323871049416,2006
"288",462,"25/10/2006 09:45:42",257350,594321,3,1.37946,"2006-10-25",9.94702322345121,2006
"289",464,"26/10/2006 13:59:38",242665,601619,3,1.37297,"2006-10-26",5.27123490512531,2006
"290",466,"05/11/2006 15:00:25",248693,588263,3,1.18181,"2006-11-05",2.19681605314817,2006
"291",468,"10/01/2007 18:36:29",254650,595934,3,1.45925,"2007-01-10",7.7338234129323,2007
"292",469,"18/01/2007 22:29:44",247023,588342,3,0.886662,"2007-01-18",2.37837013761097,2007
"293",470,"26/01/2007 00:20:09",246079,597025,3,2.33372,"2007-01-26",0.553131300279189,2007
"294",471,"31/01/2007 01:03:36",240499,598722,3,1.19182,"2007-01-31",2.30919971364859,2007
"295",472,"04/02/2007 04:47:35",239654,596295,3,0.636801,"2007-02-04",1.07293735887718,2007
"296",473,"16/02/2007 11:14:09",242779,583234,3,1.46323,"2007-02-16",3.18751556208798,2007
"297",474,"17/02/2007 01:41:14",242893,583106,3,2.58397,"2007-02-17",3.01667407201227,2007
"298",475,"17/02/2007 02:21:08",241556,583138,3,0.919229,"2007-02-17",4.10734842980523,2007
"299",476,"17/02/2007 19:58:01",252850,597066,3,0.893566,"2007-02-17",5.6717134354461,2007
"300",477,"03/03/2007 06:43:33",243210,584003,3,1.08897,"2007-03-03",3.51370379467572,2007
"301",478,"11/03/2007 01:08:14",247800,594145,3,1.12315,"2007-03-11",3.7617979860645,2007
"302",479,"21/03/2007 23:04:36",244091,584539,3,1.21422,"2007-03-21",3.6473586280146,2007
"303",481,"30/03/2007 16:25:06",243097,584075,3,1.23973,"2007-03-30",3.63525415959094,2007
"304",482,"01/04/2007 15:42:37",241998,583331,3,0.655346,"2007-04-01",3.8473255245267,2007
"305",483,"13/04/2007 14:57:28",245566,583027,3,1.20916,"2007-04-13",2.05687754902217,2007
"306",484,"14/05/2007 12:19:24",242570,594659,3,1.9868,"2007-05-14",1.57175618183714,2007
"307",485,"19/05/2007 05:33:23",251383,576108,3,0.441727,"2007-05-19",5.00894250865309,2007
"308",486,"09/06/2007 20:07:34",245522,597144,3,2.06698,"2007-06-09",0.682176076795701,2007
"309",487,"10/06/2007 17:27:40",236695,593999,3,1.70307,"2007-06-10",3.04237434951651,2007
"310",488,"11/06/2007 02:18:12",239370,593470,3,1.05465,"2007-06-11",3.01784601409849,2007
"311",489,"23/06/2007 02:01:45",242709,593121,3,1.22781,"2007-06-23",3.01782091586165,2007
"312",491,"15/08/2007 05:49:24",244490,598906,3,1.46093,"2007-08-15",2.04829977482845,2007
"313",492,"17/09/2007 05:01:21",249092,596248,3,1.5465,"2007-09-17",2.89936129851743,2007
"314",493,"18/09/2007 06:16:34",249329,584193,3,0.878216,"2007-09-18",5.2979166764861,2007
"315",494,"28/09/2007 05:26:40",237339,595308,3,1.22335,"2007-09-28",1.64551617620537,2007
"316",495,"30/09/2007 14:17:36",248640,579523,3,2.06804,"2007-09-30",1.69682685519916,2007
"317",496,"27/10/2007 01:57:51",245675,594902,3,1.99489,"2007-10-27",2.49791825401341,2007
"318",497,"13/11/2007 10:26:06",250759,590586,3,1.67414,"2007-11-13",2.55923043311361,2007
"319",502,"07/01/2008 21:53:17",239857,584777,3,1.14629,"2008-01-07",6.42913534646495,2008
"320",503,"24/01/2008 19:21:02",247634,579727,3,1.5226,"2008-01-24",1.09843754343354,2008
"321",504,"12/02/2008 02:48:50",248054,592498,3,0.908172,"2008-02-12",2.09833126848567,2008
"322",506,"19/02/2008 15:44:51",246882,578246,3,0.924651,"2008-02-19",0.562657248742496,2008
"323",507,"19/03/2008 17:02:10",233435,596375,3,1.16381,"2008-03-19",5.14919831490313,2008
"324",508,"29/03/2008 16:57:22",251984,590499,3,1.41596,"2008-03-29",3.7790000165402,2008
"325",509,"31/03/2008 07:06:02",242428,596344,3,1.23083,"2008-03-31",0.693825883815715,2008
"326",512,"07/04/2008 04:32:23",255646,590815,3,1.22186,"2008-04-07",7.45111364398825,2008
"327",513,"11/04/2008 22:51:26",254227,589542,3,1.11789,"2008-04-11",6.08239782233221,2008
"328",516,"28/04/2008 02:47:01",253283,586777,3,1.29948,"2008-04-28",6.24003569148686,2008
"329",517,"05/05/2008 19:56:08",235129,594677,3,1.0074,"2008-05-05",3.853740516676,2008
"330",518,"09/05/2008 21:33:03",244219,589625,3,1.31834,"2008-05-09",3.12173743555773,2008
"331",519,"10/05/2008 23:20:35",244356,594172,3,1.22276,"2008-05-10",2.18508523550181,2008
"332",520,"18/05/2008 13:23:46",244255,599606,3,2.17171,"2008-05-18",2.70806147948867,2008
"333",521,"19/05/2008 15:07:30",245137,593983,3,1.85012,"2008-05-19",1.65702401826357,2008
"334",522,"30/05/2008 14:48:09",237870,603128,3,1.32951,"2008-05-30",3.92593183989444,2008
"335",523,"01/06/2008 11:00:59",247950,592162,3,1.31852,"2008-06-01",1.77538451688256,2008
"336",524,"10/06/2008 20:51:06",248168,592389,3,0.863607,"2008-06-10",1.98417381938869,2008
"337",526,"22/06/2008 21:06:16",252084,585547,3,0.911785,"2008-06-22",6.21607996936826,2008
"338",527,"23/06/2008 13:52:15",253289,570116,3,1.11282,"2008-06-23",7.06227744999338,2008
"339",528,"10/07/2008 06:57:34",254516,597044,3,2.45554,"2008-07-10",7.29460590599341,2008
"340",529,"23/07/2008 20:05:13",240252,581333,3,1.23626,"2008-07-23",4.83774795777773,2008
"341",531,"23/08/2008 19:49:07",244127,594539,3,0.941884,"2008-08-23",1.90799265388562,2008
"342",533,"14/09/2008 20:32:12",237242,594509,3,1.11668,"2008-09-14",2.30567515638251,2008
"343",535,"20/09/2008 08:45:59",243093,584298,3,1.33021,"2008-09-20",3.82615978176599,2008
"344",536,"29/09/2008 10:20:45",235819,599865,3,1.83137,"2008-09-29",4.02685846990673,2008
"345",538,"26/10/2008 02:48:50",249647,584998,3,1.06755,"2008-10-26",5.59586864743043,2008
"346",540,"29/10/2008 16:36:22",243128,594503,3,1.37757,"2008-10-29",1.63906311000997,2008
"347",541,"30/10/2008 05:54:29",243780,595294,3,3.22159,"2008-10-30",1.09193923111232,2008
"348",542,"07/11/2008 16:40:01",244687,600227,3,2.16046,"2008-11-07",2.97919097137689,2008
"349",545,"10/12/2008 03:22:39",251123,589071,3,1.0875,"2008-12-10",3.20749142420254,2008
"350",546,"15/12/2008 20:41:17",235789,595078,3,1.53943,"2008-12-15",3.085134852666,2008
"351",547,"23/12/2008 15:16:59",242979,602607,3,1.42827,"2008-12-23",4.2523373890022,2008
"352",549,"01/01/2009 08:34:39",244166,568400,3,1.51424,"2009-01-01",2.36496859456194,2009
"353",550,"01/01/2009 09:35:47",255897,594735,3,1.22051,"2009-01-01",8.82588114001006,2009
"354",551,"01/01/2009 16:54:47",247158,598659,3,1.72752,"2009-01-01",0.239000074475888,2009
"355",552,"08/01/2009 01:17:02",243536,596514,3,1.66357,"2009-01-08",0.579714764024342,2009
"356",553,"09/01/2009 20:16:58",243327,595786,3,1.87616,"2009-01-09",0.426469473768501,2009
"357",554,"15/01/2009 12:41:13",253877,595732,3,1.03273,"2009-01-15",7.09208654181468,2009
"358",555,"17/01/2009 06:05:04",249138,576879,3,1.14785,"2009-01-17",2.74680916171384,2009
"359",556,"01/02/2009 04:23:24",245064,597896,3,2.23274,"2009-02-01",1.03516076670584,2009
"360",557,"03/02/2009 06:53:52",254155,593048,3,1.17153,"2009-02-03",6.5094601833869,2009
"361",558,"04/02/2009 12:23:50",245141,599698,3,1.65972,"2009-02-04",2.30685384914091,2009
"362",559,"05/02/2009 11:56:13",257345,594543,3,1.05668,"2009-02-05",10.0319369938844,2009
"363",560,"16/02/2009 09:24:56",249194,591056,3,1.4198,"2009-02-16",1.1829490660892,2009
"364",561,"22/02/2009 11:56:27",239321,570873,3,0.756087,"2009-02-22",7.70195671847811,2009
"365",562,"23/02/2009 18:03:15",251564,572605,3,0.953092,"2009-02-23",6.75325580630617,2009
"366",563,"26/02/2009 01:21:50",239543,570969,3,0.527011,"2009-02-26",7.53081555667783,2009
"367",564,"26/02/2009 03:03:15",239321,570909,3,1.06942,"2009-02-26",7.71489426495086,2009
"368",565,"05/03/2009 23:36:35",239320,570947,3,0.777224,"2009-03-05",7.72963973940562,2009
"369",566,"12/03/2009 04:36:55",239212,570759,3,0.6,"2009-03-12",7.76438497304197,2009
"370",567,"12/03/2009 05:00:22",239211,570778,3,0.5,"2009-03-12",7.77180117009386,2009
"371",568,"12/03/2009 14:56:01",239324,570742,3,0.8,"2009-03-12",7.65330410255088,2009
"372",569,"12/03/2009 17:07:52",239324,570742,3,0.6,"2009-03-12",7.65330410255088,2009
"373",570,"13/03/2009 14:33:33",255850,596980,3,1.20922,"2009-03-13",8.61458262649484,2009
"374",571,"14/03/2009 15:32:16",239653,571028,3,1.0235,"2009-03-14",7.45192193923668,2009
"375",572,"14/03/2009 15:32:28",239098,570850,3,0.98375,"2009-03-14",7.9026616652166,2009
"376",573,"14/03/2009 20:10:52",238656,570638,3,0.529264,"2009-03-14",8.25174523124585,2009
"377",574,"17/03/2009 00:06:15",239649,571268,3,0.430123,"2009-03-17",7.55242452320386,2009
"378",575,"17/03/2009 03:34:07",239429,571116,3,0.498409,"2009-03-17",7.69250619593673,2009
"379",576,"17/03/2009 04:38:27",239431,570967,3,1.37656,"2009-03-17",7.63386780789554,2009
"380",577,"17/03/2009 06:32:52",239429,571078,3,1.11698,"2009-03-17",7.67778994548662,2009
"381",578,"17/03/2009 16:34:55",239656,570897,3,0.5,"2009-03-17",7.39901675773809,2009
"382",579,"17/03/2009 18:39:58",239765,571030,3,0.530337,"2009-03-17",7.34971821424154,2009
"383",580,"17/03/2009 18:40:09",239208,570945,3,0.594744,"2009-03-17",7.83327040645998,2009
"384",581,"17/03/2009 19:10:17",239430,571060,3,0.934341,"2009-03-17",7.6699512697192,2009
"385",582,"17/03/2009 19:10:34",239429,571116,3,0.934341,"2009-03-17",7.69250619593673,2009
"386",583,"17/03/2009 19:10:49",239318,571076,3,0.934341,"2009-03-17",7.77958349480363,2009
"387",584,"17/03/2009 19:11:12",239427,571208,3,1.01465,"2009-03-17",7.73062628441977,2009
"388",585,"17/03/2009 19:15:36",239429,571097,3,0.963443,"2009-03-17",7.68512810633435,2009
"389",586,"17/03/2009 19:16:15",239429,571116,3,0.963443,"2009-03-17",7.69250619593673,2009
"390",587,"17/03/2009 19:27:36",239541,571043,3,0.677311,"2009-03-17",7.56095800877818,2009
"391",588,"17/03/2009 19:28:41",239541,571062,3,0.677311,"2009-03-17",7.56832158237622,2009
"392",589,"17/03/2009 21:28:51",239651,571138,3,1.06036,"2009-03-17",7.49735152412801,2009
"393",590,"17/03/2009 22:42:07",239655,570953,3,0.791529,"2009-03-17",7.42113468924712,2009
"394",591,"18/03/2009 14:26:39",239765,571047,3,0.855402,"2009-03-18",7.35646385779613,2009
"395",592,"18/03/2009 18:16:45",239543,570969,3,0.850762,"2009-03-18",7.53081555667783,2009
"396",593,"18/03/2009 18:27:19",239653,571064,3,0.640122,"2009-03-18",7.46604023660056,2009
"397",594,"20/03/2009 21:07:49",238985,570959,3,0.517713,"2009-03-20",8.04660145894409,2009
"398",595,"20/03/2009 21:21:55",239209,570926,3,0.585698,"2009-03-20",7.82550661892567,2009
"399",596,"20/03/2009 21:30:23",239317,571095,3,0.477158,"2009-03-20",7.78774503758908,2009
"400",597,"20/03/2009 21:37:48",239429,571116,3,0.591529,"2009-03-20",7.69250619593673,2009
"401",598,"20/03/2009 22:48:15",239875,571142,3,0.369736,"2009-03-20",7.29450439419283,2009
"402",599,"20/03/2009 22:49:30",238766,570733,3,0.453154,"2009-03-20",8.17690914876926,2009
"403",600,"21/03/2009 04:31:36",239425,571320,3,0.162352,"2009-03-21",7.77785439171224,2009
"404",601,"21/03/2009 05:11:07",239652,571101,3,0.513873,"2009-03-21",7.48162070312587,2009
"405",602,"22/03/2009 00:32:19",239429,571078,3,1.21667,"2009-03-22",7.67778994548662,2009
"406",603,"22/03/2009 00:34:53",239430,571024,3,0.612187,"2009-03-22",7.65622780837963,2009
"407",604,"27/03/2009 02:51:28",249838,592218,3,0.96059,"2009-03-27",2.43908908478084,2009
"408",605,"14/04/2009 21:05:26",241100,596136,3,2.62333,"2009-04-14",1.99167439277829,2009
"409",606,"14/04/2009 23:35:03",247730,597799,3,0.9476,"2009-04-14",0.865214288119707,2009
"410",607,"16/04/2009 17:12:16",252159,592858,3,2.58703,"2009-04-16",4.65200707344314,2009
"411",608,"20/04/2009 14:42:51",249753,590900,3,1.47153,"2009-04-20",1.62404862254605,2009
"412",609,"01/05/2009 14:13:02",244016,582552,3,1.19842,"2009-05-01",1.85848866167476,2009
"413",610,"04/05/2009 11:31:17",247845,597559,3,1.80907,"2009-05-04",1.13117820501936,2009
"414",611,"07/05/2009 01:20:24",247575,600059,3,1.36709,"2009-05-07",1.47718156472112,2009
"415",612,"07/05/2009 03:42:13",244379,592967,3,1.58729,"2009-05-07",1.38128808373633,2009
"416",613,"07/05/2009 13:14:43",244175,585987,3,1.24973,"2009-05-07",5.04060658984056,2009
"417",614,"08/05/2009 05:23:12",246519,597256,3,2.99527,"2009-05-08",0.569429883536642,2009
"418",615,"08/05/2009 15:54:23",243847,573589,3,0.906446,"2009-05-08",6.08413146827553,2009
"419",617,"26/05/2009 00:08:00",257851,591679,3,1.27283,"2009-05-26",9.7285886109184,2009
"420",618,"26/05/2009 11:00:37",257711,593031,3,1.33962,"2009-05-26",9.86087013698634,2009
"421",619,"01/06/2009 02:32:25",254572,583650,3,0.884643,"2009-06-01",8.91052066445708,2009
"422",620,"15/06/2009 15:32:51",250107,589830,3,1.04504,"2009-06-15",1.98595645753555,2009
"423",621,"05/07/2009 10:42:46",246173,592092,3,1.79168,"2009-07-05",0.617344736771409,2009
"424",622,"05/07/2009 18:52:42",251688,583090,3,1.22442,"2009-07-05",6.29354761868052,2009
"425",624,"22/07/2009 00:00:00",246876,590194,3,1.67126,"2009-07-22",1.34682592101503,2009
"426",625,"19/08/2009 01:49:38",238099,583485,3,0.671804,"2009-08-19",7.40078490804478,2009
"427",626,"14/09/2009 00:32:51",252239,588908,3,1.31661,"2009-09-14",4.30178453393634,2009
"428",627,"29/09/2009 02:23:10",249270,592857,3,1.55399,"2009-09-29",2.67265830371357,2009
"429",629,"18/11/2009 05:17:49",246070,574038,3,1.62714,"2009-11-18",4.83115080811532,2009
"430",632,"20/11/2009 09:27:32",245590,593566,3,1.22104,"2009-11-20",1.16277635991736,2009
"431",634,"02/12/2009 08:53:31",251431,590377,3,1.13564,"2009-12-02",3.22495878474753,2009
"432",635,"04/12/2009 04:12:32",245444,589481,3,2.34001,"2009-12-04",2.9126767123081,2009
"433",636,"07/12/2009 00:25:00",257051,608305,3,1.32364,"2009-12-07",13.6997947193958,2009
"434",637,"21/12/2009 04:55:28",245571,582748,3,1.48511,"2009-12-21",1.78835422307601,2009
"435",638,"23/12/2009 18:38:25",246502,592320,3,1.53133,"2009-12-23",0.865630057023156,2009
"436",639,"25/12/2009 23:37:52",246009,583146,3,0.724258,"2009-12-25",2.31242450118162,2009
"437",640,"09/01/2010 12:31:12",240057,598603,3,1.67929,"2010-01-09",1.15121055632846,2010
"438",641,"14/01/2010 17:12:23",250316,590521,3,1.18129,"2010-01-14",2.11301141450895,2010
"439",643,"17/02/2010 15:55:02",248867,579305,3,1.16303,"2010-02-17",1.82433383997371,2010
"440",644,"19/02/2010 23:12:52",249327,589945,3,1.8027,"2010-02-19",1.21163119414785,2010
"441",645,"04/03/2010 19:59:58",248542,595997,3,1.40078,"2010-03-04",2.84162749541742,2010
"442",646,"31/03/2010 15:15:03",247869,579081,3,2.36972,"2010-03-31",0.810326713760796,2010
"443",647,"03/04/2010 11:50:57",239655,596220,3,1.44102,"2010-04-03",1.08325617209848,2010
"444",648,"25/04/2010 00:46:00",249150,593299,3,1.56368,"2010-04-25",3.04383689508632,2010
"445",649,"25/04/2010 13:13:17",252844,575525,3,1.01795,"2010-04-25",6.56337901023934,2010
"446",650,"03/05/2010 09:26:16",249664,601009,3,2.30945,"2010-05-03",3.31876333384169,2010
"447",651,"05/05/2010 03:38:03",247298,602911,3,1.595,"2010-05-05",4.31822204815223,2010
"448",652,"07/05/2010 08:26:36",236605,612309,3,2.5,"2010-05-07",12.9768339920222,2010
"449",653,"08/05/2010 23:36:07",253572,588973,3,1,"2010-05-08",5.5536806373487,2010
"450",654,"09/05/2010 17:05:10",257758,585610,3,1.7,"2010-05-09",10.6879109568342,2010
"451",655,"21/05/2010 02:34:09",253899,589258,3,0.9,"2010-05-21",5.80727379383731,2010
"452",656,"26/05/2010 12:53:59",251557,584088,3,0.9,"2010-05-26",6.93444212775164,2010
"453",657,"30/05/2010 18:58:36",241201,584300,3,1.5,"2010-05-30",5.07460348477983,2010
"454",658,"30/05/2010 18:58:58",241201,584300,3,1.2,"2010-05-30",5.07460348477983,2010
"455",659,"08/06/2010 02:20:29",252528,580102,3,1,"2010-06-08",5.56569168403474,2010
"456",660,"09/06/2010 19:19:22",247776,578134,3,2.02245,"2010-06-09",0.894856106729569,2010
"457",661,"10/06/2010 19:57:35",239446,582860,3,1.13713,"2010-06-10",5.92440779308819,2010
"458",662,"16/06/2010 01:07:58",252612,597877,3,1.5,"2010-06-16",5.27302488233171,2010
"459",663,"21/06/2010 00:40:07",245628,585625,3,1.3,"2010-06-21",4.62920501344171,2010
"460",664,"21/06/2010 04:02:58",237346,581969,3,1.5,"2010-06-21",7.7911396152514,2010
"461",666,"04/07/2010 01:58:05",249296,585862,3,0.8,"2010-07-04",4.67208159484354,2010
"462",667,"24/07/2010 00:46:44",244897,589043,3,1.8,"2010-07-24",3.442563814729,2010
"463",668,"14/08/2010 07:43:20",242535,602636,3,2.5,"2010-08-14",3.95763232766146,2010
"464",669,"29/08/2010 18:13:31",251279,581282,3,1.6,"2010-08-29",4.8608810158694,2010
"465",670,"31/08/2010 17:54:57",241259,599645,3,1.4,"2010-08-31",1.41807719931765,2010
"466",671,"03/09/2010 10:54:04",250237,583265,3,1,"2010-09-03",5.48012008476807,2010
"467",672,"06/10/2010 20:22:24",247698,582158,3,0.9,"2010-10-06",2.85119724608922,2010
"468",673,"22/10/2010 19:31:11",244883,577893,3,1,"2010-10-22",2.40417869896235,2010
"469",674,"31/10/2010 14:46:39",253939,592727,3,1.02435,"2010-10-31",6.18515884917974,2010
"470",675,"15/11/2010 11:42:46",242647,596515,3,1.39572,"2010-11-15",0.580612311389284,2010
"471",676,"24/11/2010 04:10:25",259569,589359,3,0.6,"2010-11-24",11.4108961953401,2010
"472",677,"02/12/2010 13:44:40",234296,604756,3,1.2,"2010-12-02",6.79820604274472,2010
"473",678,"07/12/2010 14:42:50",253270,592844,3,1.16817,"2010-12-07",5.62051677405036,2010
"474",679,"08/12/2010 15:02:06",244821,593087,3,1.07351,"2010-12-08",1.06658794906409,2010
"475",680,"30/12/2010 09:56:58",262768,595461,3,0.9,"2010-12-30",15.414546259373,2010
"476",681,"06/01/2011 06:17:36",247867,590714,3,1.27535,"2011-01-06",0.458687404399215,2011
"477",682,"07/01/2011 21:34:37",260433,585463,3,1.72261,"2011-01-07",10.8040665776991,2011
"478",684,"19/01/2011 19:39:32",238820,593201,3,2.43064,"2011-01-19",3.19146663961839,2011
"479",685,"22/01/2011 09:28:18",249036,576395,3,1.10754,"2011-01-22",3.03191682177768,2011
"480",686,"28/01/2011 15:07:02",243299,591295,3,1.53499,"2011-01-28",1.82570695906355,2011
"481",687,"30/01/2011 09:28:04",243963,591419,3,1.36557,"2011-01-30",1.94546057734209,2011
"482",688,"08/02/2011 04:16:25",246835,586538,3,1.33454,"2011-02-08",4.10308123159276,2011
"483",689,"11/03/2011 04:32:42",253495,587282,3,1.36101,"2011-03-11",6.14215902757729,2011
"484",690,"13/03/2011 20:16:11",247584,588074,3,1.542,"2011-03-13",2.41278896241919,2011
"485",691,"14/03/2011 20:02:46",250238,577588,3,0.775108,"2011-03-14",3.32006168714967,2011
"486",693,"26/03/2011 02:31:49",250625,586148,3,1.15873,"2011-03-26",4.89637210321133,2011
"487",694,"26/03/2011 20:45:54",244561,595105,3,1.49949,"2011-03-26",1.79822302821519,2011
"488",695,"28/03/2011 03:14:49",249811,576670,3,2.0222,"2011-03-28",3.39544696554424,2011
"489",696,"08/04/2011 01:05:00",251749,607583,3,1.31974,"2011-04-08",5.62164054019801,2011
"490",698,"13/04/2011 20:28:23",249216,589943,3,0.940333,"2011-04-13",1.11058112366547,2011
"491",699,"15/04/2011 04:38:54",251857,580236,3,1.54485,"2011-04-15",4.95590207834509,2011
"492",701,"24/04/2011 06:40:09",253071,575326,3,0.507965,"2011-04-24",6.85916329870499,2011
"493",702,"28/04/2011 02:41:04",252444,589766,3,1.40425,"2011-04-28",4.28576925802699,2011
"494",703,"28/04/2011 08:48:41",244275,592557,3,1.40322,"2011-04-28",1.37399582278907,2011
"495",704,"02/05/2011 23:44:10",258713,572271,3,1.17816,"2011-05-02",12.8852455295546,2011
"496",705,"05/05/2011 00:04:18",258267,577438,3,0.815138,"2011-05-05",11.2156299730706,2011
"497",706,"07/05/2011 12:44:11",247240,594394,3,1.09045,"2011-05-07",2.55289427044123,2011
"498",707,"08/05/2011 13:40:23",249349,588813,3,0.850701,"2011-05-08",1.95988582152768,2011
"499",708,"10/05/2011 03:38:16",253296,596982,3,0.961787,"2011-05-10",6.12398115593094,2011
"500",709,"10/05/2011 17:20:12",239782,582735,3,1.1684,"2011-05-10",5.56624339450733,2011
"501",710,"12/05/2011 16:44:30",246522,579612,3,1.79348,"2011-05-12",1.05260165672271,2011
"502",711,"12/05/2011 16:51:06",251212,584620,3,1.1214,"2011-05-12",6.5194714722935,2011
"503",712,"18/05/2011 00:02:27",247146,593521,3,0.769263,"2011-05-18",1.87444516448348,2011
"504",713,"18/05/2011 17:48:26",252307,585533,3,1.87232,"2011-05-18",6.36829013554398,2011
"505",714,"19/05/2011 00:09:05",255128,604961,3,0.922638,"2011-05-19",7.39946058005016,2011
"506",715,"19/05/2011 18:16:04",251945,597901,3,1.20294,"2011-05-19",4.60943798986075,2011
"507",716,"19/05/2011 19:41:52",247426,602004,3,1.37557,"2011-05-19",1.57290718976521,2011
"508",717,"23/05/2011 05:15:14",250731,575241,3,0.88123,"2011-05-23",5.03018824357883,2011
"509",718,"23/05/2011 07:49:31",247030,587952,3,1.16271,"2011-05-23",2.72057345873763,2011
"510",719,"26/05/2011 15:56:08",247294,603134,3,1.88517,"2011-05-26",0.690628115444789,2011
"511",720,"27/05/2011 23:04:12",239197,577977,3,1.65843,"2011-05-27",6.62736696689076,2011
"512",721,"02/06/2011 00:19:40",244809,599655,3,1.00824,"2011-06-02",1.77931877814436,2011
"513",722,"02/06/2011 16:43:17",250690,588487,3,0.755408,"2011-06-02",3.13829641193682,2011
"514",723,"05/06/2011 09:40:31",236868,577323,3,1.54608,"2011-06-05",9.00937148063083,2011
"515",724,"05/06/2011 23:08:38",227813,615599,3,1.35069,"2011-06-05",12.8128342059458,2011
"516",725,"10/06/2011 00:59:00",239023,587935,3,1.01406,"2011-06-10",5.47446454151138,2011
"517",726,"18/06/2011 15:42:20",252415,580173,3,1.31835,"2011-06-18",5.4741392441944,2011
"518",729,"23/06/2011 09:14:46",247477,593619,3,1.70922,"2011-06-23",2.20186939898784,2011
"519",730,"24/06/2011 00:49:47",244732,597834,3,1.11897,"2011-06-24",1.34166718149737,2011
"520",731,"27/06/2011 04:10:28",245443,589536,3,1.02919,"2011-06-27",2.87511071869397,2011
"521",732,"27/06/2011 15:48:10",248294,591613,3,3.23191,"2011-06-27",1.21099637813082,2011
"522",733,"27/06/2011 16:27:36",247644,590728,3,1.36899,"2011-06-27",0.648253862363388,2011
"523",734,"27/06/2011 22:55:34",249289,591874,3,1.06648,"2011-06-27",1.82480850757683,2011
"524",736,"23/07/2011 19:14:19",247637,585310,3,1.16904,"2011-07-23",4.98700558384413,2011
"525",737,"27/07/2011 00:17:14",254556,589772,3,1.23635,"2011-07-27",6.38132785270921,2011
"526",738,"27/07/2011 17:44:22",259444,589969,3,1.21654,"2011-07-27",11.2462977165256,2011
"527",739,"27/07/2011 18:42:09",239795,600843,3,1.08228,"2011-07-27",1.10978626357766,2011
"528",740,"29/07/2011 22:48:34",244336,595285,3,1.81713,"2011-07-29",1.51070618924843,2011
"529",741,"01/08/2011 11:20:05",248929,598880,3,0.90609,"2011-08-01",1.56745553249412,2011
"530",743,"17/08/2011 21:18:04",248295,591576,3,0.97816,"2011-08-17",1.17417213365995,2011
"531",744,"18/08/2011 21:44:41",244783,589152,3,1.31435,"2011-08-18",3.36346097641914,2011
"532",745,"20/08/2011 09:39:42",237563,588744,3,1.51143,"2011-08-20",5.8224113447742,2011
"533",746,"23/08/2011 15:08:01",250592,576630,3,1.61776,"2011-08-23",4.06166251840015,2011
"534",747,"31/08/2011 04:51:40",241937,598934,3,1.13812,"2011-08-31",1.36066747838472,2011
"535",748,"31/08/2011 06:23:57",241344,607197,3,2.53783,"2011-08-31",7.49580422640311,2011
"536",749,"04/09/2011 13:00:56",241046,592962,3,0.790628,"2011-09-04",1.01350541518817,2011
"537",750,"06/09/2011 21:48:11",249440,595494,3,2.54075,"2011-09-06",3.71743179297376,2011
"538",751,"07/09/2011 04:14:57",246816,587540,3,1.45374,"2011-09-07",3.18463334916609,2011
"539",752,"15/09/2011 00:20:30",250693,593924,3,1.55434,"2011-09-15",4.30886899063237,2011
"540",754,"25/09/2011 00:49:10",244312,596546,3,1.01493,"2011-09-25",1.28557565741759,2011
"541",755,"25/09/2011 12:59:01",244280,598271,3,1.96485,"2011-09-25",1.10079640060488,2011
"542",757,"08/10/2011 00:47:43",253389,587058,3,1.92574,"2011-10-08",6.16972341035407,2011
"543",759,"09/10/2011 21:43:14",240004,589065,3,1.47506,"2011-10-09",3.99997719902166,2011
"544",760,"24/10/2011 17:27:27",260148,593379,3,1.34805,"2011-10-24",12.3065414642549,2011
"545",761,"04/11/2011 18:02:12",249650,596092,3,1.4832,"2011-11-04",3.37277671137856,2011
"546",762,"06/11/2011 05:37:42",241449,582895,3,0.697823,"2011-11-06",4.08285139013548,2011
"547",764,"07/11/2011 19:26:31",241630,585198,3,1.16313,"2011-11-07",5.4119924594784,2011
