"","Datetime","Easting","Northing","Depth","Magnitude","Date"
"369","31/10/2004 17:27:22",238747,552423,3,0.856068,"2004-10-31"
"370","13/11/2004 12:15:57",249321,590260,3,1.1707,"2004-11-13"
"371","23/11/2004 22:13:10",250929,570886,3,0.313374,"2004-11-23"
"372","24/11/2004 18:18:58",246102,590012,3,1.86027,"2004-11-24"
"373","25/11/2004 14:25:54",247526,579539,3,0.649988,"2004-11-25"
"374","26/11/2004 06:58:02",244937,592811,3,1.61156,"2004-11-26"
"375","16/12/2004 21:14:30",239436,583434,3,0.776048,"2004-12-16"
"376","09/01/2005 23:59:39",248916,593907,3,1.68572,"2005-01-09"
"377","17/01/2005 00:00:56",249706,593254,3,1.09704,"2005-01-17"
"378","30/01/2005 02:31:34",242014,588600,3,1.02706,"2005-01-30"
"379","08/02/2005 13:20:34",238381,592859,3,2.25013,"2005-02-08"
"380","15/02/2005 19:21:11",236838,552724,3,0.954255,"2005-02-15"
"381","16/02/2005 10:46:18",248518,602879,3,1.25657,"2005-02-16"
"382","18/02/2005 11:26:30",241180,566787,3,0.627448,"2005-02-18"
"383","18/02/2005 12:55:47",244771,595739,3,1.3374,"2005-02-18"
"384","18/02/2005 18:49:26",246001,583591,3,0.541672,"2005-02-18"
"385","18/02/2005 22:05:52",244426,584452,3,1.63199,"2005-02-18"
"386","20/02/2005 06:03:25",249125,577529,3,0.0182004,"2005-02-20"
"387","25/02/2005 03:46:10",249888,595281,3,1.58474,"2005-02-25"
"388","01/03/2005 16:31:59",257238,594355,3,1.22572,"2005-03-01"
"389","08/03/2005 23:00:59",256946,587187,3,0.861305,"2005-03-08"
"390","10/03/2005 02:04:40",249763,596021,3,1.9523,"2005-03-10"
"391","21/03/2005 10:58:34",247059,586468,3,0.932849,"2005-03-21"
"392","21/03/2005 23:21:20",185742,608000,3,1.76149,"2005-03-21"
"393","02/04/2005 23:21:09",249144,587919,3,1.21381,"2005-04-02"
"394","18/04/2005 19:11:17",249491,587277,3,1.02523,"2005-04-18"
"395","21/04/2005 20:49:22",254877,590372,3,0.89995,"2005-04-21"
"396","22/04/2005 00:14:50",252999,595232,3,0.815011,"2005-04-22"
"397","30/04/2005 19:28:03",242402,597810,3,0.973121,"2005-04-30"
"398","17/05/2005 08:50:14",255569,583856,3,0.997068,"2005-05-17"
"399","25/05/2005 21:33:46",252762,579550,3,1.06372,"2005-05-25"
"400","28/05/2005 19:57:58",201664,598854,3,1.42664,"2005-05-28"
"401","30/05/2005 15:36:46",243102,595930,3,2.28626,"2005-05-30"
"402","22/06/2005 16:02:02",250346,594622,3,1.50646,"2005-06-22"
"403","09/07/2005 17:01:37",241646,584308,3,1.10522,"2005-07-09"
"404","17/07/2005 18:07:08",245593,593380,3,1.82142,"2005-07-17"
"405","25/07/2005 03:21:59",243481,581392,3,0.823144,"2005-07-25"
"406","05/08/2005 19:23:02",250141,576899,3,2.22035,"2005-08-05"
"407","10/09/2005 02:05:12",247265,593078,3,1.23087,"2005-09-10"
"408","05/10/2005 09:16:03",238574,594532,3,1.70223,"2005-10-05"
"409","12/10/2005 16:06:43",226410,553394,3,2.542,"2005-10-12"
"410","23/10/2005 17:03:38",240725,598484,3,1.8767,"2005-10-23"
"411","11/11/2005 17:02:30",242453,582764,3,1.36444,"2005-11-11"
"412","02/01/2006 12:00:46",242319,584042,3,1.07473,"2006-01-02"
"413","10/01/2006 23:41:06",234596,552761,3,2.60235,"2006-01-10"
"414","14/01/2006 22:29:55",247230,577548,3,0.326938,"2006-01-14"
"415","18/01/2006 08:12:47",246876,590194,3,1.48877,"2006-01-18"
"416","18/01/2006 22:08:16",247467,588368,3,1.5996,"2006-01-18"
"417","20/01/2006 20:22:50",245113,595263,3,1.34502,"2006-01-20"
"418","23/01/2006 11:17:40",242428,584137,3,1.91106,"2006-01-23"
"419","28/01/2006 03:00:42",250234,600260,3,1.12646,"2006-01-28"
"420","29/01/2006 18:26:53",235164,552307,3,1.12934,"2006-01-29"
"421","11/02/2006 20:01:36",252399,586500,3,1.26227,"2006-02-11"
"422","12/02/2006 14:36:39",248862,590956,3,1.47693,"2006-02-12"
"423","24/02/2006 04:50:30",248386,592579,3,1.32915,"2006-02-24"
"424","04/03/2006 04:32:34",245628,573825,3,1.76577,"2006-03-04"
"425","21/03/2006 14:50:34",246185,591480,3,2.37398,"2006-03-21"
"426","23/03/2006 03:12:24",247780,589451,3,2.24152,"2006-03-23"
"427","25/03/2006 13:54:38",266713,539833,2,2.09892,"2006-03-25"
"428","25/03/2006 13:55:51",266601,539793,2,1.7,"2006-03-25"
"429","05/04/2006 01:41:10",255087,596314,3,1.43527,"2006-04-05"
"430","12/04/2006 05:20:29",251701,587989,3,1.19424,"2006-04-12"
"431","13/04/2006 07:38:52",239084,584467,3,1.52657,"2006-04-13"
"432","16/04/2006 13:51:52",248055,592462,3,1.92308,"2006-04-16"
"433","16/04/2006 18:44:54",247162,592704,3,1.1234,"2006-04-16"
"434","19/04/2006 17:39:15",241450,595213,3,1.58795,"2006-04-19"
"435","22/04/2006 03:41:54",245914,594016,3,1.47877,"2006-04-22"
"436","22/04/2006 17:03:13",235591,600232,3,0.360046,"2006-04-22"
"437","23/04/2006 01:18:18",254655,595692,3,0.875844,"2006-04-23"
"438","23/04/2006 15:02:08",231476,600870,3,1.11012,"2006-04-23"
"439","02/05/2006 16:52:01",248937,592832,3,1.02947,"2006-05-02"
"440","03/05/2006 19:16:37",246988,590140,3,1.23465,"2006-05-03"
"441","07/05/2006 16:11:32",243541,596236,3,1.35344,"2006-05-07"
"442","22/05/2006 20:23:41",242531,584602,3,0.872332,"2006-05-22"
"443","06/06/2006 03:17:34",249993,584392,3,1.35173,"2006-06-06"
"444","08/06/2006 23:31:06",241977,584481,3,0.752569,"2006-06-08"
"445","16/06/2006 21:06:47",247205,590442,3,1.60763,"2006-06-16"
"446","17/06/2006 02:43:09",247084,590940,3,1.1845,"2006-06-17"
"447","17/06/2006 13:16:22",252566,594666,3,1.4389,"2006-06-17"
"448","23/06/2006 22:35:43",246709,593140,3,1.67605,"2006-06-23"
"449","24/06/2006 16:42:19",250654,595871,3,1.24846,"2006-06-24"
"450","12/07/2006 00:13:56",249925,599049,3,0.862461,"2006-07-12"
"451","12/07/2006 22:56:24",253724,592389,3,1.30352,"2006-07-12"
"452","16/07/2006 08:10:39",253627,591719,3,1.48221,"2006-07-16"
"453","08/08/2006 05:04:00",242198,596785,3,3.466,"2006-08-08"
"454","08/08/2006 09:49:23",242866,596705,3,2.53367,"2006-08-08"
"455","11/08/2006 06:21:23",240795,582141,3,1.11354,"2006-08-11"
"456","26/08/2006 22:41:19",243212,596007,3,2.31044,"2006-08-26"
"457","06/09/2006 01:37:32",230829,578617,3,1.76858,"2006-09-06"
"458","27/09/2006 23:30:44",241498,598684,3,1.62355,"2006-09-27"
"459","06/10/2006 00:10:29",248517,591543,3,1.56419,"2006-10-06"
"460","15/10/2006 20:18:01",256086,532180,3,1.62327,"2006-10-15"
"461","23/10/2006 13:38:06",244927,599285,3,2.27314,"2006-10-23"
"462","25/10/2006 09:45:42",257350,594321,3,1.37946,"2006-10-25"
"463","26/10/2006 02:57:47",250848,518125,3,0.75757,"2006-10-26"
"464","26/10/2006 13:59:38",242665,601619,3,1.37297,"2006-10-26"
"465","04/11/2006 21:04:48",235084,550340,3,1.27188,"2006-11-04"
"466","05/11/2006 15:00:25",248693,588263,3,1.18181,"2006-11-05"
"467","25/12/2006 04:57:19",222682,595320,3,1.26294,"2006-12-25"
"468","10/01/2007 18:36:29",254650,595934,3,1.45925,"2007-01-10"
"469","18/01/2007 22:29:44",247023,588342,3,0.886662,"2007-01-18"
"470","26/01/2007 00:20:09",246079,597025,3,2.33372,"2007-01-26"
"471","31/01/2007 01:03:36",240499,598722,3,1.19182,"2007-01-31"
"472","04/02/2007 04:47:35",239654,596295,3,0.636801,"2007-02-04"
"473","16/02/2007 11:14:09",242779,583234,3,1.46323,"2007-02-16"
"474","17/02/2007 01:41:14",242893,583106,3,2.58397,"2007-02-17"
"475","17/02/2007 02:21:08",241556,583138,3,0.919229,"2007-02-17"
"476","17/02/2007 19:58:01",252850,597066,3,0.893566,"2007-02-17"
"477","03/03/2007 06:43:33",243210,584003,3,1.08897,"2007-03-03"
"478","11/03/2007 01:08:14",247800,594145,3,1.12315,"2007-03-11"
"479","21/03/2007 23:04:36",244091,584539,3,1.21422,"2007-03-21"
"480","29/03/2007 20:28:14",242546,565346,3,0.742816,"2007-03-29"
"481","30/03/2007 16:25:06",243097,584075,3,1.23973,"2007-03-30"
"482","01/04/2007 15:42:37",241998,583331,3,0.655346,"2007-04-01"
"483","13/04/2007 14:57:28",245566,583027,3,1.20916,"2007-04-13"
"484","14/05/2007 12:19:24",242570,594659,3,1.9868,"2007-05-14"
"485","19/05/2007 05:33:23",251383,576108,3,0.441727,"2007-05-19"
"486","09/06/2007 20:07:34",245522,597144,3,2.06698,"2007-06-09"
"487","10/06/2007 17:27:40",236695,593999,3,1.70307,"2007-06-10"
"488","11/06/2007 02:18:12",239370,593470,3,1.05465,"2007-06-11"
"489","23/06/2007 02:01:45",242709,593121,3,1.22781,"2007-06-23"
"490","02/07/2007 20:57:03",255411,532147,3,1.42776,"2007-07-02"
"491","15/08/2007 05:49:24",244490,598906,3,1.46093,"2007-08-15"
"492","17/09/2007 05:01:21",249092,596248,3,1.5465,"2007-09-17"
"493","18/09/2007 06:16:34",249329,584193,3,0.878216,"2007-09-18"
"494","28/09/2007 05:26:40",237339,595308,3,1.22335,"2007-09-28"
"495","30/09/2007 14:17:36",248640,579523,3,2.06804,"2007-09-30"
"496","27/10/2007 01:57:51",245675,594902,3,1.99489,"2007-10-27"
"497","13/11/2007 10:26:06",250759,590586,3,1.67414,"2007-11-13"
"498","30/11/2007 21:37:46",234196,563551,3,1.47444,"2007-11-30"
"499","10/12/2007 03:59:14",231528,590685,3,0.693378,"2007-12-10"
"500","02/01/2008 03:36:16",233843,550839,3,1.39539,"2008-01-02"
"501","05/01/2008 20:31:50",248474,565105,3,1.74172,"2008-01-05"
"502","07/01/2008 21:53:17",239857,584777,3,1.14629,"2008-01-07"
"503","24/01/2008 19:21:02",247634,579727,3,1.5226,"2008-01-24"
"504","12/02/2008 02:48:50",248054,592498,3,0.908172,"2008-02-12"
"505","17/02/2008 16:35:15",241736,566945,3,1.79805,"2008-02-17"
"506","19/02/2008 15:44:51",246882,578246,3,0.924651,"2008-02-19"
"507","19/03/2008 17:02:10",233435,596375,3,1.16381,"2008-03-19"
"508","29/03/2008 16:57:22",251984,590499,3,1.41596,"2008-03-29"
"509","31/03/2008 07:06:02",242428,596344,3,1.23083,"2008-03-31"
"510","02/04/2008 01:15:32",235959,551690,3,1.93054,"2008-04-02"
"511","02/04/2008 01:28:37",236182,551749,3,2.47014,"2008-04-02"
"512","07/04/2008 04:32:23",255646,590815,3,1.22186,"2008-04-07"
"513","11/04/2008 22:51:26",254227,589542,3,1.11789,"2008-04-11"
"514","15/04/2008 04:54:03",232945,592378,3,0.903919,"2008-04-15"
"515","22/04/2008 11:46:03",247686,565405,3,1.83871,"2008-04-22"
"516","28/04/2008 02:47:01",253283,586777,3,1.29948,"2008-04-28"
"517","05/05/2008 19:56:08",235129,594677,3,1.0074,"2008-05-05"
"518","09/05/2008 21:33:03",244219,589625,3,1.31834,"2008-05-09"
"519","10/05/2008 23:20:35",244356,594172,3,1.22276,"2008-05-10"
"520","18/05/2008 13:23:46",244255,599606,3,2.17171,"2008-05-18"
"521","19/05/2008 15:07:30",245137,593983,3,1.85012,"2008-05-19"
"522","30/05/2008 14:48:09",237870,603128,3,1.32951,"2008-05-30"
"523","01/06/2008 11:00:59",247950,592162,3,1.31852,"2008-06-01"
"524","10/06/2008 20:51:06",248168,592389,3,0.863607,"2008-06-10"
"525","15/06/2008 06:29:27",85937,542324,4,2.13117,"2008-06-15"
"526","22/06/2008 21:06:16",252084,585547,3,0.911785,"2008-06-22"
"527","23/06/2008 13:52:15",253289,570116,3,1.11282,"2008-06-23"
"528","10/07/2008 06:57:34",254516,597044,3,2.45554,"2008-07-10"
"529","23/07/2008 20:05:13",240252,581333,3,1.23626,"2008-07-23"
"530","05/08/2008 02:35:51",257674,531545,3,1.99076,"2008-08-05"
"531","23/08/2008 19:49:07",244127,594539,3,0.941884,"2008-08-23"
"532","26/08/2008 22:55:53",234161,551975,3,2.31925,"2008-08-26"
"533","14/09/2008 20:32:12",237242,594509,3,1.11668,"2008-09-14"
"534","15/09/2008 22:26:58",249950,563890,3,0.985969,"2008-09-15"
"535","20/09/2008 08:45:59",243093,584298,3,1.33021,"2008-09-20"
"536","29/09/2008 10:20:45",235819,599865,3,1.83137,"2008-09-29"
"537","11/10/2008 08:19:40",86353,524047,3,2.6497,"2008-10-11"
"538","26/10/2008 02:48:50",249647,584998,3,1.06755,"2008-10-26"
"539","26/10/2008 07:49:52",233385,551462,3,1.72681,"2008-10-26"
"540","29/10/2008 16:36:22",243128,594503,3,1.37757,"2008-10-29"
"541","30/10/2008 05:54:29",243780,595294,3,3.22159,"2008-10-30"
"542","07/11/2008 16:40:01",244687,600227,3,2.16046,"2008-11-07"
"543","10/11/2008 10:55:07",247207,567065,3,0.658039,"2008-11-10"
"544","16/11/2008 22:51:10",249180,563282,3,1.21299,"2008-11-16"
"545","10/12/2008 03:22:39",251123,589071,3,1.0875,"2008-12-10"
"546","15/12/2008 20:41:17",235789,595078,3,1.53943,"2008-12-15"
"547","23/12/2008 15:16:59",242979,602607,3,1.42827,"2008-12-23"
"548","24/12/2008 03:27:11",235068,564882,3,1.22742,"2008-12-24"
"549","01/01/2009 08:34:39",244166,568400,3,1.51424,"2009-01-01"
"550","01/01/2009 09:35:47",255897,594735,3,1.22051,"2009-01-01"
"551","01/01/2009 16:54:47",247158,598659,3,1.72752,"2009-01-01"
"552","08/01/2009 01:17:02",243536,596514,3,1.66357,"2009-01-08"
"553","09/01/2009 20:16:58",243327,595786,3,1.87616,"2009-01-09"
"554","15/01/2009 12:41:13",253877,595732,3,1.03273,"2009-01-15"
"555","17/01/2009 06:05:04",249138,576879,3,1.14785,"2009-01-17"
"556","01/02/2009 04:23:24",245064,597896,3,2.23274,"2009-02-01"
"557","03/02/2009 06:53:52",254155,593048,3,1.17153,"2009-02-03"
"558","04/02/2009 12:23:50",245141,599698,3,1.65972,"2009-02-04"
"559","05/02/2009 11:56:13",257345,594543,3,1.05668,"2009-02-05"
"560","16/02/2009 09:24:56",249194,591056,3,1.4198,"2009-02-16"
"561","22/02/2009 11:56:27",239321,570873,3,0.756087,"2009-02-22"
"562","23/02/2009 18:03:15",251564,572605,3,0.953092,"2009-02-23"
"563","26/02/2009 01:21:50",239543,570969,3,0.527011,"2009-02-26"
"564","26/02/2009 03:03:15",239321,570909,3,1.06942,"2009-02-26"
"565","05/03/2009 23:36:35",239320,570947,3,0.777224,"2009-03-05"
"566","12/03/2009 04:36:55",239212,570759,3,0.6,"2009-03-12"
"567","12/03/2009 05:00:22",239211,570778,3,0.5,"2009-03-12"
"568","12/03/2009 14:56:01",239324,570742,3,0.8,"2009-03-12"
"569","12/03/2009 17:07:52",239324,570742,3,0.6,"2009-03-12"
"570","13/03/2009 14:33:33",255850,596980,3,1.20922,"2009-03-13"
"571","14/03/2009 15:32:16",239653,571028,3,1.0235,"2009-03-14"
"572","14/03/2009 15:32:28",239098,570850,3,0.98375,"2009-03-14"
"573","14/03/2009 20:10:52",238656,570638,3,0.529264,"2009-03-14"
"574","17/03/2009 00:06:15",239649,571268,3,0.430123,"2009-03-17"
"575","17/03/2009 03:34:07",239429,571116,3,0.498409,"2009-03-17"
"576","17/03/2009 04:38:27",239431,570967,3,1.37656,"2009-03-17"
"577","17/03/2009 06:32:52",239429,571078,3,1.11698,"2009-03-17"
"578","17/03/2009 16:34:55",239656,570897,3,0.5,"2009-03-17"
"579","17/03/2009 18:39:58",239765,571030,3,0.530337,"2009-03-17"
"580","17/03/2009 18:40:09",239208,570945,3,0.594744,"2009-03-17"
"581","17/03/2009 19:10:17",239430,571060,3,0.934341,"2009-03-17"
"582","17/03/2009 19:10:34",239429,571116,3,0.934341,"2009-03-17"
"583","17/03/2009 19:10:49",239318,571076,3,0.934341,"2009-03-17"
"584","17/03/2009 19:11:12",239427,571208,3,1.01465,"2009-03-17"
"585","17/03/2009 19:15:36",239429,571097,3,0.963443,"2009-03-17"
"586","17/03/2009 19:16:15",239429,571116,3,0.963443,"2009-03-17"
"587","17/03/2009 19:27:36",239541,571043,3,0.677311,"2009-03-17"
"588","17/03/2009 19:28:41",239541,571062,3,0.677311,"2009-03-17"
"589","17/03/2009 21:28:51",239651,571138,3,1.06036,"2009-03-17"
"590","17/03/2009 22:42:07",239655,570953,3,0.791529,"2009-03-17"
"591","18/03/2009 14:26:39",239765,571047,3,0.855402,"2009-03-18"
"592","18/03/2009 18:16:45",239543,570969,3,0.850762,"2009-03-18"
"593","18/03/2009 18:27:19",239653,571064,3,0.640122,"2009-03-18"
"594","20/03/2009 21:07:49",238985,570959,3,0.517713,"2009-03-20"
"595","20/03/2009 21:21:55",239209,570926,3,0.585698,"2009-03-20"
"596","20/03/2009 21:30:23",239317,571095,3,0.477158,"2009-03-20"
"597","20/03/2009 21:37:48",239429,571116,3,0.591529,"2009-03-20"
"598","20/03/2009 22:48:15",239875,571142,3,0.369736,"2009-03-20"
"599","20/03/2009 22:49:30",238766,570733,3,0.453154,"2009-03-20"
"600","21/03/2009 04:31:36",239425,571320,3,0.162352,"2009-03-21"
"601","21/03/2009 05:11:07",239652,571101,3,0.513873,"2009-03-21"
"602","22/03/2009 00:32:19",239429,571078,3,1.21667,"2009-03-22"
"603","22/03/2009 00:34:53",239430,571024,3,0.612187,"2009-03-22"
"604","27/03/2009 02:51:28",249838,592218,3,0.96059,"2009-03-27"
"605","14/04/2009 21:05:26",241100,596136,3,2.62333,"2009-04-14"
"606","14/04/2009 23:35:03",247730,597799,3,0.9476,"2009-04-14"
"607","16/04/2009 17:12:16",252159,592858,3,2.58703,"2009-04-16"
"608","20/04/2009 14:42:51",249753,590900,3,1.47153,"2009-04-20"
"609","01/05/2009 14:13:02",244016,582552,3,1.19842,"2009-05-01"
"610","04/05/2009 11:31:17",247845,597559,3,1.80907,"2009-05-04"
"611","07/05/2009 01:20:24",247575,600059,3,1.36709,"2009-05-07"
"612","07/05/2009 03:42:13",244379,592967,3,1.58729,"2009-05-07"
"613","07/05/2009 13:14:43",244175,585987,3,1.24973,"2009-05-07"
"614","08/05/2009 05:23:12",246519,597256,3,2.99527,"2009-05-08"
"615","08/05/2009 15:54:23",243847,573589,3,0.906446,"2009-05-08"
"616","22/05/2009 01:40:30",252023,566436,3,1.34412,"2009-05-22"
"617","26/05/2009 00:08:00",257851,591679,3,1.27283,"2009-05-26"
"618","26/05/2009 11:00:37",257711,593031,3,1.33962,"2009-05-26"
"619","01/06/2009 02:32:25",254572,583650,3,0.884643,"2009-06-01"
"620","15/06/2009 15:32:51",250107,589830,3,1.04504,"2009-06-15"
"621","05/07/2009 10:42:46",246173,592092,3,1.79168,"2009-07-05"
"622","05/07/2009 18:52:42",251688,583090,3,1.22442,"2009-07-05"
"623","14/07/2009 16:11:14",82194,532232,3,2.66533,"2009-07-14"
"624","22/07/2009 00:00:00",246876,590194,3,1.67126,"2009-07-22"
"625","19/08/2009 01:49:38",238099,583485,3,0.671804,"2009-08-19"
"626","14/09/2009 00:32:51",252239,588908,3,1.31661,"2009-09-14"
"627","29/09/2009 02:23:10",249270,592857,3,1.55399,"2009-09-29"
"628","02/11/2009 02:00:06",254573,534634,3,1.39886,"2009-11-02"
"629","18/11/2009 05:17:49",246070,574038,3,1.62714,"2009-11-18"
"630","19/11/2009 01:09:31",250806,565838,4,1.10386,"2009-11-19"
"631","19/11/2009 13:20:09",235687,554541,3,0.853788,"2009-11-19"
"632","20/11/2009 09:27:32",245590,593566,3,1.22104,"2009-11-20"
"633","26/11/2009 12:54:14",203869,545195,3,2.81213,"2009-11-26"
"634","02/12/2009 08:53:31",251431,590377,3,1.13564,"2009-12-02"
"635","04/12/2009 04:12:32",245444,589481,3,2.34001,"2009-12-04"
"636","07/12/2009 00:25:00",257051,608305,3,1.32364,"2009-12-07"
"637","21/12/2009 04:55:28",245571,582748,3,1.48511,"2009-12-21"
"638","23/12/2009 18:38:25",246502,592320,3,1.53133,"2009-12-23"
"639","25/12/2009 23:37:52",246009,583146,3,0.724258,"2009-12-25"
"640","09/01/2010 12:31:12",240057,598603,3,1.67929,"2010-01-09"
"641","14/01/2010 17:12:23",250316,590521,3,1.18129,"2010-01-14"
"642","11/02/2010 07:14:13",247428,567200,3,0.312194,"2010-02-11"
"643","17/02/2010 15:55:02",248867,579305,3,1.16303,"2010-02-17"
"644","19/02/2010 23:12:52",249327,589945,3,1.8027,"2010-02-19"
"645","04/03/2010 19:59:58",248542,595997,3,1.40078,"2010-03-04"
"646","31/03/2010 15:15:03",247869,579081,3,2.36972,"2010-03-31"
"647","03/04/2010 11:50:57",239655,596220,3,1.44102,"2010-04-03"
"648","25/04/2010 00:46:00",249150,593299,3,1.56368,"2010-04-25"
"649","25/04/2010 13:13:17",252844,575525,3,1.01795,"2010-04-25"
"650","03/05/2010 09:26:16",249664,601009,3,2.30945,"2010-05-03"
"651","05/05/2010 03:38:03",247298,602911,3,1.595,"2010-05-05"
"652","07/05/2010 08:26:36",236605,612309,3,2.5,"2010-05-07"
"653","08/05/2010 23:36:07",253572,588973,3,1,"2010-05-08"
"654","09/05/2010 17:05:10",257758,585610,3,1.7,"2010-05-09"
"655","21/05/2010 02:34:09",253899,589258,3,0.9,"2010-05-21"
"656","26/05/2010 12:53:59",251557,584088,3,0.9,"2010-05-26"
"657","30/05/2010 18:58:36",241201,584300,3,1.5,"2010-05-30"
"658","30/05/2010 18:58:58",241201,584300,3,1.2,"2010-05-30"
"659","08/06/2010 02:20:29",252528,580102,3,1,"2010-06-08"
"660","09/06/2010 19:19:22",247776,578134,3,2.02245,"2010-06-09"
"661","10/06/2010 19:57:35",239446,582860,3,1.13713,"2010-06-10"
"662","16/06/2010 01:07:58",252612,597877,3,1.5,"2010-06-16"
"663","21/06/2010 00:40:07",245628,585625,3,1.3,"2010-06-21"
"664","21/06/2010 04:02:58",237346,581969,3,1.5,"2010-06-21"
"665","21/06/2010 08:06:04",252027,566233,3,1.7,"2010-06-21"
"666","04/07/2010 01:58:05",249296,585862,3,0.8,"2010-07-04"
"667","24/07/2010 00:46:44",244897,589043,3,1.8,"2010-07-24"
"668","14/08/2010 07:43:20",242535,602636,3,2.5,"2010-08-14"
"669","29/08/2010 18:13:31",251279,581282,3,1.6,"2010-08-29"
"670","31/08/2010 17:54:57",241259,599645,3,1.4,"2010-08-31"
"671","03/09/2010 10:54:04",250237,583265,3,1,"2010-09-03"
"672","06/10/2010 20:22:24",247698,582158,3,0.9,"2010-10-06"
"673","22/10/2010 19:31:11",244883,577893,3,1,"2010-10-22"
"674","31/10/2010 14:46:39",253939,592727,3,1.02435,"2010-10-31"
"675","15/11/2010 11:42:46",242647,596515,3,1.39572,"2010-11-15"
"676","24/11/2010 04:10:25",259569,589359,3,0.6,"2010-11-24"
"677","02/12/2010 13:44:40",234296,604756,3,1.2,"2010-12-02"
"678","07/12/2010 14:42:50",253270,592844,3,1.16817,"2010-12-07"
"679","08/12/2010 15:02:06",244821,593087,3,1.07351,"2010-12-08"
"680","30/12/2010 09:56:58",262768,595461,3,0.9,"2010-12-30"
"681","06/01/2011 06:17:36",247867,590714,3,1.27535,"2011-01-06"
"682","07/01/2011 21:34:37",260433,585463,3,1.72261,"2011-01-07"
"683","16/01/2011 01:56:18",247149,564263,3,1.7936,"2011-01-16"
"684","19/01/2011 19:39:32",238820,593201,3,2.43064,"2011-01-19"
"685","22/01/2011 09:28:18",249036,576395,3,1.10754,"2011-01-22"
"686","28/01/2011 15:07:02",243299,591295,3,1.53499,"2011-01-28"
"687","30/01/2011 09:28:04",243963,591419,3,1.36557,"2011-01-30"
"688","08/02/2011 04:16:25",246835,586538,3,1.33454,"2011-02-08"
"689","11/03/2011 04:32:42",253495,587282,3,1.36101,"2011-03-11"
"690","13/03/2011 20:16:11",247584,588074,3,1.542,"2011-03-13"
"691","14/03/2011 20:02:46",250238,577588,3,0.775108,"2011-03-14"
"692","19/03/2011 02:34:39",258637,565424,3,0.886639,"2011-03-19"
"693","26/03/2011 02:31:49",250625,586148,3,1.15873,"2011-03-26"
"694","26/03/2011 20:45:54",244561,595105,3,1.49949,"2011-03-26"
"695","28/03/2011 03:14:49",249811,576670,3,2.0222,"2011-03-28"
"696","08/04/2011 01:05:00",251749,607583,3,1.31974,"2011-04-08"
"697","12/04/2011 16:58:40",252338,561879,3,0.924279,"2011-04-12"
"698","13/04/2011 20:28:23",249216,589943,3,0.940333,"2011-04-13"
"699","15/04/2011 04:38:54",251857,580236,3,1.54485,"2011-04-15"
"700","20/04/2011 20:29:45",256473,567344,3,0.81459,"2011-04-20"
"701","24/04/2011 06:40:09",253071,575326,3,0.507965,"2011-04-24"
"702","28/04/2011 02:41:04",252444,589766,3,1.40425,"2011-04-28"
"703","28/04/2011 08:48:41",244275,592557,3,1.40322,"2011-04-28"
"704","02/05/2011 23:44:10",258713,572271,3,1.17816,"2011-05-02"
"705","05/05/2011 00:04:18",258267,577438,3,0.815138,"2011-05-05"
"706","07/05/2011 12:44:11",247240,594394,3,1.09045,"2011-05-07"
"707","08/05/2011 13:40:23",249349,588813,3,0.850701,"2011-05-08"
"708","10/05/2011 03:38:16",253296,596982,3,0.961787,"2011-05-10"
"709","10/05/2011 17:20:12",239782,582735,3,1.1684,"2011-05-10"
"710","12/05/2011 16:44:30",246522,579612,3,1.79348,"2011-05-12"
"711","12/05/2011 16:51:06",251212,584620,3,1.1214,"2011-05-12"
"712","18/05/2011 00:02:27",247146,593521,3,0.769263,"2011-05-18"
"713","18/05/2011 17:48:26",252307,585533,3,1.87232,"2011-05-18"
"714","19/05/2011 00:09:05",255128,604961,3,0.922638,"2011-05-19"
"715","19/05/2011 18:16:04",251945,597901,3,1.20294,"2011-05-19"
"716","19/05/2011 19:41:52",247426,602004,3,1.37557,"2011-05-19"
"717","23/05/2011 05:15:14",250731,575241,3,0.88123,"2011-05-23"
"718","23/05/2011 07:49:31",247030,587952,3,1.16271,"2011-05-23"
"719","26/05/2011 15:56:08",247294,603134,3,1.88517,"2011-05-26"
"720","27/05/2011 23:04:12",239197,577977,3,1.65843,"2011-05-27"
"721","02/06/2011 00:19:40",244809,599655,3,1.00824,"2011-06-02"
"722","02/06/2011 16:43:17",250690,588487,3,0.755408,"2011-06-02"
"723","05/06/2011 09:40:31",236868,577323,3,1.54608,"2011-06-05"
"724","05/06/2011 23:08:38",227813,615599,3,1.35069,"2011-06-05"
"725","10/06/2011 00:59:00",239023,587935,3,1.01406,"2011-06-10"
"726","18/06/2011 15:42:20",252415,580173,3,1.31835,"2011-06-18"
"727","19/06/2011 20:22:09",243321,565787,3,1.13269,"2011-06-19"
"728","19/06/2011 20:50:35",243203,566100,3,0.3,"2011-06-19"
"729","23/06/2011 09:14:46",247477,593619,3,1.70922,"2011-06-23"
"730","24/06/2011 00:49:47",244732,597834,3,1.11897,"2011-06-24"
"731","27/06/2011 04:10:28",245443,589536,3,1.02919,"2011-06-27"
"732","27/06/2011 15:48:10",248294,591613,3,3.23191,"2011-06-27"
"733","27/06/2011 16:27:36",247644,590728,3,1.36899,"2011-06-27"
"734","27/06/2011 22:55:34",249289,591874,3,1.06648,"2011-06-27"
"735","05/07/2011 11:44:30",80529,548358,4,2.47982,"2011-07-05"
"736","23/07/2011 19:14:19",247637,585310,3,1.16904,"2011-07-23"
