"","Datetime","Easting","Northing","Depth","Magnitude","Date"
"737","27/07/2011 00:17:14",254556,589772,3,1.23635,"2011-07-27"
"738","27/07/2011 17:44:22",259444,589969,3,1.21654,"2011-07-27"
"739","27/07/2011 18:42:09",239795,600843,3,1.08228,"2011-07-27"
"740","29/07/2011 22:48:34",244336,595285,3,1.81713,"2011-07-29"
"741","01/08/2011 11:20:05",248929,598880,3,0.90609,"2011-08-01"
"742","02/08/2011 16:44:20",244768,566073,3,1.63579,"2011-08-02"
"743","17/08/2011 21:18:04",248295,591576,3,0.97816,"2011-08-17"
"744","18/08/2011 21:44:41",244783,589152,3,1.31435,"2011-08-18"
"745","20/08/2011 09:39:42",237563,588744,3,1.51143,"2011-08-20"
"746","23/08/2011 15:08:01",250592,576630,3,1.61776,"2011-08-23"
"747","31/08/2011 04:51:40",241937,598934,3,1.13812,"2011-08-31"
"748","31/08/2011 06:23:57",241344,607197,3,2.53783,"2011-08-31"
"749","04/09/2011 13:00:56",241046,592962,3,0.790628,"2011-09-04"
"750","06/09/2011 21:48:11",249440,595494,3,2.54075,"2011-09-06"
"751","07/09/2011 04:14:57",246816,587540,3,1.45374,"2011-09-07"
"752","15/09/2011 00:20:30",250693,593924,3,1.55434,"2011-09-15"
"753","22/09/2011 05:54:08",235132,554273,3,0.916884,"2011-09-22"
"754","25/09/2011 00:49:10",244312,596546,3,1.01493,"2011-09-25"
"755","25/09/2011 12:59:01",244280,598271,3,1.96485,"2011-09-25"
"756","04/10/2011 19:52:39",79355,537803,3,2.63716,"2011-10-04"
"757","08/10/2011 00:47:43",253389,587058,3,1.92574,"2011-10-08"
"758","09/10/2011 04:33:43",54806,589284,3,3.13774,"2011-10-09"
"759","09/10/2011 21:43:14",240004,589065,3,1.47506,"2011-10-09"
"760","24/10/2011 17:27:27",260148,593379,3,1.34805,"2011-10-24"
"761","04/11/2011 18:02:12",249650,596092,3,1.4832,"2011-11-04"
"762","06/11/2011 05:37:42",241449,582895,3,0.697823,"2011-11-06"
"763","07/11/2011 17:50:34",249604,564421,3,1.04066,"2011-11-07"
"764","07/11/2011 19:26:31",241630,585198,3,1.16313,"2011-11-07"
"765","09/11/2011 15:08:53",259852,586582,3,1.60567,"2011-11-09"
"766","15/11/2011 02:12:47",235946,552469,3,0.906698,"2011-11-15"
"767","15/11/2011 08:14:11",260319,590637,3,1.45509,"2011-11-15"
"768","18/11/2011 21:27:21",247613,580784,3,0.24,"2011-11-18"
"769","27/11/2011 05:00:01",250605,592771,3,1.65764,"2011-11-27"
"770","04/12/2011 15:34:52",250871,590588,3,1.26489,"2011-12-04"
"771","20/12/2011 21:35:39",250643,574034,3,0.866027,"2011-12-20"
"772","20/12/2011 23:17:13",80845,532327,3,2.23761,"2011-12-20"
"773","23/12/2011 11:37:17",237819,580364,3,1.11735,"2011-12-23"
"774","30/12/2011 06:20:13",239531,596979,3,2.16521,"2011-12-30"
"775","06/01/2012 17:13:53",240183,597770,3,1.91607,"2012-01-06"
"776","07/01/2012 06:57:13",237818,586894,3,1.56173,"2012-01-07"
"777","16/01/2012 21:11:01",248704,593402,3,1.33802,"2012-01-16"
"778","21/01/2012 00:07:27",241427,584119,3,1.0528,"2012-01-21"
"779","24/01/2012 11:35:38",246158,592871,3,1.25736,"2012-01-24"
"780","27/01/2012 06:18:33",260892,569609,3,1.61981,"2012-01-27"
"781","28/01/2012 13:42:59",246196,596731,3,0.921091,"2012-01-28"
"782","30/01/2012 09:06:25",245534,590651,3,1.53053,"2012-01-30"
"783","31/01/2012 19:37:06",253994,590076,3,1.38039,"2012-01-31"
"784","01/02/2012 00:42:38",249727,575259,3,0.921562,"2012-02-01"
"785","04/02/2012 09:56:23",243849,597577,3,1.7593,"2012-02-04"
"786","05/02/2012 16:53:38",248681,594533,3,1.37239,"2012-02-05"
"787","05/02/2012 16:58:45",256023,588727,3,1.45811,"2012-02-05"
"788","07/02/2012 00:19:04",253755,590850,3,1.43507,"2012-02-07"
"789","12/02/2012 01:33:30",86224,522900,3,1.25547,"2012-02-12"
"790","12/02/2012 07:06:06",83446,533215,3,1.69151,"2012-02-12"
"791","16/02/2012 00:05:59",241953,591958,3,1.90135,"2012-02-16"
"792","17/02/2012 08:08:44",242959,597672,3,1.7395,"2012-02-17"
"793","17/02/2012 17:17:50",254467,561699,3,1.03666,"2012-02-17"
"794","19/02/2012 18:57:10",254060,586868,3,1.77895,"2012-02-19"
"795","04/03/2012 17:29:39",238192,584544,3,0.899883,"2012-03-04"
"796","07/03/2012 09:51:17",254796,583580,3,1.2727,"2012-03-07"
"797","07/03/2012 17:22:27",250871,590588,3,1.04789,"2012-03-07"
"798","08/03/2012 03:54:57",249156,587307,3,0.538628,"2012-03-08"
"799","08/03/2012 11:03:36",248474,576626,3,1.00966,"2012-03-08"
"800","16/03/2012 08:28:46",102691,524068,3,1.04516,"2012-03-16"
"801","18/03/2012 18:28:28",255959,591768,3,0.941431,"2012-03-18"
"802","23/03/2012 03:46:57",245935,581197,3,0.433953,"2012-03-23"
"803","27/03/2012 14:40:12",244829,592642,3,1.01004,"2012-03-27"
"804","31/03/2012 02:58:03",257087,585761,3,1.62249,"2012-03-31"
"805","04/04/2012 21:16:33",253993,590131,3,1.736,"2012-04-04"
"806","07/04/2012 02:25:48",249088,590793,3,1.54024,"2012-04-07"
"807","13/04/2012 01:14:50",251832,587007,3,0.748815,"2012-04-13"
"808","14/04/2012 20:39:28",241810,612012,3,0.908827,"2012-04-14"
"809","16/04/2012 21:01:47",248281,592262,3,1.08614,"2012-04-16"
"810","18/04/2012 12:07:05",244659,595811,3,1.20494,"2012-04-18"
"811","18/04/2012 22:24:49",103477,523856,3,1.76987,"2012-04-18"
"812","21/04/2012 21:39:12",251296,597090,3,0.297462,"2012-04-21"
"813","25/04/2012 17:25:25",250681,577764,3,2.02991,"2012-04-25"
"814","06/05/2012 04:23:33",250803,588397,3,0.839878,"2012-05-06"
"815","10/05/2012 21:07:21",254532,585542,3,0.784612,"2012-05-10"
"816","11/05/2012 00:23:26",254784,594842,3,0.861437,"2012-05-11"
"817","13/05/2012 16:22:45",251527,591102,3,0.861762,"2012-05-13"
"818","15/05/2012 14:10:53",255528,585822,3,0.755841,"2012-05-15"
"819","17/05/2012 02:54:19",252752,585542,3,0.888029,"2012-05-17"
"820","24/05/2012 15:52:40",240406,597718,3,1.48563,"2012-05-24"
"821","28/05/2012 07:41:37",250238,588850,3,0.564419,"2012-05-28"
"822","02/06/2012 01:12:23",250555,578485,3,0.66428,"2012-06-02"
"823","08/06/2012 05:54:32",246770,578281,3,0.853149,"2012-06-08"
"824","14/06/2012 03:05:08",257409,586343,3,1.72072,"2012-06-14"
"825","15/06/2012 05:23:37",253535,585354,3,1.4611,"2012-06-15"
"826","21/06/2012 08:01:37",248031,593705,3,1.7033,"2012-06-21"
"827","21/06/2012 23:44:23",250035,593466,3,1.07553,"2012-06-21"
"828","22/06/2012 13:31:44",246198,590775,3,1.4373,"2012-06-22"
"829","22/06/2012 15:10:29",246099,590123,3,0.835451,"2012-06-22"
"830","27/06/2012 00:31:58",252858,574838,3,0.487457,"2012-06-27"
"831","27/06/2012 00:39:13",252971,574748,3,0.339553,"2012-06-27"
"832","27/06/2012 19:44:59",247174,562946,3,0.440712,"2012-06-27"
"833","27/06/2012 19:45:48",247173,562983,3,0.152866,"2012-06-27"
"834","03/07/2012 16:55:06",247144,587824,3,1.1095,"2012-07-03"
"835","07/07/2012 00:13:05",249213,590091,3,0.837311,"2012-07-07"
"836","07/07/2012 00:28:09",247344,594786,3,0.671446,"2012-07-07"
"837","10/07/2012 18:09:09",222908,579332,3,0.94386,"2012-07-10"
"838","12/07/2012 17:02:03",252572,588933,3,0.969262,"2012-07-12"
"839","16/07/2012 20:21:30",247036,593444,3,0.602689,"2012-07-16"
"840","19/07/2012 12:42:58",249569,577630,3,0.881529,"2012-07-19"
"841","25/07/2012 18:12:15",250759,590586,3,0.796227,"2012-07-25"
"842","27/07/2012 17:12:53",241160,592778,3,1.20054,"2012-07-27"
"843","30/07/2012 11:36:47",244439,595677,3,1.33017,"2012-07-30"
"844","30/07/2012 13:14:11",248251,593820,3,1.02452,"2012-07-30"
"845","30/07/2012 21:09:03",248343,577587,3,0.500764,"2012-07-30"
"846","01/08/2012 03:24:11",249117,594950,3,0.716016,"2012-08-01"
"847","08/08/2012 14:11:23",240700,581193,3,0.836055,"2012-08-08"
"848","09/08/2012 23:23:50",236967,578067,3,1.45394,"2012-08-09"
"849","14/08/2012 03:02:00",248178,591852,3,0.995099,"2012-08-14"
"850","15/08/2012 19:17:36",249406,597219,3,2.43819,"2012-08-15"
"851","16/08/2012 07:54:52",245836,598152,3,1.17985,"2012-08-16"
"852","16/08/2012 20:30:33",240544,596199,3,3.6,"2012-08-16"
"853","17/08/2012 00:26:42",239294,597810,3,0.629869,"2012-08-17"
"854","17/08/2012 06:34:52",255888,584586,3,0.845296,"2012-08-17"
"855","23/08/2012 21:06:50",251412,591303,3,0.742378,"2012-08-23"
"856","28/08/2012 23:27:18",251504,592233,3,0.937484,"2012-08-28"
"857","23/09/2012 04:54:19",238766,596261,3,0.864687,"2012-09-23"
"858","28/09/2012 10:32:23",251369,582378,3,1.15021,"2012-09-28"
"859","30/09/2012 01:09:23",246162,580979,3,0.579099,"2012-09-30"
"860","30/09/2012 16:35:25",237877,550906,3,0.682913,"2012-09-30"
"861","07/10/2012 02:44:44",247605,563753,3,1.04096,"2012-10-07"
"862","13/10/2012 22:36:46",252571,588989,3,0.8632,"2012-10-13"
"863","16/10/2012 19:00:37",204748,590315,3,1.05555,"2012-10-16"
"864","23/10/2012 17:05:29",247610,592509,3,1.30939,"2012-10-23"
"865","27/10/2012 10:55:24",236860,584335,3,0.950548,"2012-10-27"
"866","30/10/2012 21:05:11",246750,590989,3,0.69113,"2012-10-30"
"867","13/11/2012 16:47:52",241970,603257,3,1.02507,"2012-11-13"
"868","14/11/2012 13:45:01",251794,588899,3,0.907792,"2012-11-14"
"869","17/11/2012 07:57:40",248544,590189,3,1.09674,"2012-11-17"
"870","18/11/2012 01:18:06",255254,588284,3,0.703017,"2012-11-18"
"871","22/11/2012 22:20:12",253822,593022,3,1.10531,"2012-11-22"
"872","27/11/2012 20:01:11",248386,581133,3,1.35868,"2012-11-27"
"873","27/11/2012 20:03:00",249676,583513,3,0.506682,"2012-11-27"
"874","30/11/2012 16:17:50",251499,586964,3,1.00213,"2012-11-30"
"875","30/11/2012 16:17:53",251291,586273,3,1.11497,"2012-11-30"
"876","30/11/2012 20:02:03",252263,587703,3,0.850339,"2012-11-30"
"877","17/12/2012 09:13:58",244474,593804,3,1.17498,"2012-12-17"
"878","20/12/2012 20:25:20",253152,576811,3,0.61448,"2012-12-20"
"879","25/12/2012 20:36:30",247912,599862,3,1.20312,"2012-12-25"
"880","05/01/2013 04:08:41",250732,591958,3,0.940747,"2013-01-05"
"881","05/01/2013 23:14:59",78909,537995,3,2.64014,"2013-01-05"
"882","09/01/2013 17:57:25",217611,592580,3,1.04068,"2013-01-09"
"883","11/01/2013 12:51:47",259743,596636,3,1.42,"2013-01-11"
"884","11/01/2013 22:36:51",235767,602944,3,1.78,"2013-01-11"
"885","11/01/2013 22:38:57",252713,587470,3,0.78,"2013-01-11"
"886","12/01/2013 01:28:25",254269,576723,3,0.480711,"2013-01-12"
"887","12/01/2013 16:24:41",253197,596405,3,0.92,"2013-01-12"
"888","12/01/2013 22:37:33",252582,588414,3,0.92,"2013-01-12"
"889","18/01/2013 16:44:01",239903,601030,3,1.15838,"2013-01-18"
"890","19/01/2013 20:10:06",248555,589614,3,2.4,"2013-01-19"
"891","27/01/2013 08:49:38",247655,578595,3,1.19,"2013-01-27"
"892","28/01/2013 17:43:54",256691,588722,3,1.45279,"2013-01-28"
"893","03/02/2013 14:13:25",242887,583422,3,1.38973,"2013-02-03"
"894","04/02/2013 04:20:41",248735,580378,3,0.940199,"2013-02-04"
"895","05/02/2013 14:53:09",238896,582442,3,1.50531,"2013-02-05"
"896","07/02/2013 22:31:58",240151,599532,3,2.68224,"2013-02-07"
"897","07/02/2013 23:19:09",240124,601072,3,3.22704,"2013-02-07"
"898","09/02/2013 05:26:10",246271,598642,3,2.68862,"2013-02-09"
"899","10/02/2013 08:15:08",252879,590201,3,1.45763,"2013-02-10"
"900","10/02/2013 08:16:41",254428,590586,3,1.13239,"2013-02-10"
"901","11/02/2013 06:08:52",248085,590923,3,2.04147,"2013-02-11"
"902","11/02/2013 08:07:08",247094,590420,3,1.8149,"2013-02-11"
"903","11/02/2013 12:01:45",246584,582173,3,1.75808,"2013-02-11"
"904","13/02/2013 05:16:47",252035,598942,3,1.8239,"2013-02-13"
"905","15/02/2013 14:28:43",248815,593404,3,1.95555,"2013-02-15"
"906","16/02/2013 04:06:31",262007,594720,3,0.813936,"2013-02-16"
"907","16/02/2013 07:42:50",251518,586037,3,0.836425,"2013-02-16"
"908","18/02/2013 00:06:46",260826,587791,3,1.85979,"2013-02-18"
"909","18/02/2013 05:54:00",247860,596799,3,0.7458,"2013-02-18"
"910","21/02/2013 21:14:08",245943,598358,3,0.722903,"2013-02-21"
"911","25/02/2013 01:36:41",247961,591588,3,0.99122,"2013-02-25"
"912","27/02/2013 23:49:14",247280,580758,3,0.35181,"2013-02-27"
"913","02/03/2013 05:31:15",239010,595004,3,0.873176,"2013-03-02"
"914","06/03/2013 11:25:28",109392,517806,2,0.728677,"2013-03-06"
"915","13/03/2013 01:57:11",251222,589704,3,0.845763,"2013-03-13"
"916","14/03/2013 03:09:19",258598,593123,3,1.01068,"2013-03-14"
"917","16/03/2013 13:06:54",248255,610704,3,1.99159,"2013-03-16"
"918","29/03/2013 14:28:07",243771,583753,3,0.881794,"2013-03-29"
"919","02/04/2013 13:49:15",254142,582862,3,1.13545,"2013-04-02"
"920","15/04/2013 22:56:04",245033,599547,3,0.860843,"2013-04-15"
"921","23/04/2013 12:31:42",249502,575366,3,0.630989,"2013-04-23"
"922","23/04/2013 18:51:36",249015,577452,3,0.494282,"2013-04-23"
"923","27/04/2013 21:12:25",246435,595863,3,0.952116,"2013-04-27"
"924","28/04/2013 18:18:03",244687,594309,3,1.29958,"2013-04-28"
"925","29/04/2013 20:32:18",239995,583277,3,0.822189,"2013-04-29"
"926","30/04/2013 15:28:01",244910,588358,3,0.735645,"2013-04-30"
"927","01/05/2013 04:07:29",238407,584993,3,0.913581,"2013-05-01"
"928","02/05/2013 21:11:08",248669,595183,3,0.730074,"2013-05-02"
"929","10/05/2013 04:25:24",252838,586787,3,1.4396,"2013-05-10"
"930","13/05/2013 03:46:56",257424,585620,3,1.14643,"2013-05-13"
"931","19/05/2013 12:15:16",253077,591393,3,0.846847,"2013-05-19"
"932","22/05/2013 08:35:19",247897,577598,3,1.18057,"2013-05-22"
"933","22/05/2013 11:38:07",249995,589884,3,1.18543,"2013-05-22"
"934","24/05/2013 11:10:02",242794,594570,3,1.19026,"2013-05-24"
"935","25/05/2013 14:07:51",242221,583317,3,1.1407,"2013-05-25"
"936","25/05/2013 16:18:30",243348,594618,3,0.990536,"2013-05-25"
"937","25/05/2013 16:44:39",236312,603491,3,0.856862,"2013-05-25"
"938","25/05/2013 19:54:09",234490,552389,3,1.08059,"2013-05-25"
"939","30/05/2013 23:51:14",251785,589326,3,1.16689,"2013-05-30"
"940","31/05/2013 01:40:24",251794,588899,3,1.04358,"2013-05-31"
"941","03/06/2013 18:07:36",253593,593370,3,1.1721,"2013-06-03"
"942","05/06/2013 17:51:28",247873,590399,3,0.656208,"2013-06-05"
"943","05/06/2013 22:10:56",238411,584734,3,0.895339,"2013-06-05"
"944","07/06/2013 06:33:49",261563,589681,3,1.25367,"2013-06-07"
"945","08/06/2013 23:21:36",242818,581101,3,0.685405,"2013-06-08"
"946","14/06/2013 22:20:13",251370,593418,3,0.694418,"2013-06-14"
"947","14/06/2013 22:36:04",254127,583622,3,0.576442,"2013-06-14"
"948","18/06/2013 21:39:21",243999,583460,3,0.676593,"2013-06-18"
"949","23/06/2013 09:21:19",253632,591441,3,1.08329,"2013-06-23"
"950","27/06/2013 20:45:04",238685,594534,3,1.32767,"2013-06-27"
"951","30/06/2013 01:27:48",250572,583216,3,0.795964,"2013-06-30"
"952","30/06/2013 21:55:11",246375,593172,3,0.753323,"2013-06-30"
"953","30/06/2013 22:52:10",246023,594129,3,0.664461,"2013-06-30"
"954","02/07/2013 23:03:55",248203,590572,3,3.03364,"2013-07-02"
"955","03/07/2013 05:10:42",238193,597290,3,0.917345,"2013-07-03"
"956","08/07/2013 07:54:05",231958,591583,3,1.55942,"2013-07-08"
"957","13/07/2013 13:23:12",253781,594989,3,0.943076,"2013-07-13"
"958","14/07/2013 21:01:59",248118,594968,3,1.0714,"2013-07-14"
"959","20/07/2013 03:33:13",249361,593860,3,2.36297,"2013-07-20"
"960","20/07/2013 05:05:18",247473,593861,3,1.88767,"2013-07-20"
"961","21/07/2013 02:44:47",251257,587942,3,1.31815,"2013-07-21"
"962","21/07/2013 08:29:57",247772,589859,3,0.716613,"2013-07-21"
"963","26/07/2013 15:36:18",238521,584828,3,0.93126,"2013-07-26"
"964","30/07/2013 18:23:41",251267,581913,3,0.683087,"2013-07-30"
"965","31/07/2013 11:01:09",243908,582401,3,1.02255,"2013-07-31"
"966","07/08/2013 01:13:46",248228,577790,3,0.648708,"2013-08-07"
"967","07/08/2013 22:52:45",249492,587202,3,0.877925,"2013-08-07"
"968","08/08/2013 15:08:56",249174,586398,3,0.99054,"2013-08-08"
"969","09/08/2013 17:52:30",189961,606452,3,1.80552,"2013-08-09"
"970","14/08/2013 13:17:42",239542,583714,3,1.11388,"2013-08-14"
"971","16/08/2013 11:35:03",242413,584991,3,2.11744,"2013-08-16"
"972","21/08/2013 15:50:11",248792,588877,3,0.869435,"2013-08-21"
"973","25/08/2013 02:06:05",247493,592785,3,1.31061,"2013-08-25"
"974","27/08/2013 05:05:49",253520,591477,3,1.12004,"2013-08-27"
"975","01/09/2013 13:04:38",243434,596011,3,1.46532,"2013-09-01"
"976","04/09/2013 01:33:32",247206,596175,3,2.76971,"2013-09-04"
"977","18/09/2013 03:42:26",251207,590464,3,0.890919,"2013-09-18"
"978","22/09/2013 02:25:54",240298,585045,3,1.68602,"2013-09-22"
"979","22/09/2013 02:44:18",241290,585545,3,0.986265,"2013-09-22"
"980","22/09/2013 14:50:20",240649,584068,3,1.62935,"2013-09-22"
"981","24/09/2013 22:09:36",243972,566819,3,1.05799,"2013-09-24"
"982","25/09/2013 07:16:11",248323,590129,3,1.13815,"2013-09-25"
"983","25/09/2013 19:55:34",253341,589376,3,1.24266,"2013-09-25"
"984","28/09/2013 02:20:42",244129,600439,3,1.88384,"2013-09-28"
"985","29/09/2013 18:11:31",239181,585285,3,1.29594,"2013-09-29"
"986","30/09/2013 14:56:35",243682,582583,3,1.23563,"2013-09-30"
"987","01/10/2013 00:59:52",243799,582270,3,1.14974,"2013-10-01"
"988","01/10/2013 21:49:51",243551,583601,3,1.16656,"2013-10-01"
"989","02/10/2013 08:57:45",248273,592689,3,1.39803,"2013-10-02"
"990","02/10/2013 20:24:27",248597,593177,3,1.90431,"2013-10-02"
"991","02/10/2013 22:32:22",263408,591708,3,0.904248,"2013-10-02"
"992","03/10/2013 00:42:21",247603,592879,3,1.22022,"2013-10-03"
"993","10/10/2013 18:31:06",243267,599050,3,1.51495,"2013-10-10"
"994","22/10/2013 21:01:45",100817,507396,3,2.50122,"2013-10-22"
"995","23/10/2013 00:59:46",244824,586982,3,1.11788,"2013-10-23"
"996","23/10/2013 17:45:03",100595,507825,3,1.98383,"2013-10-23"
"997","23/10/2013 23:57:37",253508,586634,3,1.13294,"2013-10-23"
"998","27/10/2013 08:54:06",98114,508317,3,1.82438,"2013-10-27"
"999","05/11/2013 16:51:15",97107,509144,3,1.66921,"2013-11-05"
"1000","07/11/2013 01:23:00",254456,589250,3,1.45383,"2013-11-07"
"1001","09/11/2013 01:19:04",246712,563698,3,2.39305,"2013-11-09"
"1002","10/11/2013 01:47:41",247304,591056,3,1.17337,"2013-11-10"
"1003","15/11/2013 17:46:36",243486,593173,3,1.5784,"2013-11-15"
"1004","18/11/2013 13:31:03",245586,593731,3,1.3608,"2013-11-18"
"1005","26/11/2013 23:54:53",252128,594343,3,2.01529,"2013-11-26"
"1006","28/11/2013 19:02:01",98127,509449,3,1.74279,"2013-11-28"
"1007","28/11/2013 20:24:28",98241,509521,3,1.36337,"2013-11-28"
"1008","06/12/2013 08:12:25",244342,583004,3,1.3427,"2013-12-06"
"1009","08/12/2013 03:32:49",257343,589422,3,1.14594,"2013-12-08"
"1010","20/12/2013 05:12:38",250938,581628,3,1.32944,"2013-12-20"
"1011","22/12/2013 21:51:44",250231,583580,3,1.00113,"2013-12-22"
"1012","23/12/2013 00:48:13",241871,596501,3,1.24817,"2013-12-23"
"1013","02/01/2014 04:00:07",246388,580760,3,1.4449,"2014-01-02"
"1014","04/01/2014 23:38:43",239104,583280,3,1.14174,"2014-01-04"
"1015","09/01/2014 00:49:35",234384,592736,3,1.13977,"2014-01-09"
"1016","12/01/2014 23:33:00",247200,590701,3,0.870063,"2014-01-12"
"1017","16/01/2014 19:48:33",260801,588960,3,1.17661,"2014-01-16"
"1018","21/01/2014 01:12:05",233798,587791,3,0.963727,"2014-01-21"
"1019","23/01/2014 03:50:26",244807,599784,3,0.577319,"2014-01-23"
"1020","23/01/2014 16:18:10",255238,578357,3,1.087,"2014-01-23"
"1021","26/01/2014 14:21:18",241205,584077,3,1.50918,"2014-01-26"
"1022","03/02/2014 06:30:48",246228,595043,3,1.53182,"2014-02-03"
"1023","05/02/2014 18:11:34",248409,585697,3,0.948432,"2014-02-05"
"1024","05/02/2014 21:25:47",234365,553185,3,1.97541,"2014-02-05"
"1025","06/02/2014 21:39:10",248437,578518,3,1.29385,"2014-02-06"
"1026","11/02/2014 01:18:13",259424,590896,3,0.78553,"2014-02-11"
"1027","13/02/2014 02:13:14",247844,597615,3,3.01011,"2014-02-13"
"1028","17/02/2014 04:54:12",245291,591703,3,0.849099,"2014-02-17"
"1029","18/02/2014 05:03:33",239893,595316,3,1.74093,"2014-02-18"
"1030","28/02/2014 04:38:53",245901,588877,3,1.15173,"2014-02-28"
"1031","04/03/2014 03:17:18",251561,567187,3,0.809991,"2014-03-04"
"1032","04/03/2014 03:21:41",251556,567429,3,0.810596,"2014-03-04"
"1033","04/03/2014 03:25:46",251686,566504,3,1.07907,"2014-03-04"
"1034","10/03/2014 03:39:10",246969,596968,3,0.946007,"2014-03-10"
"1035","11/03/2014 09:05:33",250751,579861,3,1.11628,"2014-03-11"
"1036","11/03/2014 09:08:23",250793,583313,3,2.29637,"2014-03-11"
"1037","12/03/2014 00:07:46",235842,551947,3,1.29168,"2014-03-12"
"1038","14/03/2014 03:59:28",239475,581208,3,0.768515,"2014-03-14"
"1039","14/03/2014 22:25:16",251055,592465,3,0.975426,"2014-03-14"
"1040","15/03/2014 19:09:24",254064,592044,3,1.89321,"2014-03-15"
"1041","18/03/2014 21:15:18",236907,601108,3,2.05065,"2014-03-18"
"1042","21/03/2014 16:22:29",251280,581226,3,1.10436,"2014-03-21"
"1043","23/03/2014 10:28:49",249369,576458,3,1.56045,"2014-03-23"
"1044","27/03/2014 08:25:19",253504,586856,3,1.3582,"2014-03-27"
"1045","28/03/2014 21:28:13",246029,611311,3,1.25869,"2014-03-28"
"1046","30/03/2014 20:58:48",262121,589601,3,1.43596,"2014-03-30"
"1047","31/03/2014 19:01:18",240757,584219,3,0.71715,"2014-03-31"
"1048","02/04/2014 05:47:37",250049,575895,3,1.08438,"2014-04-02"
"1049","02/04/2014 05:48:52",249600,576017,3,1.19439,"2014-04-02"
"1050","03/04/2014 01:27:42",250566,577928,3,0.992836,"2014-04-03"
"1051","04/04/2014 07:39:00",240400,585548,3,1.23352,"2014-04-04"
"1052","09/04/2014 04:43:44",256161,587468,3,1.1041,"2014-04-09"
"1053","17/04/2014 20:18:36",244023,594203,3,1.34111,"2014-04-17"
"1054","20/04/2014 08:36:04",245305,596881,3,1.35209,"2014-04-20"
"1055","26/04/2014 08:50:56",250217,584303,3,1.29296,"2014-04-26"
"1056","27/04/2014 21:49:25",242870,578246,3,0.536839,"2014-04-27"
"1057","12/05/2014 22:18:23",244817,581416,3,1.33078,"2014-05-12"
"1058","13/05/2014 18:16:06",238458,594809,3,1.38586,"2014-05-13"
"1059","17/05/2014 02:35:05",245750,579190,3,1.55766,"2014-05-17"
"1060","19/05/2014 17:25:50",258576,588985,3,0.981862,"2014-05-19"
"1061","12/06/2014 07:13:32",246942,580919,3,1.1871,"2014-06-12"
"1062","12/06/2014 22:10:29",246197,579087,3,0.80691,"2014-06-12"
"1063","16/06/2014 15:16:41",243089,596673,3,1.79902,"2014-06-16"
"1064","29/06/2014 13:40:23",250826,581644,3,0.70984,"2014-06-29"
"1065","02/07/2014 07:06:52",257025,588711,3,1.26715,"2014-07-02"
"1066","02/07/2014 17:34:17",248709,581695,3,2.11915,"2014-07-02"
"1067","06/07/2014 03:07:07",237297,578314,3,0.919325,"2014-07-06"
"1068","07/07/2014 19:56:54",241864,584554,3,1.19274,"2014-07-07"
"1069","07/07/2014 23:13:44",246032,587822,3,1.04476,"2014-07-07"
"1070","08/07/2014 11:37:16",243081,584984,3,1.24582,"2014-07-08"
"1071","15/07/2014 16:24:51",251156,581855,3,0.749868,"2014-07-15"
"1072","22/07/2014 17:45:08",253416,585703,3,0.943796,"2014-07-22"
"1073","09/08/2014 15:55:00",251471,593921,3,1.34848,"2014-08-09"
"1074","09/08/2014 15:55:33",251466,594161,3,1.97358,"2014-08-09"
"1075","19/08/2014 19:25:24",244031,599715,3,1.21943,"2014-08-19"
"1076","21/08/2014 11:03:55",244149,599345,3,1.22292,"2014-08-21"
"1077","25/08/2014 10:27:15",248118,583483,3,0.804674,"2014-08-25"
"1078","01/09/2014 01:40:14",237646,583923,3,0.524405,"2014-09-01"
"1079","01/09/2014 07:17:43",248530,579483,3,2.63499,"2014-09-01"
"1080","01/09/2014 07:53:59",250304,579927,3,1.64944,"2014-09-01"
"1081","23/09/2014 16:32:55",243980,584500,3,1.37659,"2014-09-23"
"1082","23/09/2014 17:34:48",244531,584788,3,0.97837,"2014-09-23"
"1083","24/09/2014 23:49:36",241974,596893,3,0.980523,"2014-09-24"
"1084","25/09/2014 20:49:09",258358,588776,3,1.48253,"2014-09-25"
"1085","30/09/2014 11:42:03",239605,586461,3,2.82817,"2014-09-30"
"1086","21/10/2014 06:49:15",245511,597737,3,1.52906,"2014-10-21"
"1087","05/11/2014 01:12:34",240930,599434,3,2.91673,"2014-11-05"
"1088","11/11/2014 13:27:27",236647,550717,3,1.96689,"2014-11-11"
"1089","16/11/2014 00:41:51",253574,583444,3,0.873797,"2014-11-16"
"1090","16/11/2014 19:54:16",246787,583235,3,0.621253,"2014-11-16"
"1091","22/11/2014 04:09:04",242301,597270,3,1.27412,"2014-11-22"
"1092","29/11/2014 20:23:31",251786,594781,3,1.03518,"2014-11-29"
"1093","30/11/2014 01:03:49",240514,597850,3,1.37995,"2014-11-30"
"1094","03/12/2014 04:12:36",251545,579117,3,0.921583,"2014-12-03"
"1095","05/12/2014 02:46:11",240759,584107,3,1.13849,"2014-12-05"
"1096","28/12/2014 15:13:07",245972,596856,3,1.26206,"2014-12-28"
"1097","30/12/2014 02:37:37",244601,581023,3,2.7718,"2014-12-30"
"1098","30/12/2014 06:46:42",246206,584504,3,0.797716,"2014-12-30"
"1099","06/01/2015 06:55:28",247027,593926,3,2.69186,"2015-01-06"
"1100","06/01/2015 18:26:44",258247,593914,3,1.00496,"2015-01-06"
"1101","11/01/2015 23:05:24",249248,576919,3,1.52983,"2015-01-11"
