"","X","X.Network","Station","Channel","Latitude","Longitude","Elevation","Depth","StartTime","EndTime","Xcoord","Ycoord","Start_date","End_date"
"923",1706,"NL","G750","HGE",53.307755,6.487526,2,0,"04/12/2017 00:00","29/01/2018 13:10",228344.7471,591814.2939,2017-12-04,2018-01-29
"926",1704,"NL","G750","HG1",53.307755,6.487526,2,0,"29/01/2018 13:10","31/12/2599 23:59",228344.7471,591814.2939,2018-01-29,2599-12-31
"928",1711,"NL","G760","HGE",53.350715,6.390067,2,0,"04/12/2017 00:00","29/01/2018 13:10",221782.0376,596500.2496,2017-12-04,2018-01-29
"931",1709,"NL","G760","HG1",53.350715,6.390067,2,0,"29/01/2018 13:10","31/12/2599 23:59",221782.0376,596500.2496,2018-01-29,2599-12-31
"933",1716,"NL","G770","HGE",53.340286,6.330437,2,0,"04/12/2017 00:00","29/01/2018 13:10",217826.5577,595285.9315,2017-12-04,2018-01-29
"936",1714,"NL","G770","HG1",53.340286,6.330437,2,0,"29/01/2018 13:10","31/12/2599 23:59",217826.5577,595285.9315,2018-01-29,2599-12-31
"938",1721,"NL","G780","HGE",53.364822,6.489397,2,0,"04/12/2017 00:00","29/01/2018 13:10",228372.187,598166.9107,2017-12-04,2018-01-29
"941",1719,"NL","G780","HG1",53.364822,6.489397,2,0,"29/01/2018 13:10","31/12/2599 23:59",228372.187,598166.9107,2018-01-29,2599-12-31
"943",1726,"NL","G790","HGE",53.383557,6.331927,2,0,"04/12/2017 00:00","29/01/2018 13:10",217862.5691,600102.8017,2017-12-04,2018-01-29
"946",1724,"NL","G790","HG1",53.383557,6.331927,2,0,"29/01/2018 13:10","31/12/2599 23:59",217862.5691,600102.8017,2018-01-29,2599-12-31
"948",1731,"NL","G800","HGE",53.415374,6.487625,2,0,"04/12/2017 00:00","29/01/2018 13:10",228168.1729,603790.8986,2017-12-04,2018-01-29
"951",1729,"NL","G800","HG1",53.415374,6.487625,2,0,"29/01/2018 13:10","31/12/2599 23:59",228168.1729,603790.8986,2018-01-29,2599-12-31
"969",1832,"NL","GARST","HGZ",53.3677,6.7135,0,1,"15/09/2009 00:00","17/09/2014 00:00",243283.6131,598738.9378,2009-09-15,2014-09-17
"978",1847,"NL","GK014","HHZ",53.290633,6.247106,1,200,"11/01/2019 00:00","31/12/2599 23:59",212342.2679,589690.6115,2019-01-11,2599-12-31
"985",1862,"NL","GK024","HHZ",53.300992,6.292682,1,200,"26/11/2018 00:00","31/12/2599 23:59",215366.8885,590880.6963,2018-11-26,2599-12-31
"992",1877,"NL","GK034","HHZ",53.282677,6.305645,1,200,"07/06/2018 00:00","31/12/2599 23:59",216257.089,588853.4375,2018-06-07,2599-12-31
"999",1892,"NL","GK044","HHZ",53.246199,6.326054,-1,200,"11/01/2019 00:00","31/12/2599 23:59",217671.1919,584811.5442,2019-01-11,2599-12-31
"1000",1895,"NL","GRP","HGZ",53.178809,5.977915,0.3,0,"26/06/2020 00:00","31/12/2599 23:59",194493.7219,577065.0774,2020-06-26,2599-12-31
"1003",1898,"NL","GTB","HGZ",52.692418,5.211939,-2.1,0,"12/05/2023 00:00","31/12/2599 23:59",143150.4501,522791.6511,2023-05-12,2599-12-31
"1006",1899,"NL","GUR1","BHE",51.1687,5.7846,30,0,"27/01/2006 00:00","31/12/2599 23:59",182794.761,353326.9523,2006-01-27,2599-12-31
"1270",2382,"NL","NEER","HGE",51.1687,5.7846,30,0,"22/12/2022 00:00","31/12/2599 23:59",182794.761,353326.9523,2022-12-22,2599-12-31
"1016",36,"NL","HGN","LHE",50.764,5.9317,135,4,"29/10/2014 00:00","31/12/2599 23:59",193418.3014,308371.3776,2014-10-29,2599-12-31
"1010",2,"NL","HGN","BHE",50.764,5.9317,135,4,"03/11/1993 00:00","24/10/2003 00:00",193418.3014,308371.3776,1993-11-03,2003-10-24
"1012",18,"NL","HGN","BHE",50.764,5.9317,135,4,"04/02/2003 00:00","24/10/2003 23:59",193418.3014,308371.3776,2003-02-04,2003-10-24
"1013",21,"NL","HGN","BHE",50.764,5.9317,135,4,"24/10/2003 00:00","27/04/2009 23:59",193418.3014,308371.3776,2003-10-24,2009-04-27
"1014",28,"NL","HGN","BHE",50.764,5.9317,135,4,"27/04/2009 00:00","31/12/2599 23:59",193418.3014,308371.3776,2009-04-27,2599-12-31
"1015",31,"NL","HGN","HHE",50.764,5.9317,135,4,"23/10/2009 00:00","31/12/2599 23:59",193418.3014,308371.3776,2009-10-23,2599-12-31
"1019",1902,"NL","HGN","BHE",50.764,5.9317,135,4,"06/06/2001 00:00","24/10/2003 00:00",193418.3014,308371.3776,2001-06-06,2003-10-24
"1039",1931,"NL","HKS","HGZ",53.292,6.785,0,1,"26/04/2005 00:00","17/09/2014 00:00",248206.1645,590405.1933,2005-04-26,2014-09-17
"1043",1935,"NL","HLA","EPE",53.151108,7.001389,0,70,"10/10/2020 00:00","31/12/2599 23:59",262984.999,575029.9566,2020-10-10,2599-12-31
"1049",1941,"NL","HLB","EPE",53.14647,7.003581,0,60,"01/09/2018 00:00","31/12/2599 23:59",263143.1988,574517.1847,2018-09-01,2599-12-31
"1055",1947,"NL","HLG","EPE",53.149107,7.0071,-1,58,"01/09/2018 00:00","31/12/2599 23:59",263372.012,574815.884,2018-09-01,2599-12-31
"1061",1953,"NL","HLH","EPE",53.140398,7.00655,0,60,"01/09/2018 00:00","31/12/2599 23:59",263357,573846.0292,2018-09-01,2599-12-31
"1070",1962,"NL","HLI","EPE",53.138535,7.014764,0,70,"10/10/2020 00:00","31/12/2599 23:59",263911.2494,573651.1214,2020-10-10,2599-12-31
"1076",1968,"NL","HLK","EPE",53.144981,7.009606,0,60,"01/09/2018 00:00","31/12/2599 23:59",263549.9829,574360.5666,2018-09-01,2599-12-31
"1081",1973,"NL","HOEV","HGZ",52.90249,6.105469,2.5,0,"17/09/2020 00:00","31/12/2599 23:59",203327.8939,546393.8253,2020-09-17,2599-12-31
"1084",1976,"NL","HRDB","HGZ",52.577012,6.625918,8.8,0,"14/04/2020 00:00","31/12/2599 23:59",238964.9573,510654.9538,2020-04-14,2599-12-31
"1087",1977,"NL","HRKB","BHE",51.1879,6.1678,0,0,"08/06/2018 00:00","31/12/2599 23:59",209572.9857,355679.0456,2018-06-08,2599-12-31
"1090",1980,"NL","HWF0","HHE",53.071,6.3512,7,0,"29/03/1998 00:00","24/11/2010 00:00",219610.5621,565337.4459,1998-03-29,2010-11-24
"1120",2010,"NL","HWF4","HHE",53.071,6.3512,7,200,"02/06/1995 00:00","24/11/2010 00:00",219610.5621,565337.4459,1995-06-02,2010-11-24
"1121",2013,"NL","HWF4","HHE",53.071,6.3512,7,200,"24/11/2010 00:00","13/06/2016 11:00",219610.5621,565337.4459,2010-11-24,2016-06-13
"1122",2016,"NL","HWF4","HHE",53.071,6.3512,7,200,"13/06/2016 11:00","31/12/2599 23:59",219610.5621,565337.4459,2016-06-13,2599-12-31
"1129",2042,"NL","J01","HHE",52.76501,5.05455,-4.9,0,"01/06/2014 00:00","31/12/2599 23:59",132546.7769,530906.5484,2014-06-01,2599-12-31
"1132",2045,"NL","J02","HHE",52.725492,5.194842,-4.9,0,"01/09/2018 00:00","31/12/2599 23:59",142004.3307,526474.8353,2018-09-01,2599-12-31
"1135",2050,"NL","KANT","HGZ",53.3772,6.6621,0,1,"03/04/2007 00:00","01/07/2014 00:00",239843.7363,599734.2844,2007-04-03,2014-07-01
"1138",2053,"NL","KLWL","HGZ",51.775453,4.440561,0.2,0,"15/10/2020 00:00","31/12/2599 23:59",89668.17771,421178.472,2020-10-15,2599-12-31
"1141",2056,"NL","KMP","HGZ",53.320564,6.19197,0.1,0,"01/10/2021 00:00","31/12/2599 23:59",208628.395,592979.0686,2021-10-01,2599-12-31
"1144",2059,"NL","L1061","HHZ",52.87542,6.98441,9.69,60,"06/07/2018 00:00","31/12/2599 23:59",262528.6487,544330.6228,2018-07-06,2599-12-31
"1145",2062,"NL","L1062","HHZ",52.87386,6.98293,9.79,60,"06/07/2018 00:00","31/12/2599 23:59",262432.859,544154.8551,2018-07-06,2599-12-31
"1146",2065,"NL","L1063","HHZ",52.87386,6.9859,9.89,60,"06/07/2018 00:00","31/12/2599 23:59",262632.7926,544159.2791,2018-07-06,2599-12-31
"1150",2077,"NL","L1067","HHZ",52.87438,6.98441,9.84,120,"06/07/2018 00:00","31/12/2599 23:59",262531.209,544214.9133,2018-07-06,2599-12-31
"1151",2081,"NL","L1071","HHZ",52.9213,7.09626,8.9,60,"02/03/2018 00:00","31/12/2599 23:59",269936.8929,549607.5325,2018-03-02,2599-12-31
"1152",2084,"NL","L1072","HHZ",52.92051,7.09358,8.06,60,"02/03/2018 00:00","31/12/2599 23:59",269758.7603,549515.3739,2018-03-02,2599-12-31
"1153",2087,"NL","L1073","HHZ",52.9195,7.09605,8.94,60,"02/03/2018 00:00","31/12/2599 23:59",269927.5145,549406.9341,2018-03-02,2599-12-31
"1157",2099,"NL","L1077","HHZ",52.92044,7.0953,8.77,120,"02/03/2018 00:00","31/12/2599 23:59",269874.6046,549510.3223,2018-03-02,2599-12-31
"1158",2107,"NL","L2061","HHZ",52.80937,6.8247,17.64,60,"02/03/2018 10:47","15/02/2019 12:00",251923.8562,536755.783,2018-03-02,2019-02-15
"1159",2108,"NL","L2061","HHZ",52.80937,6.8247,17.64,60,"15/02/2019 12:00","03/02/2020 12:05",251923.8562,536755.783,2019-02-15,2020-02-03
"1160",2109,"NL","L2061","HHZ",52.80937,6.8247,17.64,60,"03/02/2020 12:05","31/12/2599 23:59",251923.8562,536755.783,2020-02-03,2599-12-31
"1161",2116,"NL","L2062","HHZ",52.81106,6.82368,17.44,60,"02/03/2018 10:47","15/02/2019 12:00",251851.3483,536942.4455,2018-03-02,2019-02-15
"1162",2117,"NL","L2062","HHZ",52.81106,6.82368,17.44,60,"15/02/2019 12:00","03/02/2020 12:05",251851.3483,536942.4455,2019-02-15,2020-02-03
"1163",2118,"NL","L2062","HHZ",52.81106,6.82368,17.44,60,"03/02/2020 12:05","31/12/2599 23:59",251851.3483,536942.4455,2020-02-03,2599-12-31
"1164",2125,"NL","L2063","HHZ",52.80968,6.82178,17.68,60,"02/03/2018 10:47","15/02/2019 12:00",251726.3067,536786.3592,2018-03-02,2019-02-15
"1165",2126,"NL","L2063","HHZ",52.80968,6.82178,17.68,60,"15/02/2019 12:00","03/02/2020 12:05",251726.3067,536786.3592,2019-02-15,2020-02-03
"1166",2127,"NL","L2063","HHZ",52.80968,6.82178,17.68,60,"03/02/2020 12:05","31/12/2599 23:59",251726.3067,536786.3592,2020-02-03,2599-12-31
"1176",2161,"NL","L2067","HHZ",52.81004,6.82339,17.25,120,"02/03/2018 10:47","15/02/2019 12:00",251834.0544,536828.5706,2018-03-02,2019-02-15
"1177",2162,"NL","L2067","HHZ",52.81004,6.82339,17.25,120,"15/02/2019 12:00","03/02/2020 12:05",251834.0544,536828.5706,2019-02-15,2020-02-03
"1178",2163,"NL","L2067","HHZ",52.81004,6.82339,17.25,120,"03/02/2020 12:05","31/12/2599 23:59",251834.0544,536828.5706,2020-02-03,2599-12-31
"1179",2166,"NL","L2071","HHZ",52.75723,6.97533,22.27,60,"06/06/2018 00:00","31/12/2599 23:59",262206.6222,531167.602,2018-06-06,2599-12-31
"1180",2169,"NL","L2072","HHZ",52.75726,6.97237,22.01,60,"06/06/2018 00:00","31/12/2599 23:59",262006.7562,531166.5515,2018-06-06,2599-12-31
"1181",2172,"NL","L2073","HHZ",52.75568,6.97381,21.23,60,"06/06/2018 00:00","31/12/2599 23:59",262107.8134,530992.901,2018-06-06,2599-12-31
"1185",2184,"NL","L2077","HHZ",52.75672,6.97384,21.97,120,"06/06/2018 00:00","31/12/2599 23:59",262107.2971,531108.6516,2018-06-06,2599-12-31
"1186",2192,"NL","L2081","HHZ",52.67004,6.92,13.26,60,"02/03/2018 00:00","15/02/2019 14:00",258677.7253,521386.5237,2018-03-02,2019-02-15
"1187",2193,"NL","L2081","HHZ",52.67004,6.92,13.26,60,"15/02/2019 14:00","03/02/2020 12:06",258677.7253,521386.5237,2019-02-15,2020-02-03
"1188",2194,"NL","L2081","HHZ",52.67004,6.92,13.26,60,"03/02/2020 12:06","31/12/2599 23:59",258677.7253,521386.5237,2020-02-03,2599-12-31
"1189",2201,"NL","L2082","HHZ",52.66842,6.91869,13.09,60,"02/03/2018 00:00","15/02/2019 14:00",258592.9453,521204.413,2018-03-02,2019-02-15
"1190",2202,"NL","L2082","HHZ",52.66842,6.91869,13.09,60,"15/02/2019 14:00","03/02/2020 12:06",258592.9453,521204.413,2019-02-15,2020-02-03
"1191",2203,"NL","L2082","HHZ",52.66842,6.91869,13.09,60,"03/02/2020 12:06","31/12/2599 23:59",258592.9453,521204.413,2020-02-03,2599-12-31
"1192",2210,"NL","L2083","HHZ",52.66992,6.91705,12.66,60,"02/03/2018 00:00","15/02/2019 14:00",258478.4918,521368.9463,2018-03-02,2019-02-15
"1193",2211,"NL","L2083","HHZ",52.66992,6.91705,12.66,60,"15/02/2019 14:00","03/02/2020 12:06",258478.4918,521368.9463,2019-02-15,2020-02-03
"1194",2212,"NL","L2083","HHZ",52.66992,6.91705,12.66,60,"03/02/2020 12:06","31/12/2599 23:59",258478.4918,521368.9463,2020-02-03,2599-12-31
"1204",2246,"NL","L2087","HHZ",52.66946,6.91858,13,120,"02/03/2018 00:00","15/02/2019 14:00",258583.0541,521319.9603,2018-03-02,2019-02-15
"1205",2247,"NL","L2087","HHZ",52.66946,6.91858,13,120,"15/02/2019 14:00","03/02/2020 12:06",258583.0541,521319.9603,2019-02-15,2020-02-03
"1206",2248,"NL","L2087","HHZ",52.66946,6.91858,13,120,"03/02/2020 12:06","31/12/2599 23:59",258583.0541,521319.9603,2020-02-03,2599-12-31
"1207",2253,"NL","L4111","HHZ",53.03103,6.62996,5.36,60,"02/03/2018 00:00","31/12/2599 23:59",238369.64,561175.8331,2018-03-02,2599-12-31
"1208",2256,"NL","L4112","HHZ",53.03149,6.63284,5.57,60,"02/03/2018 00:00","31/12/2599 23:59",238561.946,561230.3515,2018-03-02,2599-12-31
"1209",2259,"NL","L4113","HHZ",53.03276,6.63074,5.46,60,"02/03/2018 00:00","31/12/2599 23:59",238418.6426,561369.2352,2018-03-02,2599-12-31
"1213",2271,"NL","L4117","HHZ",53.03176,6.63118,5.62,120,"02/03/2018 00:00","31/12/2599 23:59",238450.0762,561258.4726,2018-03-02,2599-12-31
"1214",2275,"NL","L5081","HHZ",53.24128,6.95386,-2.2,60,"06/07/2018 00:00","31/12/2599 23:59",259587.5395,584993.26,2018-07-06,2599-12-31
"1215",2278,"NL","L5082","HHZ",53.23972,6.95535,-2.2,60,"06/07/2018 00:00","31/12/2599 23:59",259690.779,584821.8407,2018-07-06,2599-12-31
"1216",2281,"NL","L5083","HHZ",53.2397,6.95235,-2.2,60,"06/07/2018 00:00","31/12/2599 23:59",259490.5668,584815.2581,2018-07-06,2599-12-31
"1220",2293,"NL","L5087","HHZ",53.24024,6.95385,-2.2,120,"06/07/2018 00:00","31/12/2599 23:59",259589.3898,584877.5225,2018-07-06,2599-12-31
"1221",2297,"NL","LUTT","HGZ",52.613299,6.571541,8.6,0,"14/04/2020 00:00","31/12/2599 23:59",235213.1874,514630.5054,2020-04-14,2599-12-31
"1224",2302,"NL","MAME","BHE",50.8012,5.9729,154,0,"16/04/2015 00:00","31/12/2599 23:59",196292.0957,312532.2261,2015-04-16,2599-12-31
"1228",2318,"NL","MAR","HGZ",53.153977,6.263075,1.8,0,"24/04/2020 00:00","31/12/2599 23:59",213592.0797,574495.7861,2020-04-24,2599-12-31
"1231",2321,"NL","MDMR","HGZ",52.804921,5.04407,-4.4,0,"21/03/2023 00:00","31/12/2599 23:59",131860.4963,535350.9402,2023-03-21,2599-12-31
"1234",2324,"NL","MID1","HGZ",53.3473,6.6423,0,1,"20/12/1996 00:00","11/09/2013 00:00",238584.1909,596383.7431,1996-12-20,2013-09-11
"1237",2327,"NL","MID2","HGZ",53.3434,6.6418,0,1,"20/12/1996 00:00","10/02/1998 00:00",238558.4623,595949.1597,1996-12-20,1998-02-10
"1240",2330,"NL","MID3","HGZ",53.3533,6.6472,0,1,"10/02/1998 00:00","17/03/2003 00:00",238898.7959,597057.1426,1998-02-10,2003-03-17
"1241",2333,"NL","MID3","HGZ",53.3533,6.6472,0,1,"17/03/2003 00:00","10/09/2013 00:00",238898.7959,597057.1426,2003-03-17,2013-09-10
"1252",2348,"NL","N014","HHZ",53.11851,6.473259,2,200,"14/04/2016 00:00","31/12/2599 23:59",227711.359,570740.5121,2016-04-14,2599-12-31
"1259",2363,"NL","N024","HHZ",53.071995,6.452966,2,200,"04/02/2016 00:00","31/12/2599 23:59",226429.3435,565544.1826,2016-02-04,2599-12-31
"1266",2378,"NL","N034","HHZ",53.11103,6.404509,2,200,"04/02/2016 00:00","31/12/2599 23:59",223120.5078,569840.9839,2016-02-04,2599-12-31
"1267",2381,"NL","NBMS","HGZ",52.593482,4.911113,-2.8,0,"30/05/2022 00:00","31/12/2599 23:59",122739.6706,511874.6317,2022-05-30,2599-12-31
"1273",2387,"NL","NGA","HGZ",53.136422,6.02567,0.4,0,"10/11/2020 00:00","31/12/2599 23:59",197728.2867,572375.2949,2020-11-10,2599-12-31
"1282",2402,"NL","NH014","HHZ",52.565738,4.996517,-2,200,"16/12/2019 00:00","31/12/2599 23:59",128509.9966,508752.934,2019-12-16,2599-12-31
"1301",2421,"NL","NIW4","HHE",53.3548,6.043,-1,120,"20/05/2009 00:00","15/02/2018 00:00",198666.703,596688.5006,2009-05-20,2018-02-15
"1302",2424,"NL","NIW4","HHE",53.3548,6.043,-1,120,"15/02/2018 00:00","31/12/2599 23:59",198666.703,596688.5006,2018-02-15,2599-12-31
"1307",2429,"NL","NLDW","HGZ",52.004992,4.195652,0.7,0,"06/04/2021 00:00","31/12/2599 23:59",73185.47024,446962.0522,2021-04-06,2599-12-31
"1310",2432,"NL","ODBK","HGZ",52.940526,6.133932,2.9,0,"17/09/2020 00:00","31/12/2599 23:59",205199.1655,550645.7404,2020-09-17,2599-12-31
"1313",2435,"NL","ODHP","HGZ",52.885203,6.024896,0.5,0,"17/09/2020 00:00","31/12/2599 23:59",197923.6879,544419.2716,2020-09-17,2599-12-31
"1316",2438,"NL","OLK","HGZ",52.629328,4.849538,-3.1,0,"17/05/2022 00:00","31/12/2599 23:59",118596.997,515892.3912,2022-05-17,2599-12-31
"1319",2441,"NL","OOTH","HGZ",52.729491,6.753439,13,0,"03/12/2021 00:00","31/12/2599 23:59",247287.5498,527775.0908,2021-12-03,2599-12-31
"1322",2442,"NL","OPLO","BHE",51.5888,5.8121,0,0,"03/09/1998 00:00","28/10/2009 00:00",184445.7748,400073.7043,1998-09-03,2009-10-28
"1323",2449,"NL","OPLO","BHE",51.5888,5.8121,0,0,"29/10/2009 00:00","31/12/2599 23:59",184445.7748,400073.7043,2009-10-29,2599-12-31
"1329",2465,"NL","OSTM","HGZ",53.187457,6.085701,3.5,0,"26/06/2020 00:00","31/12/2599 23:59",201690.6333,578091.955,2020-06-26,2599-12-31
"1359",2493,"NL","OTL4","HHE",52.6289,4.8227,-4,200,"21/04/1995 00:00","11/10/2010 00:00",116779.5719,515858.6099,1995-04-21,2010-10-11
"1360",2496,"NL","OTL4","HHE",52.6289,4.8227,-4,200,"11/10/2010 00:00","02/07/2019 10:15",116779.5719,515858.6099,2010-10-11,2019-07-02
"1361",2499,"NL","OTL4","HHE",52.6289,4.8227,-4,200,"02/07/2019 10:15","31/12/2599 23:59",116779.5719,515858.6099,2019-07-02,2599-12-31
"1368",2505,"NL","PET","HGZ",52.770593,4.659526,6,0,"24/07/2019 00:00","31/12/2599 23:59",105890.6122,531723.3483,2019-07-24,2599-12-31
"1371",2508,"NL","PMR","HGZ",52.511587,5.010631,-3.1,0,"25/03/2022 00:00","31/12/2599 23:59",129435.6286,502722.5996,2022-03-25,2599-12-31
"1374",2509,"NL","PPB0","HHE",52.6526,4.67,1,0,"15/05/1998 00:00","16/10/2010 00:00",106467.2169,518587.2428,1998-05-15,2010-10-16
"1405",2540,"NL","PPB4","HHE",52.6526,4.67,1,240,"09/07/1995 00:00","16/10/2010 00:00",106467.2169,518587.2428,1995-07-09,2010-10-16
"1406",2543,"NL","PPB4","HHE",52.6526,4.67,1,240,"16/10/2010 00:00","02/07/2019 07:05",106467.2169,518587.2428,2010-10-16,2019-07-02
"1407",2546,"NL","PPB4","HHE",52.6526,4.67,1,240,"02/07/2019 07:05","31/12/2599 23:59",106467.2169,518587.2428,2019-07-02,2599-12-31
"1393",2524,"NL","PPB2","HHZ",52.6526,4.67,1,90,"01/05/1998 00:00","16/10/2010 00:00",106467.2169,518587.2428,1998-05-01,2010-10-16
"1418",2566,"NL","ROS1","HGZ",52.8425,7.0327,0,1,"13/06/1996 00:00","10/01/1997 00:00",265862.7741,540741.0438,1996-06-13,1997-01-10
"1419",2569,"NL","ROS1","HGZ",52.8425,7.0327,0,1,"10/01/1997 00:00","01/01/2020 00:00",265862.7741,540741.0438,1997-01-10,2020-01-01
"1424",2572,"NL","ROS2","HGZ",52.8206,7.0465,0,1,"20/02/1997 00:00","27/08/2014 00:00",266848.4082,538325.808,1997-02-20,2014-08-27
"1427",2575,"NL","ROS3","HGZ",52.8365,7.0679,0,1,"20/02/1997 00:00","03/11/2000 00:00",268249.5639,540128.1309,1997-02-20,2000-11-03
"1430",2578,"NL","ROS4","HGZ",52.8365,7.0679,0,1,"17/12/1998 00:00","01/01/2010 00:00",268249.5639,540128.1309,1998-12-17,2010-01-01
"1433",2581,"NL","ROS5","HGZ",52.8336,7.0479,0,1,"04/01/2000 00:00","18/02/2003 00:00",266909.5012,539774.3068,2000-01-04,2003-02-18
"1434",2584,"NL","ROS5","HGZ",52.8336,7.0479,0,1,"18/02/2003 00:00","22/03/2006 00:00",266909.5012,539774.3068,2003-02-18,2006-03-22
"1439",2587,"NL","ROS6","HGZ",52.8275,7.0283,0,1,"03/11/2000 00:00","01/01/2014 00:00",265604.2988,539065.4445,2000-11-03,2014-01-01
"1448",2602,"NL","SL014","HHZ",52.855091,4.868278,2,200,"12/05/2017 00:00","31/12/2599 23:59",120046.1135,541004.3117,2017-05-12,2599-12-31
"1449",2605,"NL","SNB","HGZ",52.68419,6.871926,13.7,0,"03/12/2021 00:00","31/12/2599 23:59",255394.0046,522892.9303,2021-12-03,2599-12-31
"1470",2624,"NL","SPY4","HHE",53.4098,6.7838,1,120,"08/07/2010 00:00","14/06/2016 11:00",247871.7148,603512.4347,2010-07-08,2016-06-14
"1471",2627,"NL","SPY4","HHE",53.4098,6.7838,1,120,"14/06/2016 11:00","31/12/2599 23:59",247871.7148,603512.4347,2016-06-14,2599-12-31
"1476",2632,"NL","SRHV","HGZ",53.183259,6.184924,0.8,0,"06/03/2020 00:00","31/12/2599 23:59",208328.1638,577693.6671,2020-03-06,2599-12-31
"1479",2635,"NL","STDM","HGZ",53.3123,6.6921,0,1,"15/09/2009 00:00","17/09/2014 00:00",241971.0456,592547.8938,2009-09-15,2014-09-17
"1482",2638,"NL","STR","HGZ",51.74369,4.557321,-0.5,0,"15/10/2020 00:00","31/12/2599 23:59",97685.73128,417546.4828,2020-10-15,2599-12-31
"1503",2657,"NL","SUH4","HHE",53.2113,6.211,0,120,"26/08/2009 00:00","13/06/2016 14:00",210035.6281,580833.8017,2009-08-26,2016-06-13
"1504",2660,"NL","SUH4","HHE",53.2113,6.211,0,120,"13/06/2016 14:00","31/12/2599 23:59",210035.6281,580833.8017,2016-06-13,2599-12-31
"1515",2679,"NL","T014","HHZ",52.464256,6.740072,17.9,200,"08/12/2015 00:00","08/05/2019 13:23",246936.7165,498248.9232,2015-12-08,2019-05-08
"1516",2680,"NL","T014","HHZ",52.464256,6.740072,17.9,200,"15/10/2021 09:20","31/12/2599 23:59",246936.7165,498248.9232,2021-10-15,2599-12-31
"1523",2695,"NL","T024","HHZ",52.463356,6.978702,2,200,"13/01/2016 00:00","31/12/2599 23:59",263153.7872,498478.5866,2016-01-13,2599-12-31
"1530",2710,"NL","T034","HHZ",52.42968,6.79178,2,200,"08/12/2015 00:00","31/12/2599 23:59",250524.9632,494469.2009,2015-12-08,2599-12-31
"1537",2725,"NL","T044","HHZ",52.437466,6.89045,2,200,"13/01/2016 00:00","31/12/2599 23:59",257216.8566,495470.1327,2016-01-13,2599-12-31
"1544",2740,"NL","T054","HHZ",52.380554,6.905661,2,200,"08/12/2015 00:00","31/12/2599 23:59",258383.8298,489160.3366,2015-12-08,2599-12-31
"1551",2755,"NL","T064","HHZ",52.343227,6.909716,2,200,"04/02/2016 00:00","31/12/2599 23:59",258747.1691,485013.5992,2016-02-04,2599-12-31
"1558",2770,"NL","T084","HHZ",52.38933,6.996486,2,200,"07/04/2016 00:00","31/12/2599 23:59",264545.246,490270.1443,2016-04-07,2599-12-31
"1559",2771,"NL","TERZ","BHE",50.756763,5.906114,150,0,"03/06/2019 00:00","31/12/2599 23:59",191618.7609,307553.1646,2019-06-03,2599-12-31
"1561",2787,"NL","TERZ","LCE",50.756763,5.906114,150,250,"19/06/2019 00:00","31/12/2599 23:59",191618.7609,307553.1646,2019-06-19,2599-12-31
"1569",2803,"NL","TWZL","HGZ",53.232544,6.092683,1.9,0,"26/06/2020 00:00","31/12/2599 23:59",202108.1835,583114.049,2020-06-26,2599-12-31
"1572",2806,"NL","UTRP","HGZ",53.096883,6.184182,3.7,0,"06/03/2020 00:00","31/12/2599 23:59",208384.8773,568080.9969,2020-03-06,2599-12-31
"1602",2834,"NL","VBG4","HHE",52.544,6.6693,11,192,"28/04/1995 00:00","01/09/2010 00:00",241970.4472,507033.3713,1995-04-28,2010-09-01
"1603",2837,"NL","VBG4","HHE",52.544,6.6693,11,192,"01/09/2010 00:00","16/06/2016 10:00",241970.4472,507033.3713,2010-09-01,2016-06-16
"1604",2840,"NL","VBG4","HHE",52.544,6.6693,11,192,"16/06/2016 10:00","31/12/2599 23:59",241970.4472,507033.3713,2016-06-16,2599-12-31
"1617",2858,"NL","VDM24","HHZ",53.084377,6.833631,1.7,200,"22/04/2022 00:00","31/12/2599 23:59",251912.5399,567366.4222,2022-04-22,2599-12-31
"1618",2859,"NL","VEN2","HHE",51.4283,6.0937,25,0,"08/05/2012 00:00","06/07/2017 00:00",204133.6658,382370.0141,2012-05-08,2017-07-06
"1624",2867,"NL","VHP","HGZ",53.095674,5.955347,-0.4,0,"10/11/2020 00:00","31/12/2599 23:59",193057.8358,567801.2966,2020-11-10,2599-12-31
"1627",2872,"NL","VKB","BHE",50.8669,5.7847,90,0,"01/06/2011 12:00","31/12/2599 23:59",182984.3563,319752.1699,2011-06-01,2599-12-31
"1637",2894,"NL","VLD","HGZ",52.866799,6.215673,7.6,0,"10/11/2020 00:00","31/12/2599 23:59",210788.276,542501.8195,2020-11-10,2599-12-31
"1640",2895,"NL","VLW0","HHE",52.9682,7.0972,7,0,"24/07/1998 00:00","29/10/2010 00:00",269876.4251,554827.0522,1998-07-24,2010-10-29
"1670",2925,"NL","VLW4","HHE",52.9682,7.0972,7,200,"23/05/1995 00:00","29/10/2010 00:00",269876.4251,554827.0522,1995-05-23,2010-10-29
"1671",2928,"NL","VLW4","HHE",52.9682,7.0972,7,200,"29/10/2010 00:00","15/06/2016 07:00",269876.4251,554827.0522,2010-10-29,2016-06-15
"1672",2931,"NL","VLW4","HHE",52.9682,7.0972,7,200,"15/06/2016 07:00","31/12/2599 23:59",269876.4251,554827.0522,2016-06-15,2599-12-31
"1686",2957,"NL","VNDM4","HHZ",53.115086,6.839044,1.5,200,"28/05/2019 00:00","31/12/2599 23:59",252206.3537,570790.6953,2019-05-28,2599-12-31
