"","X.1","X","Station","Channel","Latitude","Longitude","StartTime","EndTime","Xcoord","Ycoord","Channel3","Start_Year","End_Year"
"1430",972,"NL","G290","HGZ",53.281406,6.786966,"2015-09-22T00:00:00","2599-12-31T23:59:59",248360.1713,589228.8659,"Z","2015","2599"
"1431",975,"NL","G291","HHZ",53.281406,6.786966,"2015-09-22T00:00:00","2599-12-31T23:59:59",248360.1713,589228.8659,"Z","2015","2599"
"1432",978,"NL","G292","HHZ",53.281406,6.786966,"2015-09-22T00:00:00","2599-12-31T23:59:59",248360.1713,589228.8659,"Z","2015","2599"
"1433",981,"NL","G293","HHZ",53.281406,6.786966,"2015-09-22T00:00:00","2599-12-31T23:59:59",248360.1713,589228.8659,"Z","2015","2599"
"1434",984,"NL","G294","HHZ",53.281406,6.786966,"2015-09-22T00:00:00","2599-12-31T23:59:59",248360.1713,589228.8659,"Z","2015","2599"
"1435",987,"NL","G300","HGZ",53.27917,6.895145,"2014-10-23T00:00:00","2599-12-31T23:59:59",255579.9145,589125.7619,"Z","2014","2599"
"1436",990,"NL","G301","HHZ",53.27917,6.895145,"2014-10-23T00:00:00","2599-12-31T23:59:59",255579.9145,589125.7619,"Z","2014","2599"
"1437",993,"NL","G302","HHZ",53.27917,6.895145,"2014-10-23T00:00:00","2599-12-31T23:59:59",255579.9145,589125.7619,"Z","2014","2599"
"1438",996,"NL","G303","HHZ",53.27917,6.895145,"2014-10-23T00:00:00","2599-12-31T23:59:59",255579.9145,589125.7619,"Z","2014","2599"
"1439",999,"NL","G304","HHZ",53.27917,6.895145,"2014-10-23T00:00:00","2599-12-31T23:59:59",255579.9145,589125.7619,"Z","2014","2599"
"1440",1002,"NL","G310","HGZ",53.296196,7.021759,"2015-11-27T00:00:00","2020-08-04T20:29:49",263981.0995,591204.5951,"Z","2015","2020"
"1441",1005,"NL","G311","HHZ",53.296196,7.021759,"2015-11-27T00:00:00","2020-08-04T20:29:49",263981.0995,591204.5951,"Z","2015","2020"
"1442",1008,"NL","G312","HHZ",53.296196,7.021759,"2015-11-27T00:00:00","2020-08-04T20:29:49",263981.0995,591204.5951,"Z","2015","2020"
"1443",1011,"NL","G313","HHZ",53.296196,7.021759,"2015-11-27T00:00:00","2020-08-04T20:29:49",263981.0995,591204.5951,"Z","2015","2020"
"1444",1016,"NL","G314","HHZ",53.296196,7.021759,"2015-11-27T00:00:00","2020-08-04T20:29:49",263981.0995,591204.5951,"Z","2015","2020"
"1445",1017,"NL","G314","HHZ",53.296196,7.021759,"2021-08-26T11:39:29","2599-12-31T23:59:59",263981.0995,591204.5951,"Z","2021","2599"
"1446",1020,"NL","G320","HGZ",53.24981,6.57919,"2015-11-27T00:00:00","2599-12-31T23:59:59",234561.2513,585463.3871,"Z","2015","2599"
"1447",1023,"NL","G321","HHZ",53.24981,6.57919,"2015-11-27T00:00:00","2599-12-31T23:59:59",234561.2513,585463.3871,"Z","2015","2599"
"1448",1026,"NL","G322","HHZ",53.24981,6.57919,"2015-11-27T00:00:00","2599-12-31T23:59:59",234561.2513,585463.3871,"Z","2015","2599"
"1449",1029,"NL","G323","HHZ",53.24981,6.57919,"2015-11-27T00:00:00","2599-12-31T23:59:59",234561.2513,585463.3871,"Z","2015","2599"
"1450",1032,"NL","G324","HHZ",53.24981,6.57919,"2015-11-27T00:00:00","2599-12-31T23:59:59",234561.2513,585463.3871,"Z","2015","2599"
"1451",1035,"NL","G330","HGZ",53.24991,6.670763,"2016-01-22T00:00:00","2599-12-31T23:59:59",240672.8336,585579.5799,"Z","2016","2599"
"1452",1038,"NL","G331","HHZ",53.24991,6.670763,"2016-01-22T00:00:00","2599-12-31T23:59:59",240672.8336,585579.5799,"Z","2016","2599"
"1453",1041,"NL","G332","HHZ",53.24991,6.670763,"2016-01-22T00:00:00","2599-12-31T23:59:59",240672.8336,585579.5799,"Z","2016","2599"
"1454",1044,"NL","G333","HHZ",53.24991,6.670763,"2016-01-22T00:00:00","2599-12-31T23:59:59",240672.8336,585579.5799,"Z","2016","2599"
"1455",1047,"NL","G334","HHZ",53.24991,6.670763,"2016-01-22T00:00:00","2599-12-31T23:59:59",240672.8336,585579.5799,"Z","2016","2599"
"1456",1050,"NL","G340","HGZ",53.25252,6.76508,"2014-10-23T00:00:00","2599-12-31T23:59:59",246962.0794,585986.3499,"Z","2014","2599"
"1457",1053,"NL","G341","HHZ",53.25252,6.76508,"2014-10-23T00:00:00","2599-12-31T23:59:59",246962.0794,585986.3499,"Z","2014","2599"
"1458",1056,"NL","G342","HHZ",53.25252,6.76508,"2014-10-23T00:00:00","2599-12-31T23:59:59",246962.0794,585986.3499,"Z","2014","2599"
"1459",1059,"NL","G343","HHZ",53.25252,6.76508,"2014-10-23T00:00:00","2599-12-31T23:59:59",246962.0794,585986.3499,"Z","2014","2599"
"1460",1062,"NL","G344","HHZ",53.25252,6.76508,"2014-10-23T00:00:00","2599-12-31T23:59:59",246962.0794,585986.3499,"Z","2014","2599"
"1461",1065,"NL","G350","HGZ",53.254936,6.862136,"2017-04-04T00:00:00","2599-12-31T23:59:59",253433.671,586383.5079,"Z","2017","2599"
"1462",1068,"NL","G351","HHZ",53.254936,6.862136,"2017-04-04T00:00:00","2599-12-31T23:59:59",253433.671,586383.5079,"Z","2017","2599"
"1463",1071,"NL","G352","HHZ",53.254936,6.862136,"2017-04-04T00:00:00","2599-12-31T23:59:59",253433.671,586383.5079,"Z","2017","2599"
"1464",1074,"NL","G353","HHZ",53.254936,6.862136,"2017-04-04T00:00:00","2599-12-31T23:59:59",253433.671,586383.5079,"Z","2017","2599"
"1465",1077,"NL","G354","HHZ",53.254936,6.862136,"2017-04-04T00:00:00","2599-12-31T23:59:59",253433.671,586383.5079,"Z","2017","2599"
"1466",1080,"NL","G360","HGZ",53.26505,6.924454,"2015-12-07T00:00:00","2599-12-31T23:59:59",257568.1765,587595.918,"Z","2015","2599"
"1467",1083,"NL","G361","HHZ",53.26505,6.924454,"2015-12-07T00:00:00","2599-12-31T23:59:59",257568.1765,587595.918,"Z","2015","2599"
"1468",1086,"NL","G362","HHZ",53.26505,6.924454,"2015-12-07T00:00:00","2599-12-31T23:59:59",257568.1765,587595.918,"Z","2015","2599"
"1469",1089,"NL","G363","HHZ",53.26505,6.924454,"2015-12-07T00:00:00","2599-12-31T23:59:59",257568.1765,587595.918,"Z","2015","2599"
"1470",1092,"NL","G364","HHZ",53.26505,6.924454,"2015-12-07T00:00:00","2599-12-31T23:59:59",257568.1765,587595.918,"Z","2015","2599"
"1471",1095,"NL","G370","HGZ",53.273952,7.035,"2015-12-02T00:00:00","2599-12-31T23:59:59",264920.4731,588749.5934,"Z","2015","2599"
"1472",1098,"NL","G371","HHZ",53.273952,7.035,"2015-12-02T00:00:00","2599-12-31T23:59:59",264920.4731,588749.5934,"Z","2015","2599"
"1473",1101,"NL","G372","HHZ",53.273952,7.035,"2015-12-02T00:00:00","2599-12-31T23:59:59",264920.4731,588749.5934,"Z","2015","2599"
"1474",1104,"NL","G373","HHZ",53.273952,7.035,"2015-12-02T00:00:00","2599-12-31T23:59:59",264920.4731,588749.5934,"Z","2015","2599"
"1475",1107,"NL","G374","HHZ",53.273952,7.035,"2015-12-02T00:00:00","2599-12-31T23:59:59",264920.4731,588749.5934,"Z","2015","2599"
"1476",1110,"NL","G380","HGZ",53.200512,6.547563,"2016-04-11T00:00:00","2599-12-31T23:59:59",232538.7673,579943.0264,"Z","2016","2599"
"1477",1113,"NL","G381","HHZ",53.200512,6.547563,"2016-04-11T00:00:00","2599-12-31T23:59:59",232538.7673,579943.0264,"Z","2016","2599"
"1478",1116,"NL","G382","HHZ",53.200512,6.547563,"2016-04-11T00:00:00","2599-12-31T23:59:59",232538.7673,579943.0264,"Z","2016","2599"
"1479",1119,"NL","G383","HHZ",53.200512,6.547563,"2016-04-11T00:00:00","2599-12-31T23:59:59",232538.7673,579943.0264,"Z","2016","2599"
"1480",1122,"NL","G384","HHZ",53.200512,6.547563,"2016-04-11T00:00:00","2599-12-31T23:59:59",232538.7673,579943.0264,"Z","2016","2599"
"1481",1125,"NL","G390","HGZ",53.22525,6.724121,"2014-10-24T00:00:00","2599-12-31T23:59:59",244284.9563,582900.2906,"Z","2014","2599"
"1482",1128,"NL","G391","HHZ",53.22525,6.724121,"2014-10-24T00:00:00","2599-12-31T23:59:59",244284.9563,582900.2906,"Z","2014","2599"
"1483",1131,"NL","G392","HHZ",53.22525,6.724121,"2014-10-24T00:00:00","2599-12-31T23:59:59",244284.9563,582900.2906,"Z","2014","2599"
"1484",1134,"NL","G393","HHZ",53.22525,6.724121,"2014-10-24T00:00:00","2599-12-31T23:59:59",244284.9563,582900.2906,"Z","2014","2599"
"1485",1137,"NL","G394","HHZ",53.22525,6.724121,"2014-10-24T00:00:00","2599-12-31T23:59:59",244284.9563,582900.2906,"Z","2014","2599"
"1486",1140,"NL","G400","HGZ",53.22501,6.809874,"2014-10-24T00:00:00","2599-12-31T23:59:59",250011.9339,582983.3038,"Z","2014","2599"
"1487",1143,"NL","G401","HHZ",53.22501,6.809874,"2014-10-24T00:00:00","2599-12-31T23:59:59",250011.9339,582983.3038,"Z","2014","2599"
"1488",1146,"NL","G402","HHZ",53.22501,6.809874,"2014-10-24T00:00:00","2599-12-31T23:59:59",250011.9339,582983.3038,"Z","2014","2599"
"1489",1149,"NL","G403","HHZ",53.22501,6.809874,"2014-10-24T00:00:00","2599-12-31T23:59:59",250011.9339,582983.3038,"Z","2014","2599"
"1490",1152,"NL","G404","HHZ",53.22501,6.809874,"2014-10-24T00:00:00","2599-12-31T23:59:59",250011.9339,582983.3038,"Z","2014","2599"
"1491",1155,"NL","G410","HGZ",53.223434,6.891867,"2015-09-22T00:00:00","2599-12-31T23:59:59",255490.9024,582919.2229,"Z","2015","2599"
"1492",1158,"NL","G411","HHZ",53.223434,6.891867,"2015-09-22T00:00:00","2599-12-31T23:59:59",255490.9024,582919.2229,"Z","2015","2599"
"1493",1161,"NL","G412","HHZ",53.223434,6.891867,"2015-09-22T00:00:00","2599-12-31T23:59:59",255490.9024,582919.2229,"Z","2015","2599"
"1494",1164,"NL","G413","HHZ",53.223434,6.891867,"2015-09-22T00:00:00","2599-12-31T23:59:59",255490.9024,582919.2229,"Z","2015","2599"
"1495",1167,"NL","G414","HHZ",53.223434,6.891867,"2015-09-22T00:00:00","2599-12-31T23:59:59",255490.9024,582919.2229,"Z","2015","2599"
"1496",1170,"NL","G420","HGZ",53.221687,6.988649,"2015-02-11T00:00:00","2599-12-31T23:59:59",261958.2215,582864.2158,"Z","2015","2599"
"1497",1173,"NL","G421","HHZ",53.221687,6.988649,"2015-02-11T00:00:00","2599-12-31T23:59:59",261958.2215,582864.2158,"Z","2015","2599"
"1498",1176,"NL","G422","HHZ",53.221687,6.988649,"2015-02-11T00:00:00","2599-12-31T23:59:59",261958.2215,582864.2158,"Z","2015","2599"
"1499",1179,"NL","G423","HHZ",53.221687,6.988649,"2015-02-11T00:00:00","2599-12-31T23:59:59",261958.2215,582864.2158,"Z","2015","2599"
"1500",1182,"NL","G424","HHZ",53.221687,6.988649,"2015-02-11T00:00:00","2599-12-31T23:59:59",261958.2215,582864.2158,"Z","2015","2599"
"1501",1185,"NL","G430","HGZ",53.231853,7.079074,"2015-06-25T00:00:00","2599-12-31T23:59:59",267970.2482,584133.451,"Z","2015","2599"
"1502",1188,"NL","G431","HHZ",53.231853,7.079074,"2015-06-25T00:00:00","2599-12-31T23:59:59",267970.2482,584133.451,"Z","2015","2599"
"1503",1191,"NL","G432","HHZ",53.231853,7.079074,"2015-06-25T00:00:00","2599-12-31T23:59:59",267970.2482,584133.451,"Z","2015","2599"
"1504",1194,"NL","G433","HHZ",53.231853,7.079074,"2015-06-25T00:00:00","2599-12-31T23:59:59",267970.2482,584133.451,"Z","2015","2599"
"1505",1197,"NL","G434","HHZ",53.231853,7.079074,"2015-06-25T00:00:00","2599-12-31T23:59:59",267970.2482,584133.451,"Z","2015","2599"
"1506",1200,"NL","G440","HGZ",53.204193,6.683958,"2015-02-11T00:00:00","2599-12-31T23:59:59",241645.0932,580508.0868,"Z","2015","2599"
"1507",1203,"NL","G441","HHZ",53.204193,6.683958,"2015-02-11T00:00:00","2599-12-31T23:59:59",241645.0932,580508.0868,"Z","2015","2599"
"1508",1206,"NL","G442","HHZ",53.204193,6.683958,"2015-02-11T00:00:00","2599-12-31T23:59:59",241645.0932,580508.0868,"Z","2015","2599"
"1509",1209,"NL","G443","HHZ",53.204193,6.683958,"2015-02-11T00:00:00","2599-12-31T23:59:59",241645.0932,580508.0868,"Z","2015","2599"
"1510",1212,"NL","G444","HHZ",53.204193,6.683958,"2015-02-11T00:00:00","2599-12-31T23:59:59",241645.0932,580508.0868,"Z","2015","2599"
"1511",1215,"NL","G450","HGZ",53.199535,6.764478,"2014-10-23T00:00:00","2599-12-31T23:59:59",247034.6653,580089.6325,"Z","2014","2599"
"1512",1218,"NL","G451","HHZ",53.199535,6.764478,"2014-10-23T00:00:00","2599-12-31T23:59:59",247034.6653,580089.6325,"Z","2014","2599"
"1513",1221,"NL","G452","HHZ",53.199535,6.764478,"2014-10-23T00:00:00","2599-12-31T23:59:59",247034.6653,580089.6325,"Z","2014","2599"
"1514",1224,"NL","G453","HHZ",53.199535,6.764478,"2014-10-23T00:00:00","2599-12-31T23:59:59",247034.6653,580089.6325,"Z","2014","2599"
"1515",1227,"NL","G454","HHZ",53.199535,6.764478,"2014-10-23T00:00:00","2599-12-31T23:59:59",247034.6653,580089.6325,"Z","2014","2599"
"1516",1230,"NL","G460","HGZ",53.19783,6.849796,"2014-10-31T00:00:00","2599-12-31T23:59:59",252739.2649,580012.2974,"Z","2014","2599"
"1517",1233,"NL","G461","HHZ",53.19783,6.849796,"2014-10-31T00:00:00","2599-12-31T23:59:59",252739.2649,580012.2974,"Z","2014","2599"
"1518",1236,"NL","G462","HHZ",53.19783,6.849796,"2014-10-31T00:00:00","2599-12-31T23:59:59",252739.2649,580012.2974,"Z","2014","2599"
"1519",1239,"NL","G463","HHZ",53.19783,6.849796,"2014-10-31T00:00:00","2599-12-31T23:59:59",252739.2649,580012.2974,"Z","2014","2599"
"1520",1242,"NL","G464","HHZ",53.19783,6.849796,"2014-10-31T00:00:00","2599-12-31T23:59:59",252739.2649,580012.2974,"Z","2014","2599"
"1521",1245,"NL","G470","HGZ",53.19635,6.941322,"2016-03-28T00:00:00","2599-12-31T23:59:59",258858.5021,579975.6901,"Z","2016","2599"
"1522",1248,"NL","G471","HHZ",53.19635,6.941322,"2016-03-28T00:00:00","2599-12-31T23:59:59",258858.5021,579975.6901,"Z","2016","2599"
"1523",1251,"NL","G472","HHZ",53.19635,6.941322,"2016-03-28T00:00:00","2599-12-31T23:59:59",258858.5021,579975.6901,"Z","2016","2599"
"1524",1254,"NL","G473","HHZ",53.19635,6.941322,"2016-03-28T00:00:00","2599-12-31T23:59:59",258858.5021,579975.6901,"Z","2016","2599"
"1525",1257,"NL","G474","HHZ",53.19635,6.941322,"2016-03-28T00:00:00","2599-12-31T23:59:59",258858.5021,579975.6901,"Z","2016","2599"
"1526",1260,"NL","G480","HGZ",53.19726,7.028954,"2016-06-21T00:00:00","2599-12-31T23:59:59",264711.7735,580206.8541,"Z","2016","2599"
"1527",1263,"NL","G481","HHZ",53.19726,7.028954,"2016-06-21T00:00:00","2599-12-31T23:59:59",264711.7735,580206.8541,"Z","2016","2599"
"1528",1266,"NL","G482","HHZ",53.19726,7.028954,"2016-06-21T00:00:00","2599-12-31T23:59:59",264711.7735,580206.8541,"Z","2016","2599"
"1529",1269,"NL","G483","HHZ",53.19726,7.028954,"2016-06-21T00:00:00","2599-12-31T23:59:59",264711.7735,580206.8541,"Z","2016","2599"
"1530",1272,"NL","G484","HHZ",53.19726,7.028954,"2016-06-21T00:00:00","2599-12-31T23:59:59",264711.7735,580206.8541,"Z","2016","2599"
"1531",1275,"NL","G490","HGZ",53.17647,6.730598,"2014-10-23T00:00:00","2599-12-31T23:59:59",244818.7241,577480.3161,"Z","2014","2599"
"1532",1278,"NL","G491","HHZ",53.17647,6.730598,"2014-10-23T00:00:00","2599-12-31T23:59:59",244818.7241,577480.3161,"Z","2014","2599"
"1533",1281,"NL","G492","HHZ",53.17647,6.730598,"2014-10-23T00:00:00","2599-12-31T23:59:59",244818.7241,577480.3161,"Z","2014","2599"
"1534",1284,"NL","G493","HHZ",53.17647,6.730598,"2014-10-23T00:00:00","2599-12-31T23:59:59",244818.7241,577480.3161,"Z","2014","2599"
"1535",1287,"NL","G494","HHZ",53.17647,6.730598,"2014-10-23T00:00:00","2599-12-31T23:59:59",244818.7241,577480.3161,"Z","2014","2599"
"1536",1290,"NL","G500","HGZ",53.174526,6.809343,"2015-08-28T00:00:00","2599-12-31T23:59:59",250087.3922,577365.0517,"Z","2015","2599"
"1537",1293,"NL","G501","HHZ",53.174526,6.809343,"2015-08-28T00:00:00","2599-12-31T23:59:59",250087.3922,577365.0517,"Z","2015","2599"
"1538",1296,"NL","G502","HHZ",53.174526,6.809343,"2015-08-28T00:00:00","2599-12-31T23:59:59",250087.3922,577365.0517,"Z","2015","2599"
"1539",1299,"NL","G503","HHZ",53.174526,6.809343,"2015-08-28T00:00:00","2599-12-31T23:59:59",250087.3922,577365.0517,"Z","2015","2599"
"1540",1302,"NL","G504","HHZ",53.174526,6.809343,"2015-08-28T00:00:00","2599-12-31T23:59:59",250087.3922,577365.0517,"Z","2015","2599"
"1541",1305,"NL","G510","HGZ",53.1732,6.88481,"2015-02-11T00:00:00","2599-12-31T23:59:59",255135.8618,577319.7528,"Z","2015","2599"
"1542",1308,"NL","G511","HHZ",53.1732,6.88481,"2015-02-11T00:00:00","2599-12-31T23:59:59",255135.8618,577319.7528,"Z","2015","2599"
"1543",1311,"NL","G512","HHZ",53.1732,6.88481,"2015-02-11T00:00:00","2599-12-31T23:59:59",255135.8618,577319.7528,"Z","2015","2599"
"1544",1314,"NL","G513","HHZ",53.1732,6.88481,"2015-02-11T00:00:00","2599-12-31T23:59:59",255135.8618,577319.7528,"Z","2015","2599"
"1545",1317,"NL","G514","HHZ",53.1732,6.88481,"2015-02-11T00:00:00","2599-12-31T23:59:59",255135.8618,577319.7528,"Z","2015","2599"
"1546",1320,"NL","G520","HGZ",53.16989,6.983663,"2015-02-12T00:00:00","2599-12-31T23:59:59",261752.9985,577093.3829,"Z","2015","2599"
"1547",1323,"NL","G521","HHZ",53.16989,6.983663,"2015-02-12T00:00:00","2599-12-31T23:59:59",261752.9985,577093.3829,"Z","2015","2599"
"1548",1326,"NL","G522","HHZ",53.16989,6.983663,"2015-02-12T00:00:00","2599-12-31T23:59:59",261752.9985,577093.3829,"Z","2015","2599"
"1549",1329,"NL","G523","HHZ",53.16989,6.983663,"2015-02-12T00:00:00","2599-12-31T23:59:59",261752.9985,577093.3829,"Z","2015","2599"
"1550",1332,"NL","G524","HHZ",53.16989,6.983663,"2015-02-12T00:00:00","2599-12-31T23:59:59",261752.9985,577093.3829,"Z","2015","2599"
"1551",1335,"NL","G530","HGZ",53.167362,7.08012,"2015-10-29T00:00:00","2599-12-31T23:59:59",268208.751,576959.3408,"Z","2015","2599"
"1552",1338,"NL","G531","HHZ",53.167362,7.08012,"2015-10-29T00:00:00","2599-12-31T23:59:59",268208.751,576959.3408,"Z","2015","2599"
"1553",1341,"NL","G532","HHZ",53.167362,7.08012,"2015-10-29T00:00:00","2599-12-31T23:59:59",268208.751,576959.3408,"Z","2015","2599"
"1554",1344,"NL","G533","HHZ",53.167362,7.08012,"2015-10-29T00:00:00","2599-12-31T23:59:59",268208.751,576959.3408,"Z","2015","2599"
"1555",1347,"NL","G534","HHZ",53.167362,7.08012,"2015-10-29T00:00:00","2599-12-31T23:59:59",268208.751,576959.3408,"Z","2015","2599"
"1556",1350,"NL","G540","HGZ",53.124283,6.757957,"2015-09-15T00:00:00","2599-12-31T23:59:59",246758.2624,571707.7562,"Z","2015","2599"
"1557",1353,"NL","G541","HHZ",53.124283,6.757957,"2015-09-15T00:00:00","2599-12-31T23:59:59",246758.2624,571707.7562,"Z","2015","2599"
"1558",1356,"NL","G542","HHZ",53.124283,6.757957,"2015-09-15T00:00:00","2599-12-31T23:59:59",246758.2624,571707.7562,"Z","2015","2599"
"1559",1359,"NL","G543","HHZ",53.124283,6.757957,"2015-09-15T00:00:00","2599-12-31T23:59:59",246758.2624,571707.7562,"Z","2015","2599"
"1560",1362,"NL","G544","HHZ",53.124283,6.757957,"2015-09-15T00:00:00","2599-12-31T23:59:59",246758.2624,571707.7562,"Z","2015","2599"
"1561",1365,"NL","G550","HGZ",53.143345,6.846056,"2015-02-12T00:00:00","2599-12-31T23:59:59",252612.1318,573944.5712,"Z","2015","2599"
"1562",1368,"NL","G551","HHZ",53.143345,6.846056,"2015-02-12T00:00:00","2599-12-31T23:59:59",252612.1318,573944.5712,"Z","2015","2599"
"1563",1371,"NL","G552","HHZ",53.143345,6.846056,"2015-02-12T00:00:00","2599-12-31T23:59:59",252612.1318,573944.5712,"Z","2015","2599"
"1564",1374,"NL","G553","HHZ",53.143345,6.846056,"2015-02-12T00:00:00","2599-12-31T23:59:59",252612.1318,573944.5712,"Z","2015","2599"
"1565",1377,"NL","G554","HHZ",53.143345,6.846056,"2015-02-12T00:00:00","2599-12-31T23:59:59",252612.1318,573944.5712,"Z","2015","2599"
"1566",1380,"NL","G560","HGZ",53.14844,6.930871,"2015-02-12T00:00:00","2599-12-31T23:59:59",258274.3922,574629.7178,"Z","2015","2599"
"1567",1383,"NL","G561","HHZ",53.14844,6.930871,"2015-02-12T00:00:00","2599-12-31T23:59:59",258274.3922,574629.7178,"Z","2015","2599"
"1568",1386,"NL","G562","HHZ",53.14844,6.930871,"2015-02-12T00:00:00","2599-12-31T23:59:59",258274.3922,574629.7178,"Z","2015","2599"
"1569",1389,"NL","G563","HHZ",53.14844,6.930871,"2015-02-12T00:00:00","2599-12-31T23:59:59",258274.3922,574629.7178,"Z","2015","2599"
"1570",1392,"NL","G564","HHZ",53.14844,6.930871,"2015-02-12T00:00:00","2599-12-31T23:59:59",258274.3922,574629.7178,"Z","2015","2599"
"1571",1395,"NL","G570","HGZ",53.13513,7.022222,"2015-02-12T00:00:00","2599-12-31T23:59:59",264418.853,573283.5557,"Z","2015","2599"
"1572",1398,"NL","G571","HHZ",53.13513,7.022222,"2015-02-12T00:00:00","2599-12-31T23:59:59",264418.853,573283.5557,"Z","2015","2599"
"1573",1401,"NL","G572","HHZ",53.13513,7.022222,"2015-02-12T00:00:00","2599-12-31T23:59:59",264418.853,573283.5557,"Z","2015","2599"
"1574",1404,"NL","G573","HHZ",53.13513,7.022222,"2015-02-12T00:00:00","2599-12-31T23:59:59",264418.853,573283.5557,"Z","2015","2599"
"1575",1407,"NL","G574","HHZ",53.13513,7.022222,"2015-02-12T00:00:00","2599-12-31T23:59:59",264418.853,573283.5557,"Z","2015","2599"
"1576",1410,"NL","G580","HGZ",53.110264,6.907052,"2015-06-30T00:00:00","2599-12-31T23:59:59",256770.6126,570348.0291,"Z","2015","2599"
"1577",1413,"NL","G581","HHZ",53.110264,6.907052,"2015-06-30T00:00:00","2599-12-31T23:59:59",256770.6126,570348.0291,"Z","2015","2599"
"1578",1416,"NL","G582","HHZ",53.110264,6.907052,"2015-06-30T00:00:00","2599-12-31T23:59:59",256770.6126,570348.0291,"Z","2015","2599"
"1579",1419,"NL","G583","HHZ",53.110264,6.907052,"2015-06-30T00:00:00","2599-12-31T23:59:59",256770.6126,570348.0291,"Z","2015","2599"
"1580",1422,"NL","G584","HHZ",53.110264,6.907052,"2015-06-30T00:00:00","2599-12-31T23:59:59",256770.6126,570348.0291,"Z","2015","2599"
"1581",1425,"NL","G590","HGZ",53.116028,6.987698,"2015-12-04T00:00:00","2599-12-31T23:59:59",262155.9084,571106.2632,"Z","2015","2599"
"1582",1428,"NL","G591","HHZ",53.116028,6.987698,"2015-12-04T00:00:00","2599-12-31T23:59:59",262155.9084,571106.2632,"Z","2015","2599"
"1583",1431,"NL","G592","HHZ",53.116028,6.987698,"2015-12-04T00:00:00","2599-12-31T23:59:59",262155.9084,571106.2632,"Z","2015","2599"
"1584",1434,"NL","G593","HHZ",53.116028,6.987698,"2015-12-04T00:00:00","2599-12-31T23:59:59",262155.9084,571106.2632,"Z","2015","2599"
"1585",1437,"NL","G594","HHZ",53.116028,6.987698,"2015-12-04T00:00:00","2599-12-31T23:59:59",262155.9084,571106.2632,"Z","2015","2599"
"1586",1440,"NL","G600","HGZ",53.297935,7.075193,"2015-08-28T00:00:00","2599-12-31T23:59:59",267538.7323,591480.3133,"Z","2015","2599"
"1587",1443,"NL","G601","HHZ",53.297935,7.075193,"2015-08-28T00:00:00","2599-12-31T23:59:59",267538.7323,591480.3133,"Z","2015","2599"
"1588",1446,"NL","G602","HHZ",53.297935,7.075193,"2015-08-28T00:00:00","2599-12-31T23:59:59",267538.7323,591480.3133,"Z","2015","2599"
"1589",1449,"NL","G603","HHZ",53.297935,7.075193,"2015-08-28T00:00:00","2599-12-31T23:59:59",267538.7323,591480.3133,"Z","2015","2599"
"1590",1452,"NL","G604","HHZ",53.297935,7.075193,"2015-08-28T00:00:00","2599-12-31T23:59:59",267538.7323,591480.3133,"Z","2015","2599"
"1591",1455,"NL","G610","HGZ",53.381855,6.681333,"2015-11-27T00:00:00","2599-12-31T23:59:59",241114.2716,600275.16,"Z","2015","2599"
"1592",1458,"NL","G611","HHZ",53.381855,6.681333,"2015-11-27T00:00:00","2599-12-31T23:59:59",241114.2716,600275.16,"Z","2015","2599"
"1593",1461,"NL","G612","HHZ",53.381855,6.681333,"2015-11-27T00:00:00","2599-12-31T23:59:59",241114.2716,600275.16,"Z","2015","2599"
"1594",1464,"NL","G613","HHZ",53.381855,6.681333,"2015-11-27T00:00:00","2599-12-31T23:59:59",241114.2716,600275.16,"Z","2015","2599"
"1595",1467,"NL","G614","HHZ",53.381855,6.681333,"2015-11-27T00:00:00","2599-12-31T23:59:59",241114.2716,600275.16,"Z","2015","2599"
"1596",1470,"NL","G620","HGZ",53.38698,6.841949,"2015-09-08T00:00:00","2599-12-31T23:59:59",251789.5467,601049.6507,"Z","2015","2599"
"1597",1473,"NL","G621","HHZ",53.38698,6.841949,"2015-09-08T00:00:00","2599-12-31T23:59:59",251789.5467,601049.6507,"Z","2015","2599"
"1598",1476,"NL","G622","HHZ",53.38698,6.841949,"2015-09-08T00:00:00","2599-12-31T23:59:59",251789.5467,601049.6507,"Z","2015","2599"
"1599",1479,"NL","G623","HHZ",53.38698,6.841949,"2015-09-08T00:00:00","2599-12-31T23:59:59",251789.5467,601049.6507,"Z","2015","2599"
"1600",1482,"NL","G624","HHZ",53.38698,6.841949,"2015-09-08T00:00:00","2599-12-31T23:59:59",251789.5467,601049.6507,"Z","2015","2599"
"1601",1485,"NL","G630","HGZ",53.33143,6.910878,"2015-09-15T00:00:00","2599-12-31T23:59:59",256506.0921,594963.1148,"Z","2015","2599"
"1602",1488,"NL","G631","HHZ",53.33143,6.910878,"2015-09-15T00:00:00","2599-12-31T23:59:59",256506.0921,594963.1148,"Z","2015","2599"
"1603",1491,"NL","G632","HHZ",53.33143,6.910878,"2015-09-15T00:00:00","2599-12-31T23:59:59",256506.0921,594963.1148,"Z","2015","2599"
"1604",1494,"NL","G633","HHZ",53.33143,6.910878,"2015-09-15T00:00:00","2599-12-31T23:59:59",256506.0921,594963.1148,"Z","2015","2599"
"1605",1497,"NL","G634","HHZ",53.33143,6.910878,"2015-09-15T00:00:00","2599-12-31T23:59:59",256506.0921,594963.1148,"Z","2015","2599"
