Num,Place,Date,Time_UT,Magnitude,Depth,Easting,Northing,Field,Province
579,Groningen,11/01/2013,22:38:57,0.8,3.00,252734.50,587489.58,Groningen,Groningen
580,Groningen,12/01/2013,01:28:24,0.5,3.00,254291.35,576723.42,Groningen,Groningen
581,Groningen,12/01/2013,16:24:40,0.9,3.00,253219.25,596405.33,Groningen,Groningen
582,Groningen,12/01/2013,22:37:32,0.9,3.00,252582.98,588377.07,Groningen,Groningen
583,Groningen,18/01/2013,16:44:00,1.2,3.00,239880.34,601048.51,Groningen,Groningen
584,Groningen,19/01/2013,20:10:06,2.4,3.00,248554.72,589632.75,Groningen,Groningen
585,Groningen,27/01/2013,08:49:38,1.2,3.00,247633.07,578594.47,Groningen,Groningen
586,Groningen,28/01/2013,17:43:53,1.5,3.00,256713.86,588685.44,Groningen,Groningen
587,Groningen,03/02/2013,14:13:24,1.4,3.00,242864.86,583402.89,Groningen,Groningen
588,Groningen,04/02/2013,04:20:40,0.9,3.00,248734.66,580396.85,Groningen,Groningen
589,Groningen,05/02/2013,14:53:08,1.5,3.00,238874.05,582441.13,Groningen,Groningen
590,Groningen,07/02/2013,22:31:58,2.7,3.00,240174.16,599495.26,Groningen,Groningen
591,Groningen,07/02/2013,23:19:08,3.2,3.00,240146.45,601053.23,Groningen,Groningen
592,Groningen,09/02/2013,05:26:10,2.7,3.00,246249.08,598605.29,Groningen,Groningen
593,Groningen,10/02/2013,08:15:08,1.5,3.00,252880.20,590164.28,Groningen,Groningen
594,Groningen,10/02/2013,08:16:41,1.1,3.00,254406.89,590529.62,Groningen,Groningen
595,Groningen,11/02/2013,06:08:52,2.0,3.00,248062.03,590959.01,Groningen,Groningen
596,Groningen,11/02/2013,08:07:08,1.8,3.00,247072.69,590383.33,Groningen,Groningen
597,Groningen,11/02/2013,12:01:45,1.8,3.00,246562.71,582136.08,Groningen,Groningen
598,Groningen,13/02/2013,05:16:46,1.8,3.00,252035.33,598941.68,Groningen,Groningen
599,Groningen,15/02/2013,14:28:42,2.0,3.00,248814.15,593422.71,Groningen,Groningen
600,Groningen,16/02/2013,07:42:50,0.8,3.00,251495.95,586017.38,Groningen,Groningen
601,Groningen,18/02/2013,00:06:46,1.9,3.00,260804.57,587771.89,Groningen,Groningen
602,Groningen,18/02/2013,05:54:00,0.7,3.00,247883.21,596744.23,Groningen,Groningen
603,Groningen,21/02/2013,21:14:08,0.7,3.00,245920.50,598376.40,Groningen,Groningen
604,Groningen,25/02/2013,01:36:40,1.0,3.00,247982.42,591625.38,Groningen,Groningen
605,Groningen,27/02/2013,23:49:13,0.4,3.00,247256.21,580813.54,Groningen,Groningen
606,Groningen,02/03/2013,05:31:14,0.9,3.00,238987.75,595021.62,Groningen,Groningen
607,Groningen,13/03/2013,01:57:10,0.8,3.00,251222.15,589685.47,Groningen,Groningen
608,Groningen,14/03/2013,03:09:18,1.0,3.00,258618.70,593179.21,Groningen,Groningen
609,Groningen,29/03/2013,14:28:06,0.9,3.00,243793.50,583753.89,Groningen,Groningen
610,Groningen,02/04/2013,13:49:15,1.1,3.00,254165.19,582843.40,Groningen,Groningen
611,Groningen,15/04/2013,22:56:03,0.9,3.00,245032.15,599584.15,Groningen,Groningen
612,Groningen,23/04/2013,12:31:42,0.6,3.00,249501.00,575402.60,Groningen,Groningen
613,Groningen,23/04/2013,18:51:36,0.5,3.00,248993.73,577396.36,Groningen,Groningen
614,Groningen,27/04/2013,21:12:24,1.0,3.00,246435.28,595825.81,Groningen,Groningen
615,Groningen,28/04/2013,18:18:03,1.3,3.00,244664.14,594345.19,Groningen,Groningen
616,Groningen,29/04/2013,20:32:18,0.8,3.00,239995.63,583240.01,Groningen,Groningen
617,Groningen,30/04/2013,15:28:00,0.7,3.00,244909.90,588338.61,Groningen,Groningen
618,Groningen,01/05/2013,04:07:29,0.9,3.00,238428.92,584993.57,Groningen,Groningen
619,Groningen,02/05/2013,21:11:08,0.7,3.00,248646.10,595200.57,Groningen,Groningen
620,Groningen,10/05/2013,04:25:24,1.4,3.00,252814.81,586823.29,Groningen,Groningen
621,Groningen,13/05/2013,03:46:56,1.1,3.00,257447.28,585583.95,Groningen,Groningen
622,Groningen,19/05/2013,12:15:16,0.8,3.00,253055.22,591392.40,Groningen,Groningen
623,Groningen,22/05/2013,08:35:18,1.2,3.00,247919.75,577598.15,Groningen,Groningen
624,Groningen,22/05/2013,11:38:07,1.2,3.00,250017.40,589884.11,Groningen,Groningen
625,Groningen,24/05/2013,11:10:02,1.2,3.00,242794.70,594533.24,Groningen,Groningen
626,Groningen,25/05/2013,14:07:51,1.1,3.00,242199.16,583279.46,Groningen,Groningen
627,Groningen,25/05/2013,16:18:29,1.0,3.00,243325.59,594654.31,Groningen,Groningen
628,Groningen,25/05/2013,16:44:39,0.9,3.00,236312.80,603435.55,Groningen,Groningen
629,Groningen,30/05/2013,23:51:13,1.2,3.00,251762.36,589362.36,Groningen,Groningen
630,Groningen,31/05/2013,01:40:24,1.0,3.00,251771.33,588917.26,Groningen,Groningen
631,Groningen,03/06/2013,18:07:36,1.2,3.00,253613.99,593407.68,Groningen,Groningen
632,Groningen,05/06/2013,17:51:28,0.7,3.00,247872.79,590398.74,Groningen,Groningen
633,Groningen,05/06/2013,22:10:56,0.9,3.00,238432.78,584771.01,Groningen,Groningen
634,Groningen,07/06/2013,06:33:49,1.3,3.00,261563.14,589681.22,Groningen,Groningen
635,Groningen,08/06/2013,23:21:35,0.7,3.00,242840.75,581064.86,Groningen,Groningen
636,Groningen,14/06/2013,22:20:12,0.7,3.00,251346.20,593472.91,Groningen,Groningen
637,Groningen,14/06/2013,22:36:04,0.6,3.00,254149.13,583622.32,Groningen,Groningen
638,Groningen,18/06/2013,21:39:20,0.7,3.00,243999.98,583423.76,Groningen,Groningen
639,Groningen,23/06/2013,09:21:18,1.1,3.00,253655.18,591404.70,Groningen,Groningen
640,Groningen,27/06/2013,20:45:03,1.3,3.00,238662.46,594570.66,Groningen,Groningen
641,Groningen,30/06/2013,01:27:48,0.8,3.00,250550.18,583215.50,Groningen,Groningen
642,Groningen,30/06/2013,21:55:11,0.8,3.00,246352.95,593152.56,Groningen,Groningen
643,Groningen,30/06/2013,22:52:10,0.7,3.00,246000.76,594147.74,Groningen,Groningen
644,Groningen,02/07/2013,23:03:55,3.0,3.00,248201.85,590627.76,Groningen,Groningen
645,Groningen,03/07/2013,05:10:41,0.9,3.00,238216.38,597234.49,Groningen,Groningen
646,Groningen,13/07/2013,13:23:12,0.9,3.00,253781.80,594969.67,Groningen,Groningen
647,Groningen,14/07/2013,21:01:59,1.1,3.00,248117.56,594967.63,Groningen,Groningen
648,Groningen,20/07/2013,03:33:13,2.4,3.00,249338.46,593878.28,Groningen,Groningen
649,Groningen,20/07/2013,05:05:18,1.9,3.00,247472.90,593841.94,Groningen,Groningen
650,Groningen,21/07/2013,02:44:47,1.3,3.00,251257.83,587905.05,Groningen,Groningen
651,Groningen,21/07/2013,08:29:57,0.7,3.00,247750.19,589839.77,Groningen,Groningen
652,Groningen,26/07/2013,15:36:18,0.9,3.00,238499.54,584772.17,Groningen,Groningen
653,Groningen,30/07/2013,18:23:40,0.7,3.00,251244.64,581893.52,Groningen,Groningen
654,Groningen,31/07/2013,11:01:09,1.0,3.00,243884.95,582419.80,Groningen,Groningen
655,Groningen,07/08/2013,01:13:46,0.6,3.00,248249.70,577827.16,Groningen,Groningen
656,Groningen,07/08/2013,22:52:44,0.9,3.00,249469.78,587201.63,Groningen,Groningen
657,Groningen,08/08/2013,15:08:56,1.0,3.00,249151.45,586416.15,Groningen,Groningen
658,Groningen,14/08/2013,13:17:42,1.1,3.00,239520.38,583676.88,Groningen,Groningen
659,Groningen,16/08/2013,11:35:02,2.1,3.00,242435.89,584953.47,Groningen,Groningen
660,Groningen,21/08/2013,15:50:11,0.9,3.00,248769.99,588857.71,Groningen,Groningen
661,Groningen,25/08/2013,02:06:04,1.3,3.00,247494.36,592729.15,Groningen,Groningen
662,Groningen,27/08/2013,05:05:48,1.1,3.00,253519.57,591513.23,Groningen,Groningen
663,Groningen,01/09/2013,13:04:37,1.5,3.00,243434.18,595992.13,Groningen,Groningen
664,Groningen,04/09/2013,01:33:32,2.8,3.00,247228.05,596174.96,Groningen,Groningen
665,Groningen,18/09/2013,03:42:25,0.9,3.00,251206.53,590464.41,Groningen,Groningen
666,Groningen,22/09/2013,02:25:53,1.7,3.00,240297.90,585026.37,Groningen,Groningen
667,Groningen,22/09/2013,02:44:18,1.0,3.00,241291.15,585489.36,Groningen,Groningen
668,Groningen,22/09/2013,14:50:19,1.6,3.00,240649.49,584030.80,Groningen,Groningen
669,Groningen,25/09/2013,07:16:11,1.1,3.00,248346.01,590073.96,Groningen,Groningen
670,Groningen,25/09/2013,19:55:34,1.2,3.00,253362.91,589394.89,Groningen,Groningen
671,Groningen,28/09/2013,02:20:41,1.9,3.00,244150.45,600458.22,Groningen,Groningen
672,Groningen,29/09/2013,18:11:30,1.3,3.00,239157.32,585340.21,Groningen,Groningen
673,Groningen,30/09/2013,14:56:35,1.2,3.00,243682.54,582527.38,Groningen,Groningen
674,Groningen,01/10/2013,00:59:51,1.1,3.00,243820.21,582307.29,Groningen,Groningen
675,Groningen,01/10/2013,21:49:51,1.2,3.00,243528.48,583637.69,Groningen,Groningen
676,Groningen,02/10/2013,08:57:44,1.4,3.00,248296.24,592633.36,Groningen,Groningen
677,Groningen,02/10/2013,20:24:26,1.9,3.00,248618.60,593196.24,Groningen,Groningen
678,Groningen,02/10/2013,22:32:21,0.9,3.00,263385.11,591725.94,Groningen,Groningen
679,Groningen,03/10/2013,00:42:21,1.2,3.00,247625.50,592843.00,Groningen,Groningen
680,Groningen,10/10/2013,18:31:05,1.5,3.00,243245.62,598994.29,Groningen,Groningen
681,Groningen,23/10/2013,00:59:46,1.1,3.00,244801.46,587000.78,Groningen,Groningen
682,Groningen,23/10/2013,23:57:37,1.1,3.00,253486.62,586614.37,Groningen,Groningen
683,Groningen,07/11/2013,01:23:00,1.5,3.00,254432.24,589305.59,Groningen,Groningen
684,Groningen,10/11/2013,01:47:40,1.2,3.00,247326.55,591056.12,Groningen,Groningen
685,Groningen,15/11/2013,17:46:36,1.6,3.00,243485.51,593210.12,Groningen,Groningen
686,Groningen,18/11/2013,13:31:02,1.4,3.00,245609.44,593695.05,Groningen,Groningen
687,Groningen,26/11/2013,23:54:53,2.0,3.00,252127.76,594379.26,Groningen,Groningen
688,Groningen,06/12/2013,08:12:24,1.3,3.00,244342.11,582984.85,Groningen,Groningen
689,Groningen,08/12/2013,03:32:48,1.1,3.00,257364.25,589478.53,Groningen,Groningen
690,Groningen,20/12/2013,05:12:37,1.3,3.00,250915.11,581664.31,Groningen,Groningen
691,Groningen,22/12/2013,21:51:44,1.0,3.00,250209.69,583542.70,Groningen,Groningen
692,Groningen,23/12/2013,00:48:12,1.2,3.00,241892.35,596520.52,Groningen,Groningen
693,Groningen,02/01/2014,04:00:06,1.4,3.00,246387.70,580796.97,Groningen,Groningen
694,Groningen,04/01/2014,23:38:42,1.1,3.00,239125.62,583336.02,Groningen,Groningen
695,Groningen,12/01/2014,23:33:00,0.9,3.00,247199.63,590719.72,Groningen,Groningen
696,Groningen,16/01/2014,19:48:32,1.2,3.00,260777.61,588995.89,Groningen,Groningen
697,Groningen,23/01/2014,03:50:26,0.6,3.00,244828.33,599802.96,Groningen,Groningen
698,Groningen,23/01/2014,16:18:10,1.1,3.00,255261.90,578302.00,Groningen,Groningen
699,Groningen,26/01/2014,14:21:17,1.5,3.00,241183.59,584040.35,Groningen,Groningen
700,Groningen,03/02/2014,06:30:48,1.5,3.00,246250.31,595043.04,Groningen,Groningen
701,Groningen,05/02/2014,18:11:34,0.9,3.00,248430.39,585734.16,Groningen,Groningen
702,Groningen,06/02/2014,21:39:09,1.3,3.00,248437.30,578498.69,Groningen,Groningen
703,Groningen,11/02/2014,01:18:13,0.8,3.00,259402.55,590858.34,Groningen,Groningen
704,Groningen,13/02/2014,02:13:14,3.0,3.00,247865.96,597634.47,Groningen,Groningen
705,Groningen,17/02/2014,04:54:12,0.8,3.00,245314.00,591685.73,Groningen,Groningen
706,Groningen,18/02/2014,05:03:32,1.7,3.00,239916.35,595260.61,Groningen,Groningen
707,Groningen,28/02/2014,04:38:52,1.2,3.00,245899.92,588913.84,Groningen,Groningen
708,Groningen,10/03/2014,03:39:10,0.9,3.00,246946.72,596948.81,Groningen,Groningen
709,Groningen,11/03/2014,09:05:33,1.1,3.00,250750.14,579879.93,Groningen,Groningen
710,Groningen,11/03/2014,09:08:23,2.3,3.00,250815.06,583332.09,Groningen,Groningen
711,Groningen,14/03/2014,03:59:28,0.8,3.00,239496.61,581227.59,Groningen,Groningen
712,Groningen,14/03/2014,22:25:15,1.0,3.00,251033.09,592464.73,Groningen,Groningen
713,Groningen,15/03/2014,19:09:24,1.9,3.00,254041.36,592080.59,Groningen,Groningen
714,Groningen,18/03/2014,21:15:18,2.1,3.00,236884.73,601107.63,Groningen,Groningen
715,Groningen,21/03/2014,16:22:29,1.1,3.00,251258.00,581225.88,Groningen,Groningen
716,Groningen,23/03/2014,10:28:48,1.6,3.00,249347.62,576401.44,Groningen,Groningen
717,Groningen,27/03/2014,08:25:18,1.4,3.00,253482.06,586836.92,Groningen,Groningen
718,Groningen,30/03/2014,20:58:47,1.4,3.00,262099.11,589581.82,Groningen,Groningen
719,Groningen,31/03/2014,19:01:17,0.7,3.00,240779.04,584255.74,Groningen,Groningen
720,Groningen,02/04/2014,05:47:36,1.1,3.00,250027.29,575858.21,Groningen,Groningen
721,Groningen,02/04/2014,05:48:51,1.2,3.00,249621.66,576072.86,Groningen,Groningen
722,Groningen,03/04/2014,01:27:41,1.0,3.00,250589.43,577873.03,Groningen,Groningen
723,Groningen,04/04/2014,07:39:00,1.2,3.00,240421.51,585585.14,Groningen,Groningen
724,Groningen,09/04/2014,04:43:43,1.1,3.00,256139.34,587448.74,Groningen,Groningen
725,Groningen,17/04/2014,20:18:35,1.3,3.00,244000.01,594221.50,Groningen,Groningen
726,Groningen,20/04/2014,08:36:03,1.4,3.00,245282.12,596917.15,Groningen,Groningen
727,Groningen,26/04/2014,08:50:55,1.3,3.00,250194.27,584321.63,Groningen,Groningen
728,Groningen,27/04/2014,21:49:25,0.5,3.00,242891.53,578282.96,Groningen,Groningen
729,Groningen,12/05/2014,22:18:23,1.3,3.00,244838.64,581435.69,Groningen,Groningen
730,Groningen,13/05/2014,18:16:05,1.4,3.00,238458.74,594789.74,Groningen,Groningen
731,Groningen,17/05/2014,02:35:04,1.6,3.00,245748.99,579226.47,Groningen,Groningen
732,Groningen,19/05/2014,17:25:50,1.0,3.00,258576.65,588947.91,Groningen,Groningen
733,Groningen,12/06/2014,07:13:32,1.2,3.00,246920.05,580918.42,Groningen,Groningen
734,Groningen,12/06/2014,22:10:29,0.8,3.00,246218.91,579124.04,Groningen,Groningen
735,Groningen,16/06/2014,15:16:40,1.8,3.00,243088.92,596653.69,Groningen,Groningen
736,Groningen,29/06/2014,13:40:23,0.7,3.00,250848.32,581662.97,Groningen,Groningen
737,Groningen,02/07/2014,07:06:51,1.3,3.00,257047.36,588692.51,Groningen,Groningen
738,Groningen,02/07/2014,17:34:16,2.1,3.00,248708.65,581732.14,Groningen,Groningen
739,Groningen,07/07/2014,19:56:54,1.2,3.00,241843.18,584497.47,Groningen,Groningen
740,Groningen,07/07/2014,23:13:44,1.0,3.00,246054.41,587803.59,Groningen,Groningen
741,Groningen,08/07/2014,11:37:16,1.2,3.00,243103.40,584965.66,Groningen,Groningen
742,Groningen,15/07/2014,16:24:51,0.7,3.00,251177.85,581892.19,Groningen,Groningen
743,Groningen,22/07/2014,17:45:07,0.9,3.00,253438.13,585722.81,Groningen,Groningen
744,Groningen,09/08/2014,15:54:59,1.3,3.00,251470.51,593920.70,Groningen,Groningen
745,Groningen,09/08/2014,15:55:32,2.0,3.00,251466.04,594143.25,Groningen,Groningen
746,Groningen,19/08/2014,19:25:24,1.2,3.00,244031.87,599676.76,Groningen,Groningen
747,Groningen,21/08/2014,11:03:55,1.2,3.00,244171.18,599345.39,Groningen,Groningen
748,Groningen,25/08/2014,10:27:14,0.8,3.00,248139.80,583502.17,Groningen,Groningen
749,Groningen,01/09/2014,01:40:14,0.5,3.00,237645.14,583978.22,Groningen,Groningen
750,Groningen,01/09/2014,07:17:42,2.6,3.00,248551.52,579502.75,Groningen,Groningen
751,Groningen,01/09/2014,07:53:58,1.6,3.00,250282.39,579870.65,Groningen,Groningen
752,Groningen,23/09/2014,16:32:54,1.4,3.00,243979.39,584536.54,Groningen,Groningen
753,Groningen,23/09/2014,17:34:48,1.0,3.00,244509.29,584769.00,Groningen,Groningen
754,Groningen,24/09/2014,23:49:36,1.0,3.00,241952.89,596855.58,Groningen,Groningen
755,Groningen,25/09/2014,20:49:09,1.5,3.00,258378.95,588832.32,Groningen,Groningen
756,Groningen,30/09/2014,11:42:03,2.8,3.00,239604.94,586461.20,Groningen,Groningen
757,Groningen,21/10/2014,06:49:15,1.5,3.00,245533.73,597701.14,Groningen,Groningen
758,Groningen,05/11/2014,01:12:34,2.9,3.00,240908.19,599397.06,Groningen,Groningen
759,Groningen,16/11/2014,00:41:51,0.9,3.00,253552.76,583387.42,Groningen,Groningen
760,Groningen,16/11/2014,19:54:16,0.6,3.00,246808.63,583253.93,Groningen,Groningen
761,Groningen,22/11/2014,04:09:03,1.3,3.00,242277.70,597306.76,Groningen,Groningen
762,Groningen,29/11/2014,20:23:31,1.0,3.00,251785.67,594817.63,Groningen,Groningen
763,Groningen,30/11/2014,01:03:48,1.4,3.00,240536.71,597831.95,Groningen,Groningen
764,Groningen,03/12/2014,04:12:36,0.9,3.00,251567.62,579117.04,Groningen,Groningen
765,Groningen,05/12/2014,02:46:11,1.1,3.00,240781.03,584144.46,Groningen,Groningen
766,Groningen,28/12/2014,15:13:06,1.3,3.00,245950.07,596818.46,Groningen,Groningen
767,Groningen,30/12/2014,02:37:36,2.8,3.00,244579.73,580985.60,Groningen,Groningen
768,Groningen,30/12/2014,06:46:42,0.8,3.00,246184.45,584466.54,Groningen,Groningen
769,Groningen,06/01/2015,06:55:28,2.7,3.00,247004.38,593944.25,Groningen,Groningen
770,Groningen,06/01/2015,18:26:44,1.0,3.00,258268.74,593950.96,Groningen,Groningen
771,Groningen,11/01/2015,23:05:24,1.5,3.00,249269.87,576956.49,Groningen,Groningen
772,Groningen,14/01/2015,11:54:56,1.1,3.00,252485.70,586593.96,Groningen,Groningen
773,Groningen,18/01/2015,10:54:10,1.5,3.00,243993.80,583757.60,Groningen,Groningen
774,Groningen,22/01/2015,03:44:16,0.6,3.00,250777.37,585223.77,Groningen,Groningen
775,Groningen,23/01/2015,11:45:37,1.2,3.00,249261.16,577401.59,Groningen,Groningen
776,Groningen,26/01/2015,18:07:23,1.1,3.00,249147.32,593429.24,Groningen,Groningen
777,Groningen,27/01/2015,15:11:42,0.5,3.00,248987.22,577730.18,Groningen,Groningen
778,Groningen,31/01/2015,05:29:29,0.8,3.00,248933.39,577061.23,Groningen,Groningen
779,Groningen,31/01/2015,16:21:48,1.6,3.00,258484.05,599410.68,Groningen,Groningen
780,Groningen,02/02/2015,23:15:33,0.9,3.00,245456.10,587680.96,Groningen,Groningen
781,Groningen,04/02/2015,22:34:47,1.1,3.00,251259.46,594473.07,Groningen,Groningen
782,Groningen,10/02/2015,07:42:52,0.9,3.00,244287.50,596675.87,Groningen,Groningen
783,Groningen,11/02/2015,02:02:00,0.4,3.00,249559.53,599560.10,Groningen,Groningen
784,Groningen,12/02/2015,16:05:53,1.9,3.00,246320.09,573782.89,Groningen,Groningen
785,Groningen,13/02/2015,04:09:00,0.8,3.00,251231.07,589240.36,Groningen,Groningen
786,Groningen,22/02/2015,06:08:50,0.8,3.00,252936.92,587382.38,Groningen,Groningen
787,Groningen,22/02/2015,06:21:33,0.6,3.00,249778.48,578302.27,Groningen,Groningen
788,Groningen,22/02/2015,19:00:52,1.4,3.00,258543.04,590505.74,Groningen,Groningen
789,Groningen,24/02/2015,17:34:09,0.8,3.00,250661.59,584330.91,Groningen,Groningen
790,Groningen,25/02/2015,10:02:56,2.3,3.00,252936.29,593950.41,Groningen,Groningen
791,Groningen,01/03/2015,10:16:30,1.2,3.00,249917.03,588212.32,Groningen,Groningen
792,Groningen,16/03/2015,23:57:29,0.6,3.00,248567.73,588965.08,Groningen,Groningen
793,Groningen,24/03/2015,03:23:35,1.1,3.00,243858.21,583866.40,Groningen,Groningen
794,Groningen,24/03/2015,13:27:56,2.3,3.00,252805.31,593836.41,Groningen,Groningen
795,Groningen,25/03/2015,06:46:02,1.2,3.00,245110.13,606042.32,Groningen,Groningen
796,Groningen,06/04/2015,13:10:26,1.3,3.00,260876.64,590556.65,Groningen,Groningen
797,Groningen,06/04/2015,17:31:10,0.7,3.00,240154.78,581795.76,Groningen,Groningen
798,Groningen,15/04/2015,00:23:10,0.9,3.00,254841.19,592097.17,Groningen,Groningen
799,Groningen,15/04/2015,03:33:03,0.8,3.00,254146.84,583733.59,Groningen,Groningen
800,Groningen,22/04/2015,00:33:55,0.8,3.00,249561.68,582528.06,Groningen,Groningen
801,Groningen,03/05/2015,16:50:08,1.1,3.00,257378.49,588810.89,Groningen,Groningen
802,Groningen,07/05/2015,13:17:22,1.1,3.00,248887.82,579397.98,Groningen,Groningen
803,Groningen,07/05/2015,19:11:17,1.0,3.00,245290.51,596472.03,Groningen,Groningen
804,Groningen,13/05/2015,01:09:51,1.2,3.00,255943.86,587221.98,Groningen,Groningen
805,Groningen,16/05/2015,14:14:49,1.6,3.00,252308.40,592045.13,Groningen,Groningen
806,Groningen,21/05/2015,21:08:47,1.8,3.00,249978.60,585096.60,Groningen,Groningen
807,Groningen,27/05/2015,10:52:10,2.0,3.00,240183.25,602723.68,Groningen,Groningen
808,Groningen,02/06/2015,23:37:38,0.7,3.00,251426.26,592806.58,Groningen,Groningen
809,Groningen,04/06/2015,20:11:25,1.0,3.00,253221.50,576701.49,Groningen,Groningen
810,Groningen,06/06/2015,23:39:15,1.9,3.00,245771.39,595701.87,Groningen,Groningen
811,Groningen,07/06/2015,13:54:36,0.5,3.00,246282.08,593373.85,Groningen,Groningen
812,Groningen,10/06/2015,02:26:07,1.8,3.00,245962.75,596150.78,Groningen,Groningen
813,Groningen,10/06/2015,09:18:07,0.4,3.00,243300.99,595989.68,Groningen,Groningen
814,Groningen,10/06/2015,14:21:27,0.8,3.00,243296.88,596212.24,Groningen,Groningen
815,Groningen,10/06/2015,14:36:18,0.8,3.00,240845.63,599173.30,Groningen,Groningen
816,Groningen,26/06/2015,22:06:42,0.0,3.00,244075.00,582979.89,Groningen,Groningen
817,Groningen,29/06/2015,11:31:54,0.6,3.00,244874.25,583106.08,Groningen,Groningen
818,Groningen,30/06/2015,00:53:00,0.5,3.00,241570.70,588499.89,Groningen,Groningen
819,Groningen,02/07/2015,15:53:59,0.5,3.00,244043.23,581086.96,Groningen,Groningen
820,Groningen,04/07/2015,04:18:02,0.5,3.00,249647.88,574737.59,Groningen,Groningen
821,Groningen,04/07/2015,11:05:47,0.6,3.00,237063.52,586751.06,Groningen,Groningen
822,Groningen,04/07/2015,18:07:58,1.1,3.00,242019.47,596856.79,Groningen,Groningen
823,Groningen,06/07/2015,04:25:08,0.5,3.00,251516.40,578336.79,Groningen,Groningen
824,Groningen,07/07/2015,03:09:00,2.1,3.00,237995.74,586878.38,Groningen,Groningen
825,Groningen,08/07/2015,02:47:32,0.4,3.00,251522.00,591361.31,Groningen,Groningen
826,Groningen,10/07/2015,15:49:22,0.5,3.00,253878.74,577271.53,Groningen,Groningen
827,Groningen,16/07/2015,02:27:14,0.8,3.00,250333.13,590780.94,Groningen,Groningen
828,Groningen,16/07/2015,08:58:19,0.4,3.00,243438.29,595769.57,Groningen,Groningen
829,Groningen,18/07/2015,07:37:14,0.7,3.00,253594.96,587841.13,Groningen,Groningen
830,Groningen,18/07/2015,23:47:29,0.5,3.00,246816.15,579358.02,Groningen,Groningen
831,Groningen,19/07/2015,20:06:44,0.6,3.00,252536.54,593942.26,Groningen,Groningen
832,Groningen,20/07/2015,22:06:08,0.4,3.00,239893.33,589026.51,Groningen,Groningen
833,Groningen,21/07/2015,02:18:04,1.3,3.00,249318.76,594879.79,Groningen,Groningen
834,Groningen,21/07/2015,09:54:11,0.6,3.00,239703.04,584681.91,Groningen,Groningen
835,Groningen,30/07/2015,15:34:52,0.7,3.00,247570.51,578370.63,Groningen,Groningen
836,Groningen,02/08/2015,01:32:43,0.6,3.00,238367.11,588554.52,Groningen,Groningen
837,Groningen,07/08/2015,12:27:43,0.8,3.00,246372.92,595601.98,Groningen,Groningen
838,Groningen,11/08/2015,10:08:33,0.9,3.00,244652.76,580653.02,Groningen,Groningen
839,Groningen,12/08/2015,23:01:31,0.3,3.00,249924.88,594557.78,Groningen,Groningen
840,Groningen,13/08/2015,05:47:47,0.6,3.00,250315.74,595010.83,Groningen,Groningen
841,Groningen,17/08/2015,00:10:12,0.6,3.00,246482.76,596828.60,Groningen,Groningen
842,Groningen,18/08/2015,07:06:12,2.0,3.00,246365.24,578458.93,Groningen,Groningen
843,Groningen,22/08/2015,00:12:30,1.4,3.00,245667.17,583566.23,Groningen,Groningen
844,Groningen,22/08/2015,10:11:10,1.6,3.00,235810.93,601645.97,Groningen,Groningen
845,Groningen,23/08/2015,07:08:32,0.3,3.00,249927.52,577525.99,Groningen,Groningen
846,Groningen,24/08/2015,20:33:30,0.5,3.00,248270.26,593968.70,Groningen,Groningen
847,Groningen,26/08/2015,18:16:34,0.4,3.00,251905.85,582240.75,Groningen,Groningen
848,Groningen,27/08/2015,04:48:24,0.2,3.00,245400.09,583561.20,Groningen,Groningen
849,Groningen,28/08/2015,02:52:33,0.8,3.00,258669.18,590842.44,Groningen,Groningen
850,Groningen,28/08/2015,08:07:27,1.3,3.00,251119.95,581445.76,Groningen,Groningen
851,Groningen,05/09/2015,03:34:30,0.5,3.00,244593.65,576644.62,Groningen,Groningen
852,Groningen,09/09/2015,20:01:51,1.2,3.00,242753.65,582176.40,Groningen,Groningen
853,Groningen,10/09/2015,16:08:08,0.8,3.00,243241.52,599216.85,Groningen,Groningen
854,Groningen,30/09/2015,18:05:37,3.1,3.00,251602.93,584015.77,Groningen,Groningen
855,Groningen,09/10/2015,00:27:19,0.3,3.00,251530.95,590916.21,Groningen,Groningen
856,Groningen,10/10/2015,02:44:06,0.2,3.00,257669.06,587703.84,Groningen,Groningen
857,Groningen,10/10/2015,05:51:48,0.2,3.00,249280.54,586641.32,Groningen,Groningen
858,Groningen,11/10/2015,04:41:42,0.3,3.00,253016.37,576919.95,Groningen,Groningen
859,Groningen,24/10/2015,02:35:33,0.7,3.00,254780.06,582188.19,Groningen,Groningen
860,Groningen,27/10/2015,15:46:28,1.2,3.00,245817.75,593253.71,Groningen,Groningen
861,Groningen,29/10/2015,06:05:10,0.8,3.00,259772.32,589196.50,Groningen,Groningen
862,Groningen,29/10/2015,08:08:46,1.1,3.00,260293.66,589764.54,Groningen,Groningen
863,Groningen,30/10/2015,16:07:18,1.7,3.00,247601.80,590616.15,Groningen,Groningen
864,Groningen,30/10/2015,18:49:01,2.3,3.00,257223.77,589809.51,Groningen,Groningen
865,Groningen,30/10/2015,22:26:39,0.9,3.00,257545.30,590373.00,Groningen,Groningen
866,Groningen,09/11/2015,13:17:37,0.7,3.00,259444.72,585849.59,Groningen,Groningen
867,Groningen,10/11/2015,16:32:23,0.6,3.00,249130.47,584078.05,Groningen,Groningen
868,Groningen,12/11/2015,12:30:09,0.6,3.00,243045.24,580845.97,Groningen,Groningen
