Num,Place,Date,Time_UT,Magnitude,Depth,Easting,Northing,Field,Province
289,Groningen,19/05/2007,05:33:22,0.4,3.00,251360.38,576107.32,Groningen,Groningen
290,Groningen,09/06/2007,20:07:33,2.1,3.00,245544.25,597144.74,Groningen,Groningen
291,Groningen,10/06/2007,17:27:40,1.7,3.00,236673.44,593979.79,Groningen,Groningen
292,Groningen,11/06/2007,02:18:12,1.1,3.00,239348.20,593469.52,Groningen,Groningen
293,Groningen,23/06/2007,02:01:45,1.2,3.00,242687.92,593084.15,Groningen,Groningen
294,Groningen,15/08/2007,05:49:24,1.5,3.00,244512.25,598906.47,Groningen,Groningen
295,Groningen,17/09/2007,05:01:20,1.5,3.00,249092.70,596211.21,Groningen,Groningen
296,Groningen,18/09/2007,06:16:33,0.9,3.00,249328.58,584193.25,Groningen,Groningen
297,Groningen,28/09/2007,05:26:40,1.2,3.00,237316.75,595326.58,Groningen,Groningen
298,Groningen,30/09/2007,14:17:35,2.1,3.00,248618.34,579504.05,Groningen,Groningen
299,Groningen,27/10/2007,01:57:51,2.0,3.00,245652.92,594920.39,Groningen,Groningen
300,Groningen,13/11/2007,10:26:05,1.7,3.00,250737.59,590566.35,Groningen,Groningen
301,Groningen,07/01/2008,21:53:16,1.1,3.00,239834.59,584795.55,Groningen,Groningen
302,Groningen,24/01/2008,19:21:01,1.5,3.00,247611.66,579707.21,Groningen,Groningen
303,Groningen,12/02/2008,02:48:49,0.9,3.00,248031.82,592516.90,Groningen,Groningen
304,Groningen,19/02/2008,15:44:51,0.9,3.00,246904.21,578246.55,Groningen,Groningen
305,Groningen,29/03/2008,16:57:22,1.4,3.00,252006.63,590480.51,Groningen,Groningen
306,Groningen,31/03/2008,07:06:02,1.2,3.00,242429.13,596307.65,Groningen,Groningen
307,Groningen,07/04/2008,04:32:22,1.2,3.00,255669.02,590778.58,Groningen,Groningen
308,Groningen,11/04/2008,22:51:26,1.1,3.00,254227.57,589524.00,Groningen,Groningen
309,Groningen,28/04/2008,02:47:01,1.3,3.00,253284.16,586721.55,Groningen,Groningen
310,Groningen,09/05/2008,21:33:03,1.3,3.00,244218.05,589661.51,Groningen,Groningen
311,Groningen,10/05/2008,23:20:35,1.2,3.00,244333.11,594227.70,Groningen,Groningen
312,Groningen,18/05/2008,13:23:46,2.2,2.80,244233.58,599569.20,Groningen,Groningen
313,Groningen,19/05/2008,15:07:29,1.9,3.00,245136.76,594020.10,Groningen,Groningen
314,Groningen,30/05/2008,14:48:08,1.3,3.00,237847.92,603127.94,Groningen,Groningen
315,Groningen,01/06/2008,11:00:58,1.3,3.00,247971.64,592181.78,Groningen,Groningen
316,Groningen,10/06/2008,20:51:05,0.9,3.00,248167.27,592408.21,Groningen,Groningen
317,Groningen,22/06/2008,21:06:15,0.9,3.00,252105.57,585584.38,Groningen,Groningen
318,Groningen,10/07/2008,06:57:33,2.5,3.00,254539.53,596989.21,Groningen,Groningen
319,Groningen,23/07/2008,20:05:12,1.2,3.00,240229.46,581351.83,Groningen,Groningen
320,Groningen,23/08/2008,19:49:07,0.9,3.00,244127.04,594557.82,Groningen,Groningen
321,Groningen,14/09/2008,20:32:12,1.1,3.00,237263.52,594546.46,Groningen,Groningen
322,Groningen,20/09/2008,08:45:58,1.3,3.00,243115.63,584298.00,Groningen,Groningen
323,Groningen,29/09/2008,10:20:44,1.8,3.00,235840.99,599865.41,Groningen,Groningen
324,Groningen,26/10/2008,02:48:50,1.1,3.00,249647.05,584978.74,Groningen,Groningen
325,Groningen,29/10/2008,16:36:21,1.4,3.00,243127.79,594539.35,Groningen,Groningen
326,Groningen,30/10/2008,05:54:29,3.2,3.00,243779.53,595330.60,Groningen,Groningen
327,Groningen,07/11/2008,16:40:01,2.2,3.00,244686.90,600245.59,Groningen,Groningen
328,Groningen,10/12/2008,03:22:38,1.1,3.00,251102.14,589015.14,Groningen,Groningen
329,Groningen,15/12/2008,20:41:17,1.5,3.00,235788.57,595077.95,Groningen,Groningen
330,Groningen,23/12/2008,15:16:58,1.4,3.00,242978.43,602662.95,Groningen,Groningen
331,Groningen,01/01/2009,09:35:46,1.2,3.00,255918.06,594791.52,Groningen,Groningen
332,Groningen,01/01/2009,16:54:46,1.7,3.00,247180.93,598623.13,Groningen,Groningen
333,Groningen,08/01/2009,01:17:01,1.7,3.00,243557.09,596551.00,Groningen,Groningen
334,Groningen,09/01/2009,20:16:58,1.9,3.00,243305.09,595767.12,Groningen,Groningen
335,Groningen,15/01/2009,12:41:13,1.0,3.00,253898.95,595751.36,Groningen,Groningen
336,Groningen,17/01/2009,06:05:03,1.1,3.00,249138.32,576842.60,Groningen,Groningen
337,Groningen,01/02/2009,04:23:24,2.2,3.00,245063.53,597914.92,Groningen,Groningen
338,Groningen,03/02/2009,06:53:52,1.2,3.00,254153.97,593084.84,Groningen,Groningen
339,Groningen,04/02/2009,12:23:50,1.7,3.00,245163.15,599697.93,Groningen,Groningen
340,Groningen,05/02/2009,11:56:12,1.1,3.00,257321.72,594598.61,Groningen,Groningen
341,Groningen,16/02/2009,09:24:55,1.4,3.00,249193.19,591092.40,Groningen,Groningen
342,Groningen,13/03/2009,14:33:32,1.2,3.00,255871.21,597017.06,Groningen,Groningen
343,Groningen,27/03/2009,02:51:28,1.0,3.00,249837.85,592218.30,Groningen,Groningen
344,Groningen,14/04/2009,21:05:25,2.6,3.00,241099.28,596172.25,Groningen,Groningen
345,Groningen,14/04/2009,23:35:02,0.9,3.00,247730.65,597743.17,Groningen,Groningen
346,Groningen,16/04/2009,17:12:15,2.6,3.00,252159.32,592821.37,Groningen,Groningen
347,Groningen,20/04/2009,14:42:51,1.5,3.00,249730.91,590880.34,Groningen,Groningen
348,Groningen,01/05/2009,14:13:01,1.2,3.00,244016.46,582533.55,Groningen,Groningen
349,Groningen,04/05/2009,11:31:16,1.8,3.00,247868.11,597523.19,Groningen,Groningen
350,Groningen,07/05/2009,01:20:23,1.4,3.00,247552.33,600077.49,Groningen,Groningen
351,Groningen,07/05/2009,03:42:12,1.6,3.00,244355.92,593003.62,Groningen,Groningen
352,Groningen,07/05/2009,13:14:42,1.2,3.00,244152.82,585986.85,Groningen,Groningen
353,Groningen,08/05/2009,05:23:11,3.0,3.00,246540.84,597275.00,Groningen,Groningen
354,Groningen,26/05/2009,00:07:59,1.3,3.00,257850.06,591715.43,Groningen,Groningen
355,Groningen,26/05/2009,11:00:36,1.3,3.00,257688.16,593047.87,Groningen,Groningen
356,Groningen,01/06/2009,02:32:25,0.9,3.00,254549.75,583630.59,Groningen,Groningen
357,Groningen,15/06/2009,15:32:50,1.0,3.00,250086.29,589774.16,Groningen,Groningen
358,Groningen,05/07/2009,10:42:46,1.8,3.00,246174.19,592035.96,Groningen,Groningen
359,Groningen,05/07/2009,18:52:42,1.2,3.00,251687.59,583126.92,Groningen,Groningen
360,Groningen,22/07/2009,00:00:00,1.7,3.00,246876.93,590156.94,Groningen,Groningen
361,Groningen,19/08/2009,01:49:38,0.7,3.00,238122.10,583429.88,Groningen,Groningen
362,Groningen,14/09/2009,00:32:51,1.3,3.00,252238.20,588926.69,Groningen,Groningen
363,Groningen,29/09/2009,02:23:10,1.6,3.00,249291.52,592875.46,Groningen,Groningen
364,Groningen,18/11/2009,05:17:49,1.6,3.00,246048.27,574000.38,Groningen,Groningen
365,Groningen,20/11/2009,09:27:32,1.2,3.00,245611.54,593583.77,Groningen,Groningen
366,Groningen,02/12/2009,08:53:31,1.1,3.00,251408.79,590357.14,Groningen,Groningen
367,Groningen,04/12/2009,04:12:32,2.3,3.00,245422.57,589461.41,Groningen,Groningen
368,Groningen,21/12/2009,04:55:28,1.5,3.00,245548.30,582784.78,Groningen,Groningen
369,Groningen,23/12/2009,18:38:25,1.5,3.00,246503.21,592264.86,Groningen,Groningen
370,Groningen,25/12/2009,23:37:52,0.7,3.00,246009.44,583127.43,Groningen,Groningen
371,Groningen,09/01/2010,12:31:12,1.7,3.00,240056.88,598602.63,Groningen,Groningen
372,Groningen,14/01/2010,17:12:22,1.2,3.00,250337.55,590558.39,Groningen,Groningen
373,Groningen,17/02/2010,15:55:01,1.2,3.00,248889.99,579286.71,Groningen,Groningen
374,Groningen,19/02/2010,23:12:51,1.8,3.00,249348.39,589982.24,Groningen,Groningen
375,Groningen,04/03/2010,19:59:57,1.4,3.00,248564.29,595978.22,Groningen,Groningen
376,Groningen,31/03/2010,15:15:02,2.4,3.00,247891.84,579044.71,Groningen,Groningen
377,Groningen,03/04/2010,11:50:56,1.4,3.00,239632.23,596257.44,Groningen,Groningen
378,Groningen,25/04/2010,00:46:00,1.6,3.00,249149.50,593317.96,Groningen,Groningen
379,Groningen,25/04/2010,13:13:17,1.0,3.00,252845.16,575469.34,Groningen,Groningen
380,Groningen,03/05/2010,09:26:16,2.3,3.00,249664.02,601009.38,Groningen,Groningen
381,Groningen,05/05/2010,03:38:03,1.6,3.00,247299.03,602855.68,Groningen,Groningen
382,Groningen,08/05/2010,23:36:07,1.0,3.00,253572.11,588953.89,Groningen,Groningen
383,Groningen,09/05/2010,17:05:09,1.7,3.00,257780.99,585591.08,Groningen,Groningen
384,Groningen,21/05/2010,02:34:09,0.9,3.00,253898.71,589294.57,Groningen,Groningen
385,Groningen,26/05/2010,12:53:59,0.9,3.00,251533.93,584125.70,Groningen,Groningen
386,Groningen,30/05/2010,18:58:36,1.5,3.00,241179.60,584262.90,Groningen,Groningen
387,Groningen,30/05/2010,18:58:57,1.2,3.00,241179.60,584262.90,Groningen,Groningen
388,Groningen,08/06/2010,02:20:28,1.0,3.00,252549.80,580138.71,Groningen,Groningen
389,Groningen,09/06/2010,19:19:22,2.0,3.00,247775.32,578151.94,Groningen,Groningen
390,Groningen,10/06/2010,19:57:35,1.1,3.00,239467.30,582896.76,Groningen,Groningen
391,Groningen,16/06/2010,01:07:57,1.5,3.00,252590.45,597839.71,Groningen,Groningen
392,Groningen,21/06/2010,00:40:07,1.3,3.00,245629.40,585569.21,Groningen,Groningen
393,Groningen,21/06/2010,04:02:58,1.5,3.00,237345.61,581969.48,Groningen,Groningen
394,Groningen,04/07/2010,01:58:04,0.8,3.00,249295.83,585862.38,Groningen,Groningen
395,Groningen,24/07/2010,00:46:43,1.8,3.00,244897.40,589006.28,Groningen,Groningen
396,Groningen,14/08/2010,07:43:20,2.5,3.00,242512.90,602654.41,Groningen,Groningen
397,Groningen,29/08/2010,18:13:30,1.6,3.00,251258.00,581225.88,Groningen,Groningen
398,Groningen,31/08/2010,17:54:56,1.4,3.00,241236.93,599625.61,Groningen,Groningen
399,Groningen,03/09/2010,10:54:04,1.0,3.00,250216.30,583208.88,Groningen,Groningen
400,Groningen,06/10/2010,20:22:23,0.9,3.00,247698.14,582157.83,Groningen,Groningen
401,Groningen,22/10/2010,19:31:11,1.0,3.00,244905.13,577874.87,Groningen,Groningen
402,Groningen,31/10/2010,14:46:38,1.0,3.00,253960.94,592746.88,Groningen,Groningen
403,Groningen,15/11/2010,11:42:45,1.4,3.00,242624.84,596533.86,Groningen,Groningen
404,Groningen,24/11/2010,04:10:25,0.6,3.00,259567.39,589414.68,Groningen,Groningen
405,Groningen,07/12/2010,14:42:50,1.2,3.00,253292.23,592844.45,Groningen,Groningen
406,Groningen,08/12/2010,15:02:05,1.1,3.00,244820.31,593123.61,Groningen,Groningen
407,Groningen,06/01/2011,06:17:36,1.3,3.00,247866.33,590732.58,Groningen,Groningen
408,Groningen,07/01/2011,21:34:37,1.7,3.00,260455.57,585426.37,Groningen,Groningen
409,Groningen,19/01/2011,19:39:31,2.4,3.00,238819.04,593237.61,Groningen,Groningen
410,Groningen,22/01/2011,09:28:17,1.1,3.00,249013.28,576394.90,Groningen,Groningen
411,Groningen,28/01/2011,15:07:02,1.5,3.00,243320.42,591314.67,Groningen,Groningen
412,Groningen,30/01/2011,09:28:04,1.4,3.00,243984.98,591438.27,Groningen,Groningen
413,Groningen,08/02/2011,04:16:25,1.3,3.00,246811.62,586593.50,Groningen,Groningen
414,Groningen,11/03/2011,04:32:41,1.4,3.00,253472.94,587282.02,Groningen,Groningen
415,Groningen,13/03/2011,20:16:10,1.5,3.00,247584.47,588055.47,Groningen,Groningen
416,Groningen,14/03/2011,20:02:45,0.8,3.00,250261.79,577532.59,Groningen,Groningen
417,Groningen,26/03/2011,02:31:48,1.2,3.00,250626.16,586111.31,Groningen,Groningen
418,Groningen,26/03/2011,20:45:54,1.5,3.00,244582.97,595122.91,Groningen,Groningen
419,Groningen,28/03/2011,03:14:48,2.0,3.00,249811.33,576633.17,Groningen,Groningen
420,Groningen,08/04/2011,01:04:59,1.3,3.00,251726.53,607618.90,Groningen,Groningen
421,Groningen,13/04/2011,20:28:22,0.9,3.00,249215.03,589979.62,Groningen,Groningen
422,Groningen,15/04/2011,04:38:53,1.5,3.00,251879.38,580236.48,Groningen,Groningen
423,Groningen,24/04/2011,06:40:08,0.5,3.00,253048.07,575362.15,Groningen,Groningen
424,Groningen,28/04/2011,02:41:04,1.4,3.00,252422.48,589709.68,Groningen,Groningen
425,Groningen,28/04/2011,08:48:41,1.4,3.00,244297.57,592557.25,Groningen,Groningen
426,Groningen,02/05/2011,23:44:10,1.2,3.00,258735.71,572252.93,Groningen,Groningen
427,Groningen,05/05/2011,00:04:18,0.8,3.00,258288.94,577475.40,Groningen,Groningen
428,Groningen,07/05/2011,12:44:10,1.1,3.00,247262.31,594394.49,Groningen,Groningen
429,Groningen,08/05/2011,13:40:23,0.9,3.00,249370.26,588869.47,Groningen,Groningen
430,Groningen,10/05/2011,03:38:15,1.0,3.00,253274.43,596963.09,Groningen,Groningen
431,Groningen,10/05/2011,17:20:11,1.2,3.00,239805.12,582680.08,Groningen,Groningen
432,Groningen,12/05/2011,16:44:29,1.8,3.00,246544.60,579575.48,Groningen,Groningen
433,Groningen,12/05/2011,16:51:05,1.1,3.00,251191.21,584564.11,Groningen,Groningen
434,Groningen,18/05/2011,00:02:26,0.8,3.00,247146.18,593501.69,Groningen,Groningen
435,Groningen,18/05/2011,17:48:25,1.9,3.00,252305.79,585588.43,Groningen,Groningen
436,Groningen,19/05/2011,00:09:04,0.9,3.00,255104.24,605016.57,Groningen,Groningen
437,Groningen,19/05/2011,18:16:04,1.2,3.00,251922.48,597937.47,Groningen,Groningen
438,Groningen,19/05/2011,19:41:52,1.4,3.00,247449.24,601967.99,Groningen,Groningen
439,Groningen,23/05/2011,05:15:13,0.9,3.00,250709.32,575203.82,Groningen,Groningen
440,Groningen,23/05/2011,07:49:31,1.2,3.00,247052.94,587933.94,Groningen,Groningen
441,Groningen,26/05/2011,15:56:08,1.9,3.00,247292.59,603189.53,Groningen,Groningen
442,Groningen,27/05/2011,23:04:12,1.7,3.00,239219.04,577994.70,Groningen,Groningen
443,Groningen,02/06/2011,00:19:40,1.0,3.00,244830.42,599691.68,Groningen,Groningen
444,Groningen,02/06/2011,16:43:17,0.8,3.00,250713.06,588450.76,Groningen,Groningen
445,Groningen,10/06/2011,00:59:00,1.0,3.00,239045.79,587898.46,Groningen,Groningen
446,Groningen,18/06/2011,15:42:19,1.3,3.00,252416.17,580136.00,Groningen,Groningen
447,Groningen,23/06/2011,09:14:46,1.7,3.00,247477.19,593619.38,Groningen,Groningen
448,Groningen,24/06/2011,00:49:47,1.1,3.00,244732.77,597797.39,Groningen,Groningen
449,Groningen,27/06/2011,04:10:28,1.0,3.00,245420.48,589572.69,Groningen,Groningen
450,Groningen,27/06/2011,15:48:09,3.2,3.00,248315.71,591631.85,Groningen,Groningen
451,Groningen,27/06/2011,16:27:36,1.4,3.00,247666.32,590728.71,Groningen,Groningen
452,Groningen,27/06/2011,22:55:34,1.1,3.00,249311.21,591873.96,Groningen,Groningen
453,Groningen,23/07/2011,19:14:19,1.2,3.00,247638.09,585273.55,Groningen,Groningen
454,Groningen,27/07/2011,00:17:14,1.2,3.00,254556.39,589753.46,Groningen,Groningen
455,Groningen,27/07/2011,17:44:22,1.2,3.00,259421.91,589968.15,Groningen,Groningen
456,Groningen,27/07/2011,18:42:09,1.1,3.00,239817.76,600824.76,Groningen,Groningen
457,Groningen,29/07/2011,22:48:33,1.8,3.00,244312.38,595340.50,Groningen,Groningen
458,Groningen,01/08/2011,11:20:05,0.9,3.00,248907.14,598879.32,Groningen,Groningen
459,Groningen,17/08/2011,21:18:04,1.0,3.00,248315.71,591631.85,Groningen,Groningen
460,Groningen,18/08/2011,21:44:40,1.3,3.00,244761.93,589115.06,Groningen,Groningen
461,Groningen,20/08/2011,09:39:42,1.5,3.00,237562.88,588763.25,Groningen,Groningen
462,Groningen,23/08/2011,15:08:00,1.6,3.00,250613.73,576649.03,Groningen,Groningen
463,Groningen,31/08/2011,04:51:40,1.1,3.00,241914.51,598969.94,Groningen,Groningen
464,Groningen,31/08/2011,06:23:57,2.5,3.00,241366.36,607197.75,Groningen,Groningen
465,Groningen,04/09/2011,13:00:56,0.8,3.00,241023.97,592942.70,Groningen,Groningen
466,Groningen,06/09/2011,21:48:10,2.5,3.00,249441.02,595438.81,Groningen,Groningen
467,Groningen,07/09/2011,04:14:57,1.5,3.00,246792.48,587595.00,Groningen,Groningen
468,Groningen,15/09/2011,00:20:29,1.6,3.00,250671.00,593904.68,Groningen,Groningen
469,Groningen,25/09/2011,00:49:10,1.0,3.00,244289.57,596564.59,Groningen,Groningen
470,Groningen,25/09/2011,12:59:01,2.0,3.00,244258.47,598233.81,Groningen,Groningen
471,Groningen,08/10/2011,00:47:42,1.9,3.00,253410.78,587058.10,Groningen,Groningen
472,Groningen,09/10/2011,21:43:14,1.5,3.00,240026.72,589028.87,Groningen,Groningen
473,Groningen,24/10/2011,17:27:27,1.3,3.00,260148.92,593323.84,Groningen,Groningen
474,Groningen,04/11/2011,18:02:12,1.5,3.00,249627.65,596110.42,Groningen,Groningen
475,Groningen,06/11/2011,05:37:42,0.7,3.00,241470.65,582932.36,Groningen,Groningen
476,Groningen,07/11/2011,19:26:31,1.2,3.00,241630.88,585161.53,Groningen,Groningen
477,Groningen,09/11/2011,15:08:52,1.6,3.00,259830.59,586525.95,Groningen,Groningen
478,Groningen,15/11/2011,08:14:11,1.5,3.00,260340.81,590656.19,Groningen,Groningen
479,Groningen,18/11/2011,21:27:20,0.2,3.00,247590.25,580819.96,Groningen,Groningen
480,Groningen,27/11/2011,05:00:00,1.7,3.00,250626.55,592790.57,Groningen,Groningen
481,Groningen,04/12/2011,15:34:52,1.3,3.00,250870.94,590569.01,Groningen,Groningen
482,Groningen,20/12/2011,21:35:39,0.9,3.00,250664.52,574089.77,Groningen,Groningen
483,Groningen,23/12/2011,11:37:17,1.1,3.00,237841.89,580308.33,Groningen,Groningen
484,Groningen,30/12/2011,06:20:12,2.2,3.00,239553.86,596923.96,Groningen,Groningen
485,Groningen,06/01/2012,17:13:53,1.9,3.00,240205.84,597714.73,Groningen,Groningen
486,Groningen,07/01/2012,06:57:12,1.6,3.00,237795.58,586874.93,Groningen,Groningen
487,Groningen,16/01/2012,21:11:00,1.3,3.00,248680.89,593420.10,Groningen,Groningen
488,Groningen,21/01/2012,00:07:26,1.1,3.00,241448.64,584156.42,Groningen,Groningen
489,Groningen,24/01/2012,11:35:38,1.3,3.00,246157.27,592926.19,Groningen,Groningen
490,Groningen,28/01/2012,13:42:59,0.9,3.00,246218.54,596712.25,Groningen,Groningen
491,Groningen,30/01/2012,09:06:24,1.5,3.00,245532.86,590687.99,Groningen,Groningen
492,Groningen,31/01/2012,19:37:06,1.4,3.00,254016.03,590076.25,Groningen,Groningen
493,Groningen,01/02/2012,00:42:38,0.9,3.00,249703.84,575295.27,Groningen,Groningen
494,Groningen,04/02/2012,09:56:22,1.8,3.00,243871.46,597558.70,Groningen,Groningen
495,Groningen,05/02/2012,16:53:38,1.4,3.00,248659.15,594532.89,Groningen,Groningen
496,Groningen,05/02/2012,16:58:44,1.5,3.00,256044.53,588782.63,Groningen,Groningen
497,Groningen,07/02/2012,00:19:03,1.4,3.00,253733.29,590849.69,Groningen,Groningen
498,Groningen,16/02/2012,00:05:59,1.9,3.00,241975.08,591958.00,Groningen,Groningen
499,Groningen,17/02/2012,08:08:44,1.7,3.00,242937.36,597652.78,Groningen,Groningen
500,Groningen,19/02/2012,18:57:10,1.8,3.00,254082.59,586849.27,Groningen,Groningen
501,Groningen,04/03/2012,17:29:39,0.9,3.00,238169.62,584543.82,Groningen,Groningen
502,Groningen,07/03/2012,09:51:16,1.3,3.00,254816.83,583636.13,Groningen,Groningen
503,Groningen,07/03/2012,17:22:26,1.0,3.00,250870.94,590569.01,Groningen,Groningen
504,Groningen,08/03/2012,03:54:56,0.5,3.00,249134.00,587306.36,Groningen,Groningen
505,Groningen,08/03/2012,11:03:35,1.0,3.00,248474.00,576607.04,Groningen,Groningen
506,Groningen,18/03/2012,18:28:27,0.9,3.00,255981.30,591787.06,Groningen,Groningen
507,Groningen,23/03/2012,03:46:56,0.4,3.00,245911.64,581233.21,Groningen,Groningen
508,Groningen,27/03/2012,14:40:11,1.0,3.00,244828.64,592678.49,Groningen,Groningen
509,Groningen,31/03/2012,02:58:03,1.6,3.00,257108.84,585799.40,Groningen,Groningen
510,Groningen,04/04/2012,21:16:33,1.7,3.00,254016.03,590076.25,Groningen,Groningen
511,Groningen,07/04/2012,02:25:47,1.5,3.00,249066.40,590755.95,Groningen,Groningen
512,Groningen,13/04/2012,01:14:49,0.7,3.00,251809.45,587025.57,Groningen,Groningen
513,Groningen,16/04/2012,21:01:47,1.1,3.00,248302.73,592299.52,Groningen,Groningen
514,Groningen,18/04/2012,12:07:05,1.2,3.00,244637.09,595791.84,Groningen,Groningen
515,Groningen,21/04/2012,21:39:11,0.3,3.00,251272.42,597145.09,Groningen,Groningen
516,Groningen,25/04/2012,17:25:24,2.0,3.00,250658.49,577763.08,Groningen,Groningen
517,Groningen,06/05/2012,04:23:33,0.8,3.00,250781.98,588340.82,Groningen,Groningen
518,Groningen,10/05/2012,21:07:21,0.8,3.00,254510.58,585522.25,Groningen,Groningen
519,Groningen,11/05/2012,00:23:25,0.9,3.00,254783.29,594879.09,Groningen,Groningen
520,Groningen,13/05/2012,16:22:44,0.9,3.00,251526.48,591138.76,Groningen,Groningen
521,Groningen,15/05/2012,14:10:52,0.8,3.00,255507.08,585765.63,Groningen,Groningen
522,Groningen,17/05/2012,02:54:19,0.9,3.00,252772.99,585597.91,Groningen,Groningen
523,Groningen,24/05/2012,15:52:39,1.5,3.00,240405.56,597718.29,Groningen,Groningen
524,Groningen,28/05/2012,07:41:37,0.6,3.00,250237.31,588886.59,Groningen,Groningen
525,Groningen,02/06/2012,01:12:22,0.7,3.00,250578.39,578429.40,Groningen,Groningen
526,Groningen,08/06/2012,05:54:32,0.9,3.00,246770.52,578244.00,Groningen,Groningen
527,Groningen,14/06/2012,03:05:08,1.7,3.00,257430.68,586362.86,Groningen,Groningen
528,Groningen,15/06/2012,05:23:37,1.5,3.00,253511.71,585390.35,Groningen,Groningen
529,Groningen,21/06/2012,08:01:36,1.7,3.00,248008.08,593740.97,Groningen,Groningen
530,Groningen,21/06/2012,23:44:22,1.1,3.00,250013.55,593446.32,Groningen,Groningen
531,Groningen,22/06/2012,13:31:43,1.4,3.00,246197.45,590811.89,Groningen,Groningen
532,Groningen,22/06/2012,15:10:28,0.8,3.00,246076.78,590141.69,Groningen,Groningen
533,Groningen,27/06/2012,00:31:57,0.5,3.00,252858.71,574801.71,Groningen,Groningen
534,Groningen,27/06/2012,00:39:12,0.3,3.00,252992.50,574804.43,Groningen,Groningen
535,Groningen,03/07/2012,16:55:05,1.1,3.00,247121.78,587823.94,Groningen,Groningen
536,Groningen,07/07/2012,00:13:05,0.8,3.00,249212.85,590090.90,Groningen,Groningen
537,Groningen,07/07/2012,00:28:08,0.7,3.00,247322.50,594729.61,Groningen,Groningen
538,Groningen,12/07/2012,17:02:02,1.0,3.00,252571.68,588933.45,Groningen,Groningen
539,Groningen,16/07/2012,20:21:29,0.6,3.00,247015.05,593387.85,Groningen,Groningen
540,Groningen,19/07/2012,12:42:57,0.9,3.00,249591.06,577630.69,Groningen,Groningen
541,Groningen,25/07/2012,18:12:15,0.8,3.00,250737.59,590566.35,Groningen,Groningen
542,Groningen,27/07/2012,17:12:53,1.2,3.00,241159.25,592833.81,Groningen,Groningen
543,Groningen,30/07/2012,11:36:46,1.3,3.00,244439.36,595676.83,Groningen,Groningen
544,Groningen,30/07/2012,13:14:11,1.0,3.00,248272.43,593857.43,Groningen,Groningen
545,Groningen,30/07/2012,21:09:02,0.5,3.00,248320.86,577605.91,Groningen,Groningen
546,Groningen,01/08/2012,03:24:11,0.7,3.00,249116.73,594987.14,Groningen,Groningen
547,Groningen,08/08/2012,14:11:23,0.8,3.00,240699.04,581248.86,Groningen,Groningen
548,Groningen,14/08/2012,03:01:59,1.0,3.00,248178.08,591851.82,Groningen,Groningen
549,Groningen,15/08/2012,19:17:36,2.4,3.00,249405.94,597219.28,Groningen,Groningen
550,Groningen,16/08/2012,07:54:51,1.2,3.00,245858.16,598152.57,Groningen,Groningen
551,Groningen,16/08/2012,20:30:33,3.6,3.00,240566.52,596162.71,Groningen,Groningen
552,Groningen,17/08/2012,00:26:41,0.6,3.00,239271.86,597809.53,Groningen,Groningen
553,Groningen,17/08/2012,06:34:52,0.8,3.00,255866.46,584548.61,Groningen,Groningen
554,Groningen,23/08/2012,21:06:49,0.7,3.00,251388.68,591358.63,Groningen,Groningen
555,Groningen,28/08/2012,23:27:17,0.9,3.00,251504.09,592251.53,Groningen,Groningen
556,Groningen,23/09/2012,04:54:19,0.9,3.00,238766.52,596242.23,Groningen,Groningen
557,Groningen,28/09/2012,10:32:23,1.2,3.00,251369.31,582341.29,Groningen,Groningen
558,Groningen,30/09/2012,01:09:22,0.6,3.00,246183.06,581015.72,Groningen,Groningen
559,Groningen,13/10/2012,22:36:46,0.9,3.00,252569.42,589044.73,Groningen,Groningen
560,Groningen,23/10/2012,17:05:29,1.3,3.00,247631.94,592509.16,Groningen,Groningen
561,Groningen,27/10/2012,10:55:23,1.0,3.00,236838.30,584298.35,Groningen,Groningen
562,Groningen,30/10/2012,21:05:10,0.7,3.00,246728.68,590933.34,Groningen,Groningen
563,Groningen,13/11/2012,16:47:51,1.0,3.00,241970.74,603201.13,Groningen,Groningen
564,Groningen,14/11/2012,13:45:00,0.9,3.00,251771.33,588917.26,Groningen,Groningen
565,Groningen,17/11/2012,07:57:39,1.1,3.00,248543.88,590189.13,Groningen,Groningen
566,Groningen,18/11/2012,01:18:06,0.7,3.00,255253.44,588320.76,Groningen,Groningen
567,Groningen,22/11/2012,22:20:11,1.1,3.00,253820.77,593077.96,Groningen,Groningen
568,Groningen,27/11/2012,20:01:11,1.4,3.00,248385.47,581169.27,Groningen,Groningen
569,Groningen,27/11/2012,20:02:59,0.5,3.00,249675.53,583532.16,Groningen,Groningen
570,Groningen,30/11/2012,16:17:50,1.0,3.00,251475.84,587018.86,Groningen,Groningen
571,Groningen,30/11/2012,16:17:53,1.1,3.00,251291.28,586235.91,Groningen,Groningen
572,Groningen,30/11/2012,20:02:03,0.9,3.00,252262.98,587702.66,Groningen,Groningen
573,Groningen,17/12/2012,09:13:57,1.2,3.00,244474.66,593785.06,Groningen,Groningen
574,Groningen,20/12/2012,20:25:20,0.6,3.00,253152.37,576811.40,Groningen,Groningen
575,Groningen,25/12/2012,20:36:29,1.2,3.00,247889.35,599861.37,Groningen,Groningen
576,Groningen,05/01/2013,04:08:41,0.9,3.00,250708.74,592012.96,Groningen,Groningen
577,Groningen,11/01/2013,12:51:47,1.4,3.00,259742.78,596654.81,Groningen,Groningen
578,Groningen,11/01/2013,22:36:50,1.8,3.00,235788.37,602981.40,Groningen,Groningen
