X,Y,topo_gradients_smoothed
238500.00,576000.00,3.293422e-02
238500.00,576500.00,3.397702e-02
238500.00,577000.00,3.492203e-02
238500.00,577500.00,3.577611e-02
238500.00,578000.00,3.654763e-02
238500.00,578500.00,3.724686e-02
238500.00,579000.00,3.788501e-02
238500.00,579500.00,3.847335e-02
238500.00,580000.00,3.902255e-02
238500.00,580500.00,3.954129e-02
238500.00,581000.00,4.003536e-02
238500.00,581500.00,4.050633e-02
238500.00,582000.00,4.095109e-02
238500.00,582500.00,4.136063e-02
238500.00,583000.00,4.172091e-02
238500.00,583500.00,4.201249e-02
238500.00,584000.00,4.221352e-02
238500.00,584500.00,4.230058e-02
238500.00,585000.00,4.225019e-02
238500.00,585500.00,4.204276e-02
238500.00,586000.00,4.166413e-02
238500.00,586500.00,4.110698e-02
238500.00,587000.00,4.037247e-02
238500.00,587500.00,3.946983e-02
238500.00,588000.00,3.841748e-02
238500.00,588500.00,3.724105e-02
238500.00,589000.00,3.597301e-02
238500.00,589500.00,3.465083e-02
238500.00,590000.00,3.331582e-02
238500.00,590500.00,3.201147e-02
238500.00,591000.00,3.078213e-02
238500.00,591500.00,2.967106e-02
238500.00,592000.00,2.871900e-02
238500.00,592500.00,2.796294e-02
238500.00,593000.00,2.743560e-02
238500.00,593500.00,2.716034e-02
238500.00,594000.00,2.715087e-02
238500.00,594500.00,2.741172e-02
238500.00,595000.00,2.793387e-02
238500.00,595500.00,2.869610e-02
238500.00,596000.00,2.966467e-02
238500.00,596500.00,3.079607e-02
238500.00,597000.00,3.203895e-02
238500.00,597500.00,3.333879e-02
238500.00,598000.00,3.464173e-02
238500.00,598500.00,3.589868e-02
238500.00,599000.00,3.706913e-02
238500.00,599500.00,3.812281e-02
238500.00,600000.00,3.904021e-02
238500.00,600500.00,3.981280e-02
238500.00,601000.00,4.044071e-02
238500.00,601500.00,4.093278e-02
238500.00,602000.00,4.130194e-02
238500.00,602500.00,4.156650e-02
238500.00,603000.00,4.174967e-02
238500.00,603500.00,4.187907e-02
238500.00,604000.00,4.198597e-02
238500.00,604500.00,4.210450e-02
238500.00,605000.00,4.226913e-02
238500.00,605500.00,4.250987e-02
238500.00,606000.00,4.284949e-02
238500.00,606500.00,4.329688e-02
238500.00,607000.00,4.384403e-02
238500.00,607500.00,4.446357e-02
238500.00,608000.00,4.511201e-02
238500.00,608500.00,4.573170e-02
238500.00,609000.00,4.625673e-02
238500.00,609500.00,4.662198e-02
238500.00,610000.00,4.677024e-02
238500.00,610500.00,4.666124e-02
238500.00,611000.00,4.627644e-02
238500.00,611500.00,4.562208e-02
238500.00,612000.00,4.473139e-02
238500.00,612500.00,4.366186e-02
238500.00,613000.00,4.249104e-02
238500.00,613500.00,4.131015e-02
238500.00,614000.00,4.021508e-02
238500.00,614500.00,3.929791e-02
238500.00,615000.00,3.863833e-02
238500.00,615500.00,3.829362e-02
239000.00,566500.00,5.407438e-03
239000.00,567000.00,5.755124e-03
239000.00,567500.00,6.438501e-03
239000.00,568000.00,7.433952e-03
239000.00,568500.00,8.708517e-03
239000.00,569000.00,1.022074e-02
239000.00,569500.00,1.192212e-02
239000.00,570000.00,1.376145e-02
239000.00,570500.00,1.568846e-02
239000.00,571000.00,1.765480e-02
239000.00,571500.00,1.961869e-02
239000.00,572000.00,2.154522e-02
239000.00,572500.00,2.340802e-02
239000.00,573000.00,2.518838e-02
239000.00,573500.00,2.687468e-02
239000.00,574000.00,2.845986e-02
239000.00,574500.00,2.994053e-02
239000.00,575000.00,3.131587e-02
239000.00,575500.00,3.258650e-02
239000.00,576000.00,3.375378e-02
239000.00,576500.00,3.482142e-02
239000.00,577000.00,3.579389e-02
239000.00,577500.00,3.667778e-02
239000.00,578000.00,3.748112e-02
239000.00,578500.00,3.821392e-02
239000.00,579000.00,3.888677e-02
239000.00,579500.00,3.950987e-02
239000.00,580000.00,4.009193e-02
239000.00,580500.00,4.063854e-02
239000.00,581000.00,4.115129e-02
239000.00,581500.00,4.162653e-02
239000.00,582000.00,4.205532e-02
239000.00,582500.00,4.242300e-02
239000.00,583000.00,4.271051e-02
239000.00,583500.00,4.289501e-02
239000.00,584000.00,4.295332e-02
239000.00,584500.00,4.286333e-02
239000.00,585000.00,4.260552e-02
239000.00,585500.00,4.216666e-02
239000.00,586000.00,4.154078e-02
239000.00,586500.00,4.072991e-02
239000.00,587000.00,3.974474e-02
239000.00,587500.00,3.860349e-02
239000.00,588000.00,3.733224e-02
239000.00,588500.00,3.596260e-02
239000.00,589000.00,3.453126e-02
239000.00,589500.00,3.307808e-02
239000.00,590000.00,3.164544e-02
239000.00,590500.00,3.027686e-02
239000.00,591000.00,2.901613e-02
239000.00,591500.00,2.790560e-02
239000.00,592000.00,2.698470e-02
239000.00,592500.00,2.628882e-02
239000.00,593000.00,2.584856e-02
239000.00,593500.00,2.568424e-02
239000.00,594000.00,2.580572e-02
239000.00,594500.00,2.621252e-02
239000.00,595000.00,2.688952e-02
239000.00,595500.00,2.780862e-02
239000.00,596000.00,2.892887e-02
239000.00,596500.00,3.019943e-02
239000.00,597000.00,3.156221e-02
239000.00,597500.00,3.295671e-02
239000.00,598000.00,3.432455e-02
239000.00,598500.00,3.561358e-02
239000.00,599000.00,3.678208e-02
239000.00,599500.00,3.780021e-02
239000.00,600000.00,3.865069e-02
239000.00,600500.00,3.932876e-02
239000.00,601000.00,3.983959e-02
239000.00,601500.00,4.019814e-02
239000.00,602000.00,4.042374e-02
239000.00,602500.00,4.054153e-02
239000.00,603000.00,4.058123e-02
239000.00,603500.00,4.057656e-02
239000.00,604000.00,4.056416e-02
239000.00,604500.00,4.058268e-02
239000.00,605000.00,4.067020e-02
239000.00,605500.00,4.085958e-02
239000.00,606000.00,4.117553e-02
239000.00,606500.00,4.162824e-02
239000.00,607000.00,4.221036e-02
239000.00,607500.00,4.289419e-02
239000.00,608000.00,4.363531e-02
239000.00,608500.00,4.437421e-02
239000.00,609000.00,4.504212e-02
239000.00,609500.00,4.556998e-02
239000.00,610000.00,4.589560e-02
239000.00,610500.00,4.597309e-02
239000.00,611000.00,4.577768e-02
239000.00,611500.00,4.530940e-02
239000.00,612000.00,4.459547e-02
239000.00,612500.00,4.368823e-02
239000.00,613000.00,4.266104e-02
239000.00,613500.00,4.160210e-02
239000.00,614000.00,4.060548e-02
239000.00,614500.00,3.976227e-02
239000.00,615000.00,3.915188e-02
239000.00,615500.00,3.883172e-02
239500.00,566500.00,5.746814e-03
239500.00,567000.00,6.107886e-03
239500.00,567500.00,6.816959e-03
239500.00,568000.00,7.848298e-03
239500.00,568500.00,9.166161e-03
239500.00,569000.00,1.072578e-02
239500.00,569500.00,1.247509e-02
239500.00,570000.00,1.435958e-02
239500.00,570500.00,1.632615e-02
239500.00,571000.00,1.832433e-02
239500.00,571500.00,2.031121e-02
239500.00,572000.00,2.225181e-02
239500.00,572500.00,2.412055e-02
239500.00,573000.00,2.590030e-02
239500.00,573500.00,2.758142e-02
239500.00,574000.00,2.915915e-02
239500.00,574500.00,3.063214e-02
239500.00,575000.00,3.200139e-02
239500.00,575500.00,3.326878e-02
239500.00,576000.00,3.443652e-02
239500.00,576500.00,3.550873e-02
239500.00,577000.00,3.649005e-02
239500.00,577500.00,3.738717e-02
239500.00,578000.00,3.820803e-02
239500.00,578500.00,3.896240e-02
239500.00,579000.00,3.966012e-02
239500.00,579500.00,4.031009e-02
239500.00,580000.00,4.091864e-02
239500.00,580500.00,4.148797e-02
239500.00,581000.00,4.201504e-02
239500.00,581500.00,4.249071e-02
239500.00,582000.00,4.289999e-02
239500.00,582500.00,4.322253e-02
239500.00,583000.00,4.343441e-02
239500.00,583500.00,4.350971e-02
239500.00,584000.00,4.342435e-02
239500.00,584500.00,4.315814e-02
239500.00,585000.00,4.269615e-02
239500.00,585500.00,4.203212e-02
239500.00,586000.00,4.116880e-02
239500.00,586500.00,4.011797e-02
239500.00,587000.00,3.890008e-02
239500.00,587500.00,3.754247e-02
239500.00,588000.00,3.607876e-02
239500.00,588500.00,3.454642e-02
239500.00,589000.00,3.298608e-02
239500.00,589500.00,3.143970e-02
239500.00,590000.00,2.995027e-02
239500.00,590500.00,2.856090e-02
239500.00,591000.00,2.731411e-02
239500.00,591500.00,2.625049e-02
239500.00,592000.00,2.540715e-02
239500.00,592500.00,2.481656e-02
239500.00,593000.00,2.450581e-02
239500.00,593500.00,2.449072e-02
239500.00,594000.00,2.477589e-02
239500.00,594500.00,2.535457e-02
239500.00,595000.00,2.620463e-02
239500.00,595500.00,2.729056e-02
239500.00,596000.00,2.856406e-02
239500.00,596500.00,2.996734e-02
239500.00,597000.00,3.143626e-02
239500.00,597500.00,3.290541e-02
239500.00,598000.00,3.431307e-02
239500.00,598500.00,3.560536e-02
239500.00,599000.00,3.674060e-02
239500.00,599500.00,3.769056e-02
239500.00,600000.00,3.844115e-02
239500.00,600500.00,3.899220e-02
239500.00,601000.00,3.935449e-02
239500.00,601500.00,3.954954e-02
239500.00,602000.00,3.960331e-02
239500.00,602500.00,3.954786e-02
239500.00,603000.00,3.941941e-02
239500.00,603500.00,3.925762e-02
239500.00,604000.00,3.910420e-02
239500.00,604500.00,3.900192e-02
239500.00,605000.00,3.899208e-02
239500.00,605500.00,3.910991e-02
239500.00,606000.00,3.938170e-02
239500.00,606500.00,3.981872e-02
239500.00,607000.00,4.041432e-02
239500.00,607500.00,4.114070e-02
239500.00,608000.00,4.195298e-02
239500.00,608500.00,4.279041e-02
239500.00,609000.00,4.358205e-02
239500.00,609500.00,4.425560e-02
239500.00,610000.00,4.474435e-02
239500.00,610500.00,4.499711e-02
239500.00,611000.00,4.498298e-02
239500.00,611500.00,4.469561e-02
239500.00,612000.00,4.415584e-02
239500.00,612500.00,4.341035e-02
239500.00,613000.00,4.252774e-02
239500.00,613500.00,4.159262e-02
239500.00,614000.00,4.069667e-02
239500.00,614500.00,3.992954e-02
239500.00,615000.00,3.936994e-02
239500.00,615500.00,3.907520e-02
240000.00,566500.00,6.096096e-03
240000.00,567000.00,6.470603e-03
240000.00,567500.00,7.205438e-03
240000.00,568000.00,8.272689e-03
240000.00,568500.00,9.633732e-03
240000.00,569000.00,1.124034e-02
240000.00,569500.00,1.303669e-02
240000.00,570000.00,1.496479e-02
240000.00,570500.00,1.696841e-02
240000.00,571000.00,1.899475e-02
240000.00,571500.00,2.099942e-02
240000.00,572000.00,2.294715e-02
240000.00,572500.00,2.481302e-02
240000.00,573000.00,2.658133e-02
240000.00,573500.00,2.824448e-02
240000.00,574000.00,2.980022e-02
240000.00,574500.00,3.124955e-02
240000.00,575000.00,3.259573e-02
240000.00,575500.00,3.384242e-02
240000.00,576000.00,3.499323e-02
240000.00,576500.00,3.605317e-02
240000.00,577000.00,3.702745e-02
240000.00,577500.00,3.792314e-02
240000.00,578000.00,3.874823e-02
240000.00,578500.00,3.951224e-02
240000.00,579000.00,4.022419e-02
240000.00,579500.00,4.089145e-02
240000.00,580000.00,4.151782e-02
240000.00,580500.00,4.210185e-02
240000.00,581000.00,4.263579e-02
240000.00,581500.00,4.310492e-02
240000.00,582000.00,4.348834e-02
240000.00,582500.00,4.376024e-02
240000.00,583000.00,4.389220e-02
240000.00,583500.00,4.385568e-02
240000.00,584000.00,4.362631e-02
240000.00,584500.00,4.318640e-02
240000.00,585000.00,4.252613e-02
240000.00,585500.00,4.164670e-02
240000.00,586000.00,4.055995e-02
240000.00,586500.00,3.928757e-02
240000.00,587000.00,3.785983e-02
240000.00,587500.00,3.631304e-02
240000.00,588000.00,3.468819e-02
240000.00,588500.00,3.302827e-02
240000.00,589000.00,3.137749e-02
240000.00,589500.00,2.977951e-02
240000.00,590000.00,2.827743e-02
240000.00,590500.00,2.691335e-02
240000.00,591000.00,2.572772e-02
240000.00,591500.00,2.475848e-02
240000.00,592000.00,2.403920e-02
240000.00,592500.00,2.359816e-02
240000.00,593000.00,2.345753e-02
240000.00,593500.00,2.362716e-02
240000.00,594000.00,2.410512e-02
240000.00,594500.00,2.487729e-02
240000.00,595000.00,2.591386e-02
240000.00,595500.00,2.717155e-02
240000.00,596000.00,2.859490e-02
240000.00,596500.00,3.011970e-02
240000.00,597000.00,3.167672e-02
240000.00,597500.00,3.319678e-02
240000.00,598000.00,3.461622e-02
240000.00,598500.00,3.588076e-02
240000.00,599000.00,3.695009e-02
240000.00,599500.00,3.779868e-02
240000.00,600000.00,3.841661e-02
240000.00,600500.00,3.880897e-02
240000.00,601000.00,3.899266e-02
240000.00,601500.00,3.899602e-02
240000.00,602000.00,3.885177e-02
240000.00,602500.00,3.859889e-02
240000.00,603000.00,3.827997e-02
240000.00,603500.00,3.794034e-02
240000.00,604000.00,3.762646e-02
240000.00,604500.00,3.738488e-02
240000.00,605000.00,3.725965e-02
240000.00,605500.00,3.728798e-02
240000.00,606000.00,3.749742e-02
240000.00,606500.00,3.790013e-02
240000.00,607000.00,3.849015e-02
240000.00,607500.00,3.923973e-02
240000.00,608000.00,4.010392e-02
240000.00,608500.00,4.102122e-02
240000.00,609000.00,4.191912e-02
240000.00,609500.00,4.272259e-02
240000.00,610000.00,4.336092e-02
240000.00,610500.00,4.377794e-02
240000.00,611000.00,4.393673e-02
240000.00,611500.00,4.382457e-02
240000.00,612000.00,4.345568e-02
240000.00,612500.00,4.287071e-02
240000.00,613000.00,4.213307e-02
240000.00,613500.00,4.132320e-02
240000.00,614000.00,4.052990e-02
240000.00,614500.00,3.984086e-02
240000.00,615000.00,3.933365e-02
240000.00,615500.00,3.906520e-02
240500.00,566500.00,6.442975e-03
240500.00,567000.00,6.830362e-03
240500.00,567500.00,7.589859e-03
240500.00,568000.00,8.691405e-03
240500.00,568500.00,1.009352e-02
240500.00,569000.00,1.174452e-02
240500.00,569500.00,1.358485e-02
240500.00,570000.00,1.555304e-02
240500.00,570500.00,1.758965e-02
240500.00,571000.00,1.963944e-02
240500.00,571500.00,2.165646e-02
240500.00,572000.00,2.360503e-02
240500.00,572500.00,2.546072e-02
240500.00,573000.00,2.720918e-02
240500.00,573500.00,2.884486e-02
240500.00,574000.00,3.036805e-02
240500.00,574500.00,3.178226e-02
240500.00,575000.00,3.309326e-02
240500.00,575500.00,3.430676e-02
240500.00,576000.00,3.542809e-02
240500.00,576500.00,3.646335e-02
240500.00,577000.00,3.741857e-02
240500.00,577500.00,3.830126e-02
240500.00,578000.00,3.911949e-02
240500.00,578500.00,3.988244e-02
240500.00,579000.00,4.059816e-02
240500.00,579500.00,4.127238e-02
240500.00,580000.00,4.190625e-02
240500.00,580500.00,4.249467e-02
240500.00,581000.00,4.302528e-02
240500.00,581500.00,4.347806e-02
240500.00,582000.00,4.382658e-02
240500.00,582500.00,4.404009e-02
240500.00,583000.00,4.408631e-02
240500.00,583500.00,4.393479e-02
240500.00,584000.00,4.356154e-02
240500.00,584500.00,4.295197e-02
240500.00,585000.00,4.210191e-02
240500.00,585500.00,4.102032e-02
240500.00,586000.00,3.972827e-02
240500.00,586500.00,3.825734e-02
240500.00,587000.00,3.664736e-02
240500.00,587500.00,3.494333e-02
240500.00,588000.00,3.319313e-02
240500.00,588500.00,3.144482e-02
240500.00,589000.00,2.974570e-02
240500.00,589500.00,2.814055e-02
240500.00,590000.00,2.667203e-02
240500.00,590500.00,2.538047e-02
240500.00,591000.00,2.430347e-02
240500.00,591500.00,2.347526e-02
240500.00,592000.00,2.292472e-02
240500.00,592500.00,2.267466e-02
240500.00,593000.00,2.274094e-02
240500.00,593500.00,2.312618e-02
240500.00,594000.00,2.382080e-02
240500.00,594500.00,2.480246e-02
240500.00,595000.00,2.603316e-02
240500.00,595500.00,2.746185e-02
240500.00,596000.00,2.902624e-02
240500.00,596500.00,3.065656e-02
240500.00,597000.00,3.227952e-02
240500.00,597500.00,3.382352e-02
240500.00,598000.00,3.522434e-02
240500.00,598500.00,3.642873e-02
240500.00,599000.00,3.739903e-02
240500.00,599500.00,3.811352e-02
240500.00,600000.00,3.856731e-02
240500.00,600500.00,3.877137e-02
240500.00,601000.00,3.874910e-02
240500.00,601500.00,3.853585e-02
240500.00,602000.00,3.817105e-02
240500.00,602500.00,3.770053e-02
240500.00,603000.00,3.717293e-02
240500.00,603500.00,3.663897e-02
240500.00,604000.00,3.614945e-02
240500.00,604500.00,3.575425e-02
240500.00,605000.00,3.549974e-02
240500.00,605500.00,3.542472e-02
240500.00,606000.00,3.555767e-02
240500.00,606500.00,3.591141e-02
240500.00,607000.00,3.648060e-02
240500.00,607500.00,3.723768e-02
240500.00,608000.00,3.813784e-02
240500.00,608500.00,3.911924e-02
240500.00,609000.00,4.010824e-02
240500.00,609500.00,4.102757e-02
240500.00,610000.00,4.180296e-02
240500.00,610500.00,4.237361e-02
240500.00,611000.00,4.269684e-02
240500.00,611500.00,4.275364e-02
240500.00,612000.00,4.255157e-02
240500.00,612500.00,4.212506e-02
240500.00,613000.00,4.153194e-02
240500.00,613500.00,4.084812e-02
240500.00,614000.00,4.015894e-02
240500.00,614500.00,3.954967e-02
240500.00,615000.00,3.909624e-02
240500.00,615500.00,3.885488e-02
241000.00,566500.00,6.774596e-03
241000.00,567000.00,7.173657e-03
241000.00,567500.00,7.955461e-03
241000.00,568000.00,9.087897e-03
241000.00,568500.00,1.052678e-02
241000.00,569000.00,1.221714e-02
241000.00,569500.00,1.409587e-02
241000.00,570000.00,1.609819e-02
241000.00,570500.00,1.816161e-02
241000.00,571000.00,2.022857e-02
241000.00,571500.00,2.225162e-02
241000.00,572000.00,2.419464e-02
241000.00,572500.00,2.603369e-02
241000.00,573000.00,2.775573e-02
241000.00,573500.00,2.935718e-02
241000.00,574000.00,3.084087e-02
241000.00,574500.00,3.221282e-02
241000.00,575000.00,3.348137e-02
241000.00,575500.00,3.465435e-02
241000.00,576000.00,3.573884e-02
241000.00,576500.00,3.674209e-02
241000.00,577000.00,3.767087e-02
241000.00,577500.00,3.853302e-02
241000.00,578000.00,3.933650e-02
241000.00,578500.00,4.008991e-02
241000.00,579000.00,4.080017e-02
241000.00,579500.00,4.147117e-02
241000.00,580000.00,4.210140e-02
241000.00,580500.00,4.268228e-02
241000.00,581000.00,4.319714e-02
241000.00,581500.00,4.362119e-02
241000.00,582000.00,4.392322e-02
241000.00,582500.00,4.406842e-02
241000.00,583000.00,4.402154e-02
241000.00,583500.00,4.375117e-02
241000.00,584000.00,4.323453e-02
241000.00,584500.00,4.246081e-02
241000.00,585000.00,4.143192e-02
241000.00,585500.00,4.016476e-02
241000.00,586000.00,3.868957e-02
241000.00,586500.00,3.704751e-02
241000.00,587000.00,3.528749e-02
241000.00,587500.00,3.346256e-02
241000.00,588000.00,3.162681e-02
241000.00,588500.00,2.983272e-02
241000.00,589000.00,2.812995e-02
241000.00,589500.00,2.656376e-02
241000.00,590000.00,2.517564e-02
241000.00,590500.00,2.400339e-02
241000.00,591000.00,2.308084e-02
241000.00,591500.00,2.243755e-02
241000.00,592000.00,2.209656e-02
241000.00,592500.00,2.207400e-02
241000.00,593000.00,2.237825e-02
241000.00,593500.00,2.300361e-02
241000.00,594000.00,2.393197e-02
241000.00,594500.00,2.513220e-02
241000.00,595000.00,2.655795e-02
241000.00,595500.00,2.815059e-02
241000.00,596000.00,2.984164e-02
241000.00,596500.00,3.155673e-02
241000.00,597000.00,3.321974e-02
241000.00,597500.00,3.475807e-02
241000.00,598000.00,3.610840e-02
241000.00,598500.00,3.721988e-02
241000.00,599000.00,3.805875e-02
241000.00,599500.00,3.860815e-02
241000.00,600000.00,3.886900e-02
241000.00,600500.00,3.885866e-02
241000.00,601000.00,3.860731e-02
241000.00,601500.00,3.815734e-02
241000.00,602000.00,3.755480e-02
241000.00,602500.00,3.685203e-02
241000.00,603000.00,3.610343e-02
241000.00,603500.00,3.536459e-02
241000.00,604000.00,3.469015e-02
241000.00,604500.00,3.413283e-02
241000.00,605000.00,3.374085e-02
241000.00,605500.00,3.355413e-02
241000.00,606000.00,3.360172e-02
241000.00,606500.00,3.389681e-02
241000.00,607000.00,3.443462e-02
241000.00,607500.00,3.518776e-02
241000.00,608000.00,3.611173e-02
241000.00,608500.00,3.714461e-02
241000.00,609000.00,3.821203e-02
241000.00,609500.00,3.923488e-02
241000.00,610000.00,4.013576e-02
241000.00,610500.00,4.084966e-02
241000.00,611000.00,4.132849e-02
241000.00,611500.00,4.154718e-02
241000.00,612000.00,4.150678e-02
241000.00,612500.00,4.123542e-02
241000.00,613000.00,4.078521e-02
241000.00,613500.00,4.022715e-02
241000.00,614000.00,3.964270e-02
241000.00,614500.00,3.911423e-02
241000.00,615000.00,3.871558e-02
241000.00,615500.00,3.850190e-02
241500.00,566500.00,7.078466e-03
241500.00,567000.00,7.487395e-03
241500.00,567500.00,8.287980e-03
241500.00,568000.00,9.446236e-03
241500.00,568500.00,1.091552e-02
241500.00,569000.00,1.263786e-02
241500.00,569500.00,1.454694e-02
241500.00,570000.00,1.657503e-02
241500.00,570500.00,1.865691e-02
241500.00,571000.00,2.073297e-02
241500.00,571500.00,2.275448e-02
241500.00,572000.00,2.468502e-02
241500.00,572500.00,2.650123e-02
241500.00,573000.00,2.819133e-02
241500.00,573500.00,2.975374e-02
241500.00,574000.00,3.119375e-02
241500.00,574500.00,3.251980e-02
241500.00,575000.00,3.374275e-02
241500.00,575500.00,3.487242e-02
241500.00,576000.00,3.591755e-02
241500.00,576500.00,3.688625e-02
241500.00,577000.00,3.778582e-02
241500.00,577500.00,3.862409e-02
241500.00,578000.00,3.940850e-02
241500.00,578500.00,4.014673e-02
241500.00,579000.00,4.084420e-02
241500.00,579500.00,4.150279e-02
241500.00,580000.00,4.211833e-02
241500.00,580500.00,4.267901e-02
241500.00,581000.00,4.316436e-02
241500.00,581500.00,4.354564e-02
241500.00,582000.00,4.378789e-02
241500.00,582500.00,4.385336e-02
241500.00,583000.00,4.370509e-02
241500.00,583500.00,4.331187e-02
241500.00,584000.00,4.265310e-02
241500.00,584500.00,4.172248e-02
241500.00,585000.00,4.052838e-02
241500.00,585500.00,3.909568e-02
241500.00,586000.00,3.746349e-02
241500.00,586500.00,3.568197e-02
241500.00,587000.00,3.380829e-02
241500.00,587500.00,3.190266e-02
241500.00,588000.00,3.002445e-02
241500.00,588500.00,2.822959e-02
241500.00,589000.00,2.656928e-02
241500.00,589500.00,2.508842e-02
241500.00,590000.00,2.382649e-02
241500.00,590500.00,2.281800e-02
241500.00,591000.00,2.209211e-02
241500.00,591500.00,2.167274e-02
241500.00,592000.00,2.157611e-02
241500.00,592500.00,2.181068e-02
241500.00,593000.00,2.237635e-02
241500.00,593500.00,2.325834e-02
241500.00,594000.00,2.442943e-02
241500.00,594500.00,2.584945e-02
241500.00,595000.00,2.746382e-02
241500.00,595500.00,2.920682e-02
241500.00,596000.00,3.100462e-02
241500.00,596500.00,3.277939e-02
241500.00,597000.00,3.445352e-02
241500.00,597500.00,3.595485e-02
241500.00,598000.00,3.722239e-02
241500.00,598500.00,3.820903e-02
241500.00,599000.00,3.888609e-02
241500.00,599500.00,3.924246e-02
241500.00,600000.00,3.928558e-02
241500.00,600500.00,3.903956e-02
241500.00,601000.00,3.854157e-02
241500.00,601500.00,3.784089e-02
241500.00,602000.00,3.698996e-02
241500.00,602500.00,3.604722e-02
241500.00,603000.00,3.507232e-02
241500.00,603500.00,3.412511e-02
241500.00,604000.00,3.326350e-02
241500.00,604500.00,3.254243e-02
241500.00,605000.00,3.201137e-02
241500.00,605500.00,3.171088e-02
241500.00,606000.00,3.167016e-02
241500.00,606500.00,3.190247e-02
241500.00,607000.00,3.240339e-02
241500.00,607500.00,3.314568e-02
241500.00,608000.00,3.408521e-02
241500.00,608500.00,3.516017e-02
241500.00,609000.00,3.629578e-02
241500.00,609500.00,3.741144e-02
241500.00,610000.00,3.842710e-02
241500.00,610500.00,3.927397e-02
241500.00,611000.00,3.989901e-02
241500.00,611500.00,4.027150e-02
241500.00,612000.00,4.038621e-02
241500.00,612500.00,4.026512e-02
241500.00,613000.00,3.995461e-02
241500.00,613500.00,3.952052e-02
241500.00,614000.00,3.904014e-02
241500.00,614500.00,3.859248e-02
241500.00,615000.00,3.824892e-02
241500.00,615500.00,3.806317e-02
242000.00,566500.00,7.344413e-03
242000.00,567000.00,7.760896e-03
242000.00,567500.00,8.575740e-03
242000.00,568000.00,9.753322e-03
242000.00,568500.00,1.124486e-02
242000.00,569000.00,1.298977e-02
242000.00,569500.00,1.491901e-02
242000.00,570000.00,1.696235e-02
242000.00,570500.00,1.905230e-02
242000.00,571000.00,2.112765e-02
242000.00,571500.00,2.313872e-02
242000.00,572000.00,2.504907e-02
242000.00,572500.00,2.683604e-02
242000.00,573000.00,2.848925e-02
242000.00,573500.00,3.000908e-02
242000.00,574000.00,3.140321e-02
242000.00,574500.00,3.268242e-02
242000.00,575000.00,3.385987e-02
242000.00,575500.00,3.494724e-02
242000.00,576000.00,3.595453e-02
242000.00,576500.00,3.689045e-02
242000.00,577000.00,3.776230e-02
242000.00,577500.00,3.857737e-02
242000.00,578000.00,3.934205e-02
242000.00,578500.00,4.006250e-02
242000.00,579000.00,4.074223e-02
242000.00,579500.00,4.138081e-02
242000.00,580000.00,4.197143e-02
242000.00,580500.00,4.249934e-02
242000.00,581000.00,4.294098e-02
242000.00,581500.00,4.326465e-02
242000.00,582000.00,4.343289e-02
242000.00,582500.00,4.340650e-02
242000.00,583000.00,4.314828e-02
242000.00,583500.00,4.262856e-02
242000.00,584000.00,4.183009e-02
242000.00,584500.00,4.075182e-02
242000.00,585000.00,3.940889e-02
242000.00,585500.00,3.783405e-02
242000.00,586000.00,3.607478e-02
242000.00,586500.00,3.418930e-02
242000.00,587000.00,3.224202e-02
242000.00,587500.00,3.029902e-02
242000.00,588000.00,2.842374e-02
242000.00,588500.00,2.667444e-02
242000.00,589000.00,2.510273e-02
242000.00,589500.00,2.375223e-02
242000.00,590000.00,2.265954e-02
242000.00,590500.00,2.185502e-02
242000.00,591000.00,2.136234e-02
242000.00,591500.00,2.119899e-02
242000.00,592000.00,2.137352e-02
242000.00,592500.00,2.188597e-02
242000.00,593000.00,2.272713e-02
242000.00,593500.00,2.387264e-02
242000.00,594000.00,2.528602e-02
242000.00,594500.00,2.691811e-02
242000.00,595000.00,2.870659e-02
242000.00,595500.00,3.057941e-02
242000.00,596000.00,3.245845e-02
242000.00,596500.00,3.426371e-02
242000.00,597000.00,3.591749e-02
242000.00,597500.00,3.734948e-02
242000.00,598000.00,3.850243e-02
242000.00,598500.00,3.933420e-02
242000.00,599000.00,3.982219e-02
242000.00,599500.00,3.996189e-02
242000.00,600000.00,3.976770e-02
242000.00,600500.00,3.927079e-02
242000.00,601000.00,3.851527e-02
242000.00,601500.00,3.755711e-02
242000.00,602000.00,3.645469e-02
242000.00,602500.00,3.527206e-02
242000.00,603000.00,3.407342e-02
242000.00,603500.00,3.292220e-02
242000.00,604000.00,3.187882e-02
242000.00,604500.00,3.099973e-02
242000.00,605000.00,3.033505e-02
242000.00,605500.00,2.992534e-02
242000.00,606000.00,2.979953e-02
242000.00,606500.00,2.997057e-02
242000.00,607000.00,3.043415e-02
242000.00,607500.00,3.116314e-02
242000.00,608000.00,3.211376e-02
242000.00,608500.00,3.322448e-02
242000.00,609000.00,3.442032e-02
242000.00,609500.00,3.561956e-02
242000.00,610000.00,3.673995e-02
242000.00,610500.00,3.770942e-02
242000.00,611000.00,3.847046e-02
242000.00,611500.00,3.898723e-02
242000.00,612000.00,3.924863e-02
242000.00,612500.00,3.927082e-02
242000.00,613000.00,3.909452e-02
242000.00,613500.00,3.878045e-02
242000.00,614000.00,3.840149e-02
242000.00,614500.00,3.803308e-02
242000.00,615000.00,3.774377e-02
242000.00,615500.00,3.758559e-02
242500.00,566500.00,7.564906e-03
242500.00,567000.00,7.986257e-03
242500.00,567500.00,8.810123e-03
