"","X.Network","Station","Location","Channel","Latitude","Longitude","Elevation","Depth","Azimuth","Dip","SensorDescription","Scale","ScaleFreq","ScaleUnits","SampleRate","StartTime","EndTime","Xcoord","Ycoord"
"1096","NL","G321",NA,"HHZ",53.24981,6.57919,2,50,0,90,"SM6H",250205000,10,"M/S",200,"27/11/2015 00:00","31/12/2599 23:59",234561.251357188,585463.387138278
"1097","NL","G322",NA,"HH1",53.24981,6.57919,2,100,212,0,"SM6H",250205000,10,"M/S",200,"27/11/2015 00:00","31/12/2599 23:59",234561.251357188,585463.387138278
"1098","NL","G322",NA,"HH2",53.24981,6.57919,2,100,122,0,"SM6H",250205000,10,"M/S",200,"27/11/2015 00:00","31/12/2599 23:59",234561.251357188,585463.387138278
"1099","NL","G322",NA,"HHZ",53.24981,6.57919,2,100,0,90,"SM6H",250205000,10,"M/S",200,"27/11/2015 00:00","31/12/2599 23:59",234561.251357188,585463.387138278
"1100","NL","G323",NA,"HH1",53.24981,6.57919,2,150,127,0,"SM6H",250205000,10,"M/S",200,"27/11/2015 00:00","31/12/2599 23:59",234561.251357188,585463.387138278
"1101","NL","G323",NA,"HH2",53.24981,6.57919,2,150,37,0,"SM6H",250205000,10,"M/S",200,"27/11/2015 00:00","31/12/2599 23:59",234561.251357188,585463.387138278
"1102","NL","G323",NA,"HHZ",53.24981,6.57919,2,150,0,90,"SM6H",250205000,10,"M/S",200,"27/11/2015 00:00","31/12/2599 23:59",234561.251357188,585463.387138278
"1103","NL","G324",NA,"HH1",53.24981,6.57919,2,200,23,0,"SM6H",250205000,10,"M/S",200,"27/11/2015 00:00","31/12/2599 23:59",234561.251357188,585463.387138278
"1104","NL","G324",NA,"HH2",53.24981,6.57919,2,200,293,0,"SM6H",250205000,10,"M/S",200,"27/11/2015 00:00","31/12/2599 23:59",234561.251357188,585463.387138278
"1105","NL","G324",NA,"HHZ",53.24981,6.57919,2,200,0,90,"SM6H",250205000,10,"M/S",200,"27/11/2015 00:00","31/12/2599 23:59",234561.251357188,585463.387138278
"1106","NL","G330",NA,"HG1",53.24991,6.670763,2,0,3,0,"EpiS",106912.7668,1,"M/S**2",200,"22/01/2016 00:00","31/12/2599 23:59",240672.833625876,585579.579869367
"1107","NL","G330",NA,"HG2",53.24991,6.670763,2,0,93,0,"EpiS",106912.7668,1,"M/S**2",200,"22/01/2016 00:00","31/12/2599 23:59",240672.833625876,585579.579869367
"1108","NL","G330",NA,"HGZ",53.24991,6.670763,2,0,0,-90,"EpiS",106912.7668,1,"M/S**2",200,"22/01/2016 00:00","31/12/2599 23:59",240672.833625876,585579.579869367
"1109","NL","G331",NA,"HH1",53.24991,6.670763,2,50,74,0,"SM6H",250205000,10,"M/S",200,"22/01/2016 00:00","31/12/2599 23:59",240672.833625876,585579.579869367
"1110","NL","G331",NA,"HH2",53.24991,6.670763,2,50,344,0,"SM6H",250205000,10,"M/S",200,"22/01/2016 00:00","31/12/2599 23:59",240672.833625876,585579.579869367
"1111","NL","G331",NA,"HHZ",53.24991,6.670763,2,50,0,90,"SM6H",250205000,10,"M/S",200,"22/01/2016 00:00","31/12/2599 23:59",240672.833625876,585579.579869367
"1112","NL","G332",NA,"HH1",53.24991,6.670763,2,100,338,0,"SM6H",250205000,10,"M/S",200,"22/01/2016 00:00","31/12/2599 23:59",240672.833625876,585579.579869367
"1113","NL","G332",NA,"HH2",53.24991,6.670763,2,100,248,0,"SM6H",250205000,10,"M/S",200,"22/01/2016 00:00","31/12/2599 23:59",240672.833625876,585579.579869367
"1114","NL","G332",NA,"HHZ",53.24991,6.670763,2,100,0,90,"SM6H",250205000,10,"M/S",200,"22/01/2016 00:00","31/12/2599 23:59",240672.833625876,585579.579869367
"1115","NL","G333",NA,"HH1",53.24991,6.670763,2,150,77,0,"SM6H",250205000,10,"M/S",200,"22/01/2016 00:00","31/12/2599 23:59",240672.833625876,585579.579869367
"1116","NL","G333",NA,"HH2",53.24991,6.670763,2,150,347,0,"SM6H",250205000,10,"M/S",200,"22/01/2016 00:00","31/12/2599 23:59",240672.833625876,585579.579869367
"1117","NL","G333",NA,"HHZ",53.24991,6.670763,2,150,0,90,"SM6H",250205000,10,"M/S",200,"22/01/2016 00:00","31/12/2599 23:59",240672.833625876,585579.579869367
"1118","NL","G334",NA,"HH1",53.24991,6.670763,2,200,279,0,"SM6H",250205000,10,"M/S",200,"22/01/2016 00:00","31/12/2599 23:59",240672.833625876,585579.579869367
"1119","NL","G334",NA,"HH2",53.24991,6.670763,2,200,189,0,"SM6H",250205000,10,"M/S",200,"22/01/2016 00:00","31/12/2599 23:59",240672.833625876,585579.579869367
"1120","NL","G334",NA,"HHZ",53.24991,6.670763,2,200,0,90,"SM6H",250205000,10,"M/S",200,"22/01/2016 00:00","31/12/2599 23:59",240672.833625876,585579.579869367
"1121","NL","G340",NA,"HG1",53.25252,6.76508,2,0,3,0,"EpiS",106912.7668,1,"M/S**2",200,"23/10/2014 00:00","31/12/2599 23:59",246962.079458821,585986.349927603
"1122","NL","G340",NA,"HG2",53.25252,6.76508,2,0,93,0,"EpiS",106912.7668,1,"M/S**2",200,"23/10/2014 00:00","31/12/2599 23:59",246962.079458821,585986.349927603
"1123","NL","G340",NA,"HGZ",53.25252,6.76508,2,0,0,-90,"EpiS",106912.7668,1,"M/S**2",200,"23/10/2014 00:00","31/12/2599 23:59",246962.079458821,585986.349927603
"1124","NL","G341",NA,"HH1",53.25252,6.76508,2,50,351,0,"SM6H",250205000,10,"M/S",200,"23/10/2014 00:00","31/12/2599 23:59",246962.079458821,585986.349927603
"1125","NL","G341",NA,"HH2",53.25252,6.76508,2,50,261,0,"SM6H",250205000,10,"M/S",200,"23/10/2014 00:00","31/12/2599 23:59",246962.079458821,585986.349927603
"1126","NL","G341",NA,"HHZ",53.25252,6.76508,2,50,0,90,"SM6H",250205000,10,"M/S",200,"23/10/2014 00:00","31/12/2599 23:59",246962.079458821,585986.349927603
"1127","NL","G342",NA,"HH1",53.25252,6.76508,2,100,38,0,"SM6H",250205000,10,"M/S",200,"23/10/2014 00:00","31/12/2599 23:59",246962.079458821,585986.349927603
"1128","NL","G342",NA,"HH2",53.25252,6.76508,2,100,308,0,"SM6H",250205000,10,"M/S",200,"23/10/2014 00:00","31/12/2599 23:59",246962.079458821,585986.349927603
"1129","NL","G342",NA,"HHZ",53.25252,6.76508,2,100,0,90,"SM6H",250205000,10,"M/S",200,"23/10/2014 00:00","31/12/2599 23:59",246962.079458821,585986.349927603
"1130","NL","G343",NA,"HH1",53.25252,6.76508,2,150,42,0,"SM6H",250205000,10,"M/S",200,"23/10/2014 00:00","31/12/2599 23:59",246962.079458821,585986.349927603
"1131","NL","G343",NA,"HH2",53.25252,6.76508,2,150,312,0,"SM6H",250205000,10,"M/S",200,"23/10/2014 00:00","31/12/2599 23:59",246962.079458821,585986.349927603
"1132","NL","G343",NA,"HHZ",53.25252,6.76508,2,150,0,90,"SM6H",250205000,10,"M/S",200,"23/10/2014 00:00","31/12/2599 23:59",246962.079458821,585986.349927603
"1133","NL","G344",NA,"HH1",53.25252,6.76508,2,200,76,0,"SM6H",250205000,10,"M/S",200,"23/10/2014 00:00","31/12/2599 23:59",246962.079458821,585986.349927603
"1134","NL","G344",NA,"HH2",53.25252,6.76508,2,200,346,0,"SM6H",250205000,10,"M/S",200,"23/10/2014 00:00","31/12/2599 23:59",246962.079458821,585986.349927603
"1135","NL","G344",NA,"HHZ",53.25252,6.76508,2,200,0,90,"SM6H",250205000,10,"M/S",200,"23/10/2014 00:00","31/12/2599 23:59",246962.079458821,585986.349927603
"1136","NL","G350",NA,"HG1",53.254936,6.862136,2,0,12,0,"EpiS",106912.7668,1,"M/S**2",200,"04/04/2017 00:00","31/12/2599 23:59",253433.670980904,586383.507861255
"1137","NL","G350",NA,"HG2",53.254936,6.862136,2,0,102,0,"EpiS",106912.7668,1,"M/S**2",200,"04/04/2017 00:00","31/12/2599 23:59",253433.670980904,586383.507861255
"1138","NL","G350",NA,"HGZ",53.254936,6.862136,2,0,0,-90,"EpiS",106912.7668,1,"M/S**2",200,"04/04/2017 00:00","31/12/2599 23:59",253433.670980904,586383.507861255
"1139","NL","G351",NA,"HH1",53.254936,6.862136,2,50,70,0,"SM6H",250205000,10,"M/S",200,"04/04/2017 00:00","31/12/2599 23:59",253433.670980904,586383.507861255
"1140","NL","G351",NA,"HH2",53.254936,6.862136,2,50,340,0,"SM6H",250205000,10,"M/S",200,"04/04/2017 00:00","31/12/2599 23:59",253433.670980904,586383.507861255
"1141","NL","G351",NA,"HHZ",53.254936,6.862136,2,50,0,90,"SM6H",250205000,10,"M/S",200,"04/04/2017 00:00","31/12/2599 23:59",253433.670980904,586383.507861255
"1142","NL","G352",NA,"HH1",53.254936,6.862136,2,100,231,0,"SM6H",250205000,10,"M/S",200,"04/04/2017 00:00","31/12/2599 23:59",253433.670980904,586383.507861255
"1143","NL","G352",NA,"HH2",53.254936,6.862136,2,100,141,0,"SM6H",250205000,10,"M/S",200,"04/04/2017 00:00","31/12/2599 23:59",253433.670980904,586383.507861255
"1144","NL","G352",NA,"HHZ",53.254936,6.862136,2,100,0,90,"SM6H",250205000,10,"M/S",200,"04/04/2017 00:00","31/12/2599 23:59",253433.670980904,586383.507861255
"1145","NL","G353",NA,"HH1",53.254936,6.862136,2,150,190,0,"SM6H",250205000,10,"M/S",200,"04/04/2017 00:00","31/12/2599 23:59",253433.670980904,586383.507861255
"1146","NL","G353",NA,"HH2",53.254936,6.862136,2,150,100,0,"SM6H",250205000,10,"M/S",200,"04/04/2017 00:00","31/12/2599 23:59",253433.670980904,586383.507861255
"1147","NL","G353",NA,"HHZ",53.254936,6.862136,2,150,0,90,"SM6H",250205000,10,"M/S",200,"04/04/2017 00:00","31/12/2599 23:59",253433.670980904,586383.507861255
"1148","NL","G354",NA,"HH1",53.254936,6.862136,2,200,317,0,"SM6H",250205000,10,"M/S",200,"04/04/2017 00:00","31/12/2599 23:59",253433.670980904,586383.507861255
"1149","NL","G354",NA,"HH2",53.254936,6.862136,2,200,227,0,"SM6H",250205000,10,"M/S",200,"04/04/2017 00:00","31/12/2599 23:59",253433.670980904,586383.507861255
"1150","NL","G354",NA,"HHZ",53.254936,6.862136,2,200,0,90,"SM6H",250205000,10,"M/S",200,"04/04/2017 00:00","31/12/2599 23:59",253433.670980904,586383.507861255
"1151","NL","G360",NA,"HG1",53.26505,6.924454,2,0,9,0,"EpiS",106912.7668,1,"M/S**2",200,"07/12/2015 00:00","31/12/2599 23:59",257568.176506773,587595.917999541
"1152","NL","G360",NA,"HG2",53.26505,6.924454,2,0,99,0,"EpiS",106912.7668,1,"M/S**2",200,"07/12/2015 00:00","31/12/2599 23:59",257568.176506773,587595.917999541
"1153","NL","G360",NA,"HGZ",53.26505,6.924454,2,0,0,-90,"EpiS",106912.7668,1,"M/S**2",200,"07/12/2015 00:00","31/12/2599 23:59",257568.176506773,587595.917999541
"1154","NL","G361",NA,"HH1",53.26505,6.924454,2,50,354,0,"SM6H",250205000,10,"M/S",200,"07/12/2015 00:00","31/12/2599 23:59",257568.176506773,587595.917999541
"1155","NL","G361",NA,"HH2",53.26505,6.924454,2,50,264,0,"SM6H",250205000,10,"M/S",200,"07/12/2015 00:00","31/12/2599 23:59",257568.176506773,587595.917999541
"1156","NL","G361",NA,"HHZ",53.26505,6.924454,2,50,0,90,"SM6H",250205000,10,"M/S",200,"07/12/2015 00:00","31/12/2599 23:59",257568.176506773,587595.917999541
"1157","NL","G362",NA,"HH1",53.26505,6.924454,2,100,177,0,"SM6H",250205000,10,"M/S",200,"07/12/2015 00:00","31/12/2599 23:59",257568.176506773,587595.917999541
"1158","NL","G362",NA,"HH2",53.26505,6.924454,2,100,87,0,"SM6H",250205000,10,"M/S",200,"07/12/2015 00:00","31/12/2599 23:59",257568.176506773,587595.917999541
"1159","NL","G362",NA,"HHZ",53.26505,6.924454,2,100,0,90,"SM6H",250205000,10,"M/S",200,"07/12/2015 00:00","31/12/2599 23:59",257568.176506773,587595.917999541
"1160","NL","G363",NA,"HH1",53.26505,6.924454,2,150,291,0,"SM6H",250205000,10,"M/S",200,"07/12/2015 00:00","31/12/2599 23:59",257568.176506773,587595.917999541
"1161","NL","G363",NA,"HH2",53.26505,6.924454,2,150,201,0,"SM6H",250205000,10,"M/S",200,"07/12/2015 00:00","31/12/2599 23:59",257568.176506773,587595.917999541
"1162","NL","G363",NA,"HHZ",53.26505,6.924454,2,150,0,90,"SM6H",250205000,10,"M/S",200,"07/12/2015 00:00","31/12/2599 23:59",257568.176506773,587595.917999541
"1163","NL","G364",NA,"HH1",53.26505,6.924454,2,200,62,0,"SM6H",250205000,10,"M/S",200,"07/12/2015 00:00","31/12/2599 23:59",257568.176506773,587595.917999541
"1164","NL","G364",NA,"HH2",53.26505,6.924454,2,200,332,0,"SM6H",250205000,10,"M/S",200,"07/12/2015 00:00","31/12/2599 23:59",257568.176506773,587595.917999541
"1165","NL","G364",NA,"HHZ",53.26505,6.924454,2,200,0,90,"SM6H",250205000,10,"M/S",200,"07/12/2015 00:00","31/12/2599 23:59",257568.176506773,587595.917999541
"1166","NL","G370",NA,"HG1",53.273952,7.035,2,0,184,0,"EpiS",106912.7668,1,"M/S**2",200,"02/12/2015 00:00","31/12/2599 23:59",264920.473158556,588749.593372823
"1167","NL","G370",NA,"HG2",53.273952,7.035,2,0,274,0,"EpiS",106912.7668,1,"M/S**2",200,"02/12/2015 00:00","31/12/2599 23:59",264920.473158556,588749.593372823
"1168","NL","G370",NA,"HGZ",53.273952,7.035,2,0,0,-90,"EpiS",106912.7668,1,"M/S**2",200,"02/12/2015 00:00","31/12/2599 23:59",264920.473158556,588749.593372823
"1169","NL","G371",NA,"HH1",53.273952,7.035,2,50,79,0,"SM6H",250205000,10,"M/S",200,"02/12/2015 00:00","31/12/2599 23:59",264920.473158556,588749.593372823
"1170","NL","G371",NA,"HH2",53.273952,7.035,2,50,349,0,"SM6H",250205000,10,"M/S",200,"02/12/2015 00:00","31/12/2599 23:59",264920.473158556,588749.593372823
"1171","NL","G371",NA,"HHZ",53.273952,7.035,2,50,0,90,"SM6H",250205000,10,"M/S",200,"02/12/2015 00:00","31/12/2599 23:59",264920.473158556,588749.593372823
"1172","NL","G372",NA,"HH1",53.273952,7.035,2,100,132,0,"SM6H",250205000,10,"M/S",200,"02/12/2015 00:00","31/12/2599 23:59",264920.473158556,588749.593372823
"1173","NL","G372",NA,"HH2",53.273952,7.035,2,100,42,0,"SM6H",250205000,10,"M/S",200,"02/12/2015 00:00","31/12/2599 23:59",264920.473158556,588749.593372823
"1174","NL","G372",NA,"HHZ",53.273952,7.035,2,100,0,90,"SM6H",250205000,10,"M/S",200,"02/12/2015 00:00","31/12/2599 23:59",264920.473158556,588749.593372823
"1175","NL","G373",NA,"HH1",53.273952,7.035,2,150,102,0,"SM6H",250205000,10,"M/S",200,"02/12/2015 00:00","31/12/2599 23:59",264920.473158556,588749.593372823
"1176","NL","G373",NA,"HH2",53.273952,7.035,2,150,12,0,"SM6H",250205000,10,"M/S",200,"02/12/2015 00:00","31/12/2599 23:59",264920.473158556,588749.593372823
"1177","NL","G373",NA,"HHZ",53.273952,7.035,2,150,0,90,"SM6H",250205000,10,"M/S",200,"02/12/2015 00:00","31/12/2599 23:59",264920.473158556,588749.593372823
"1178","NL","G374",NA,"HH1",53.273952,7.035,2,200,121,0,"SM6H",250205000,10,"M/S",200,"02/12/2015 00:00","31/12/2599 23:59",264920.473158556,588749.593372823
"1179","NL","G374",NA,"HH2",53.273952,7.035,2,200,31,0,"SM6H",250205000,10,"M/S",200,"02/12/2015 00:00","31/12/2599 23:59",264920.473158556,588749.593372823
"1180","NL","G374",NA,"HHZ",53.273952,7.035,2,200,0,90,"SM6H",250205000,10,"M/S",200,"02/12/2015 00:00","31/12/2599 23:59",264920.473158556,588749.593372823
"1181","NL","G380",NA,"HG1",53.200512,6.547563,2,0,4,0,"EpiS",106912.7668,1,"M/S**2",200,"11/04/2016 00:00","31/12/2599 23:59",232538.767313244,579943.026393541
"1182","NL","G380",NA,"HG2",53.200512,6.547563,2,0,94,0,"EpiS",106912.7668,1,"M/S**2",200,"11/04/2016 00:00","31/12/2599 23:59",232538.767313244,579943.026393541
"1183","NL","G380",NA,"HGZ",53.200512,6.547563,2,0,0,-90,"EpiS",106912.7668,1,"M/S**2",200,"11/04/2016 00:00","31/12/2599 23:59",232538.767313244,579943.026393541
"1184","NL","G381",NA,"HH1",53.200512,6.547563,2,50,337,0,"SM6H",250205000,10,"M/S",200,"11/04/2016 00:00","31/12/2599 23:59",232538.767313244,579943.026393541
"1185","NL","G381",NA,"HH2",53.200512,6.547563,2,50,247,0,"SM6H",250205000,10,"M/S",200,"11/04/2016 00:00","31/12/2599 23:59",232538.767313244,579943.026393541
"1186","NL","G381",NA,"HHZ",53.200512,6.547563,2,50,0,90,"SM6H",250205000,10,"M/S",200,"11/04/2016 00:00","31/12/2599 23:59",232538.767313244,579943.026393541
"1187","NL","G382",NA,"HH1",53.200512,6.547563,2,100,96,0,"SM6H",250205000,10,"M/S",200,"11/04/2016 00:00","31/12/2599 23:59",232538.767313244,579943.026393541
"1188","NL","G382",NA,"HH2",53.200512,6.547563,2,100,6,0,"SM6H",250205000,10,"M/S",200,"11/04/2016 00:00","31/12/2599 23:59",232538.767313244,579943.026393541
"1189","NL","G382",NA,"HHZ",53.200512,6.547563,2,100,0,90,"SM6H",250205000,10,"M/S",200,"11/04/2016 00:00","31/12/2599 23:59",232538.767313244,579943.026393541
"1190","NL","G383",NA,"HH1",53.200512,6.547563,2,150,90,0,"SM6H",250205000,10,"M/S",200,"11/04/2016 00:00","31/12/2599 23:59",232538.767313244,579943.026393541
"1191","NL","G383",NA,"HH2",53.200512,6.547563,2,150,0,0,"SM6H",250205000,10,"M/S",200,"11/04/2016 00:00","31/12/2599 23:59",232538.767313244,579943.026393541
"1192","NL","G383",NA,"HHZ",53.200512,6.547563,2,150,0,90,"SM6H",250205000,10,"M/S",200,"11/04/2016 00:00","31/12/2599 23:59",232538.767313244,579943.026393541
"1193","NL","G384",NA,"HH1",53.200512,6.547563,2,200,211,0,"SM6H",250205000,10,"M/S",200,"11/04/2016 00:00","31/12/2599 23:59",232538.767313244,579943.026393541
"1194","NL","G384",NA,"HH2",53.200512,6.547563,2,200,121,0,"SM6H",250205000,10,"M/S",200,"11/04/2016 00:00","31/12/2599 23:59",232538.767313244,579943.026393541
"1195","NL","G384",NA,"HHZ",53.200512,6.547563,2,200,0,90,"SM6H",250205000,10,"M/S",200,"11/04/2016 00:00","31/12/2599 23:59",232538.767313244,579943.026393541
"1196","NL","G390",NA,"HG1",53.22525,6.724121,2,0,10,0,"EpiS",106912.7668,1,"M/S**2",200,"24/10/2014 00:00","31/12/2599 23:59",244284.956362812,582900.290555095
"1197","NL","G390",NA,"HG2",53.22525,6.724121,2,0,100,0,"EpiS",106912.7668,1,"M/S**2",200,"24/10/2014 00:00","31/12/2599 23:59",244284.956362812,582900.290555095
"1198","NL","G390",NA,"HGZ",53.22525,6.724121,2,0,0,-90,"EpiS",106912.7668,1,"M/S**2",200,"24/10/2014 00:00","31/12/2599 23:59",244284.956362812,582900.290555095
"1199","NL","G391",NA,"HH1",53.22525,6.724121,2,50,222,0,"SM6H",250205000,10,"M/S",200,"24/10/2014 00:00","31/12/2599 23:59",244284.956362812,582900.290555095
"1200","NL","G391",NA,"HH2",53.22525,6.724121,2,50,132,0,"SM6H",250205000,10,"M/S",200,"24/10/2014 00:00","31/12/2599 23:59",244284.956362812,582900.290555095
"1201","NL","G391",NA,"HHZ",53.22525,6.724121,2,50,0,90,"SM6H",250205000,10,"M/S",200,"24/10/2014 00:00","31/12/2599 23:59",244284.956362812,582900.290555095
"1202","NL","G392",NA,"HH1",53.22525,6.724121,2,100,38,0,"SM6H",250205000,10,"M/S",200,"24/10/2014 00:00","31/12/2599 23:59",244284.956362812,582900.290555095
"1203","NL","G392",NA,"HH2",53.22525,6.724121,2,100,308,0,"SM6H",250205000,10,"M/S",200,"24/10/2014 00:00","31/12/2599 23:59",244284.956362812,582900.290555095
"1204","NL","G392",NA,"HHZ",53.22525,6.724121,2,100,0,90,"SM6H",250205000,10,"M/S",200,"24/10/2014 00:00","31/12/2599 23:59",244284.956362812,582900.290555095
"1205","NL","G393",NA,"HH1",53.22525,6.724121,2,150,57,0,"SM6H",250205000,10,"M/S",200,"24/10/2014 00:00","31/12/2599 23:59",244284.956362812,582900.290555095
"1206","NL","G393",NA,"HH2",53.22525,6.724121,2,150,327,0,"SM6H",250205000,10,"M/S",200,"24/10/2014 00:00","31/12/2599 23:59",244284.956362812,582900.290555095
"1207","NL","G393",NA,"HHZ",53.22525,6.724121,2,150,0,90,"SM6H",250205000,10,"M/S",200,"24/10/2014 00:00","31/12/2599 23:59",244284.956362812,582900.290555095
"1208","NL","G394",NA,"HH1",53.22525,6.724121,2,200,234,0,"SM6H",250205000,10,"M/S",200,"24/10/2014 00:00","31/12/2599 23:59",244284.956362812,582900.290555095
"1209","NL","G394",NA,"HH2",53.22525,6.724121,2,200,144,0,"SM6H",250205000,10,"M/S",200,"24/10/2014 00:00","31/12/2599 23:59",244284.956362812,582900.290555095
"1210","NL","G394",NA,"HHZ",53.22525,6.724121,2,200,0,90,"SM6H",250205000,10,"M/S",200,"24/10/2014 00:00","31/12/2599 23:59",244284.956362812,582900.290555095
"1211","NL","G400",NA,"HG1",53.22501,6.809874,2,0,352,0,"EpiS",106912.7668,1,"M/S**2",200,"24/10/2014 00:00","31/12/2599 23:59",250011.93396803,582983.303817293
"1212","NL","G400",NA,"HG2",53.22501,6.809874,2,0,82,0,"EpiS",106912.7668,1,"M/S**2",200,"24/10/2014 00:00","31/12/2599 23:59",250011.93396803,582983.303817293
"1213","NL","G400",NA,"HGZ",53.22501,6.809874,2,0,0,-90,"EpiS",106912.7668,1,"M/S**2",200,"24/10/2014 00:00","31/12/2599 23:59",250011.93396803,582983.303817293
"1214","NL","G401",NA,"HH1",53.22501,6.809874,2,50,336,0,"SM6H",250205000,10,"M/S",200,"24/10/2014 00:00","31/12/2599 23:59",250011.93396803,582983.303817293
"1215","NL","G401",NA,"HH2",53.22501,6.809874,2,50,246,0,"SM6H",250205000,10,"M/S",200,"24/10/2014 00:00","31/12/2599 23:59",250011.93396803,582983.303817293
"1216","NL","G401",NA,"HHZ",53.22501,6.809874,2,50,0,90,"SM6H",250205000,10,"M/S",200,"24/10/2014 00:00","31/12/2599 23:59",250011.93396803,582983.303817293
"1217","NL","G402",NA,"HH1",53.22501,6.809874,2,100,182,0,"SM6H",250205000,10,"M/S",200,"24/10/2014 00:00","31/12/2599 23:59",250011.93396803,582983.303817293
"1218","NL","G402",NA,"HH2",53.22501,6.809874,2,100,92,0,"SM6H",250205000,10,"M/S",200,"24/10/2014 00:00","31/12/2599 23:59",250011.93396803,582983.303817293
"1219","NL","G402",NA,"HHZ",53.22501,6.809874,2,100,0,90,"SM6H",250205000,10,"M/S",200,"24/10/2014 00:00","31/12/2599 23:59",250011.93396803,582983.303817293
"1220","NL","G403",NA,"HH1",53.22501,6.809874,2,150,299,0,"SM6H",250205000,10,"M/S",200,"24/10/2014 00:00","31/12/2599 23:59",250011.93396803,582983.303817293
"1221","NL","G403",NA,"HH2",53.22501,6.809874,2,150,209,0,"SM6H",250205000,10,"M/S",200,"24/10/2014 00:00","31/12/2599 23:59",250011.93396803,582983.303817293
"1222","NL","G403",NA,"HHZ",53.22501,6.809874,2,150,0,90,"SM6H",250205000,10,"M/S",200,"24/10/2014 00:00","31/12/2599 23:59",250011.93396803,582983.303817293
"1223","NL","G404",NA,"HH1",53.22501,6.809874,2,200,230,0,"SM6H",250205000,10,"M/S",200,"24/10/2014 00:00","31/12/2599 23:59",250011.93396803,582983.303817293
"1224","NL","G404",NA,"HH2",53.22501,6.809874,2,200,140,0,"SM6H",250205000,10,"M/S",200,"24/10/2014 00:00","31/12/2599 23:59",250011.93396803,582983.303817293
"1225","NL","G404",NA,"HHZ",53.22501,6.809874,2,200,0,90,"SM6H",250205000,10,"M/S",200,"24/10/2014 00:00","31/12/2599 23:59",250011.93396803,582983.303817293
"1226","NL","G410",NA,"HG1",53.223434,6.891867,2,0,336,0,"EpiS",106912.7668,1,"M/S**2",200,"22/09/2015 00:00","31/12/2599 23:59",255490.902427969,582919.222870765
"1227","NL","G410",NA,"HG2",53.223434,6.891867,2,0,66,0,"EpiS",106912.7668,1,"M/S**2",200,"22/09/2015 00:00","31/12/2599 23:59",255490.902427969,582919.222870765
"1228","NL","G410",NA,"HGZ",53.223434,6.891867,2,0,0,-90,"EpiS",106912.7668,1,"M/S**2",200,"22/09/2015 00:00","31/12/2599 23:59",255490.902427969,582919.222870765
"1229","NL","G411",NA,"HH1",53.223434,6.891867,2,50,347,0,"SM6H",250205000,10,"M/S",200,"22/09/2015 00:00","31/12/2599 23:59",255490.902427969,582919.222870765
"1230","NL","G411",NA,"HH2",53.223434,6.891867,2,50,257,0,"SM6H",250205000,10,"M/S",200,"22/09/2015 00:00","31/12/2599 23:59",255490.902427969,582919.222870765
"1231","NL","G411",NA,"HHZ",53.223434,6.891867,2,50,0,90,"SM6H",250205000,10,"M/S",200,"22/09/2015 00:00","31/12/2599 23:59",255490.902427969,582919.222870765
"1232","NL","G412",NA,"HH1",53.223434,6.891867,2,100,122,0,"SM6H",250205000,10,"M/S",200,"22/09/2015 00:00","31/12/2599 23:59",255490.902427969,582919.222870765
"1233","NL","G412",NA,"HH2",53.223434,6.891867,2,100,32,0,"SM6H",250205000,10,"M/S",200,"22/09/2015 00:00","31/12/2599 23:59",255490.902427969,582919.222870765
"1234","NL","G412",NA,"HHZ",53.223434,6.891867,2,100,0,90,"SM6H",250205000,10,"M/S",200,"22/09/2015 00:00","31/12/2599 23:59",255490.902427969,582919.222870765
"1235","NL","G413",NA,"HH1",53.223434,6.891867,2,150,296,0,"SM6H",250205000,10,"M/S",200,"22/09/2015 00:00","31/12/2599 23:59",255490.902427969,582919.222870765
"1236","NL","G413",NA,"HH2",53.223434,6.891867,2,150,206,0,"SM6H",250205000,10,"M/S",200,"22/09/2015 00:00","31/12/2599 23:59",255490.902427969,582919.222870765
"1237","NL","G413",NA,"HHZ",53.223434,6.891867,2,150,0,90,"SM6H",250205000,10,"M/S",200,"22/09/2015 00:00","31/12/2599 23:59",255490.902427969,582919.222870765
"1238","NL","G414",NA,"HH1",53.223434,6.891867,2,200,113,0,"SM6H",250205000,10,"M/S",200,"22/09/2015 00:00","31/12/2599 23:59",255490.902427969,582919.222870765
"1239","NL","G414",NA,"HH2",53.223434,6.891867,2,200,23,0,"SM6H",250205000,10,"M/S",200,"22/09/2015 00:00","31/12/2599 23:59",255490.902427969,582919.222870765
"1240","NL","G414",NA,"HHZ",53.223434,6.891867,2,200,0,90,"SM6H",250205000,10,"M/S",200,"22/09/2015 00:00","31/12/2599 23:59",255490.902427969,582919.222870765
"1241","NL","G420",NA,"HG1",53.221687,6.988649,2,0,12,0,"EpiS",106912.7668,1,"M/S**2",200,"11/02/2015 00:00","31/12/2599 23:59",261958.221553049,582864.215800256
"1242","NL","G420",NA,"HG2",53.221687,6.988649,2,0,102,0,"EpiS",106912.7668,1,"M/S**2",200,"11/02/2015 00:00","31/12/2599 23:59",261958.221553049,582864.215800256
"1243","NL","G420",NA,"HGZ",53.221687,6.988649,2,0,0,-90,"EpiS",106912.7668,1,"M/S**2",200,"11/02/2015 00:00","31/12/2599 23:59",261958.221553049,582864.215800256
"1244","NL","G421",NA,"HH1",53.221687,6.988649,2,50,201,0,"SM6H",250205000,10,"M/S",200,"11/02/2015 00:00","31/12/2599 23:59",261958.221553049,582864.215800256
