"","X.Network","Station","Location","Channel","Latitude","Longitude","Elevation","Depth","Azimuth","Dip","SensorDescription","Scale","ScaleFreq","ScaleUnits","SampleRate","StartTime","EndTime","End_date"
"1109","NL","G354",NA,"HHZ",53.254936,6.862136,2,200,0,90,"SM6H",2.5e+08,10,"M/S",200,"2017-04-04T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1110","NL","G360",NA,"HG1",53.26505,6.924454,2,0,9.4,0,"EpiS",106912.7668,1,"M/S**2",200,"2015-12-07T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1111","NL","G360",NA,"HG2",53.26505,6.924454,2,0,99.4,0,"EpiS",106912.7668,1,"M/S**2",200,"2015-12-07T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1112","NL","G360",NA,"HGZ",53.26505,6.924454,2,0,0,-90,"EpiS",106912.7668,1,"M/S**2",200,"2015-12-07T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1113","NL","G361",NA,"HH1",53.26505,6.924454,2,50,354.4,0,"SM6H",2.5e+08,10,"M/S",200,"2015-12-07T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1114","NL","G361",NA,"HH2",53.26505,6.924454,2,50,264.4,0,"SM6H",2.5e+08,10,"M/S",200,"2015-12-07T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1115","NL","G361",NA,"HHZ",53.26505,6.924454,2,50,0,90,"SM6H",2.5e+08,10,"M/S",200,"2015-12-07T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1116","NL","G362",NA,"HH1",53.26505,6.924454,2,100,177.2,0,"SM6H",2.5e+08,10,"M/S",200,"2015-12-07T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1117","NL","G362",NA,"HH2",53.26505,6.924454,2,100,87.2,0,"SM6H",2.5e+08,10,"M/S",200,"2015-12-07T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1118","NL","G362",NA,"HHZ",53.26505,6.924454,2,100,0,90,"SM6H",2.5e+08,10,"M/S",200,"2015-12-07T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1119","NL","G363",NA,"HH1",53.26505,6.924454,2,150,291.4,0,"SM6H",2.5e+08,10,"M/S",200,"2015-12-07T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1120","NL","G363",NA,"HH2",53.26505,6.924454,2,150,201.4,0,"SM6H",2.5e+08,10,"M/S",200,"2015-12-07T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1121","NL","G363",NA,"HHZ",53.26505,6.924454,2,150,0,90,"SM6H",2.5e+08,10,"M/S",200,"2015-12-07T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1122","NL","G364",NA,"HH1",53.26505,6.924454,2,200,61.9,0,"SM6H",2.5e+08,10,"M/S",200,"2015-12-07T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1123","NL","G364",NA,"HH2",53.26505,6.924454,2,200,331.9,0,"SM6H",2.5e+08,10,"M/S",200,"2015-12-07T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1124","NL","G364",NA,"HHZ",53.26505,6.924454,2,200,0,90,"SM6H",2.5e+08,10,"M/S",200,"2015-12-07T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1125","NL","G370",NA,"HG1",53.273952,7.035,2,0,183.8,0,"EpiS",106912.7668,1,"M/S**2",200,"2015-12-02T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1126","NL","G370",NA,"HG2",53.273952,7.035,2,0,273.8,0,"EpiS",106912.7668,1,"M/S**2",200,"2015-12-02T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1127","NL","G370",NA,"HGZ",53.273952,7.035,2,0,0,-90,"EpiS",106912.7668,1,"M/S**2",200,"2015-12-02T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1128","NL","G371",NA,"HH1",53.273952,7.035,2,50,79.4,0,"SM6H",2.5e+08,10,"M/S",200,"2015-12-02T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1129","NL","G371",NA,"HH2",53.273952,7.035,2,50,349.4,0,"SM6H",2.5e+08,10,"M/S",200,"2015-12-02T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1130","NL","G371",NA,"HHZ",53.273952,7.035,2,50,0,90,"SM6H",2.5e+08,10,"M/S",200,"2015-12-02T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1131","NL","G372",NA,"HH1",53.273952,7.035,2,100,131.5,0,"SM6H",2.5e+08,10,"M/S",200,"2015-12-02T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1132","NL","G372",NA,"HH2",53.273952,7.035,2,100,41.5,0,"SM6H",2.5e+08,10,"M/S",200,"2015-12-02T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1133","NL","G372",NA,"HHZ",53.273952,7.035,2,100,0,90,"SM6H",2.5e+08,10,"M/S",200,"2015-12-02T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1134","NL","G373",NA,"HH1",53.273952,7.035,2,150,101.5,0,"SM6H",2.5e+08,10,"M/S",200,"2015-12-02T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1135","NL","G373",NA,"HH2",53.273952,7.035,2,150,11.5,0,"SM6H",2.5e+08,10,"M/S",200,"2015-12-02T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1136","NL","G373",NA,"HHZ",53.273952,7.035,2,150,0,90,"SM6H",2.5e+08,10,"M/S",200,"2015-12-02T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1137","NL","G374",NA,"HH1",53.273952,7.035,2,200,121.3,0,"SM6H",2.5e+08,10,"M/S",200,"2015-12-02T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1138","NL","G374",NA,"HH2",53.273952,7.035,2,200,31.3,0,"SM6H",2.5e+08,10,"M/S",200,"2015-12-02T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1139","NL","G374",NA,"HHZ",53.273952,7.035,2,200,0,90,"SM6H",2.5e+08,10,"M/S",200,"2015-12-02T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1140","NL","G380",NA,"HG1",53.200512,6.547563,2,0,4.4,0,"EpiS",106912.7668,1,"M/S**2",200,"2016-04-11T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1141","NL","G380",NA,"HG2",53.200512,6.547563,2,0,94.4,0,"EpiS",106912.7668,1,"M/S**2",200,"2016-04-11T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1142","NL","G380",NA,"HGZ",53.200512,6.547563,2,0,0,-90,"EpiS",106912.7668,1,"M/S**2",200,"2016-04-11T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1143","NL","G381",NA,"HH1",53.200512,6.547563,2,50,336.7,0,"SM6H",2.5e+08,10,"M/S",200,"2016-04-11T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1144","NL","G381",NA,"HH2",53.200512,6.547563,2,50,246.7,0,"SM6H",2.5e+08,10,"M/S",200,"2016-04-11T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1145","NL","G381",NA,"HHZ",53.200512,6.547563,2,50,0,90,"SM6H",2.5e+08,10,"M/S",200,"2016-04-11T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1146","NL","G382",NA,"HH1",53.200512,6.547563,2,100,95.5,0,"SM6H",2.5e+08,10,"M/S",200,"2016-04-11T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1147","NL","G382",NA,"HH2",53.200512,6.547563,2,100,5.5,0,"SM6H",2.5e+08,10,"M/S",200,"2016-04-11T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1148","NL","G382",NA,"HHZ",53.200512,6.547563,2,100,0,90,"SM6H",2.5e+08,10,"M/S",200,"2016-04-11T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1149","NL","G383",NA,"HH1",53.200512,6.547563,2,150,90,0,"SM6H",2.5e+08,10,"M/S",200,"2016-04-11T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1150","NL","G383",NA,"HH2",53.200512,6.547563,2,150,0,0,"SM6H",2.5e+08,10,"M/S",200,"2016-04-11T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1151","NL","G383",NA,"HHZ",53.200512,6.547563,2,150,0,90,"SM6H",2.5e+08,10,"M/S",200,"2016-04-11T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1152","NL","G384",NA,"HH1",53.200512,6.547563,2,200,210.9,0,"SM6H",2.5e+08,10,"M/S",200,"2016-04-11T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1153","NL","G384",NA,"HH2",53.200512,6.547563,2,200,120.9,0,"SM6H",2.5e+08,10,"M/S",200,"2016-04-11T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1154","NL","G384",NA,"HHZ",53.200512,6.547563,2,200,0,90,"SM6H",2.5e+08,10,"M/S",200,"2016-04-11T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1155","NL","G390",NA,"HG1",53.22525,6.724121,2,0,9.9,0,"EpiS",106912.7668,1,"M/S**2",200,"2014-10-24T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1156","NL","G390",NA,"HG2",53.22525,6.724121,2,0,99.9,0,"EpiS",106912.7668,1,"M/S**2",200,"2014-10-24T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1157","NL","G390",NA,"HGZ",53.22525,6.724121,2,0,0,-90,"EpiS",106912.7668,1,"M/S**2",200,"2014-10-24T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1158","NL","G391",NA,"HH1",53.22525,6.724121,2,50,222,0,"SM6H",2.5e+08,10,"M/S",200,"2014-10-24T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1159","NL","G391",NA,"HH2",53.22525,6.724121,2,50,132,0,"SM6H",2.5e+08,10,"M/S",200,"2014-10-24T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1160","NL","G391",NA,"HHZ",53.22525,6.724121,2,50,0,90,"SM6H",2.5e+08,10,"M/S",200,"2014-10-24T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1161","NL","G392",NA,"HH1",53.22525,6.724121,2,100,37.9,0,"SM6H",2.5e+08,10,"M/S",200,"2014-10-24T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1162","NL","G392",NA,"HH2",53.22525,6.724121,2,100,307.9,0,"SM6H",2.5e+08,10,"M/S",200,"2014-10-24T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1163","NL","G392",NA,"HHZ",53.22525,6.724121,2,100,0,90,"SM6H",2.5e+08,10,"M/S",200,"2014-10-24T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1164","NL","G393",NA,"HH1",53.22525,6.724121,2,150,57,0,"SM6H",2.5e+08,10,"M/S",200,"2014-10-24T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1165","NL","G393",NA,"HH2",53.22525,6.724121,2,150,327,0,"SM6H",2.5e+08,10,"M/S",200,"2014-10-24T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1166","NL","G393",NA,"HHZ",53.22525,6.724121,2,150,0,90,"SM6H",2.5e+08,10,"M/S",200,"2014-10-24T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1167","NL","G394",NA,"HH1",53.22525,6.724121,2,200,233.5,0,"SM6H",2.5e+08,10,"M/S",200,"2014-10-24T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1168","NL","G394",NA,"HH2",53.22525,6.724121,2,200,143.5,0,"SM6H",2.5e+08,10,"M/S",200,"2014-10-24T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1169","NL","G394",NA,"HHZ",53.22525,6.724121,2,200,0,90,"SM6H",2.5e+08,10,"M/S",200,"2014-10-24T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1170","NL","G400",NA,"HG1",53.22501,6.809874,2,0,352.5,0,"EpiS",106912.7668,1,"M/S**2",200,"2014-10-24T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1171","NL","G400",NA,"HG2",53.22501,6.809874,2,0,82.5,0,"EpiS",106912.7668,1,"M/S**2",200,"2014-10-24T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1172","NL","G400",NA,"HGZ",53.22501,6.809874,2,0,0,-90,"EpiS",106912.7668,1,"M/S**2",200,"2014-10-24T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1173","NL","G401",NA,"HH1",53.22501,6.809874,2,50,335.6,0,"SM6H",2.5e+08,10,"M/S",200,"2014-10-24T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1174","NL","G401",NA,"HH2",53.22501,6.809874,2,50,245.6,0,"SM6H",2.5e+08,10,"M/S",200,"2014-10-24T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1175","NL","G401",NA,"HHZ",53.22501,6.809874,2,50,0,90,"SM6H",2.5e+08,10,"M/S",200,"2014-10-24T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1176","NL","G402",NA,"HH1",53.22501,6.809874,2,100,181.8,0,"SM6H",2.5e+08,10,"M/S",200,"2014-10-24T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1177","NL","G402",NA,"HH2",53.22501,6.809874,2,100,91.8,0,"SM6H",2.5e+08,10,"M/S",200,"2014-10-24T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1178","NL","G402",NA,"HHZ",53.22501,6.809874,2,100,0,90,"SM6H",2.5e+08,10,"M/S",200,"2014-10-24T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1179","NL","G403",NA,"HH1",53.22501,6.809874,2,150,299.3,0,"SM6H",2.5e+08,10,"M/S",200,"2014-10-24T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1180","NL","G403",NA,"HH2",53.22501,6.809874,2,150,209.3,0,"SM6H",2.5e+08,10,"M/S",200,"2014-10-24T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1181","NL","G403",NA,"HHZ",53.22501,6.809874,2,150,0,90,"SM6H",2.5e+08,10,"M/S",200,"2014-10-24T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1182","NL","G404",NA,"HH1",53.22501,6.809874,2,200,230.3,0,"SM6H",2.5e+08,10,"M/S",200,"2014-10-24T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1183","NL","G404",NA,"HH2",53.22501,6.809874,2,200,140.3,0,"SM6H",2.5e+08,10,"M/S",200,"2014-10-24T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1184","NL","G404",NA,"HHZ",53.22501,6.809874,2,200,0,90,"SM6H",2.5e+08,10,"M/S",200,"2014-10-24T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1185","NL","G410",NA,"HG1",53.223434,6.891867,2,0,336.3,0,"EpiS",106912.7668,1,"M/S**2",200,"2015-09-22T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1186","NL","G410",NA,"HG2",53.223434,6.891867,2,0,66.3,0,"EpiS",106912.7668,1,"M/S**2",200,"2015-09-22T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1187","NL","G410",NA,"HGZ",53.223434,6.891867,2,0,0,-90,"EpiS",106912.7668,1,"M/S**2",200,"2015-09-22T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1188","NL","G411",NA,"HH1",53.223434,6.891867,2,50,346.9,0,"SM6H",2.5e+08,10,"M/S",200,"2015-09-22T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1189","NL","G411",NA,"HH2",53.223434,6.891867,2,50,256.9,0,"SM6H",2.5e+08,10,"M/S",200,"2015-09-22T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1190","NL","G411",NA,"HHZ",53.223434,6.891867,2,50,0,90,"SM6H",2.5e+08,10,"M/S",200,"2015-09-22T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1191","NL","G412",NA,"HH1",53.223434,6.891867,2,100,121.7,0,"SM6H",2.5e+08,10,"M/S",200,"2015-09-22T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1192","NL","G412",NA,"HH2",53.223434,6.891867,2,100,31.7,0,"SM6H",2.5e+08,10,"M/S",200,"2015-09-22T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1193","NL","G412",NA,"HHZ",53.223434,6.891867,2,100,0,90,"SM6H",2.5e+08,10,"M/S",200,"2015-09-22T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1194","NL","G413",NA,"HH1",53.223434,6.891867,2,150,295.6,0,"SM6H",2.5e+08,10,"M/S",200,"2015-09-22T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1195","NL","G413",NA,"HH2",53.223434,6.891867,2,150,205.6,0,"SM6H",2.5e+08,10,"M/S",200,"2015-09-22T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1196","NL","G413",NA,"HHZ",53.223434,6.891867,2,150,0,90,"SM6H",2.5e+08,10,"M/S",200,"2015-09-22T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1197","NL","G414",NA,"HH1",53.223434,6.891867,2,200,113.2,0,"SM6H",2.5e+08,10,"M/S",200,"2015-09-22T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1198","NL","G414",NA,"HH2",53.223434,6.891867,2,200,23.2,0,"SM6H",2.5e+08,10,"M/S",200,"2015-09-22T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1199","NL","G414",NA,"HHZ",53.223434,6.891867,2,200,0,90,"SM6H",2.5e+08,10,"M/S",200,"2015-09-22T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1200","NL","G420",NA,"HG1",53.221687,6.988649,2,0,12.5,0,"EpiS",106912.7668,1,"M/S**2",200,"2015-02-11T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1201","NL","G420",NA,"HG2",53.221687,6.988649,2,0,102.5,0,"EpiS",106912.7668,1,"M/S**2",200,"2015-02-11T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1202","NL","G420",NA,"HGZ",53.221687,6.988649,2,0,0,-90,"EpiS",106912.7668,1,"M/S**2",200,"2015-02-11T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1203","NL","G421",NA,"HH1",53.221687,6.988649,2,50,200.6,0,"SM6H",2.5e+08,10,"M/S",200,"2015-02-11T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1204","NL","G421",NA,"HH2",53.221687,6.988649,2,50,110.6,0,"SM6H",2.5e+08,10,"M/S",200,"2015-02-11T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1205","NL","G421",NA,"HHZ",53.221687,6.988649,2,50,0,90,"SM6H",2.5e+08,10,"M/S",200,"2015-02-11T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1206","NL","G422",NA,"HH1",53.221687,6.988649,2,100,266.9,0,"SM6H",2.5e+08,10,"M/S",200,"2015-02-11T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1207","NL","G422",NA,"HH2",53.221687,6.988649,2,100,176.9,0,"SM6H",2.5e+08,10,"M/S",200,"2015-02-11T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1208","NL","G422",NA,"HHZ",53.221687,6.988649,2,100,0,90,"SM6H",2.5e+08,10,"M/S",200,"2015-02-11T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1209","NL","G423",NA,"HH1",53.221687,6.988649,2,150,203,0,"SM6H",2.5e+08,10,"M/S",200,"2015-02-11T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1210","NL","G423",NA,"HH2",53.221687,6.988649,2,150,113,0,"SM6H",2.5e+08,10,"M/S",200,"2015-02-11T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1211","NL","G423",NA,"HHZ",53.221687,6.988649,2,150,0,90,"SM6H",2.5e+08,10,"M/S",200,"2015-02-11T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1212","NL","G424",NA,"HH1",53.221687,6.988649,2,200,253.5,0,"SM6H",2.5e+08,10,"M/S",200,"2015-02-11T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1213","NL","G424",NA,"HH2",53.221687,6.988649,2,200,163.5,0,"SM6H",2.5e+08,10,"M/S",200,"2015-02-11T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1214","NL","G424",NA,"HHZ",53.221687,6.988649,2,200,0,90,"SM6H",2.5e+08,10,"M/S",200,"2015-02-11T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1215","NL","G430",NA,"HG1",53.231853,7.079074,2,0,13.5,0,"EpiS",106912.7668,1,"M/S**2",200,"2015-06-25T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1216","NL","G430",NA,"HG2",53.231853,7.079074,2,0,103.5,0,"EpiS",106912.7668,1,"M/S**2",200,"2015-06-25T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1217","NL","G430",NA,"HGZ",53.231853,7.079074,2,0,0,-90,"EpiS",106912.7668,1,"M/S**2",200,"2015-06-25T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1218","NL","G431",NA,"HH1",53.231853,7.079074,2,50,356.8,0,"SM6H",2.5e+08,10,"M/S",200,"2015-06-25T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1219","NL","G431",NA,"HH2",53.231853,7.079074,2,50,266.8,0,"SM6H",2.5e+08,10,"M/S",200,"2015-06-25T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1220","NL","G431",NA,"HHZ",53.231853,7.079074,2,50,0,90,"SM6H",2.5e+08,10,"M/S",200,"2015-06-25T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1221","NL","G432",NA,"HH1",53.231853,7.079074,2,100,356,0,"SM6H",2.5e+08,10,"M/S",200,"2015-06-25T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1222","NL","G432",NA,"HH2",53.231853,7.079074,2,100,266,0,"SM6H",2.5e+08,10,"M/S",200,"2015-06-25T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1223","NL","G432",NA,"HHZ",53.231853,7.079074,2,100,0,90,"SM6H",2.5e+08,10,"M/S",200,"2015-06-25T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1224","NL","G433",NA,"HH1",53.231853,7.079074,2,150,25.7,0,"SM6H",2.5e+08,10,"M/S",200,"2015-06-25T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1225","NL","G433",NA,"HH2",53.231853,7.079074,2,150,295.7,0,"SM6H",2.5e+08,10,"M/S",200,"2015-06-25T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1226","NL","G433",NA,"HHZ",53.231853,7.079074,2,150,0,90,"SM6H",2.5e+08,10,"M/S",200,"2015-06-25T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1227","NL","G434",NA,"HH1",53.231853,7.079074,2,200,244.5,0,"SM6H",2.5e+08,10,"M/S",200,"2015-06-25T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1228","NL","G434",NA,"HH2",53.231853,7.079074,2,200,154.5,0,"SM6H",2.5e+08,10,"M/S",200,"2015-06-25T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1229","NL","G434",NA,"HHZ",53.231853,7.079074,2,200,0,90,"SM6H",2.5e+08,10,"M/S",200,"2015-06-25T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1230","NL","G440",NA,"HG1",53.204193,6.683958,2,0,22.1,0,"EpiS",106912.7668,1,"M/S**2",200,"2015-02-11T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1231","NL","G440",NA,"HG2",53.204193,6.683958,2,0,112.1,0,"EpiS",106912.7668,1,"M/S**2",200,"2015-02-11T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1232","NL","G440",NA,"HGZ",53.204193,6.683958,2,0,0,-90,"EpiS",106912.7668,1,"M/S**2",200,"2015-02-11T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1233","NL","G441",NA,"HH1",53.204193,6.683958,2,50,90,0,"SM6H",2.5e+08,10,"M/S",200,"2015-02-11T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1234","NL","G441",NA,"HH2",53.204193,6.683958,2,50,0,0,"SM6H",2.5e+08,10,"M/S",200,"2015-02-11T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1235","NL","G441",NA,"HHZ",53.204193,6.683958,2,50,0,90,"SM6H",2.5e+08,10,"M/S",200,"2015-02-11T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1236","NL","G442",NA,"HH1",53.204193,6.683958,2,100,74.2,0,"SM6H",2.5e+08,10,"M/S",200,"2015-02-11T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1237","NL","G442",NA,"HH2",53.204193,6.683958,2,100,344.2,0,"SM6H",2.5e+08,10,"M/S",200,"2015-02-11T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1238","NL","G442",NA,"HHZ",53.204193,6.683958,2,100,0,90,"SM6H",2.5e+08,10,"M/S",200,"2015-02-11T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1239","NL","G443",NA,"HH1",53.204193,6.683958,2,150,17.1,0,"SM6H",2.5e+08,10,"M/S",200,"2015-02-11T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1240","NL","G443",NA,"HH2",53.204193,6.683958,2,150,287.1,0,"SM6H",2.5e+08,10,"M/S",200,"2015-02-11T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1241","NL","G443",NA,"HHZ",53.204193,6.683958,2,150,0,90,"SM6H",2.5e+08,10,"M/S",200,"2015-02-11T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1242","NL","G444",NA,"HH1",53.204193,6.683958,2,200,324.2,0,"SM6H",2.5e+08,10,"M/S",200,"2015-02-11T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1243","NL","G444",NA,"HH2",53.204193,6.683958,2,200,234.2,0,"SM6H",2.5e+08,10,"M/S",200,"2015-02-11T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1244","NL","G444",NA,"HHZ",53.204193,6.683958,2,200,0,90,"SM6H",2.5e+08,10,"M/S",200,"2015-02-11T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1245","NL","G450",NA,"HG1",53.199535,6.764478,2,0,5.5,0,"EpiS",106912.7668,1,"M/S**2",200,"2014-10-23T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1246","NL","G450",NA,"HG2",53.199535,6.764478,2,0,95.5,0,"EpiS",106912.7668,1,"M/S**2",200,"2014-10-23T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1247","NL","G450",NA,"HGZ",53.199535,6.764478,2,0,0,-90,"EpiS",106912.7668,1,"M/S**2",200,"2014-10-23T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1248","NL","G451",NA,"HH1",53.199535,6.764478,2,50,149,0,"SM6H",2.5e+08,10,"M/S",200,"2014-10-23T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1249","NL","G451",NA,"HH2",53.199535,6.764478,2,50,59,0,"SM6H",2.5e+08,10,"M/S",200,"2014-10-23T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1250","NL","G451",NA,"HHZ",53.199535,6.764478,2,50,0,90,"SM6H",2.5e+08,10,"M/S",200,"2014-10-23T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1251","NL","G452",NA,"HH1",53.199535,6.764478,2,100,69.9,0,"SM6H",2.5e+08,10,"M/S",200,"2014-10-23T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1252","NL","G452",NA,"HH2",53.199535,6.764478,2,100,339.9,0,"SM6H",2.5e+08,10,"M/S",200,"2014-10-23T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1253","NL","G452",NA,"HHZ",53.199535,6.764478,2,100,0,90,"SM6H",2.5e+08,10,"M/S",200,"2014-10-23T00:00:00","2599-12-31T23:59:59","2599-12-31"
"1254","NL","G453",NA,"HH1",53.199535,6.764478,2,150,190.2,0,"SM6H",2.5e+08,10,"M/S",200,"2014-10-23T00:00:00","2599-12-31T23:59:59","2599-12-31"
