,X.Network,Station,Channel,Latitude,Longitude,Elevation,Depth,StartTime,EndTime,Xcoord,Ycoord,Start_date,End_date
147,NL,BOWW,HGN,53.34053,6.8125,1,0,01/10/2013 00:00,31/12/2599 23:59,249932.7742,595841.4772,01/10/2013,31/12/2599
148,NL,BOWW,HGZ,53.34053,6.8125,1,0,01/10/2013 00:00,31/12/2599 23:59,249932.7742,595841.4772,01/10/2013,31/12/2599
149,NL,BRSW,HGE,52.842316,7.032279,12.5,0,28/02/2019 00:00,31/12/2599 23:59,265834.8797,540719.9262,28/02/2019,31/12/2599
150,NL,BRSW,HGN,52.842316,7.032279,12.5,0,28/02/2019 00:00,31/12/2599 23:59,265834.8797,540719.9262,28/02/2019,31/12/2599
151,NL,BRSW,HGZ,52.842316,7.032279,12.5,0,28/02/2019 00:00,31/12/2599 23:59,265834.8797,540719.9262,28/02/2019,31/12/2599
154,NL,BRTL,HGZ,53.237996,6.393218,-0.1,0,20/05/2022 00:00,31/12/2599 23:59,222167.1711,583959.2347,20/05/2022,31/12/2599
152,NL,BRTL,HG1,53.237996,6.393218,-0.1,0,20/05/2022 00:00,31/12/2599 23:59,222167.1711,583959.2347,20/05/2022,31/12/2599
153,NL,BRTL,HG2,53.237996,6.393218,-0.1,0,20/05/2022 00:00,31/12/2599 23:59,222167.1711,583959.2347,20/05/2022,31/12/2599
155,NL,BSTD,HGE,53.312297,6.692137,1,0,17/09/2014 00:00,11/06/2015 00:00,241973.5175,592547.6047,17/09/2014,11/06/2015
156,NL,BSTD,HGE,53.312297,6.692137,1,0,11/06/2015 00:00,07/10/2015 12:25,241973.5175,592547.6047,11/06/2015,07/10/2015
157,NL,BSTD,HGE,53.312297,6.692137,1,0,07/10/2015 12:25,23/10/2015 11:03,241973.5175,592547.6047,07/10/2015,23/10/2015
158,NL,BSTD,HGE,53.312297,6.692137,1,0,23/10/2015 11:03,05/12/2019 13:00,241973.5175,592547.6047,23/10/2015,05/12/2019
167,NL,BSTD,HGE,53.31215,6.692101,1,0,05/12/2019 13:00,31/12/2599 23:59,241971.4148,592531.203,05/12/2019,31/12/2599
159,NL,BSTD,HGN,53.312297,6.692137,1,0,17/09/2014 00:00,11/06/2015 00:00,241973.5175,592547.6047,17/09/2014,11/06/2015
160,NL,BSTD,HGN,53.312297,6.692137,1,0,11/06/2015 00:00,07/10/2015 12:25,241973.5175,592547.6047,11/06/2015,07/10/2015
161,NL,BSTD,HGN,53.312297,6.692137,1,0,07/10/2015 12:25,23/10/2015 11:03,241973.5175,592547.6047,07/10/2015,23/10/2015
162,NL,BSTD,HGN,53.312297,6.692137,1,0,23/10/2015 11:03,05/12/2019 13:00,241973.5175,592547.6047,23/10/2015,05/12/2019
168,NL,BSTD,HGN,53.31215,6.692101,1,0,05/12/2019 13:00,31/12/2599 23:59,241971.4148,592531.203,05/12/2019,31/12/2599
163,NL,BSTD,HGZ,53.312297,6.692137,1,0,17/09/2014 00:00,11/06/2015 00:00,241973.5175,592547.6047,17/09/2014,11/06/2015
164,NL,BSTD,HGZ,53.312297,6.692137,1,0,11/06/2015 00:00,07/10/2015 12:25,241973.5175,592547.6047,11/06/2015,07/10/2015
165,NL,BSTD,HGZ,53.312297,6.692137,1,0,07/10/2015 12:25,23/10/2015 11:03,241973.5175,592547.6047,07/10/2015,23/10/2015
166,NL,BSTD,HGZ,53.312297,6.692137,1,0,23/10/2015 11:03,05/12/2019 13:00,241973.5175,592547.6047,23/10/2015,05/12/2019
169,NL,BSTD,HGZ,53.31215,6.692101,1,0,05/12/2019 13:00,31/12/2599 23:59,241971.4148,592531.203,05/12/2019,31/12/2599
170,NL,BUHZ,HGE,53.40704,6.67266,2,0,07/10/2013 00:00,06/12/2019 00:00,240487.1078,603067.5024,07/10/2013,06/12/2019
171,NL,BUHZ,HGN,53.40704,6.67266,2,0,07/10/2013 00:00,06/12/2019 00:00,240487.1078,603067.5024,07/10/2013,06/12/2019
172,NL,BUHZ,HGZ,53.40704,6.67266,2,0,07/10/2013 00:00,06/12/2019 00:00,240487.1078,603067.5024,07/10/2013,06/12/2019
173,NL,BWIN,HGE,53.3112,6.74837,1,0,17/09/2014 00:00,07/12/2019 00:00,245723.4446,592494.9436,17/09/2014,07/12/2019
174,NL,BWIN,HGN,53.3112,6.74837,1,0,17/09/2014 00:00,07/12/2019 00:00,245723.4446,592494.9436,17/09/2014,07/12/2019
175,NL,BWIN,HGZ,53.3112,6.74837,1,0,17/09/2014 00:00,07/12/2019 00:00,245723.4446,592494.9436,17/09/2014,07/12/2019
176,NL,BWIR,HGE,53.32257,6.7861,0,0,24/09/2013 00:00,31/12/2599 23:59,248213.3896,593808.3977,24/09/2013,31/12/2599
177,NL,BWIR,HGN,53.32257,6.7861,0,0,24/09/2013 00:00,31/12/2599 23:59,248213.3896,593808.3977,24/09/2013,31/12/2599
178,NL,BWIR,HGZ,53.32257,6.7861,0,0,24/09/2013 00:00,31/12/2599 23:59,248213.3896,593808.3977,24/09/2013,31/12/2599
179,NL,BWSE,HGE,53.34442,6.70989,1,0,24/04/2013 00:00,31/12/2599 23:59,243090.9595,596143.8737,24/04/2013,31/12/2599
180,NL,BWSE,HGN,53.34442,6.70989,1,0,24/04/2013 00:00,31/12/2599 23:59,243090.9595,596143.8737,24/04/2013,31/12/2599
181,NL,BWSE,HGZ,53.34442,6.70989,1,0,24/04/2013 00:00,31/12/2599 23:59,243090.9595,596143.8737,24/04/2013,31/12/2599
182,NL,BZN1,HGE,53.36567,6.77512,1,0,24/10/2013 00:00,01/01/2017 00:00,247389.306,598590.4013,24/10/2013,01/01/2017
183,NL,BZN1,HGE,53.36567,6.77512,1,0,01/01/2017 00:00,15/12/2017 09:03,247389.306,598590.4013,01/01/2017,15/12/2017
184,NL,BZN1,HGE,53.36567,6.77512,1,0,15/12/2017 09:03,02/03/2019 00:00,247389.306,598590.4013,15/12/2017,02/03/2019
185,NL,BZN1,HGN,53.36567,6.77512,1,0,24/10/2013 00:00,01/01/2017 00:00,247389.306,598590.4013,24/10/2013,01/01/2017
186,NL,BZN1,HGN,53.36567,6.77512,1,0,01/01/2017 00:00,15/12/2017 09:03,247389.306,598590.4013,01/01/2017,15/12/2017
187,NL,BZN1,HGN,53.36567,6.77512,1,0,15/12/2017 09:03,02/03/2019 00:00,247389.306,598590.4013,15/12/2017,02/03/2019
188,NL,BZN1,HGZ,53.36567,6.77512,1,0,24/10/2013 00:00,01/01/2017 00:00,247389.306,598590.4013,24/10/2013,01/01/2017
189,NL,BZN1,HGZ,53.36567,6.77512,1,0,01/01/2017 00:00,15/12/2017 09:03,247389.306,598590.4013,01/01/2017,15/12/2017
190,NL,BZN1,HGZ,53.36567,6.77512,1,0,15/12/2017 09:03,02/03/2019 00:00,247389.306,598590.4013,15/12/2017,02/03/2019
191,NL,BZN2,HGE,53.35683,6.75474,1,0,23/09/2013 00:00,01/06/2020 00:00,246051.4828,597580.6998,23/09/2013,01/06/2020
192,NL,BZN2,HGN,53.35683,6.75474,1,0,23/09/2013 00:00,01/06/2020 00:00,246051.4828,597580.6998,23/09/2013,01/06/2020
193,NL,BZN2,HGZ,53.35683,6.75474,1,0,23/09/2013 00:00,01/06/2020 00:00,246051.4828,597580.6998,23/09/2013,01/06/2020
194,NL,CHA1,HHE,51.5043,4.9212,20,48,03/07/2011 00:00,25/05/2018 00:00,122645.6832,390690.3308,03/07/2011,25/05/2018
195,NL,CHA1,HHN,51.5043,4.9212,20,48,03/07/2011 00:00,25/05/2018 00:00,122645.6832,390690.3308,03/07/2011,25/05/2018
196,NL,CHA1,HHZ,51.5043,4.9212,20,48,03/07/2011 00:00,25/05/2018 00:00,122645.6832,390690.3308,03/07/2011,25/05/2018
197,NL,CHA2,HHE,51.5043,4.9212,20,72,03/07/2011 00:00,25/05/2018 00:00,122645.6832,390690.3308,03/07/2011,25/05/2018
198,NL,CHA2,HHN,51.5043,4.9212,20,72,03/07/2011 00:00,25/05/2018 00:00,122645.6832,390690.3308,03/07/2011,25/05/2018
199,NL,CHA2,HHZ,51.5043,4.9212,20,72,03/07/2011 00:00,25/05/2018 00:00,122645.6832,390690.3308,03/07/2011,25/05/2018
200,NL,CHA3,HHE,51.5043,4.9212,20,96,03/07/2011 00:00,25/05/2018 00:00,122645.6832,390690.3308,03/07/2011,25/05/2018
201,NL,CHA3,HHN,51.5043,4.9212,20,96,03/07/2011 00:00,25/05/2018 00:00,122645.6832,390690.3308,03/07/2011,25/05/2018
202,NL,CHA3,HHZ,51.5043,4.9212,20,96,03/07/2011 00:00,25/05/2018 00:00,122645.6832,390690.3308,03/07/2011,25/05/2018
203,NL,CHA4,HHE,51.5043,4.9212,20,120,03/07/2011 00:00,25/05/2018 00:00,122645.6832,390690.3308,03/07/2011,25/05/2018
204,NL,CHA4,HHN,51.5043,4.9212,20,120,03/07/2011 00:00,25/05/2018 00:00,122645.6832,390690.3308,03/07/2011,25/05/2018
205,NL,CHA4,HHZ,51.5043,4.9212,20,120,03/07/2011 00:00,25/05/2018 00:00,122645.6832,390690.3308,03/07/2011,25/05/2018
206,NL,CHA5,HHE,51.5043,4.9212,20,141,03/07/2011 00:00,25/05/2018 00:00,122645.6832,390690.3308,03/07/2011,25/05/2018
207,NL,CHA5,HHN,51.5043,4.9212,20,141,03/07/2011 00:00,25/05/2018 00:00,122645.6832,390690.3308,03/07/2011,25/05/2018
208,NL,CHA5,HHZ,51.5043,4.9212,20,141,03/07/2011 00:00,25/05/2018 00:00,122645.6832,390690.3308,03/07/2011,25/05/2018
232,NL,COE,HGZ,52.66055,6.783616,9.7,0,28/05/2019 00:00,31/12/2599 23:59,249473.9985,520143.7901,28/05/2019,31/12/2599
230,NL,COE,HG1,52.66055,6.783616,9.7,0,28/05/2019 00:00,31/12/2599 23:59,249473.9985,520143.7901,28/05/2019,31/12/2599
231,NL,COE,HG2,52.66055,6.783616,9.7,0,28/05/2019 00:00,31/12/2599 23:59,249473.9985,520143.7901,28/05/2019,31/12/2599
235,NL,COE2,HGZ,52.632783,6.705706,8.9,0,09/03/2020 00:00,31/12/2599 23:59,244259.7709,516955.4984,09/03/2020,31/12/2599
233,NL,COE2,HG1,52.632783,6.705706,8.9,0,09/03/2020 00:00,31/12/2599 23:59,244259.7709,516955.4984,09/03/2020,31/12/2599
234,NL,COE2,HG2,52.632783,6.705706,8.9,0,09/03/2020 00:00,31/12/2599 23:59,244259.7709,516955.4984,09/03/2020,31/12/2599
238,NL,COE3,HGZ,52.670353,6.652457,9.9,0,28/08/2020 00:00,31/12/2599 23:59,240582.031,521071.1257,28/08/2020,31/12/2599
236,NL,COE3,HG1,52.670353,6.652457,9.9,0,28/08/2020 00:00,31/12/2599 23:59,240582.031,521071.1257,28/08/2020,31/12/2599
237,NL,COE3,HG2,52.670353,6.652457,9.9,0,28/08/2020 00:00,31/12/2599 23:59,240582.031,521071.1257,28/08/2020,31/12/2599
241,NL,COE4,HGZ,52.659759,6.745131,10.7,0,26/06/2020 00:00,31/12/2599 23:59,246872.1717,520006.1861,26/06/2020,31/12/2599
239,NL,COE4,HG1,52.659759,6.745131,10.7,0,26/06/2020 00:00,31/12/2599 23:59,246872.1717,520006.1861,26/06/2020,31/12/2599
240,NL,COE4,HG2,52.659759,6.745131,10.7,0,26/06/2020 00:00,31/12/2599 23:59,246872.1717,520006.1861,26/06/2020,31/12/2599
243,NL,CTSN,HGZ,50.7592,5.9403,151,1,15/11/2022 12:30,31/12/2599 23:59,194029.1159,307841.9348,15/11/2022,31/12/2599
246,NL,DBLS,HGZ,52.839142,6.049736,2.4,0,17/09/2020 00:00,31/12/2599 23:59,199642.7065,539308.9107,17/09/2020,31/12/2599
244,NL,DBLS,HG1,52.839142,6.049736,2.4,0,17/09/2020 00:00,31/12/2599 23:59,199642.7065,539308.9107,17/09/2020,31/12/2599
245,NL,DBLS,HG2,52.839142,6.049736,2.4,0,17/09/2020 00:00,31/12/2599 23:59,199642.7065,539308.9107,17/09/2020,31/12/2599
247,NL,DBN,BHE,52.1017,5.1767,3,0,25/11/1997 00:00,30/06/2018 23:59,140577.1344,457071.562,25/11/1997,30/06/2018
250,NL,DBN,BHE,52.1017,5.1767,3,0,01/07/2018 00:00,31/12/2599 23:59,140577.1344,457071.562,01/07/2018,31/12/2599
253,NL,DBN,HHE,52.1017,5.1767,3,0,01/07/2018 00:00,31/12/2599 23:59,140577.1344,457071.562,01/07/2018,31/12/2599
256,NL,DBN,LCE,52.1017,5.1767,3,0,01/07/2018 00:00,31/12/2599 23:59,140577.1344,457071.562,01/07/2018,31/12/2599
258,NL,DBN,LHE,52.1017,5.1767,3,0,01/07/2018 00:00,31/12/2599 23:59,140577.1344,457071.562,01/07/2018,31/12/2599
248,NL,DBN,BHN,52.1017,5.1767,3,0,25/11/1997 00:00,30/06/2018 23:59,140577.1344,457071.562,25/11/1997,30/06/2018
251,NL,DBN,BHN,52.1017,5.1767,3,0,01/07/2018 00:00,31/12/2599 23:59,140577.1344,457071.562,01/07/2018,31/12/2599
254,NL,DBN,HHN,52.1017,5.1767,3,0,01/07/2018 00:00,31/12/2599 23:59,140577.1344,457071.562,01/07/2018,31/12/2599
259,NL,DBN,LHN,52.1017,5.1767,3,0,01/07/2018 00:00,31/12/2599 23:59,140577.1344,457071.562,01/07/2018,31/12/2599
249,NL,DBN,BHZ,52.1017,5.1767,3,0,25/11/1997 00:00,30/06/2018 23:59,140577.1344,457071.562,25/11/1997,30/06/2018
