#Network | Station | Location | Channel | Latitude | Longitude | Elevation | Depth | Azimuth | Dip | SensorDescription | Scale | ScaleFreq | ScaleUnits | SampleRate | StartTime | EndTime

#DATACENTER=IRISDMC,http://ds.iris.edu
NL|HWF3||HHN|53.071|6.3512|7.0|150.0|342.0|0.0|SM6|4.29735E8|10.0|M/S|120.0|1995-06-02T00:00:00|2010-11-24T00:00:00
NL|HWF3||HHZ|53.071|6.3512|7.0|150.0|0.0|-90.0|SM6|4.29735E8|10.0|M/S|120.0|1995-06-02T00:00:00|2010-11-24T00:00:00
NL|HWF3|00|HHE|53.071|6.3512|7.0|150.0|252.0|0.0|SM6|1.07434E8|10.0|M/S|100.0|2010-11-24T00:00:00|2016-06-13T11:00:00
NL|HWF3|00|HHN|53.071|6.3512|7.0|150.0|162.0|0.0|SM6|1.07434E8|10.0|M/S|100.0|2010-11-24T00:00:00|2016-06-13T11:00:00
NL|HWF3|00|HHZ|53.071|6.3512|7.0|150.0|0.0|-90.0|SM6|1.07434E8|10.0|M/S|100.0|2010-11-24T00:00:00|2016-06-13T11:00:00
NL|HWF3|01|HHE|53.071|6.3512|7.0|150.0|252.0|0.0|SM6|9.0561076E7|10.0|M/S|200.0|2016-06-13T11:00:00|2599-12-31T23:59:59
NL|HWF3|01|HHN|53.071|6.3512|7.0|150.0|162.0|0.0|SM6|9.0561076E7|10.0|M/S|200.0|2016-06-13T11:00:00|2599-12-31T23:59:59
NL|HWF3|01|HHZ|53.071|6.3512|7.0|150.0|0.0|-90.0|SM6|9.0561076E7|10.0|M/S|200.0|2016-06-13T11:00:00|2599-12-31T23:59:59
NL|HWF4||HHE|53.071|6.3512|7.0|200.0|289.0|0.0|SM6|4.29735E8|10.0|M/S|120.0|1995-06-02T00:00:00|2010-11-24T00:00:00
NL|HWF4||HHN|53.071|6.3512|7.0|200.0|199.0|0.0|SM6|4.29735E8|10.0|M/S|120.0|1995-06-02T00:00:00|2010-11-24T00:00:00
NL|HWF4||HHZ|53.071|6.3512|7.0|200.0|0.0|-90.0|SM6|4.29735E8|10.0|M/S|120.0|1995-06-02T00:00:00|2010-11-24T00:00:00
NL|HWF4|00|HHE|53.071|6.3512|7.0|200.0|109.0|0.0|SM6|1.07434E8|10.0|M/S|100.0|2010-11-24T00:00:00|2016-06-13T11:00:00
NL|HWF4|00|HHN|53.071|6.3512|7.0|200.0|19.0|0.0|SM6|1.07434E8|10.0|M/S|100.0|2010-11-24T00:00:00|2016-06-13T11:00:00
NL|HWF4|00|HHZ|53.071|6.3512|7.0|200.0|0.0|-90.0|SM6|1.07434E8|10.0|M/S|100.0|2010-11-24T00:00:00|2016-06-13T11:00:00
NL|HWF4|01|HHE|53.071|6.3512|7.0|200.0|109.0|0.0|SM6|9.0561076E7|10.0|M/S|200.0|2016-06-13T11:00:00|2599-12-31T23:59:59
NL|HWF4|01|HHN|53.071|6.3512|7.0|200.0|19.0|0.0|SM6|9.0561076E7|10.0|M/S|200.0|2016-06-13T11:00:00|2599-12-31T23:59:59
NL|HWF4|01|HHZ|53.071|6.3512|7.0|200.0|0.0|-90.0|SM6|9.0561076E7|10.0|M/S|200.0|2016-06-13T11:00:00|2599-12-31T23:59:59
NL|HWFT||HY1|53.071|6.3512|7.0|0.0|0.0|0.0|||||120.0|1995-06-02T00:00:00|2010-11-24T00:00:00
NL|IS103||BDF|52.91521|6.896464|6.0|1.0|0.0|0.0|KNMI 1000s differential microbarometer|18459.54401|1.0|PA|40.0|2011-10-19T00:00:00|2020-06-05T00:00:00
NL|IS106||BDF|52.873598|6.984754|8.0|1.0|0.0|0.0|KNMI 1000s differential microbarometer|18459.54401|1.0|PA|40.0|2011-06-28T00:00:00|2019-07-18T00:00:00
NL|IS107||BDF|52.921273|7.096486|12.0|1.0|0.0|0.0|KNMI 1000s differential microbarometer|36276.03013|1.0|PA|40.0|2012-11-14T00:00:00|2020-06-05T00:00:00
NL|IS205||BDF|52.857911|6.896994|9.0|1.0|0.0|0.0|KNMI 1000s differential microbarometer|36054.38432|1.0|PA|40.0|2011-06-09T00:00:00|2017-09-07T12:00:00
NL|IS205||BDF|52.857911|6.896994|9.0|1.0|0.0|0.0|KNMI 1000s differential microbarometer|36276.03013|1.0|PA|40.0|2018-07-21T00:00:00|2019-08-17T00:00:00
NL|IS206||BDF|52.811922|6.822437|16.0|1.0|0.0|0.0|KNMI 1000s differential microbarometer|18517.47145|1.0|PA|40.0|2011-10-31T00:00:00|2019-02-15T12:00:00
NL|IS207||BDF|52.757875|6.972268|21.0|1.0|0.0|0.0|KNMI 1000s differential microbarometer|18536.86147|1.0|PA|40.0|2011-08-15T00:00:00|2018-02-16T12:00:00
NL|IS208||BDF|52.668713|6.917914|12.0|1.0|0.0|0.0|KNMI 1000s differential microbarometer|18478.81284|1.0|PA|40.0|2012-11-14T00:00:00|2019-02-15T14:00:00
NL|IS302||BDF|52.901047|6.848749|16.0|1.0|0.0|0.0|KNMI 1000s differential microbarometer|36651.55839|1.0|PA|40.0|2011-06-09T00:00:00|2020-08-17T06:05:00
NL|IS307||BDF|52.80384|6.67971|20.0|1.0|0.0|0.0|KNMI 1000s differential microbarometer|36575.83203|1.0|PA|40.0|2011-06-09T00:00:00|2017-09-14T12:00:00
NL|IS307||BDF|52.80384|6.67971|20.0|1.0|0.0|0.0|KNMI 1000s differential microbarometer|36651.55839|1.0|PA|40.0|2017-09-14T12:00:00|2019-08-17T00:00:00
NL|IS311||BDF|52.811785|6.394668|14.0|1.0|0.0|0.0|KNMI 1000s differential microbarometer|18478.81284|1.0|PA|40.0|2012-11-14T00:00:00|2020-06-04T15:00:00
NL|IS311||BDF|52.811785|6.394668|14.0|1.0|0.0|0.0|KNMI 1000s differential microbarometer|18459.54401|1.0|PA|40.0|2020-06-04T16:30:00|2020-08-12T18:00:00
NL|IS406||BDF|53.015064|6.755422|26.0|1.0|0.0|0.0|KNMI 1000s differential microbarometer|18459.54401|1.0|PA|40.0|2011-08-17T00:00:00|2020-06-02T12:00:00
NL|IS406||BDF|53.015064|6.755422|26.0|1.0|0.0|0.0|KNMI 1000s differential microbarometer|18517.47145|1.0|PA|40.0|2020-06-02T16:00:00|2020-08-12T18:00:00
NL|IS411||BDF|53.03551|6.63569|3.0|1.0|0.0|0.0|KNMI 1000s differential microbarometer|36880.63063|1.0|PA|40.0|2012-11-14T00:00:00|2017-11-28T15:00:00
NL|IS411||BDF|53.03551|6.63569|3.0|1.0|0.0|0.0|KNMI 1000s differential microbarometer|36651.55839|1.0|PA|40.0|2017-11-28T15:00:00|2019-08-17T00:00:00
NL|IS412||BDF|52.91479|6.60611|19.0|1.0|0.0|0.0|KNMI 1000s differential microbarometer|18440.31532|1.0|PA|40.0|2011-08-09T00:00:00|2019-08-17T00:00:00
NL|IS503||BDF|52.945337|6.850156|3.0|1.0|0.0|0.0|KNMI 1000s differential microbarometer|36727.59897|1.0|PA|40.0|2012-11-14T00:00:00|2599-12-31T23:59:59
NL|IS507||BDF|53.0687|7.0072|0.0|1.0|0.0|0.0|KNMI 1000s differential microbarometer|36276.03013|1.0|PA|40.0|2011-08-17T00:00:00|2015-10-09T00:00:00
NL|IS508||BDF|53.239546|6.953285|-5.0|1.0|0.0|0.0|KNMI 1000s differential microbarometer|36880.63063|1.0|PA|40.0|2011-08-15T00:00:00|2019-08-17T00:00:00
NL|IS509||BDF|53.408419|6.784943|-2.0|1.0|0.0|0.0|KNMI 1000s differential microbarometer|36500.41794|1.0|PA|40.0|2011-06-22T00:00:00|2017-09-10T00:00:00
NL|J01||HHE|52.76501|5.05455|-4.9|0.0|90.0|0.0|Lenn1|1.22145E8|1.0|M/S|100.0|2014-06-01T00:00:00|2599-12-31T23:59:59
NL|J01||HHN|52.76501|5.05455|-4.9|0.0|0.0|0.0|Lenn1|1.22085E8|1.0|M/S|100.0|2014-06-01T00:00:00|2599-12-31T23:59:59
NL|J01||HHZ|52.76501|5.05455|-4.9|0.0|0.0|-90.0|Lenn1|1.22022E8|1.0|M/S|100.0|2014-06-01T00:00:00|2599-12-31T23:59:59
NL|J02|01|HHE|52.725492|5.194842|-4.9|0.0|90.0|0.0|Lenn1|1.22145E8|1.0|M/S|100.0|2018-09-01T00:00:00|2599-12-31T23:59:59
NL|J02|01|HHN|52.725492|5.194842|-4.9|0.0|0.0|0.0|Lenn1|1.22085E8|1.0|M/S|100.0|2018-09-01T00:00:00|2599-12-31T23:59:59
NL|J02|01|HHZ|52.725492|5.194842|-4.9|0.0|0.0|-90.0|Lenn1|1.22022E8|1.0|M/S|100.0|2018-09-01T00:00:00|2599-12-31T23:59:59
NL|KANT|00|HG1|53.3772|6.6621|0.0|1.0|35.0|0.0|GeoSig AC-63 Accelerometer|0.1019367992|5.0|M/S**2|200.0|2007-04-03T00:00:00|2014-07-01T00:00:00
NL|KANT|00|HG2|53.3772|6.6621|0.0|1.0|305.0|0.0|GeoSig AC-63 Accelerometer|0.1019367992|5.0|M/S**2|200.0|2007-04-03T00:00:00|2014-07-01T00:00:00
NL|KANT|00|HGZ|53.3772|6.6621|0.0|1.0|0.0|-90.0|GeoSig AC-63 Accelerometer|0.1019367992|5.0|M/S**2|200.0|2007-04-03T00:00:00|2014-07-01T00:00:00
NL|KLWL||HG1|51.775453|4.440561|0.2|0.0|0.0|0.0|EpiS|427819.209|1.0|M/S**2|200.0|2020-10-15T00:00:00|2599-12-31T23:59:59
NL|KLWL||HG2|51.775453|4.440561|0.2|0.0|90.0|0.0|EpiS|427819.209|1.0|M/S**2|200.0|2020-10-15T00:00:00|2599-12-31T23:59:59
NL|KLWL||HGZ|51.775453|4.440561|0.2|0.0|0.0|-90.0|EpiS|427819.209|1.0|M/S**2|200.0|2020-10-15T00:00:00|2599-12-31T23:59:59
NL|KMP||HG1|53.320564|6.19197|0.1|0.0|0.0|0.0|EpiS|427819.209|1.0|M/S**2|200.0|2021-10-01T00:00:00|2599-12-31T23:59:59
NL|KMP||HG2|53.320564|6.19197|0.1|0.0|90.0|0.0|EpiS|427819.209|1.0|M/S**2|200.0|2021-10-01T00:00:00|2599-12-31T23:59:59
NL|KMP||HGZ|53.320564|6.19197|0.1|0.0|0.0|-90.0|EpiS|427819.209|1.0|M/S**2|200.0|2021-10-01T00:00:00|2599-12-31T23:59:59
NL|L1061||HH1|52.87542|6.98441|9.69|60.0|0.0|0.0|SM6|9.216E7|10.0|M/S|250.0|2018-07-06T00:00:00|2599-12-31T23:59:59
NL|L1061||HH2|52.87542|6.98441|9.69|60.0|90.0|0.0|SM6|9.216E7|10.0|M/S|250.0|2018-07-06T00:00:00|2599-12-31T23:59:59
NL|L1061||HHZ|52.87542|6.98441|9.69|60.0|0.0|-90.0|SM6|9.216E7|10.0|M/S|250.0|2018-07-06T00:00:00|2599-12-31T23:59:59
NL|L1062||HH1|52.87386|6.98293|9.79|60.0|0.0|0.0|SM6|9.216E7|10.0|M/S|250.0|2018-07-06T00:00:00|2599-12-31T23:59:59
NL|L1062||HH2|52.87386|6.98293|9.79|60.0|90.0|0.0|SM6|9.216E7|10.0|M/S|250.0|2018-07-06T00:00:00|2599-12-31T23:59:59
NL|L1062||HHZ|52.87386|6.98293|9.79|60.0|0.0|-90.0|SM6|9.216E7|10.0|M/S|250.0|2018-07-06T00:00:00|2599-12-31T23:59:59
NL|L1063||HH1|52.87386|6.9859|9.89|60.0|0.0|0.0|SM6|9.216E7|10.0|M/S|250.0|2018-07-06T00:00:00|2599-12-31T23:59:59
NL|L1063||HH2|52.87386|6.9859|9.89|60.0|90.0|0.0|SM6|9.216E7|10.0|M/S|250.0|2018-07-06T00:00:00|2599-12-31T23:59:59
NL|L1063||HHZ|52.87386|6.9859|9.89|60.0|0.0|-90.0|SM6|9.216E7|10.0|M/S|250.0|2018-07-06T00:00:00|2599-12-31T23:59:59
NL|L1064||HH1|52.87438|6.98441|9.84|30.0|0.0|0.0|SM6|9.216E7|10.0|M/S|250.0|2018-07-06T00:00:00|2599-12-31T23:59:59
NL|L1064||HH2|52.87438|6.98441|9.84|30.0|90.0|0.0|SM6|9.216E7|10.0|M/S|250.0|2018-07-06T00:00:00|2599-12-31T23:59:59
NL|L1064||HHZ|52.87438|6.98441|9.84|30.0|0.0|-90.0|SM6|9.216E7|10.0|M/S|250.0|2018-07-06T00:00:00|2599-12-31T23:59:59
NL|L1065||HH1|52.87438|6.98441|9.84|60.0|0.0|0.0|SM6|9.216E7|10.0|M/S|250.0|2018-07-06T00:00:00|2599-12-31T23:59:59
NL|L1065||HH2|52.87438|6.98441|9.84|60.0|90.0|0.0|SM6|9.216E7|10.0|M/S|250.0|2018-07-06T00:00:00|2599-12-31T23:59:59
NL|L1065||HHZ|52.87438|6.98441|9.84|60.0|0.0|-90.0|SM6|9.216E7|10.0|M/S|250.0|2018-07-06T00:00:00|2599-12-31T23:59:59
NL|L1066||HH1|52.87438|6.98441|9.84|90.0|0.0|0.0|SM6|9.216E7|10.0|M/S|250.0|2018-07-06T00:00:00|2599-12-31T23:59:59
NL|L1066||HH2|52.87438|6.98441|9.84|90.0|90.0|0.0|SM6|9.216E7|10.0|M/S|250.0|2018-07-06T00:00:00|2599-12-31T23:59:59
NL|L1066||HHZ|52.87438|6.98441|9.84|90.0|0.0|-90.0|SM6|9.216E7|10.0|M/S|250.0|2018-07-06T00:00:00|2599-12-31T23:59:59
NL|L1067||HH1|52.87438|6.98441|9.84|120.0|0.0|0.0|SM6|9.216E7|10.0|M/S|250.0|2018-07-06T00:00:00|2599-12-31T23:59:59
NL|L1067||HH2|52.87438|6.98441|9.84|120.0|90.0|0.0|SM6|9.216E7|10.0|M/S|250.0|2018-07-06T00:00:00|2599-12-31T23:59:59
NL|L1067||HHZ|52.87438|6.98441|9.84|120.0|0.0|-90.0|SM6|9.216E7|10.0|M/S|250.0|2018-07-06T00:00:00|2599-12-31T23:59:59
NL|L1071||HH1|52.9213|7.09626|8.9|60.0|0.0|0.0|SM6|9.216E7|10.0|M/S|250.0|2018-03-02T00:00:00|2599-12-31T23:59:59
NL|L1071||HH2|52.9213|7.09626|8.9|60.0|90.0|0.0|SM6|9.216E7|10.0|M/S|250.0|2018-03-02T00:00:00|2599-12-31T23:59:59
NL|L1071||HHZ|52.9213|7.09626|8.9|60.0|0.0|-90.0|SM6|9.216E7|10.0|M/S|250.0|2018-03-02T00:00:00|2599-12-31T23:59:59
NL|L1072||HH1|52.92051|7.09358|8.06|60.0|0.0|0.0|SM6|9.216E7|10.0|M/S|250.0|2018-03-02T00:00:00|2599-12-31T23:59:59
NL|L1072||HH2|52.92051|7.09358|8.06|60.0|90.0|0.0|SM6|9.216E7|10.0|M/S|250.0|2018-03-02T00:00:00|2599-12-31T23:59:59
NL|L1072||HHZ|52.92051|7.09358|8.06|60.0|0.0|-90.0|SM6|9.216E7|10.0|M/S|250.0|2018-03-02T00:00:00|2599-12-31T23:59:59
NL|L1073||HH1|52.9195|7.09605|8.94|60.0|0.0|0.0|SM6|9.216E7|10.0|M/S|250.0|2018-03-02T00:00:00|2599-12-31T23:59:59
NL|L1073||HH2|52.9195|7.09605|8.94|60.0|90.0|0.0|SM6|9.216E7|10.0|M/S|250.0|2018-03-02T00:00:00|2599-12-31T23:59:59
NL|L1073||HHZ|52.9195|7.09605|8.94|60.0|0.0|-90.0|SM6|9.216E7|10.0|M/S|250.0|2018-03-02T00:00:00|2599-12-31T23:59:59
NL|L1074||HH1|52.92044|7.0953|8.77|30.0|0.0|0.0|SM6|9.216E7|10.0|M/S|250.0|2018-03-02T00:00:00|2599-12-31T23:59:59
NL|L1074||HH2|52.92044|7.0953|8.77|30.0|90.0|0.0|SM6|9.216E7|10.0|M/S|250.0|2018-03-02T00:00:00|2599-12-31T23:59:59
NL|L1074||HHZ|52.92044|7.0953|8.77|30.0|0.0|-90.0|SM6|9.216E7|10.0|M/S|250.0|2018-03-02T00:00:00|2599-12-31T23:59:59
NL|L1075||HH1|52.92044|7.0953|8.77|60.0|0.0|0.0|SM6|9.216E7|10.0|M/S|250.0|2018-03-02T00:00:00|2599-12-31T23:59:59
NL|L1075||HH2|52.92044|7.0953|8.77|60.0|90.0|0.0|SM6|9.216E7|10.0|M/S|250.0|2018-03-02T00:00:00|2599-12-31T23:59:59
NL|L1075||HHZ|52.92044|7.0953|8.77|60.0|0.0|-90.0|SM6|9.216E7|10.0|M/S|250.0|2018-03-02T00:00:00|2599-12-31T23:59:59
NL|L1076||HH1|52.92044|7.0953|8.77|90.0|0.0|0.0|SM6|9.216E7|10.0|M/S|250.0|2018-03-02T00:00:00|2599-12-31T23:59:59
NL|L1076||HH2|52.92044|7.0953|8.77|90.0|90.0|0.0|SM6|9.216E7|10.0|M/S|250.0|2018-03-02T00:00:00|2599-12-31T23:59:59
NL|L1076||HHZ|52.92044|7.0953|8.77|90.0|0.0|-90.0|SM6|9.216E7|10.0|M/S|250.0|2018-03-02T00:00:00|2599-12-31T23:59:59
NL|L1077||HH1|52.92044|7.0953|8.77|120.0|0.0|0.0|SM6|9.216E7|10.0|M/S|250.0|2018-03-02T00:00:00|2599-12-31T23:59:59
NL|L1077||HH2|52.92044|7.0953|8.77|120.0|90.0|0.0|SM6|9.216E7|10.0|M/S|250.0|2018-03-02T00:00:00|2599-12-31T23:59:59
NL|L1077||HHZ|52.92044|7.0953|8.77|120.0|0.0|-90.0|SM6|9.216E7|10.0|M/S|250.0|2018-03-02T00:00:00|2599-12-31T23:59:59
NL|L206||HDF|52.81192|6.82244|16.0|1.0|0.0|-90.0|KNMI microbarometer|7425.051676|1.0|PA|100.0|2019-02-15T12:00:00|2599-12-31T23:59:59
NL|L2061||HH1|52.80937|6.8247|17.64|60.0|0.0|0.0|SM6|9.216E7|10.0|M/S|250.0|2018-03-02T10:47:00|2019-02-15T12:00:00
NL|L2061||HH1|52.80937|6.8247|17.64|60.0|0.0|0.0|SM6|1.207959552E7|10.0|M/S|200.0|2019-02-15T12:00:00|2020-02-03T12:05:00
NL|L2061||HH1|52.80937|6.8247|17.64|60.0|0.0|0.0|SM6|9.663676416E7|10.0|M/S|200.0|2020-02-03T12:05:00|2599-12-31T23:59:59
NL|L2061||HH2|52.80937|6.8247|17.64|60.0|90.0|0.0|SM6|9.216E7|10.0|M/S|250.0|2018-03-02T10:47:00|2019-02-15T12:00:00
NL|L2061||HH2|52.80937|6.8247|17.64|60.0|90.0|0.0|SM6|1.207959552E7|10.0|M/S|200.0|2019-02-15T12:00:00|2020-02-03T12:05:00
NL|L2061||HH2|52.80937|6.8247|17.64|60.0|90.0|0.0|SM6|9.663676416E7|10.0|M/S|200.0|2020-02-03T12:05:00|2599-12-31T23:59:59
NL|L2061||HHZ|52.80937|6.8247|17.64|60.0|0.0|-90.0|SM6|9.216E7|10.0|M/S|250.0|2018-03-02T10:47:00|2019-02-15T12:00:00
NL|L2061||HHZ|52.80937|6.8247|17.64|60.0|0.0|-90.0|SM6|1.207959552E7|10.0|M/S|200.0|2019-02-15T12:00:00|2020-02-03T12:05:00
NL|L2061||HHZ|52.80937|6.8247|17.64|60.0|0.0|-90.0|SM6|9.663676416E7|10.0|M/S|200.0|2020-02-03T12:05:00|2599-12-31T23:59:59
NL|L2062||HH1|52.81106|6.82368|17.44|60.0|0.0|0.0|SM6|9.216E7|10.0|M/S|250.0|2018-03-02T10:47:00|2019-02-15T12:00:00
NL|L2062||HH1|52.81106|6.82368|17.44|60.0|0.0|0.0|SM6|1.207959552E7|10.0|M/S|200.0|2019-02-15T12:00:00|2020-02-03T12:05:00
NL|L2062||HH1|52.81106|6.82368|17.44|60.0|0.0|0.0|SM6|9.663676416E7|10.0|M/S|200.0|2020-02-03T12:05:00|2599-12-31T23:59:59
NL|L2062||HH2|52.81106|6.82368|17.44|60.0|90.0|0.0|SM6|9.216E7|10.0|M/S|250.0|2018-03-02T10:47:00|2019-02-15T12:00:00
NL|L2062||HH2|52.81106|6.82368|17.44|60.0|90.0|0.0|SM6|1.207959552E7|10.0|M/S|200.0|2019-02-15T12:00:00|2020-02-03T12:05:00
NL|L2062||HH2|52.81106|6.82368|17.44|60.0|90.0|0.0|SM6|9.663676416E7|10.0|M/S|200.0|2020-02-03T12:05:00|2599-12-31T23:59:59
NL|L2062||HHZ|52.81106|6.82368|17.44|60.0|0.0|-90.0|SM6|9.216E7|10.0|M/S|250.0|2018-03-02T10:47:00|2019-02-15T12:00:00
NL|L2062||HHZ|52.81106|6.82368|17.44|60.0|0.0|-90.0|SM6|1.207959552E7|10.0|M/S|200.0|2019-02-15T12:00:00|2020-02-03T12:05:00
NL|L2062||HHZ|52.81106|6.82368|17.44|60.0|0.0|-90.0|SM6|9.663676416E7|10.0|M/S|200.0|2020-02-03T12:05:00|2599-12-31T23:59:59
NL|L2063||HH1|52.80968|6.82178|17.68|60.0|0.0|0.0|SM6|9.216E7|10.0|M/S|250.0|2018-03-02T10:47:00|2019-02-15T12:00:00
NL|L2063||HH1|52.80968|6.82178|17.68|60.0|0.0|0.0|SM6|1.207959552E7|10.0|M/S|200.0|2019-02-15T12:00:00|2020-02-03T12:05:00
NL|L2063||HH1|52.80968|6.82178|17.68|60.0|0.0|0.0|SM6|9.663676416E7|10.0|M/S|200.0|2020-02-03T12:05:00|2599-12-31T23:59:59
NL|L2063||HH2|52.80968|6.82178|17.68|60.0|90.0|0.0|SM6|9.216E7|10.0|M/S|250.0|2018-03-02T10:47:00|2019-02-15T12:00:00
NL|L2063||HH2|52.80968|6.82178|17.68|60.0|90.0|0.0|SM6|1.207959552E7|10.0|M/S|200.0|2019-02-15T12:00:00|2020-02-03T12:05:00
NL|L2063||HH2|52.80968|6.82178|17.68|60.0|90.0|0.0|SM6|9.663676416E7|10.0|M/S|200.0|2020-02-03T12:05:00|2599-12-31T23:59:59
NL|L2063||HHZ|52.80968|6.82178|17.68|60.0|0.0|-90.0|SM6|9.216E7|10.0|M/S|250.0|2018-03-02T10:47:00|2019-02-15T12:00:00
NL|L2063||HHZ|52.80968|6.82178|17.68|60.0|0.0|-90.0|SM6|1.207959552E7|10.0|M/S|200.0|2019-02-15T12:00:00|2020-02-03T12:05:00
NL|L2063||HHZ|52.80968|6.82178|17.68|60.0|0.0|-90.0|SM6|9.663676416E7|10.0|M/S|200.0|2020-02-03T12:05:00|2599-12-31T23:59:59
NL|L2064||HH1|52.81004|6.82339|17.25|30.0|0.0|0.0|SM6|9.216E7|10.0|M/S|250.0|2018-03-02T10:47:00|2019-02-15T12:00:00
NL|L2064||HH1|52.81004|6.82339|17.25|30.0|0.0|0.0|SM6|1.207959552E7|10.0|M/S|200.0|2019-02-15T12:00:00|2020-02-03T12:05:00
NL|L2064||HH1|52.81004|6.82339|17.25|30.0|0.0|0.0|SM6|9.663676416E7|10.0|M/S|200.0|2020-02-03T12:05:00|2599-12-31T23:59:59
NL|L2064||HH2|52.81004|6.82339|17.25|30.0|90.0|0.0|SM6|9.216E7|10.0|M/S|250.0|2018-03-02T10:47:00|2019-02-15T12:00:00
NL|L2064||HH2|52.81004|6.82339|17.25|30.0|90.0|0.0|SM6|1.207959552E7|10.0|M/S|200.0|2019-02-15T12:00:00|2020-02-03T12:05:00
NL|L2064||HH2|52.81004|6.82339|17.25|30.0|90.0|0.0|SM6|9.663676416E7|10.0|M/S|200.0|2020-02-03T12:05:00|2599-12-31T23:59:59
NL|L2064||HHZ|52.81004|6.82339|17.25|30.0|0.0|-90.0|SM6|9.216E7|10.0|M/S|250.0|2018-03-02T10:47:00|2019-02-15T12:00:00
NL|L2064||HHZ|52.81004|6.82339|17.25|30.0|0.0|-90.0|SM6|1.207959552E7|10.0|M/S|200.0|2019-02-15T12:00:00|2020-02-03T12:05:00
NL|L2064||HHZ|52.81004|6.82339|17.25|30.0|0.0|-90.0|SM6|9.663676416E7|10.0|M/S|200.0|2020-02-03T12:05:00|2599-12-31T23:59:59
NL|L2065||HH1|52.81004|6.82339|17.25|60.0|0.0|0.0|SM6|9.216E7|10.0|M/S|250.0|2018-03-02T10:47:00|2019-02-15T12:00:00
NL|L2065||HH1|52.81004|6.82339|17.25|60.0|0.0|0.0|SM6|1.207959552E7|10.0|M/S|200.0|2019-02-15T12:00:00|2020-02-03T12:05:00
NL|L2065||HH1|52.81004|6.82339|17.25|60.0|0.0|0.0|SM6|9.663676416E7|10.0|M/S|200.0|2020-02-03T12:05:00|2599-12-31T23:59:59
NL|L2065||HH2|52.81004|6.82339|17.25|60.0|90.0|0.0|SM6|9.216E7|10.0|M/S|250.0|2018-03-02T10:47:00|2019-02-15T12:00:00
NL|L2065||HH2|52.81004|6.82339|17.25|60.0|90.0|0.0|SM6|1.207959552E7|10.0|M/S|200.0|2019-02-15T12:00:00|2020-02-03T12:05:00
NL|L2065||HH2|52.81004|6.82339|17.25|60.0|90.0|0.0|SM6|9.663676416E7|10.0|M/S|200.0|2020-02-03T12:05:00|2599-12-31T23:59:59
NL|L2065||HHZ|52.81004|6.82339|17.25|60.0|0.0|-90.0|SM6|9.216E7|10.0|M/S|250.0|2018-03-02T10:47:00|2019-02-15T12:00:00
NL|L2065||HHZ|52.81004|6.82339|17.25|60.0|0.0|-90.0|SM6|1.207959552E7|10.0|M/S|200.0|2019-02-15T12:00:00|2020-02-03T12:05:00
NL|L2065||HHZ|52.81004|6.82339|17.25|60.0|0.0|-90.0|SM6|9.663676416E7|10.0|M/S|200.0|2020-02-03T12:05:00|2599-12-31T23:59:59
NL|L2066||HH1|52.81004|6.82339|17.25|90.0|0.0|0.0|SM6|9.216E7|10.0|M/S|250.0|2018-03-02T10:47:00|2019-02-15T12:00:00
NL|L2066||HH1|52.81004|6.82339|17.25|90.0|0.0|0.0|SM6|1.207959552E7|10.0|M/S|200.0|2019-02-15T12:00:00|2020-02-03T12:05:00
NL|L2066||HH1|52.81004|6.82339|17.25|90.0|0.0|0.0|SM6|9.663676416E7|10.0|M/S|200.0|2020-02-03T12:05:00|2599-12-31T23:59:59
NL|L2066||HH2|52.81004|6.82339|17.25|90.0|90.0|0.0|SM6|9.216E7|10.0|M/S|250.0|2018-03-02T10:47:00|2019-02-15T12:00:00
NL|L2066||HH2|52.81004|6.82339|17.25|90.0|90.0|0.0|SM6|1.207959552E7|10.0|M/S|200.0|2019-02-15T12:00:00|2020-02-03T12:05:00
NL|L2066||HH2|52.81004|6.82339|17.25|90.0|90.0|0.0|SM6|9.663676416E7|10.0|M/S|200.0|2020-02-03T12:05:00|2599-12-31T23:59:59
NL|L2066||HHZ|52.81004|6.82339|17.25|90.0|0.0|-90.0|SM6|9.216E7|10.0|M/S|250.0|2018-03-02T10:47:00|2019-02-15T12:00:00
NL|L2066||HHZ|52.81004|6.82339|17.25|90.0|0.0|-90.0|SM6|1.207959552E7|10.0|M/S|200.0|2019-02-15T12:00:00|2020-02-03T12:05:00
NL|L2066||HHZ|52.81004|6.82339|17.25|90.0|0.0|-90.0|SM6|9.663676416E7|10.0|M/S|200.0|2020-02-03T12:05:00|2599-12-31T23:59:59
NL|L2067||HH1|52.81004|6.82339|17.25|120.0|0.0|0.0|SM6|9.216E7|10.0|M/S|250.0|2018-03-02T10:47:00|2019-02-15T12:00:00
NL|L2067||HH1|52.81004|6.82339|17.25|120.0|0.0|0.0|SM6|1.207959552E7|10.0|M/S|200.0|2019-02-15T12:00:00|2020-02-03T12:05:00
NL|L2067||HH1|52.81004|6.82339|17.25|120.0|0.0|0.0|SM6|9.663676416E7|10.0|M/S|200.0|2020-02-03T12:05:00|2599-12-31T23:59:59
NL|L2067||HH2|52.81004|6.82339|17.25|120.0|90.0|0.0|SM6|9.216E7|10.0|M/S|250.0|2018-03-02T10:47:00|2019-02-15T12:00:00
NL|L2067||HH2|52.81004|6.82339|17.25|120.0|90.0|0.0|SM6|1.207959552E7|10.0|M/S|200.0|2019-02-15T12:00:00|2020-02-03T12:05:00
