"","X.Network","Station","Channel","Latitude","Longitude","Elevation","Depth","StartTime","EndTime","Xcoord","Ycoord","Start_date","End_date"
"632","NL","G010","HG1",53.442535,6.731191,2,0,"10/02/2015 00:00","31/12/2599 23:59",244305.4946,607088.675,2015-02-10,2599-12-31
"633","NL","G010","HG2",53.442535,6.731191,2,0,"10/02/2015 00:00","31/12/2599 23:59",244305.4946,607088.675,2015-02-10,2599-12-31
"643","NL","G011","HHZ",53.442535,6.731191,2,50,"10/02/2015 00:00","31/12/2599 23:59",244305.4946,607088.675,2015-02-10,2599-12-31
"646","NL","G012","HHZ",53.442535,6.731191,2,100,"10/02/2015 00:00","31/12/2599 23:59",244305.4946,607088.675,2015-02-10,2599-12-31
"649","NL","G013","HHZ",53.442535,6.731191,2,150,"10/02/2015 00:00","31/12/2599 23:59",244305.4946,607088.675,2015-02-10,2599-12-31
"652","NL","G014","HHZ",53.442535,6.731191,2,200,"10/02/2015 00:00","31/12/2599 23:59",244305.4946,607088.675,2015-02-10,2599-12-31
"655","NL","G020","HGZ",53.44901,6.805842,2,0,"10/02/2015 00:00","31/12/2599 23:59",249251.2727,607904.5123,2015-02-10,2599-12-31
"653","NL","G020","HG1",53.44901,6.805842,2,0,"10/02/2015 00:00","31/12/2599 23:59",249251.2727,607904.5123,2015-02-10,2599-12-31
"654","NL","G020","HG2",53.44901,6.805842,2,0,"10/02/2015 00:00","31/12/2599 23:59",249251.2727,607904.5123,2015-02-10,2599-12-31
"658","NL","G021","HHZ",53.44901,6.805842,2,50,"10/02/2015 00:00","31/12/2599 23:59",249251.2727,607904.5123,2015-02-10,2599-12-31
"661","NL","G022","HHZ",53.44901,6.805842,2,100,"10/02/2015 00:00","31/12/2599 23:59",249251.2727,607904.5123,2015-02-10,2599-12-31
"664","NL","G023","HHZ",53.44901,6.805842,2,150,"10/02/2015 00:00","31/12/2599 23:59",249251.2727,607904.5123,2015-02-10,2599-12-31
"667","NL","G024","HHZ",53.44901,6.805842,2,200,"10/02/2015 00:00","31/12/2599 23:59",249251.2727,607904.5123,2015-02-10,2599-12-31
"670","NL","G030","HGZ",53.415886,6.597559,2,0,"10/02/2015 00:00","31/12/2599 23:59",235476.4038,603965.2932,2015-02-10,2599-12-31
"668","NL","G030","HG1",53.415886,6.597559,2,0,"10/02/2015 00:00","31/12/2599 23:59",235476.4038,603965.2932,2015-02-10,2599-12-31
"669","NL","G030","HG2",53.415886,6.597559,2,0,"10/02/2015 00:00","31/12/2599 23:59",235476.4038,603965.2932,2015-02-10,2599-12-31
"673","NL","G031","HHZ",53.415886,6.597559,2,50,"10/02/2015 00:00","31/12/2599 23:59",235476.4038,603965.2932,2015-02-10,2599-12-31
"676","NL","G032","HHZ",53.415886,6.597559,2,100,"10/02/2015 00:00","31/12/2599 23:59",235476.4038,603965.2932,2015-02-10,2599-12-31
"679","NL","G033","HHZ",53.415886,6.597559,2,150,"10/02/2015 00:00","31/12/2599 23:59",235476.4038,603965.2932,2015-02-10,2599-12-31
"682","NL","G034","HHZ",53.415886,6.597559,2,200,"10/02/2015 00:00","31/12/2599 23:59",235476.4038,603965.2932,2015-02-10,2599-12-31
"685","NL","G040","HGZ",53.41469,6.67472,2,0,"04/06/2015 00:00","31/12/2599 23:59",240608.8552,603921.2802,2015-06-04,2599-12-31
"683","NL","G040","HG1",53.41469,6.67472,2,0,"04/06/2015 00:00","31/12/2599 23:59",240608.8552,603921.2802,2015-06-04,2599-12-31
"684","NL","G040","HG2",53.41469,6.67472,2,0,"04/06/2015 00:00","31/12/2599 23:59",240608.8552,603921.2802,2015-06-04,2599-12-31
"688","NL","G041","HHZ",53.41469,6.67472,2,50,"04/06/2015 00:00","31/12/2599 23:59",240608.8552,603921.2802,2015-06-04,2599-12-31
"691","NL","G042","HHZ",53.41469,6.67472,2,100,"04/06/2015 00:00","31/12/2599 23:59",240608.8552,603921.2802,2015-06-04,2599-12-31
"694","NL","G043","HHZ",53.41469,6.67472,2,150,"04/06/2015 00:00","31/12/2599 23:59",240608.8552,603921.2802,2015-06-04,2599-12-31
"697","NL","G044","HHZ",53.41469,6.67472,2,200,"04/06/2015 00:00","31/12/2599 23:59",240608.8552,603921.2802,2015-06-04,2599-12-31
"700","NL","G050","HGZ",53.418438,6.771304,2,0,"16/07/2015 00:00","31/12/2599 23:59",247022.3198,604457.6339,2015-07-16,2599-12-31
"698","NL","G050","HG1",53.418438,6.771304,2,0,"16/07/2015 00:00","31/12/2599 23:59",247022.3198,604457.6339,2015-07-16,2599-12-31
"699","NL","G050","HG2",53.418438,6.771304,2,0,"16/07/2015 00:00","31/12/2599 23:59",247022.3198,604457.6339,2015-07-16,2599-12-31
"703","NL","G051","HHZ",53.418438,6.771304,2,50,"16/07/2015 00:00","31/12/2599 23:59",247022.3198,604457.6339,2015-07-16,2599-12-31
"706","NL","G052","HHZ",53.418438,6.771304,2,100,"16/07/2015 00:00","31/12/2599 23:59",247022.3198,604457.6339,2015-07-16,2599-12-31
"709","NL","G053","HHZ",53.418438,6.771304,2,150,"16/07/2015 00:00","31/12/2599 23:59",247022.3198,604457.6339,2015-07-16,2599-12-31
"712","NL","G054","HHZ",53.418438,6.771304,2,200,"16/07/2015 00:00","31/12/2599 23:59",247022.3198,604457.6339,2015-07-16,2599-12-31
"715","NL","G060","HGZ",53.411095,6.870878,2,0,"15/09/2015 00:00","31/12/2599 23:59",253658.7603,603772.4765,2015-09-15,2599-12-31
"713","NL","G060","HG1",53.411095,6.870878,2,0,"15/09/2015 00:00","31/12/2599 23:59",253658.7603,603772.4765,2015-09-15,2599-12-31
"714","NL","G060","HG2",53.411095,6.870878,2,0,"15/09/2015 00:00","31/12/2599 23:59",253658.7603,603772.4765,2015-09-15,2599-12-31
"718","NL","G061","HHZ",53.411095,6.870878,2,50,"15/09/2015 00:00","31/12/2599 23:59",253658.7603,603772.4765,2015-09-15,2599-12-31
"721","NL","G062","HHZ",53.411095,6.870878,2,100,"15/09/2015 00:00","31/12/2599 23:59",253658.7603,603772.4765,2015-09-15,2599-12-31
"724","NL","G063","HHZ",53.411095,6.870878,2,150,"15/09/2015 00:00","31/12/2599 23:59",253658.7603,603772.4765,2015-09-15,2599-12-31
"727","NL","G064","HHZ",53.411095,6.870878,2,200,"15/09/2015 00:00","31/12/2599 23:59",253658.7603,603772.4765,2015-09-15,2599-12-31
"730","NL","G070","HGZ",53.39458,6.545769,2,0,"24/09/2015 00:00","31/12/2599 23:59",232071.2868,601537.5097,2015-09-24,2599-12-31
"728","NL","G070","HG1",53.39458,6.545769,2,0,"24/09/2015 00:00","31/12/2599 23:59",232071.2868,601537.5097,2015-09-24,2599-12-31
"729","NL","G070","HG2",53.39458,6.545769,2,0,"24/09/2015 00:00","31/12/2599 23:59",232071.2868,601537.5097,2015-09-24,2599-12-31
"733","NL","G071","HHZ",53.39458,6.545769,2,50,"24/09/2015 00:00","31/12/2599 23:59",232071.2868,601537.5097,2015-09-24,2599-12-31
"736","NL","G072","HHZ",53.39458,6.545769,2,100,"24/09/2015 00:00","31/12/2599 23:59",232071.2868,601537.5097,2015-09-24,2599-12-31
"739","NL","G073","HHZ",53.39458,6.545769,2,150,"24/09/2015 00:00","31/12/2599 23:59",232071.2868,601537.5097,2015-09-24,2599-12-31
"742","NL","G074","HHZ",53.39458,6.545769,2,200,"24/09/2015 00:00","31/12/2599 23:59",232071.2868,601537.5097,2015-09-24,2599-12-31
"745","NL","G080","HGZ",53.395447,6.643896,2,0,"22/09/2015 00:00","31/12/2599 23:59",238596.8795,601743.5748,2015-09-22,2599-12-31
"743","NL","G080","HG1",53.395447,6.643896,2,0,"22/09/2015 00:00","31/12/2599 23:59",238596.8795,601743.5748,2015-09-22,2599-12-31
"744","NL","G080","HG2",53.395447,6.643896,2,0,"22/09/2015 00:00","31/12/2599 23:59",238596.8795,601743.5748,2015-09-22,2599-12-31
"748","NL","G081","HHZ",53.395447,6.643896,2,50,"22/09/2015 00:00","31/12/2599 23:59",238596.8795,601743.5748,2015-09-22,2599-12-31
"751","NL","G082","HHZ",53.395447,6.643896,2,100,"22/09/2015 00:00","31/12/2599 23:59",238596.8795,601743.5748,2015-09-22,2599-12-31
"754","NL","G083","HHZ",53.395447,6.643896,2,150,"22/09/2015 00:00","31/12/2599 23:59",238596.8795,601743.5748,2015-09-22,2599-12-31
"757","NL","G084","HHZ",53.395447,6.643896,2,200,"22/09/2015 00:00","31/12/2599 23:59",238596.8795,601743.5748,2015-09-22,2599-12-31
"760","NL","G090","HGZ",53.387764,6.724525,2,0,"18/09/2015 00:00","31/12/2599 23:59",243975.9185,600985.2909,2015-09-18,2599-12-31
"758","NL","G090","HG1",53.387764,6.724525,2,0,"18/09/2015 00:00","31/12/2599 23:59",243975.9185,600985.2909,2015-09-18,2599-12-31
"759","NL","G090","HG2",53.387764,6.724525,2,0,"18/09/2015 00:00","31/12/2599 23:59",243975.9185,600985.2909,2015-09-18,2599-12-31
"763","NL","G091","HHZ",53.387764,6.724525,2,50,"18/09/2015 00:00","31/12/2599 23:59",243975.9185,600985.2909,2015-09-18,2599-12-31
"766","NL","G092","HHZ",53.387764,6.724525,2,100,"18/09/2015 00:00","31/12/2599 23:59",243975.9185,600985.2909,2015-09-18,2599-12-31
"769","NL","G093","HHZ",53.387764,6.724525,2,150,"18/09/2015 00:00","31/12/2599 23:59",243975.9185,600985.2909,2015-09-18,2599-12-31
"772","NL","G094","HHZ",53.387764,6.724525,2,200,"18/09/2015 00:00","31/12/2599 23:59",243975.9185,600985.2909,2015-09-18,2599-12-31
"775","NL","G100","HGZ",53.37847,6.804435,2,0,"08/09/2015 00:00","31/12/2599 23:59",249312.4841,600052.8303,2015-09-08,2599-12-31
"773","NL","G100","HG1",53.37847,6.804435,2,0,"08/09/2015 00:00","31/12/2599 23:59",249312.4841,600052.8303,2015-09-08,2599-12-31
"774","NL","G100","HG2",53.37847,6.804435,2,0,"08/09/2015 00:00","31/12/2599 23:59",249312.4841,600052.8303,2015-09-08,2599-12-31
"778","NL","G101","HHZ",53.37847,6.804435,2,50,"08/09/2015 00:00","31/12/2599 23:59",249312.4841,600052.8303,2015-09-08,2599-12-31
"781","NL","G102","HHZ",53.37847,6.804435,2,100,"08/09/2015 00:00","31/12/2599 23:59",249312.4841,600052.8303,2015-09-08,2599-12-31
"784","NL","G103","HHZ",53.37847,6.804435,2,150,"08/09/2015 00:00","31/12/2599 23:59",249312.4841,600052.8303,2015-09-08,2599-12-31
"787","NL","G104","HHZ",53.37847,6.804435,2,200,"08/09/2015 00:00","31/12/2599 23:59",249312.4841,600052.8303,2015-09-08,2599-12-31
"790","NL","G110","HGZ",53.366917,6.889139,2,0,"08/12/2015 00:00","31/12/2599 23:59",254975.5727,598881.5835,2015-12-08,2599-12-31
"788","NL","G110","HG1",53.366917,6.889139,2,0,"08/12/2015 00:00","31/12/2599 23:59",254975.5727,598881.5835,2015-12-08,2599-12-31
"789","NL","G110","HG2",53.366917,6.889139,2,0,"08/12/2015 00:00","31/12/2599 23:59",254975.5727,598881.5835,2015-12-08,2599-12-31
"793","NL","G111","HHZ",53.366917,6.889139,2,50,"08/12/2015 00:00","31/12/2599 23:59",254975.5727,598881.5835,2015-12-08,2599-12-31
"796","NL","G112","HHZ",53.366917,6.889139,2,100,"08/12/2015 00:00","31/12/2599 23:59",254975.5727,598881.5835,2015-12-08,2599-12-31
"799","NL","G113","HHZ",53.366917,6.889139,2,150,"08/12/2015 00:00","31/12/2599 23:59",254975.5727,598881.5835,2015-12-08,2599-12-31
"802","NL","G114","HHZ",53.366917,6.889139,2,200,"08/12/2015 00:00","31/12/2599 23:59",254975.5727,598881.5835,2015-12-08,2599-12-31
"805","NL","G120","HGZ",53.36992,6.57139,2,0,"05/10/2017 00:00","31/12/2599 23:59",233820.7458,598820.9625,2017-10-05,2599-12-31
"803","NL","G120","HG1",53.36992,6.57139,2,0,"05/10/2017 00:00","31/12/2599 23:59",233820.7458,598820.9625,2017-10-05,2599-12-31
"804","NL","G120","HG2",53.36992,6.57139,2,0,"05/10/2017 00:00","31/12/2599 23:59",233820.7458,598820.9625,2017-10-05,2599-12-31
"808","NL","G121","HHZ",53.36992,6.57139,2,50,"05/10/2017 00:00","31/12/2599 23:59",233820.7458,598820.9625,2017-10-05,2599-12-31
"811","NL","G122","HHZ",53.36992,6.57139,2,100,"05/10/2017 00:00","31/12/2599 23:59",233820.7458,598820.9625,2017-10-05,2599-12-31
"814","NL","G123","HHZ",53.36992,6.57139,2,150,"05/10/2017 00:00","31/12/2599 23:59",233820.7458,598820.9625,2017-10-05,2599-12-31
"817","NL","G124","HHZ",53.36992,6.57139,2,200,"05/10/2017 00:00","31/12/2599 23:59",233820.7458,598820.9625,2017-10-05,2599-12-31
"820","NL","G130","HGZ",53.34894,6.668564,2,0,"22/09/2015 00:00","31/12/2599 23:59",240329.8901,596597.0715,2015-09-22,2599-12-31
"818","NL","G130","HG1",53.34894,6.668564,2,0,"22/09/2015 00:00","31/12/2599 23:59",240329.8901,596597.0715,2015-09-22,2599-12-31
"819","NL","G130","HG2",53.34894,6.668564,2,0,"22/09/2015 00:00","31/12/2599 23:59",240329.8901,596597.0715,2015-09-22,2599-12-31
"823","NL","G131","HHZ",53.34894,6.668564,2,50,"22/09/2015 00:00","31/12/2599 23:59",240329.8901,596597.0715,2015-09-22,2599-12-31
"826","NL","G132","HHZ",53.34894,6.668564,2,100,"22/09/2015 00:00","31/12/2599 23:59",240329.8901,596597.0715,2015-09-22,2599-12-31
"829","NL","G133","HHZ",53.34894,6.668564,2,150,"22/09/2015 00:00","31/12/2599 23:59",240329.8901,596597.0715,2015-09-22,2599-12-31
"832","NL","G134","HHZ",53.34894,6.668564,2,200,"22/09/2015 00:00","31/12/2599 23:59",240329.8901,596597.0715,2015-09-22,2599-12-31
"835","NL","G140","HGZ",53.358604,6.770835,2,0,"11/02/2015 00:00","31/12/2599 23:59",247119.2125,597798.5977,2015-02-11,2599-12-31
"833","NL","G140","HG1",53.358604,6.770835,2,0,"11/02/2015 00:00","31/12/2599 23:59",247119.2125,597798.5977,2015-02-11,2599-12-31
"834","NL","G140","HG2",53.358604,6.770835,2,0,"11/02/2015 00:00","31/12/2599 23:59",247119.2125,597798.5977,2015-02-11,2599-12-31
"838","NL","G141","HHZ",53.358604,6.770835,2,50,"11/02/2015 00:00","31/12/2599 23:59",247119.2125,597798.5977,2015-02-11,2599-12-31
"841","NL","G142","HHZ",53.358604,6.770835,2,100,"11/02/2015 00:00","31/12/2599 23:59",247119.2125,597798.5977,2015-02-11,2599-12-31
"844","NL","G143","HHZ",53.358604,6.770835,2,150,"11/02/2015 00:00","31/12/2599 23:59",247119.2125,597798.5977,2015-02-11,2599-12-31
"847","NL","G144","HHZ",53.358604,6.770835,2,200,"11/02/2015 00:00","31/12/2599 23:59",247119.2125,597798.5977,2015-02-11,2599-12-31
"850","NL","G160","HGZ",53.338528,6.531397,2,0,"17/09/2015 00:00","31/12/2599 23:59",231214.4728,595284.4279,2015-09-17,2599-12-31
"848","NL","G160","HG1",53.338528,6.531397,2,0,"17/09/2015 00:00","31/12/2599 23:59",231214.4728,595284.4279,2015-09-17,2599-12-31
"849","NL","G160","HG2",53.338528,6.531397,2,0,"17/09/2015 00:00","31/12/2599 23:59",231214.4728,595284.4279,2015-09-17,2599-12-31
"853","NL","G161","HHZ",53.338528,6.531397,2,50,"17/09/2015 00:00","31/12/2599 23:59",231214.4728,595284.4279,2015-09-17,2599-12-31
"856","NL","G162","HHZ",53.338528,6.531397,2,100,"17/09/2015 00:00","31/12/2599 23:59",231214.4728,595284.4279,2015-09-17,2599-12-31
"859","NL","G163","HHZ",53.338528,6.531397,2,150,"17/09/2015 00:00","31/12/2599 23:59",231214.4728,595284.4279,2015-09-17,2599-12-31
"862","NL","G164","HHZ",53.338528,6.531397,2,200,"17/09/2015 00:00","31/12/2599 23:59",231214.4728,595284.4279,2015-09-17,2599-12-31
"865","NL","G170","HGZ",53.336197,6.636346,2,0,"29/04/2015 00:00","31/12/2599 23:59",238209.1548,595141.2719,2015-04-29,2599-12-31
"863","NL","G170","HG1",53.336197,6.636346,2,0,"29/04/2015 00:00","31/12/2599 23:59",238209.1548,595141.2719,2015-04-29,2599-12-31
"864","NL","G170","HG2",53.336197,6.636346,2,0,"29/04/2015 00:00","31/12/2599 23:59",238209.1548,595141.2719,2015-04-29,2599-12-31
"868","NL","G171","HHZ",53.336197,6.636346,2,50,"29/04/2015 00:00","31/12/2599 23:59",238209.1548,595141.2719,2015-04-29,2599-12-31
"871","NL","G172","HHZ",53.336197,6.636346,2,100,"29/04/2015 00:00","31/12/2599 23:59",238209.1548,595141.2719,2015-04-29,2599-12-31
"874","NL","G173","HHZ",53.336197,6.636346,2,150,"29/04/2015 00:00","31/12/2599 23:59",238209.1548,595141.2719,2015-04-29,2599-12-31
"877","NL","G174","HHZ",53.336197,6.636346,2,200,"29/04/2015 00:00","31/12/2599 23:59",238209.1548,595141.2719,2015-04-29,2599-12-31
"880","NL","G180","HGZ",53.330624,6.721702,2,0,"18/09/2015 00:00","31/12/2599 23:59",243906.0488,594623.1669,2015-09-18,2599-12-31
"878","NL","G180","HG1",53.330624,6.721702,2,0,"18/09/2015 00:00","31/12/2599 23:59",243906.0488,594623.1669,2015-09-18,2599-12-31
"879","NL","G180","HG2",53.330624,6.721702,2,0,"18/09/2015 00:00","31/12/2599 23:59",243906.0488,594623.1669,2015-09-18,2599-12-31
"883","NL","G181","HHZ",53.330624,6.721702,2,50,"18/09/2015 00:00","31/12/2599 23:59",243906.0488,594623.1669,2015-09-18,2599-12-31
"886","NL","G182","HHZ",53.330624,6.721702,2,100,"18/09/2015 00:00","31/12/2599 23:59",243906.0488,594623.1669,2015-09-18,2599-12-31
"889","NL","G183","HHZ",53.330624,6.721702,2,150,"18/09/2015 00:00","31/12/2599 23:59",243906.0488,594623.1669,2015-09-18,2599-12-31
"892","NL","G184","HHZ",53.330624,6.721702,2,200,"18/09/2015 00:00","31/12/2599 23:59",243906.0488,594623.1669,2015-09-18,2599-12-31
"895","NL","G190","HGZ",53.337814,6.817032,2,0,"18/09/2015 00:00","31/12/2599 23:59",250240.6091,595545.2317,2015-09-18,2599-12-31
"893","NL","G190","HG1",53.337814,6.817032,2,0,"18/09/2015 00:00","31/12/2599 23:59",250240.6091,595545.2317,2015-09-18,2599-12-31
"894","NL","G190","HG2",53.337814,6.817032,2,0,"18/09/2015 00:00","31/12/2599 23:59",250240.6091,595545.2317,2015-09-18,2599-12-31
"898","NL","G191","HHZ",53.337814,6.817032,2,50,"18/09/2015 00:00","31/12/2599 23:59",250240.6091,595545.2317,2015-09-18,2599-12-31
"901","NL","G192","HHZ",53.337814,6.817032,2,100,"18/09/2015 00:00","31/12/2599 23:59",250240.6091,595545.2317,2015-09-18,2599-12-31
"904","NL","G193","HHZ",53.337814,6.817032,2,150,"18/09/2015 00:00","31/12/2599 23:59",250240.6091,595545.2317,2015-09-18,2599-12-31
"907","NL","G194","HHZ",53.337814,6.817032,2,200,"18/09/2015 00:00","31/12/2599 23:59",250240.6091,595545.2317,2015-09-18,2599-12-31
"910","NL","G200","HGZ",53.335297,6.895165,2,0,"28/05/2015 00:00","31/12/2599 23:59",255450.3925,595371.375,2015-05-28,2599-12-31
"908","NL","G200","HG1",53.335297,6.895165,2,0,"28/05/2015 00:00","31/12/2599 23:59",255450.3925,595371.375,2015-05-28,2599-12-31
"909","NL","G200","HG2",53.335297,6.895165,2,0,"28/05/2015 00:00","31/12/2599 23:59",255450.3925,595371.375,2015-05-28,2599-12-31
"913","NL","G201","HHZ",53.335297,6.895165,2,50,"28/05/2015 00:00","31/12/2599 23:59",255450.3925,595371.375,2015-05-28,2599-12-31
"916","NL","G202","HHZ",53.335297,6.895165,2,100,"28/05/2015 00:00","31/12/2599 23:59",255450.3925,595371.375,2015-05-28,2599-12-31
"919","NL","G203","HHZ",53.335297,6.895165,2,150,"28/05/2015 00:00","31/12/2599 23:59",255450.3925,595371.375,2015-05-28,2599-12-31
"922","NL","G204","HHZ",53.335297,6.895165,2,200,"28/05/2015 00:00","31/12/2599 23:59",255450.3925,595371.375,2015-05-28,2599-12-31
"925","NL","G210","HGZ",53.313374,6.593737,2,0,"17/09/2015 00:00","31/12/2599 23:59",235413.6028,592553.0377,2015-09-17,2599-12-31
"923","NL","G210","HG1",53.313374,6.593737,2,0,"17/09/2015 00:00","31/12/2599 23:59",235413.6028,592553.0377,2015-09-17,2599-12-31
"924","NL","G210","HG2",53.313374,6.593737,2,0,"17/09/2015 00:00","31/12/2599 23:59",235413.6028,592553.0377,2015-09-17,2599-12-31
"928","NL","G211","HHZ",53.313374,6.593737,2,50,"17/09/2015 00:00","31/12/2599 23:59",235413.6028,592553.0377,2015-09-17,2599-12-31
"931","NL","G212","HHZ",53.313374,6.593737,2,100,"17/09/2015 00:00","31/12/2599 23:59",235413.6028,592553.0377,2015-09-17,2599-12-31
"934","NL","G213","HHZ",53.313374,6.593737,2,150,"17/09/2015 00:00","31/12/2599 23:59",235413.6028,592553.0377,2015-09-17,2599-12-31
"937","NL","G214","HHZ",53.313374,6.593737,2,200,"17/09/2015 00:00","31/12/2599 23:59",235413.6028,592553.0377,2015-09-17,2599-12-31
"940","NL","G220","HGZ",53.31035,6.677621,2,0,"10/02/2015 00:00","31/12/2599 23:59",241009.9848,592313.4984,2015-02-10,2599-12-31
"938","NL","G220","HG1",53.31035,6.677621,2,0,"10/02/2015 00:00","31/12/2599 23:59",241009.9848,592313.4984,2015-02-10,2599-12-31
"939","NL","G220","HG2",53.31035,6.677621,2,0,"10/02/2015 00:00","31/12/2599 23:59",241009.9848,592313.4984,2015-02-10,2599-12-31
"943","NL","G221","HHZ",53.31035,6.677621,2,50,"10/02/2015 00:00","31/12/2599 23:59",241009.9848,592313.4984,2015-02-10,2599-12-31
"946","NL","G222","HHZ",53.31035,6.677621,2,100,"10/02/2015 00:00","31/12/2599 23:59",241009.9848,592313.4984,2015-02-10,2599-12-31
"949","NL","G223","HHZ",53.31035,6.677621,2,150,"10/02/2015 00:00","31/12/2599 23:59",241009.9848,592313.4984,2015-02-10,2599-12-31
"952","NL","G224","HHZ",53.31035,6.677621,2,200,"10/02/2015 00:00","31/12/2599 23:59",241009.9848,592313.4984,2015-02-10,2599-12-31
"955","NL","G230","HGZ",53.30949,6.767527,2,0,"16/02/2015 00:00","31/12/2599 23:59",247003.8257,592328.9726,2015-02-16,2599-12-31
"953","NL","G230","HG1",53.30949,6.767527,2,0,"16/02/2015 00:00","31/12/2599 23:59",247003.8257,592328.9726,2015-02-16,2599-12-31
"954","NL","G230","HG2",53.30949,6.767527,2,0,"16/02/2015 00:00","31/12/2599 23:59",247003.8257,592328.9726,2015-02-16,2599-12-31
"958","NL","G231","HHZ",53.30949,6.767527,2,50,"16/02/2015 00:00","31/12/2599 23:59",247003.8257,592328.9726,2015-02-16,2599-12-31
"961","NL","G232","HHZ",53.30949,6.767527,2,100,"16/02/2015 00:00","31/12/2599 23:59",247003.8257,592328.9726,2015-02-16,2599-12-31
"964","NL","G233","HHZ",53.30949,6.767527,2,150,"16/02/2015 00:00","31/12/2599 23:59",247003.8257,592328.9726,2015-02-16,2599-12-31
"967","NL","G234","HHZ",53.30949,6.767527,2,200,"16/02/2015 00:00","31/12/2599 23:59",247003.8257,592328.9726,2015-02-16,2599-12-31
"970","NL","G240","HGZ",53.289974,6.856169,2,0,"12/11/2014 00:00","31/12/2599 23:59",252955.9283,590274.2394,2014-11-12,2599-12-31
"968","NL","G240","HG1",53.289974,6.856169,2,0,"12/11/2014 00:00","31/12/2599 23:59",252955.9283,590274.2394,2014-11-12,2599-12-31
"969","NL","G240","HG2",53.289974,6.856169,2,0,"12/11/2014 00:00","31/12/2599 23:59",252955.9283,590274.2394,2014-11-12,2599-12-31
"973","NL","G241","HHZ",53.289974,6.856169,2,50,"12/11/2014 00:00","31/12/2599 23:59",252955.9283,590274.2394,2014-11-12,2599-12-31
"976","NL","G242","HHZ",53.289974,6.856169,2,100,"12/11/2014 00:00","31/12/2599 23:59",252955.9283,590274.2394,2014-11-12,2599-12-31
"979","NL","G243","HHZ",53.289974,6.856169,2,150,"12/11/2014 00:00","31/12/2599 23:59",252955.9283,590274.2394,2014-11-12,2599-12-31
"982","NL","G244","HHZ",53.289974,6.856169,2,200,"12/11/2014 00:00","31/12/2599 23:59",252955.9283,590274.2394,2014-11-12,2599-12-31
"985","NL","G250","HGZ",53.308117,6.943312,2,0,"12/05/2017 00:00","31/12/2599 23:59",258722.6842,592415.1863,2017-05-12,2599-12-31
"983","NL","G250","HG1",53.308117,6.943312,2,0,"12/05/2017 00:00","31/12/2599 23:59",258722.6842,592415.1863,2017-05-12,2599-12-31
"984","NL","G250","HG2",53.308117,6.943312,2,0,"12/05/2017 00:00","31/12/2599 23:59",258722.6842,592415.1863,2017-05-12,2599-12-31
"988","NL","G251","HHZ",53.308117,6.943312,2,50,"12/05/2017 00:00","31/12/2599 23:59",258722.6842,592415.1863,2017-05-12,2599-12-31
"991","NL","G252","HHZ",53.308117,6.943312,2,100,"12/05/2017 00:00","31/12/2599 23:59",258722.6842,592415.1863,2017-05-12,2599-12-31
"994","NL","G253","HHZ",53.308117,6.943312,2,150,"12/05/2017 00:00","31/12/2599 23:59",258722.6842,592415.1863,2017-05-12,2599-12-31
"997","NL","G254","HHZ",53.308117,6.943312,2,200,"12/05/2017 00:00","31/12/2599 23:59",258722.6842,592415.1863,2017-05-12,2599-12-31
"1000","NL","G260","HGZ",53.28208,6.545806,2,0,"22/10/2015 00:00","31/12/2599 23:59",232275.3181,589018.0716,2015-10-22,2599-12-31
"998","NL","G260","HG1",53.28208,6.545806,2,0,"22/10/2015 00:00","31/12/2599 23:59",232275.3181,589018.0716,2015-10-22,2599-12-31
"999","NL","G260","HG2",53.28208,6.545806,2,0,"22/10/2015 00:00","31/12/2599 23:59",232275.3181,589018.0716,2015-10-22,2599-12-31
"1003","NL","G261","HHZ",53.28208,6.545806,2,50,"22/10/2015 00:00","31/12/2599 23:59",232275.3181,589018.0716,2015-10-22,2599-12-31
"1006","NL","G262","HHZ",53.28208,6.545806,2,100,"22/10/2015 00:00","31/12/2599 23:59",232275.3181,589018.0716,2015-10-22,2599-12-31
"1009","NL","G263","HHZ",53.28208,6.545806,2,150,"22/10/2015 00:00","31/12/2599 23:59",232275.3181,589018.0716,2015-10-22,2599-12-31
"1012","NL","G264","HHZ",53.28208,6.545806,2,200,"22/10/2015 00:00","31/12/2599 23:59",232275.3181,589018.0716,2015-10-22,2599-12-31
"1015","NL","G270","HGZ",53.28318,6.628118,2,0,"27/11/2015 00:00","31/12/2599 23:59",237762.8192,589231.9711,2015-11-27,2599-12-31
"1013","NL","G270","HG1",53.28318,6.628118,2,0,"27/11/2015 00:00","31/12/2599 23:59",237762.8192,589231.9711,2015-11-27,2599-12-31
"1014","NL","G270","HG2",53.28318,6.628118,2,0,"27/11/2015 00:00","31/12/2599 23:59",237762.8192,589231.9711,2015-11-27,2599-12-31
"1018","NL","G271","HHZ",53.28318,6.628118,2,50,"27/11/2015 00:00","31/12/2599 23:59",237762.8192,589231.9711,2015-11-27,2599-12-31
"1021","NL","G272","HHZ",53.28318,6.628118,2,100,"27/11/2015 00:00","31/12/2599 23:59",237762.8192,589231.9711,2015-11-27,2599-12-31
"1024","NL","G273","HHZ",53.28318,6.628118,2,150,"27/11/2015 00:00","31/12/2599 23:59",237762.8192,589231.9711,2015-11-27,2599-12-31
"1027","NL","G274","HHZ",53.28318,6.628118,2,200,"27/11/2015 00:00","31/12/2599 23:59",237762.8192,589231.9711,2015-11-27,2599-12-31
