"","X","Y","Start_date","End_date"
"453",254975.5727,598881.5835,"2015-12-08","2599-12-31"
"454",249932.7742,595841.4772,"2013-10-01","2599-12-31"
"455",257568.1765,587595.918,"2015-12-07","2599-12-31"
"456",255490.9024,582919.2229,"2015-09-22","2599-12-31"
"457",248213.3896,593808.3977,"2013-09-24","2599-12-31"
"458",250240.6091,595545.2317,"2015-09-18","2599-12-31"
"459",257568.1765,587595.918,"2015-12-07","2599-12-31"
"460",251514.8103,593010.9562,"2013-10-07","2599-12-31"
"461",250240.6091,595545.2317,"2015-09-18","2599-12-31"
"462",257568.1765,587595.918,"2015-12-07","2599-12-31"
"463",249932.7742,595841.4772,"2013-10-01","2599-12-31"
"464",238291.8533,583886.6282,"2015-09-16","2599-12-31"
"465",235413.6028,592553.0377,"2015-09-17","2599-12-31"
"466",264920.4731,588749.5934,"2015-12-02","2599-12-31"
"467",250240.6091,595545.2317,"2015-09-18","2599-12-31"
"468",248207.606,590399.6553,"2014-09-17","2599-12-31"
"469",245723.4446,592494.9436,"2014-09-17","2019-12-07"
"470",255490.9024,582919.2229,"2015-09-22","2599-12-31"
"471",248213.3896,593808.3977,"2013-09-24","2599-12-31"
"472",248213.3896,593808.3977,"2013-09-24","2599-12-31"
"473",257568.1765,587595.918,"2015-12-07","2599-12-31"
"474",250660.2176,593719.6573,"2015-10-29","2599-12-31"
"475",248207.606,590399.6553,"2014-09-17","2599-12-31"
"476",252955.9283,590274.2394,"2014-11-12","2599-12-31"
"477",252955.9283,590274.2394,"2014-11-12","2599-12-31"
"478",245723.4446,592494.9436,"2014-09-17","2019-12-07"
"479",253658.7603,603772.4765,"2015-09-15","2599-12-31"
"480",250011.9339,582983.3038,"2014-10-24","2599-12-31"
"481",248207.606,590399.6553,"2014-09-17","2599-12-31"
"482",248213.3896,593808.3977,"2013-09-24","2599-12-31"
"483",238291.8533,583886.6282,"2015-09-16","2599-12-31"
"484",257568.1765,587595.918,"2015-12-07","2599-12-31"
"485",244524.3302,588132.1396,"2016-03-28","2599-12-31"
"486",249932.7742,595841.4772,"2013-10-01","2599-12-31"
"487",252739.2649,580012.2974,"2014-10-31","2599-12-31"
"488",245080.1446,581028.328,"2016-06-14","2599-12-31"
"489",238596.8794,601743.5748,"2015-09-22","2599-12-31"
"490",256506.0921,594963.1148,"2015-09-15","2599-12-31"
"491",243289.2751,598756.8534,"2014-09-17","2017-01-01"
"492",255579.9145,589125.7619,"2014-10-23","2599-12-31"
"493",265257.161,582831.7239,"2015-09-15","2599-12-31"
"494",265257.161,582831.7239,"2015-09-15","2599-12-31"
"495",241645.0932,580508.0868,"2015-02-11","2599-12-31"
"496",265257.161,582831.7239,"2015-09-15","2599-12-31"
"497",241009.9847,592313.4984,"2015-02-10","2599-12-31"
"498",255135.8618,577319.7528,"2015-02-11","2599-12-31"
"499",238898.8933,597051.5785,"2013-09-10","2019-12-05"
"500",250011.9339,582983.3038,"2014-10-24","2599-12-31"
"501",252955.9283,590274.2394,"2014-11-12","2599-12-31"
"502",255579.9145,589125.7619,"2014-10-23","2599-12-31"
"503",255490.9024,582919.2229,"2015-09-22","2599-12-31"
"504",252955.9283,590274.2394,"2014-11-12","2599-12-31"
"505",243289.2751,598756.8534,"2014-09-17","2017-01-01"
"506",255135.8618,577319.7528,"2015-02-11","2599-12-31"
"507",246758.2624,571707.7562,"2015-09-15","2599-12-31"
"508",240329.8901,596597.0715,"2015-09-22","2599-12-31"
"509",257568.1765,587595.918,"2015-12-07","2599-12-31"
"510",249932.7742,595841.4772,"2013-10-01","2599-12-31"
"511",247127.8894,578752.8488,"2014-09-17","2599-12-31"
"512",249932.7742,595841.4772,"2013-10-01","2599-12-31"
"513",255490.9024,582919.2229,"2015-09-22","2599-12-31"
"514",250011.9339,582983.3038,"2014-10-24","2599-12-31"
"515",243265.8688,583316.7192,"2014-09-17","2599-12-31"
"516",257568.1765,587595.918,"2015-12-07","2599-12-31"
"517",246051.4828,597580.6998,"2013-09-23","2020-06-01"
"518",252955.9283,590274.2394,"2014-11-12","2599-12-31"
"519",238291.8533,583886.6282,"2015-09-16","2599-12-31"
"520",255579.9145,589125.7619,"2014-10-23","2599-12-31"
"521",255579.9145,589125.7619,"2014-10-23","2599-12-31"
"522",264920.4731,588749.5934,"2015-12-02","2599-12-31"
"523",232275.318,589018.0716,"2015-10-22","2599-12-31"
"524",243090.9595,596143.8737,"2013-04-24","2599-12-31"
"525",243975.9184,600985.2909,"2015-09-18","2599-12-31"
"526",250011.9339,582983.3038,"2014-10-24","2599-12-31"
"527",252955.9283,590274.2394,"2014-11-12","2599-12-31"
"528",257568.1765,587595.918,"2015-12-07","2599-12-31"
"529",248207.606,590399.6553,"2014-09-17","2599-12-31"
"530",241645.0932,580508.0868,"2015-02-11","2599-12-31"
"531",241009.9847,592313.4984,"2015-02-10","2599-12-31"
"532",240672.8336,585579.5799,"2016-01-22","2599-12-31"
"533",237762.8191,589231.9711,"2015-11-27","2599-12-31"
"534",238291.8533,583886.6282,"2015-09-16","2599-12-31"
"535",258274.3922,574629.7178,"2015-02-12","2599-12-31"
"536",252955.9283,590274.2394,"2014-11-12","2599-12-31"
"537",252955.9283,590274.2394,"2014-11-12","2599-12-31"
"538",248360.1713,589228.8659,"2015-09-22","2599-12-31"
"539",252739.2649,580012.2974,"2014-10-31","2599-12-31"
"540",252739.2649,580012.2974,"2014-10-31","2599-12-31"
"541",248360.1713,589228.8659,"2015-09-22","2599-12-31"
"542",241114.2716,600275.16,"2015-11-27","2599-12-31"
"543",247127.8894,578752.8488,"2014-09-17","2599-12-31"
"544",243906.0488,594623.1669,"2015-09-18","2599-12-31"
"545",247127.8894,578752.8488,"2014-09-17","2599-12-31"
"546",247127.8894,578752.8488,"2014-09-17","2599-12-31"
"547",246051.4828,597580.6998,"2013-09-23","2020-06-01"
"548",238898.8933,597051.5785,"2013-09-10","2019-12-05"
"549",237762.8191,589231.9711,"2015-11-27","2599-12-31"
"550",245723.4446,592494.9436,"2014-09-17","2019-12-07"
"551",245723.4446,592494.9436,"2014-09-17","2019-12-07"
"552",245723.4446,592494.9436,"2014-09-17","2019-12-07"
"553",257568.1765,587595.918,"2015-12-07","2599-12-31"
"554",238291.8533,583886.6282,"2015-09-16","2599-12-31"
"555",245080.1446,581028.328,"2010-04-29","2016-06-14"
"556",243265.8688,583316.7192,"2014-09-17","2599-12-31"
"557",247119.2125,597798.5977,"2015-02-11","2599-12-31"
"558",252955.9283,590274.2394,"2014-11-12","2599-12-31"
"559",255490.9024,582919.2229,"2015-09-22","2599-12-31"
"560",250087.3922,577365.0517,"2015-08-28","2599-12-31"
"561",250087.3922,577365.0517,"2015-08-28","2599-12-31"
"562",241009.9847,592313.4984,"2015-02-10","2599-12-31"
"563",245723.4446,592494.9436,"2014-09-17","2019-12-07"
"564",237762.8191,589231.9711,"2015-11-27","2599-12-31"
"565",255450.3924,595371.375,"2015-05-28","2599-12-31"
"566",238898.8933,597051.5785,"2013-09-10","2019-12-05"
"567",240329.8901,596597.0715,"2015-09-22","2599-12-31"
"568",238291.8533,583886.6282,"2015-09-16","2599-12-31"
"569",250011.9339,582983.3038,"2014-10-24","2599-12-31"
"570",246051.4828,597580.6998,"2013-09-23","2020-06-01"
"571",241645.0932,580508.0868,"2015-02-11","2599-12-31"
"572",250011.9339,582983.3038,"2014-10-24","2599-12-31"
"573",261958.2215,582864.2158,"2015-02-11","2599-12-31"
"574",255579.9145,589125.7619,"2014-10-23","2599-12-31"
"575",255579.9145,589125.7619,"2014-10-23","2599-12-31"
"576",248207.606,590399.6553,"2014-09-17","2599-12-31"
"577",255579.9145,589125.7619,"2014-10-23","2599-12-31"
"578",255579.9145,589125.7619,"2014-10-23","2599-12-31"
"579",245723.4446,592494.9436,"2014-09-17","2019-12-07"
"580",255490.9024,582919.2229,"2015-09-22","2599-12-31"
"581",232275.318,589018.0716,"2015-10-22","2599-12-31"
"582",255135.8618,577319.7528,"2015-02-11","2599-12-31"
"583",246962.0794,585986.3499,"2014-10-23","2599-12-31"
"584",255579.9145,589125.7619,"2014-10-23","2599-12-31"
"585",252955.9283,590274.2394,"2014-11-12","2599-12-31"
"586",250011.9339,582983.3038,"2014-10-24","2599-12-31"
"587",243289.2751,598756.8534,"2014-09-17","2017-01-01"
"588",243265.8688,583316.7192,"2014-09-17","2599-12-31"
"589",244818.7241,577480.3161,"2014-10-23","2599-12-31"
"590",235476.4038,603965.2932,"2015-02-10","2599-12-31"
"591",250011.9339,582983.3038,"2014-10-24","2599-12-31"
"592",255579.9145,589125.7619,"2014-10-23","2599-12-31"
"593",244284.9563,582900.2906,"2014-10-24","2599-12-31"
"594",250011.9339,582983.3038,"2014-10-24","2599-12-31"
"595",248213.3896,593808.3977,"2013-09-24","2599-12-31"
"596",247127.8894,578752.8488,"2014-09-17","2599-12-31"
"597",235476.4038,603965.2932,"2015-02-10","2599-12-31"
"598",244284.9563,582900.2906,"2014-10-24","2599-12-31"
"599",247127.8894,578752.8488,"2014-09-17","2599-12-31"
"600",246051.4828,597580.6998,"2013-09-23","2020-06-01"
"601",249932.7742,595841.4772,"2013-10-01","2599-12-31"
"602",249932.7742,595841.4772,"2013-10-01","2599-12-31"
"603",245080.1446,581028.328,"2010-04-29","2016-06-14"
"604",245559.7438,595019.9156,"2013-09-23","2599-12-31"
"605",241009.9847,592313.4984,"2015-02-10","2599-12-31"
"606",247127.8894,578752.8488,"2014-09-17","2599-12-31"
"607",243265.8688,583316.7192,"2014-09-17","2599-12-31"
"608",249932.7742,595841.4772,"2013-10-01","2599-12-31"
"609",241009.9847,592313.4984,"2015-02-10","2599-12-31"
"610",251514.8103,593010.9562,"2013-10-07","2599-12-31"
"611",247127.8894,578752.8488,"2014-09-17","2599-12-31"
"612",255579.9145,589125.7619,"2014-10-23","2599-12-31"
"613",243090.9595,596143.8737,"2013-04-24","2599-12-31"
"614",248207.606,590399.6553,"2014-09-17","2599-12-31"
"615",255135.8618,577319.7528,"2015-02-11","2599-12-31"
"616",251514.8103,593010.9562,"2013-10-07","2599-12-31"
"617",241009.9847,592313.4984,"2015-02-10","2599-12-31"
"618",252739.2649,580012.2974,"2014-10-31","2599-12-31"
"619",243090.9595,596143.8737,"2013-04-24","2599-12-31"
"620",241009.9847,592313.4984,"2015-02-10","2599-12-31"
"621",252612.1318,573944.5712,"2015-02-12","2599-12-31"
"622",245080.1446,581028.328,"2010-04-29","2016-06-14"
"623",241009.9847,592313.4984,"2015-02-10","2599-12-31"
"624",244284.9563,582900.2906,"2014-10-24","2599-12-31"
"625",244284.9563,582900.2906,"2014-10-24","2599-12-31"
"626",243289.2751,598756.8534,"2014-09-17","2017-01-01"
"627",243090.9595,596143.8737,"2013-04-24","2599-12-31"
"628",243090.9595,596143.8737,"2013-04-24","2599-12-31"
"629",245559.7438,595019.9156,"2013-09-23","2599-12-31"
"630",245723.4446,592494.9436,"2014-09-17","2019-12-07"
"631",245559.7438,595019.9156,"2013-09-23","2599-12-31"
"632",255135.8618,577319.7528,"2015-02-11","2599-12-31"
"633",251514.8103,593010.9562,"2013-10-07","2599-12-31"
"634",240487.1077,603067.5024,"2013-10-07","2019-12-06"
"635",250011.9339,582983.3038,"2014-10-24","2599-12-31"
"636",251514.8103,593010.9562,"2013-10-07","2599-12-31"
"637",255579.9145,589125.7619,"2014-10-23","2599-12-31"
"638",246051.4828,597580.6998,"2013-09-23","2020-06-01"
"639",247127.8894,578752.8488,"2014-09-17","2599-12-31"
"640",255579.9145,589125.7619,"2014-10-23","2599-12-31"
"641",250011.9339,582983.3038,"2014-10-24","2599-12-31"
"642",252739.2649,580012.2974,"2014-10-31","2599-12-31"
"643",252955.9283,590274.2394,"2014-11-12","2599-12-31"
"644",241645.0932,580508.0868,"2015-02-11","2599-12-31"
"645",255579.9145,589125.7619,"2014-10-23","2599-12-31"
"646",244305.4946,607088.675,"2015-02-10","2599-12-31"
"647",251514.8103,593010.9562,"2013-10-07","2599-12-31"
"648",243265.8688,583316.7192,"2014-09-17","2599-12-31"
"649",248207.606,590399.6553,"2014-09-17","2599-12-31"
"650",241645.0932,580508.0868,"2015-02-11","2599-12-31"
"651",248207.606,590399.6553,"2014-09-17","2599-12-31"
"652",251514.8103,593010.9562,"2013-10-07","2599-12-31"
"653",250011.9339,582983.3038,"2014-10-24","2599-12-31"
"654",255579.9145,589125.7619,"2014-10-23","2599-12-31"
"655",247127.8894,578752.8488,"2014-09-17","2599-12-31"
"656",252955.9283,590274.2394,"2014-11-12","2599-12-31"
"657",252955.9283,590274.2394,"2014-11-12","2599-12-31"
"658",244818.7241,577480.3161,"2014-10-23","2599-12-31"
"659",247389.306,598590.4013,"2013-10-24","2017-01-01"
"660",243090.9595,596143.8737,"2013-04-24","2599-12-31"
"661",251514.8103,593010.9562,"2013-10-07","2599-12-31"
"662",246962.0794,585986.3499,"2014-10-23","2599-12-31"
"663",249932.7742,595841.4772,"2013-10-01","2599-12-31"
"664",247127.8894,578752.8488,"2014-09-17","2599-12-31"
"665",247127.8894,578752.8488,"2014-09-17","2599-12-31"
"666",248213.3896,593808.3977,"2013-09-24","2599-12-31"
"667",247127.8894,578752.8488,"2014-09-17","2599-12-31"
"668",250011.9339,582983.3038,"2014-10-24","2599-12-31"
"669",243265.8688,583316.7192,"2014-09-17","2599-12-31"
"670",252955.9283,590274.2394,"2014-11-12","2599-12-31"
"671",247127.8894,578752.8488,"2014-09-17","2599-12-31"
"672",255579.9145,589125.7619,"2014-10-23","2599-12-31"
"673",248213.3896,593808.3977,"2013-09-24","2599-12-31"
"674",246962.0794,585986.3499,"2014-10-23","2599-12-31"
"675",245080.1446,581028.328,"2010-04-29","2016-06-14"
"676",246051.4828,597580.6998,"2013-09-23","2020-06-01"
"677",243265.8688,583316.7192,"2014-09-17","2599-12-31"
"678",252739.2649,580012.2974,"2014-10-31","2599-12-31"
"679",238898.8933,597051.5785,"2013-09-10","2019-12-05"
"680",251514.8103,593010.9562,"2013-10-07","2599-12-31"
"681",243090.9595,596143.8737,"2013-04-24","2599-12-31"
"682",244284.9563,582900.2906,"2014-10-24","2599-12-31"
"683",252739.2649,580012.2974,"2014-10-31","2599-12-31"
"684",243289.2751,598756.8534,"2014-09-17","2017-01-01"
"685",246051.4828,597580.6998,"2013-09-23","2020-06-01"
"686",243265.8688,583316.7192,"2014-09-17","2599-12-31"
"687",251514.8103,593010.9562,"2013-10-07","2599-12-31"
"688",243090.9595,596143.8737,"2013-04-24","2599-12-31"
"689",243265.8688,583316.7192,"2014-09-17","2599-12-31"
"690",243265.8688,583316.7192,"2014-09-17","2599-12-31"
"691",245080.1446,581028.328,"2010-04-29","2016-06-14"
"692",245080.1446,581028.328,"2010-04-29","2016-06-14"
"693",245080.1446,581028.328,"2010-04-29","2016-06-14"
"694",245080.1446,581028.328,"2010-04-29","2016-06-14"
"695",246051.4828,597580.6998,"2013-09-23","2020-06-01"
"696",246051.4828,597580.6998,"2013-09-23","2020-06-01"
"697",251514.8103,593010.9562,"2013-10-07","2599-12-31"
"698",251514.8103,593010.9562,"2013-10-07","2599-12-31"
"699",251514.8103,593010.9562,"2013-10-07","2599-12-31"
"700",245080.1446,581028.328,"2010-04-29","2016-06-14"
"701",245080.1446,581028.328,"2010-04-29","2016-06-14"
"702",248213.3896,593808.3977,"2013-09-24","2599-12-31"
"703",245080.1446,581028.328,"2010-04-29","2016-06-14"
"704",245080.1446,581028.328,"2010-04-29","2016-06-14"
"705",251514.8103,593010.9562,"2013-10-07","2599-12-31"
"706",245080.1446,581028.328,"2010-04-29","2016-06-14"
"707",243090.9595,596143.8737,"2013-04-24","2599-12-31"
"708",245080.1446,581028.328,"2010-04-29","2016-06-14"
"709",245080.1446,581028.328,"2010-04-29","2016-06-14"
"710",251514.8103,593010.9562,"2013-10-07","2599-12-31"
"711",245080.1446,581028.328,"2010-04-29","2016-06-14"
"712",238898.8933,597051.5785,"2013-09-10","2019-12-05"
"713",245080.1446,581028.328,"2010-04-29","2016-06-14"
"714",245080.1446,581028.328,"2010-04-29","2016-06-14"
"715",245080.1446,581028.328,"2010-04-29","2016-06-14"
"716",246051.4828,597580.6998,"2013-09-23","2020-06-01"
"717",245559.7438,595019.9156,"2013-09-23","2599-12-31"
"718",251514.8103,593010.9562,"2013-10-07","2599-12-31"
"719",245080.1446,581028.328,"2010-04-29","2016-06-14"
"720",245080.1446,581028.328,"2010-04-29","2016-06-14"
"721",245080.1446,581028.328,"2010-04-29","2016-06-14"
"722",245080.1446,581028.328,"2010-04-29","2016-06-14"
"723",245080.1446,581028.328,"2010-04-29","2016-06-14"
"724",251514.8103,593010.9562,"2013-10-07","2599-12-31"
"725",247871.7147,603512.4348,"2010-07-08","2016-06-14"
"726",251514.8103,593010.9562,"2013-10-07","2599-12-31"
"727",245080.1446,581028.328,"2010-04-29","2016-06-14"
"728",245080.1446,581028.328,"2010-04-29","2016-06-14"
"729",240487.1077,603067.5024,"2013-10-07","2019-12-06"
"730",251514.8103,593010.9562,"2013-10-07","2599-12-31"
"731",251514.8103,593010.9562,"2013-10-07","2599-12-31"
"732",245080.1446,581028.328,"2010-04-29","2016-06-14"
"733",245080.1446,581028.328,"2010-04-29","2016-06-14"
"734",245080.1446,581028.328,"2010-04-29","2016-06-14"
"735",246051.4828,597580.6998,"2013-09-23","2020-06-01"
"736",248213.3896,593808.3977,"2013-09-24","2599-12-31"
"737",238580.9389,596379.2337,"2013-09-11","2014-03-11"
"738",245559.7438,595019.9156,"2013-09-23","2599-12-31"
"739",247389.306,598590.4013,"2013-10-24","2017-01-01"
"740",251514.8103,593010.9562,"2013-10-07","2599-12-31"
"741",245080.1446,581028.328,"2010-04-29","2016-06-14"
"742",245080.1446,581028.328,"2010-04-29","2016-06-14"
"743",245559.7438,595019.9156,"2013-09-23","2599-12-31"
"744",245080.1446,581028.328,"2010-04-29","2016-06-14"
"745",245080.1446,581028.328,"2010-04-29","2016-06-14"
"746",246051.4828,597580.6998,"2013-09-23","2020-06-01"
"747",238580.9389,596379.2337,"2013-09-11","2014-03-11"
"748",251514.8103,593010.9562,"2013-10-07","2599-12-31"
"749",248213.3896,593808.3977,"2013-09-24","2599-12-31"
"750",238580.9389,596379.2337,"2013-09-11","2014-03-11"
"751",245080.1446,581028.328,"2010-04-29","2016-06-14"
"752",245080.1446,581028.328,"2010-04-29","2016-06-14"
"753",243090.9595,596143.8737,"2013-04-24","2599-12-31"
"754",245080.1446,581028.328,"2010-04-29","2016-06-14"
"755",245080.1446,581028.328,"2010-04-29","2016-06-14"
"756",251514.8103,593010.9562,"2013-10-07","2599-12-31"
"757",245080.1446,581028.328,"2010-04-29","2016-06-14"
"758",251514.8103,593010.9562,"2013-10-07","2599-12-31"
"759",245559.7438,595019.9156,"2013-09-23","2599-12-31"
"760",245559.7438,595019.9156,"2013-09-23","2599-12-31"
"761",248213.3896,593808.3977,"2013-09-24","2599-12-31"
"762",251514.8103,593010.9562,"2013-10-07","2599-12-31"
"763",251514.8103,593010.9562,"2013-10-07","2599-12-31"
"764",245080.1446,581028.328,"2010-04-29","2016-06-14"
"765",243090.9595,596143.8737,"2013-04-24","2599-12-31"
"766",248213.3896,593808.3977,"2013-09-24","2599-12-31"
"767",270718.3551,582155.5351,"2010-04-29","2016-06-14"
"768",248213.3896,593808.3977,"2013-09-24","2599-12-31"
"769",248213.3896,593808.3977,"2013-09-24","2599-12-31"
"770",245080.1446,581028.328,"2010-04-29","2016-06-14"
"771",245080.1446,581028.328,"2010-04-29","2016-06-14"
"772",245080.1446,581028.328,"2010-04-29","2016-06-14"
"773",245080.1446,581028.328,"2010-04-29","2016-06-14"
"774",245965.8504,602400.4268,"2013-09-19","2015-08-23"
"775",248213.3896,593808.3977,"2013-09-24","2599-12-31"
"776",248213.3896,593808.3977,"2013-09-24","2599-12-31"
"777",245080.1446,581028.328,"2010-04-29","2016-06-14"
"778",245080.1446,581028.328,"2010-04-29","2016-06-14"
"779",245080.1446,581028.328,"2010-04-29","2016-06-14"
"780",243090.9595,596143.8737,"2013-04-24","2599-12-31"
"781",243090.9595,596143.8737,"2013-04-24","2599-12-31"
"782",243090.9595,596143.8737,"2013-04-24","2599-12-31"
"783",243090.9595,596143.8737,"2013-04-24","2599-12-31"
"784",243090.9595,596143.8737,"2013-04-24","2599-12-31"
"785",245080.1446,581028.328,"2010-04-29","2016-06-14"
"786",245080.1446,581028.328,"2010-04-29","2016-06-14"
"787",245080.1446,581028.328,"2010-04-29","2016-06-14"
"788",245080.1446,581028.328,"2010-04-29","2016-06-14"
"789",245080.1446,581028.328,"2010-04-29","2016-06-14"
"790",245080.1446,581028.328,"2010-04-29","2016-06-14"
"791",245080.1446,581028.328,"2010-04-29","2016-06-14"
"792",245080.1446,581028.328,"2010-04-29","2016-06-14"
"793",245080.1446,581028.328,"2010-04-29","2016-06-14"
"794",243090.9595,596143.8737,"2013-04-24","2599-12-31"
"795",245080.1446,581028.328,"2010-04-29","2016-06-14"
"796",243090.9595,596143.8737,"2013-04-24","2599-12-31"
"797",243090.9595,596143.8737,"2013-04-24","2599-12-31"
"798",243090.9595,596143.8737,"2013-04-24","2599-12-31"
"799",247871.7147,603512.4348,"2010-07-08","2016-06-14"
"800",243090.9595,596143.8737,"2013-04-24","2599-12-31"
"801",243090.9595,596143.8737,"2013-04-24","2599-12-31"
"802",243090.9595,596143.8737,"2013-04-24","2599-12-31"
"803",243090.9595,596143.8737,"2013-04-24","2599-12-31"
"804",245080.1446,581028.328,"2010-04-29","2016-06-14"
"805",243090.9595,596143.8737,"2013-04-24","2599-12-31"
"806",243090.9595,596143.8737,"2013-04-24","2599-12-31"
"807",245080.1446,581028.328,"2010-04-29","2016-06-14"
"808",245080.1446,581028.328,"2010-04-29","2016-06-14"
"809",243090.9595,596143.8737,"2013-04-24","2599-12-31"
"810",245080.1446,581028.328,"2010-04-29","2016-06-14"
"811",270718.3551,582155.5351,"2010-04-29","2016-06-14"
"812",245080.1446,581028.328,"2010-04-29","2016-06-14"
"813",243090.9595,596143.8737,"2013-04-24","2599-12-31"
"814",243090.9595,596143.8737,"2013-04-24","2599-12-31"
"815",245080.1446,581028.328,"2010-04-29","2016-06-14"
"816",245080.1446,581028.328,"2010-04-29","2016-06-14"
"817",227789.4307,602786.1875,"2010-01-22","2016-05-04"
"818",243090.9595,596143.8737,"2013-04-24","2599-12-31"
"819",245080.1446,581028.328,"2010-04-29","2016-06-14"
"820",243090.9595,596143.8737,"2013-04-24","2599-12-31"
"821",243090.9595,596143.8737,"2013-04-24","2599-12-31"
"822",245080.1446,581028.328,"2010-04-29","2016-06-14"
"823",243090.9595,596143.8737,"2013-04-24","2599-12-31"
"824",245080.1446,581028.328,"2010-04-29","2016-06-14"
"825",245080.1446,581028.328,"2010-04-29","2016-06-14"
"826",243090.9595,596143.8737,"2013-04-24","2599-12-31"
"827",245080.1446,581028.328,"2010-04-29","2016-06-14"
"828",245080.1446,581028.328,"2010-04-29","2016-06-14"
"829",245080.1446,581028.328,"2010-04-29","2016-06-14"
"830",243090.9595,596143.8737,"2013-04-24","2599-12-31"
"831",243090.9595,596143.8737,"2013-04-24","2599-12-31"
"832",245080.1446,581028.328,"2010-04-29","2016-06-14"
"833",245080.1446,581028.328,"2010-04-29","2016-06-14"
"834",247871.7147,603512.4348,"2010-07-08","2016-06-14"
"835",245080.1446,581028.328,"2010-04-29","2016-06-14"
"836",245080.1446,581028.328,"2010-04-29","2016-06-14"
"837",247871.7147,603512.4348,"2010-07-08","2016-06-14"
"838",247871.7147,603512.4348,"2010-07-08","2016-06-14"
"839",245080.1446,581028.328,"2010-04-29","2016-06-14"
"840",247871.7147,603512.4348,"2010-07-08","2016-06-14"
"841",245080.1446,581028.328,"2010-04-29","2016-06-14"
"842",245080.1446,581028.328,"2010-04-29","2016-06-14"
"843",247871.7147,603512.4348,"2010-07-08","2016-06-14"
"844",247871.7147,603512.4348,"2010-07-08","2016-06-14"
"845",270718.3551,582155.5351,"2010-04-29","2016-06-14"
"846",245080.1446,581028.328,"2010-04-29","2016-06-14"
"847",270718.3551,582155.5351,"2010-04-29","2016-06-14"
"848",247871.7147,603512.4348,"2010-07-08","2016-06-14"
"849",247871.7147,603512.4348,"2010-07-08","2016-06-14"
"850",245080.1446,581028.328,"2010-04-29","2016-06-14"
"851",245080.1446,581028.328,"2010-04-29","2016-06-14"
"852",245080.1446,581028.328,"2010-04-29","2016-06-14"
"853",245080.1446,581028.328,"2010-04-29","2016-06-14"
"854",245080.1446,581028.328,"2010-04-29","2016-06-14"
"855",247871.7147,603512.4348,"2010-07-08","2016-06-14"
"856",247871.7147,603512.4348,"2010-07-08","2016-06-14"
"857",247871.7147,603512.4348,"2010-07-08","2016-06-14"
"858",245080.1446,581028.328,"2010-04-29","2016-06-14"
"859",245080.1446,581028.328,"2010-04-29","2016-06-14"
"860",245080.1446,581028.328,"2010-04-29","2016-06-14"
"861",245080.1446,581028.328,"2010-04-29","2016-06-14"
"862",245080.1446,581028.328,"2010-04-29","2016-06-14"
"863",245080.1446,581028.328,"2010-04-29","2016-06-14"
"864",247871.7147,603512.4348,"2010-07-08","2016-06-14"
"865",245080.1446,581028.328,"2010-04-29","2016-06-14"
"866",247871.7147,603512.4348,"2010-07-08","2016-06-14"
"867",245080.1446,581028.328,"2010-04-29","2016-06-14"
"868",245080.1446,581028.328,"2010-04-29","2016-06-14"
"869",227789.4307,602786.1875,"2010-01-22","2016-05-04"
"870",247871.7147,603512.4348,"2010-07-08","2016-06-14"
"871",247871.7147,603512.4348,"2010-07-08","2016-06-14"
"872",247871.7147,603512.4348,"2010-07-08","2016-06-14"
"873",245080.1446,581028.328,"2010-04-29","2016-06-14"
"874",247871.7147,603512.4348,"2010-07-08","2016-06-14"
"875",245080.1446,581028.328,"2010-04-29","2016-06-14"
"876",245080.1446,581028.328,"2010-04-29","2016-06-14"
"877",245080.1446,581028.328,"2010-04-29","2016-06-14"
"878",245080.1446,581028.328,"2010-04-29","2016-06-14"
"879",245080.1446,581028.328,"2010-04-29","2016-06-14"
"880",247871.7147,603512.4348,"2010-07-08","2016-06-14"
"881",245080.1446,581028.328,"2010-04-29","2016-06-14"
"882",245080.1446,581028.328,"2010-04-29","2016-06-14"
"883",245080.1446,581028.328,"2010-04-29","2016-06-14"
"884",247871.7147,603512.4348,"2010-07-08","2016-06-14"
"885",245080.1446,581028.328,"2010-04-29","2016-06-14"
"886",245080.1446,581028.328,"2010-04-29","2016-06-14"
"887",247871.7147,603512.4348,"2010-07-08","2016-06-14"
"888",245080.1446,581028.328,"2010-04-29","2016-06-14"
"889",245080.1446,581028.328,"2010-04-29","2016-06-14"
"890",245080.1446,581028.328,"2010-04-29","2016-06-14"
"891",247871.7147,603512.4348,"2010-07-08","2016-06-14"
"892",247871.7147,603512.4348,"2010-07-08","2016-06-14"
"893",245080.1446,581028.328,"2010-04-29","2016-06-14"
"894",245080.1446,581028.328,"2010-04-29","2016-06-14"
"895",247871.7147,603512.4348,"2010-07-08","2016-06-14"
"896",247871.7147,603512.4348,"2010-07-08","2016-06-14"
"897",247871.7147,603512.4348,"2010-07-08","2016-06-14"
"898",247871.7147,603512.4348,"2010-07-08","2016-06-14"
"899",245080.1446,581028.328,"2010-04-29","2016-06-14"
"900",245080.1446,581028.328,"2010-04-29","2016-06-14"
"901",247871.7147,603512.4348,"2010-07-08","2016-06-14"
"902",245080.1446,581028.328,"2010-04-29","2016-06-14"
"903",247871.7147,603512.4348,"2010-07-08","2016-06-14"
"904",247871.7147,603512.4348,"2010-07-08","2016-06-14"
"905",245080.1446,581028.328,"2010-04-29","2016-06-14"
"906",245080.1446,581028.328,"2010-04-29","2016-06-14"
"907",245080.1446,581028.328,"2010-04-29","2016-06-14"
