OBJECTID,WGS84_LAT,WGS84_LON,RD_X,RD_Y,NETWORK,STATION,LOCATION,TYPE,START_DATE
609,53.135130,7.022222,"264,419","573,284",NL,G572,Winschoten (niveau 2,,
189,53.135130,7.022222,"264,419","573,284",NL,G573,Winschoten (niveau 3,,
314,53.135130,7.022222,"264,419","573,284",NL,G574,Winschoten (niveau 4,,
354,53.110200,6.907000,"256,769","570,344",NL,G580,Veendam,borehole,30/6/2015
228,53.110264,6.907052,"256,771","570,348",NL,G581,Veendam (niveau 1),,
263,53.110264,6.907052,"256,771","570,348",NL,G582,Veendam (niveau 2),,
214,53.110264,6.907052,"256,771","570,348",NL,G583,Veendam (niveau 3),,
292,53.110264,6.907052,"256,771","570,348",NL,G584,Veendam (niveau 4),,
355,53.116000,6.987700,"262,156","571,106",NL,G590,Oude Pekelaar,borehole,4/12/2015
191,53.116028,6.987698,"262,156","571,106",NL,G591,Oude Pekelaar (nivea,,
313,53.116028,6.987698,"262,156","571,106",NL,G592,Oude Pekelaar (nivea,,
528,53.116028,6.987698,"262,156","571,106",NL,G593,Oude Pekelaar (nivea,,
253,53.116028,6.987698,"262,156","571,106",NL,G594,Oude Pekelaar (nivea,,
356,53.297900,7.075200,"267,537","591,480",NL,G600,Ter Munten,borehole,28/8/2015
567,53.297935,7.075193,"267,539","591,480",NL,G601,Ter Munten (niveau 1,,
650,53.297935,7.075193,"267,539","591,480",NL,G602,Ter Munten (niveau 2,,
651,53.297935,7.075193,"267,539","591,480",NL,G603,Ter Munten (niveau 3,,
605,53.297935,7.075193,"267,539","591,480",NL,G604,Ter Munten (niveau 4,,
357,53.381900,6.681300,"241,114","600,275",NL,G610,Zandeweer,borehole,27/11/2015
62,53.381855,6.681333,"241,114","600,275",NL,G611,Zandeweer (niveau 1),,
116,53.381855,6.681333,"241,114","600,275",NL,G612,Zandeweer (niveau 2),,
96,53.381855,6.681333,"241,114","600,275",NL,G613,Zandeweer (niveau 3),,
161,53.381855,6.681333,"241,114","600,275",NL,G614,Zandeweer (niveau 4),,
358,53.387000,6.841900,"251,788","601,049",NL,G620,Spijk,borehole,8/9/2015
581,53.386980,6.841949,"251,790","601,050",NL,G621,Spijk (niveau 1),,
591,53.386980,6.841949,"251,790","601,050",NL,G622,Spijk (niveau 2),,
233,53.386980,6.841949,"251,790","601,050",NL,G623,Spijk (niveau 3),,
229,53.386980,6.841949,"251,790","601,050",NL,G624,Spijk (niveau 4),,
359,53.331400,6.910900,"256,506","594,964",NL,G630,Delfzijl,borehole,15/9/2015
259,53.331430,6.910878,"256,506","594,963",NL,G631,Delfzijl (niveau 1),,
342,53.331430,6.910878,"256,506","594,963",NL,G632,Delfzijl (niveau 2),,
556,53.331430,6.910878,"256,506","594,963",NL,G633,Delfzijl (niveau 3),,
592,53.331430,6.910878,"256,506","594,963",NL,G634,Delfzijl (niveau 4),,
360,53.220700,7.038000,"265,255","582,828",NL,G640,Oostwold,borehole,15/9/2015
84,53.220726,7.038012,"265,257","582,832",NL,G641,Oostwold (niveau 1),,
332,53.220726,7.038012,"265,257","582,832",NL,G642,Oostwold (niveau 2),,
75,53.220726,7.038012,"265,257","582,832",NL,G643,Oostwold (niveau 3),,
573,53.220726,7.038012,"265,257","582,832",NL,G644,Oostwold (niveau 4),,
361,53.169300,6.954300,"259,791","576,983",NL,G650,Scheemda,borehole,30/11/2015
343,53.169216,6.954280,"259,790","576,975",NL,G651,Scheemda (niveau 1),,
547,53.169216,6.954280,"259,790","576,975",NL,G652,Scheemda (niveau 2),,
240,53.169216,6.954280,"259,790","576,975",NL,G653,Scheemda (niveau 3),,
639,53.169216,6.954280,"259,790","576,975",NL,G654,Scheemda (niveau 4),,
362,53.179400,6.585300,"235,097","577,633",NL,G660,Haren,borehole,27/11/2015
207,53.179398,6.585236,"235,095","577,635",NL,G661,Haren (niveau 1),,
576,53.179398,6.585236,"235,095","577,635",NL,G662,Haren (niveau 2),,
205,53.179398,6.585236,"235,095","577,635",NL,G663,Haren (niveau 3),,
196,53.179398,6.585236,"235,095","577,635",NL,G664,Haren (niveau 4),,
50,53.321400,6.822800,"250,661","593,722",NL,G670,Appingedam,borehole,29/10/2015
9,53.321340,6.822783,"250,660","593,720",NL,G671,Appingedam (niveau 1,,
594,53.321340,6.822783,"250,660","593,720",NL,G672,Appingedam (niveau 2,,
328,53.321340,6.822783,"250,660","593,720",NL,G673,Appingedam (niveau 3,,
79,53.321340,6.822783,"250,660","593,720",NL,G674,Appingedam (niveau 4,,
51,53.235100,6.634700,"238,292","583,886",NL,G680,Ruicherbrug,borehole,16/9/2015
510,53.235077,6.634660,"238,292","583,887",NL,G681,Ruicherbrug (niveau,,
231,53.235077,6.634660,"238,292","583,887",NL,G682,Ruicherbrug (niveau,,
105,53.235077,6.634660,"238,292","583,887",NL,G683,Ruicherbrug (niveau,,
194,53.235077,6.634660,"238,292","583,887",NL,G684,Ruicherbrug (niveau,,
52,53.212800,6.643800,"238,943","581,422",NL,G690,Engelbert,borehole,22/10/2015
245,53.212837,6.643776,"238,944","581,422",NL,G691,Engelbert (niveau 1),,
531,53.212837,6.643776,"238,944","581,422",NL,G692,Engelbert (niveau 2),,
291,53.212837,6.643776,"238,944","581,422",NL,G693,Engelbert (niveau 3),,
215,53.212837,6.643776,"238,944","581,422",NL,G694,Engelbert (niveau 4),,
53,53.240700,6.537900,"231,823","584,403",NL,G700,Groningen - Universi,borehole,28/4/2016
294,53.238539,6.536782,"231,751","584,163",NL,G701,Groningen - Universi,,
108,53.238539,6.536782,"231,751","584,163",NL,G702,Groningen - Universi,,
13,53.238539,6.536782,"231,751","584,163",NL,G703,Groningen - Universi,,
544,53.238539,6.536782,"231,751","584,163",NL,G704,Groningen - Universi,,
54,53.148200,6.650700,"239,531","574,241",NL,G710,Onnen,accelerometer,4/12/2017
55,53.246200,6.479400,"227,907","584,960",NL,G720,Aduard,accelerometer,4/6/2018
56,53.271700,6.430000,"224,569","587,749",NL,G730,Den Ham,accelerometer,4/12/2017
610,53.304300,6.389400,"221,811","591,331",NL,G740,Oldenhove,accelerometer,4/12/2017
611,53.307700,6.487500,"228,346","591,808",NL,G750,Garnwerd,accelerometer,4/12/2017
612,53.350700,6.390100,"221,782","596,498",NL,G760,Zuurdijk,accelerometer,4/12/2017
613,53.340200,6.330700,"217,845","595,278",NL,G770,Niekerk,accelerometer,4/12/2017
614,53.364800,6.489500,"228,376","598,170",NL,G780,Baflo,accelerometer,4/12/2017
615,53.383600,6.331900,"217,862","600,107",NL,G790,Hornhuizen,accelerometer,4/12/2017
616,53.415500,6.487700,"228,173","603,802",NL,G800,Westernieland,accelerometer,4/12/2017
427,53.290600,6.247100,"212,342","589,687",NL,GK01,Warfstermolen,borehole,1/11/2019
430,53.301000,6.292700,"215,368","590,882",NL,GK02,Lauwerzijl,borehole,11/26/2018
476,53.282700,6.305600,"216,254","588,856",NL,GK03,Grijpskerk,borehole,7/6/2018
621,53.282677,6.305645,"216,257","588,853",NL,GK030,Grijpskerk,,
482,53.282677,6.305645,"216,257","588,853",NL,GK031,Grijpskerk,,
590,53.282677,6.305645,"216,257","588,853",NL,GK032,Grijpskerk,,
484,53.282677,6.305645,"216,257","588,853",NL,GK033,Grijpskerk,,
481,53.282677,6.305645,"216,257","588,853",NL,GK034,Grijpskerk,,
426,53.246200,6.326100,"217,674","584,812",NL,GK04,Oosterzand,borehole,1/11/2019
390,51.168700,5.784600,"182,795","353,327",NL,GUR1,Neeritter n,broadband,27/1/2006
514,50.764000,5.931700,"193,418","308,371",NL,HGN,"HEIMANSGROEVE, NETHE",,
25,50.764000,5.931700,"193,418","308,371",NL,HGN0,Heimansgroeve,broadband,6/6/2001
434,53.146400,7.003600,"263,145","574,509",NL,HLB,Heiligerlee,borehole,9/1/2018
433,53.149100,7.007100,"263,372","574,815",NL,HLG,Heiligerlee,borehole,9/1/2018
432,53.140400,7.006500,"263,354","573,846",NL,HLH,Heiligerlee,borehole,9/1/2018
431,53.144900,7.009800,"263,563","574,352",NL,HLK,Heiligerlee,borehole,9/1/2018
477,51.187900,6.167800,"209,573","355,679",NL,HRKB,Herkenbosch,broadband,8/6/2018
33,53.071000,6.351200,"219,611","565,337",NL,HWF0,Haulerwijk (Een),borehole,2/6/1995
508,53.071000,6.351200,"219,611","565,337",NL,HWF1,Haulerwijk (Een) niv,,
246,53.071000,6.351200,"219,611","565,337",NL,HWF2,Haulerwijk (Een) niv,,
136,53.071000,6.351200,"219,611","565,337",NL,HWF3,Haulerwijk (Een) niv,,
69,53.071000,6.351200,"219,611","565,337",NL,HWF4,Haulerwijk (Een) niv,,
423,52.765000,5.054600,"132,550","530,905",EC,J010,Middenmeer,broadband,1/6/2014
435,52.725500,5.194800,"142,001","526,476",EC,J02,Andijk,broadband,9/1/2018
440,52.874400,6.984400,"262,530","544,217",NL,L106,Valthermond,borehole,7/6/2018
443,52.875400,6.984400,"262,528","544,328",NL,L1061,Valthermond,borehole,7/6/2018
442,52.873900,6.982900,"262,431","544,159",NL,L1062,Valthermond,borehole,7/6/2018
441,52.873900,6.985900,"262,633","544,164",NL,L1063,Valthermond,borehole,7/6/2018
460,52.920400,7.095300,"269,875","549,506",NL,L107,Ter Wisch,borehole,3/2/2018
463,52.921300,7.096300,"269,940","549,608",NL,L1071,Ter Wisch,borehole,3/2/2018
462,52.920500,7.093600,"269,760","549,514",NL,L1072,Ter Wisch,borehole,3/2/2018
461,52.919500,7.096000,"269,924","549,407",NL,L1073,Ter Wisch,borehole,3/2/2018
456,52.810000,6.823400,"251,835","536,824",NL,L206,t Haantje,borehole,3/2/2018
459,52.809400,6.824700,"251,924","536,759",NL,L2061,t Haantje,borehole,3/2/2018
458,52.811100,6.823700,"251,853","536,947",NL,L2062,t Haantje,borehole,3/2/2018
457,52.809700,6.821800,"251,728","536,789",NL,L2063,t Haantje,borehole,3/2/2018
444,52.756700,6.973800,"262,105","531,106",NL,L207,Nieuw-Dordrecht,borehole,6/6/2018
447,52.757200,6.975300,"262,205","531,164",NL,L2071,Nieuw-Dordrecht,borehole,6/6/2018
446,52.757300,6.972400,"262,009","531,171",NL,L2072,Nieuw-Dordrecht,borehole,6/6/2018
445,52.755700,6.973800,"262,107","530,995",NL,L2073,Nieuw-Dordrecht,borehole,6/6/2018
452,52.669500,6.918600,"258,584","521,324",NL,L208,Schoonebeek,borehole,3/2/2018
455,52.670000,6.920000,"258,678","521,382",NL,L2081,Schoonebeek,borehole,3/2/2018
454,52.668400,6.918700,"258,594","521,202",NL,L2082,Schoonebeek,borehole,3/2/2018
453,52.669900,6.917000,"258,475","521,367",NL,L2083,Schoonebeek,borehole,3/2/2018
448,53.031800,6.631200,"238,451","561,263",NL,L411,Taarlo,borehole,3/2/2018
451,53.031000,6.630000,"238,372","561,173",NL,L4111,Taarlo,borehole,3/2/2018
450,53.031500,6.632800,"238,559","561,231",NL,L4112,Taarlo,borehole,3/2/2018
449,53.032800,6.630700,"238,416","561,374",NL,L4113,Taarlo,borehole,3/2/2018
436,53.240200,6.953800,"259,586","584,873",NL,L508,Nieuwolda,borehole,7/6/2018
439,53.241300,6.953900,"259,590","584,996",NL,L5081,Nieuwolda,borehole,7/6/2018
438,53.239700,6.955400,"259,694","584,820",NL,L5082,Nieuwolda,borehole,7/6/2018
437,53.239700,6.952400,"259,494","584,815",NL,L5083,Nieuwolda,borehole,7/6/2018
421,50.800000,5.972700,"196,279","312,399",NL,MAME,Mamelis,broadband,16/4/2015
408,53.118500,6.473300,"227,711","570,740",NL,N010,Lieveren,borehole,14/4/2016
181,53.118510,6.473259,"227,711","570,741",NL,N011,Lieveren,,
539,53.118510,6.473259,"227,711","570,741",NL,N012,Lieveren,,
499,53.118510,6.473259,"227,711","570,741",NL,N013,Lieveren,,
579,53.118510,6.473259,"227,711","570,741",NL,N014,Lieveren,,
409,53.072000,6.453000,"226,429","565,544",NL,N020,Norg,borehole,4/2/2016
646,53.071995,6.452966,"226,429","565,544",NL,N021,Norg,,
512,53.071995,6.452966,"226,429","565,544",NL,N022,Norg,,
267,53.071995,6.452966,"226,429","565,544",NL,N023,Norg,,
232,53.071995,6.452966,"226,429","565,544",NL,N024,Norg,,
410,53.111000,6.404500,"223,120","569,841",NL,N030,Steenbergen,borehole,4/2/2016
545,53.111030,6.404509,"223,121","569,841",NL,N031,Steenbergen,,
63,53.111030,6.404509,"223,121","569,841",NL,N032,Steenbergen,,
213,53.111030,6.404509,"223,121","569,841",NL,N033,Steenbergen,,
326,53.111030,6.404509,"223,121","569,841",NL,N034,Steenbergen,,
49,52.100300,5.814500,"184,278","456,981",NR,NE011,Otterloo,broadband,2/10/2009
48,52.968200,7.097200,"269,876","554,827",NR,NE018,Vlagtwedde,broadband,28/4/2010
24,52.088000,5.172000,"140,251","455,548",NR,NE05,Utrecht,broadband,1/12/1981
465,52.087500,5.171000,"140,182","455,493",NR,NE05,Utrecht,broadband,12/1/1981
47,51.852800,4.135300,"68,750","430,101",NR,NE103,Nieuwenhoorn,broadband,
46,52.157400,4.379400,"86,037","463,727",NR,NE104,Wassenaar,broadband,9/1/2013
45,51.866700,5.125100,"136,947","430,938",NR,NE105,Herwijnen,broadband,8/7/2014
478,51.504200,4.920900,"122,625","390,679",NR,NE116,Chaam,broadband,6/9/2012
44,53.213400,7.119600,"270,725","582,145",NR,NE117,Finsterwolde,broadband,4/10/2012
389,53.354800,6.043000,"198,667","596,689",NL,NIW0,Niawier (Wetzens),borehole,20/5/2009
221,53.354800,6.043000,"198,667","596,689",NL,NIW1,Niawier (Wetzens) ni,,
293,53.354800,6.043000,"198,667","596,689",NL,NIW2,Niawier (Wetzens) ni,,
305,53.354800,6.043000,"198,667","596,689",NL,NIW3,Niawier (Wetzens) ni,,
563,53.354800,6.043000,"198,667","596,689",NL,NIW4,Niawier (Wetzens) ni,,
30,51.588800,5.812100,"184,446","400,074",NL,OPLO,Oploo,broadband,3/9/1998
38,52.628900,4.822700,"116,780","515,859",NL,OTL0,Oterleek,borehole,21/4/1995
97,52.628900,4.822700,"116,780","515,859",NL,OTL1,Oterleek niveau 1,,
128,52.628900,4.822700,"116,780","515,859",NL,OTL2,Oterleek niveau 2,,
608,52.628900,4.822700,"116,780","515,859",NL,OTL3,Oterleek niveau 3,,
603,52.628900,4.822700,"116,780","515,859",NL,OTL4,Oterleek niveau 4,,
43,52.652600,4.670000,"106,467","518,587",NL,PPB0,Philisteinsche Polde,borehole,10/2/1995
8,52.652600,4.670000,"106,467","518,587",NL,PPB1,Philisteinsche Polde,,
17,52.652600,4.670000,"106,467","518,587",NL,PPB2,Philisteinsche Polde,,
208,52.652600,4.670000,"106,467","518,587",NL,PPB3,Philisteinsche Polde,,
117,52.652600,4.670000,"106,467","518,587",NL,PPB4,Philisteinsche Polde,,
420,50.869400,6.084700,"204,102","320,188",NL,ROLD,Rolduc,broadband,16/4/2015
412,52.855100,4.868300,"120,048","541,005",NL,SL01,Anna Paulowna,borehole,12/5/2017
641,52.855091,4.868278,"120,046","541,004",NL,SL010,Anna Paulowna,,
340,52.855091,4.868278,"120,046","541,004",NL,SL011,Anna Paulowna,,
529,52.855091,4.868278,"120,046","541,004",NL,SL012,Anna Paulowna,,
634,52.855091,4.868278,"120,046","541,004",NL,SL013,Anna Paulowna,,
593,52.855091,4.868278,"120,046","541,004",NL,SL014,Anna Paulowna,,
384,53.409800,6.783800,"247,872","603,512",NL,SPY0,Spijk (Roodeschool),borehole,8/7/2010
542,53.409800,6.783800,"247,872","603,512",NL,SPY1,Spijk (Roodeschool),,
211,53.409800,6.783800,"247,872","603,512",NL,SPY2,Spijk (Roodeschool),,
535,53.409800,6.783800,"247,872","603,512",NL,SPY3,Spijk (Roodeschool),,
183,53.409800,6.783800,"247,872","603,512",NL,SPY4,Spijk (Roodeschool),,
388,53.211300,6.211000,"210,036","580,834",NL,SUH0,Surhuizum,borehole,26/8/2009
309,53.211300,6.211000,"210,036","580,834",NL,SUH1,Surhuizum niveau 1,,
226,53.211300,6.211000,"210,036","580,834",NL,SUH2,Surhuizum niveau 2,,
58,53.211300,6.211000,"210,036","580,834",NL,SUH3,Surhuizum niveau 3,,
564,53.211300,6.211000,"210,036","580,834",NL,SUH4,Surhuizum niveau 4,,
419,52.464300,6.740100,"246,939","498,254",NL,T010,Langeveen,borehole,8/12/2015
182,52.464256,6.740072,"246,937","498,249",NL,T011,Langeveen (niveau 1),,
546,52.464256,6.740072,"246,937","498,249",NL,T012,Langeveen (niveau 2),,
217,52.464256,6.740072,"246,937","498,249",NL,T013,Langeveen (niveau 3),,
126,52.464256,6.740072,"246,937","498,249",NL,T014,Langeveen (niveau 4),,
416,52.463400,6.978700,"263,154","498,483",NL,T020,Breklenkamp,borehole,13/1/2016
120,52.463356,6.978702,"263,154","498,479",NL,T021,Breklenkamp (niveau,,
137,52.463356,6.978702,"263,154","498,479",NL,T022,Breklenkamp (niveau,,
636,52.463356,6.978702,"263,154","498,479",NL,T023,Breklenkamp (niveau,,
131,52.463356,6.978702,"263,154","498,479",NL,T024,Breklenkamp (niveau,,
418,52.429700,6.791800,"250,526","494,471",NL,T030,Mander,borehole,8/12/2015
584,52.429680,6.791780,"250,525","494,469",NL,T031,Mander (niveau 1),,
329,52.429680,6.791780,"250,525","494,469",NL,T032,Mander (niveau 2),,
101,52.429680,6.791780,"250,525","494,469",NL,T033,Mander (niveau 3),,
551,52.429680,6.791780,"250,525","494,469",NL,T034,Mander (niveau 4),,
415,52.437500,6.890400,"257,213","495,474",NL,T040,Hezingen,borehole,13/1/2016
289,52.437466,6.890450,"257,217","495,470",NL,T041,Hezingen (niveau 1),,
315,52.437466,6.890450,"257,217","495,470",NL,T042,Hezingen (niveau 2),,
7,52.437466,6.890450,"257,217","495,470",NL,T043,Hezingen (niveau 3),,
630,52.437466,6.890450,"257,217","495,470",NL,T044,Hezingen (niveau 4),,
417,52.380600,6.905700,"258,386","489,166",NL,T050,Agelo,borehole,8/12/2015
64,52.380554,6.905661,"258,384","489,160",NL,T051,Agelo (niveau 1),,
78,52.380554,6.905661,"258,384","489,160",NL,T052,Agelo (niveau 2),,
254,52.380554,6.905661,"258,384","489,160",NL,T053,Agelo (niveau 3),,
336,52.380554,6.905661,"258,384","489,160",NL,T054,Agelo (niveau 4),,
414,52.343200,6.909700,"258,746","485,011",NL,T060,Weerselo,borehole,4/2/2016
95,52.343227,6.909716,"258,747","485,014",NL,T061,Weerselo (niveau 1),,
242,52.343227,6.909716,"258,747","485,014",NL,T062,Weerselo (niveau 2),,
250,52.343227,6.909716,"258,747","485,014",NL,T063,Weerselo (niveau 3),,
312,52.343227,6.909716,"258,747","485,014",NL,T064,Weerselo (niveau 4),,
413,52.389300,6.996500,"264,546","490,267",NL,T080,Denekamp,borehole,7/4/2016
238,52.389330,6.996486,"264,545","490,270",NL,T081,Denekamp (niveau 1),,
11,52.389330,6.996486,"264,545","490,270",NL,T082,Denekamp (niveau 2),,
256,52.389330,6.996486,"264,545","490,270",NL,T083,Denekamp (niveau 3),,
571,52.389330,6.996486,"264,545","490,270",NL,T084,Denekamp (niveau 4),,
36,52.544000,6.669300,"241,970","507,033",NL,VBG0,Venebrugge,borehole,28/4/1995
351,52.544000,6.669300,"241,970","507,033",NL,VBG1,Venebrugge niveau 1,,
257,52.544000,6.669300,"241,970","507,033",NL,VBG2,Venebrugge niveau 2,,
550,52.544000,6.669300,"241,970","507,033",NL,VBG3,Venebrugge niveau 3,,
132,52.544000,6.669300,"241,970","507,033",NL,VBG4,Venebrugge niveau 4,,
369,51.428300,6.093700,"204,134","382,370",NL,VEN2,Grubbenvorst,broadband,
225,50.866900,5.784700,"182,984","319,752",NL,VKB,"Valkenburg, Netherla",,
383,50.866900,5.784700,"182,984","319,752",NL,VKB0,Valkenburg,broadband,1/6/2011
34,52.968200,7.097200,"269,876","554,827",NL,VLW0,Vlagtwedde,borehole,23/5/1995
515,52.968200,7.097200,"269,876","554,827",NL,VLW1,Vlagtwedde niveau 1,,
89,52.968200,7.097200,"269,876","554,827",NL,VLW2,Vlagtwedde niveau 2,,
74,52.968200,7.097200,"269,876","554,827",NL,VLW3,Vlagtwedde niveau 3,,
16,52.968200,7.097200,"269,876","554,827",NL,VLW4,Vlagtwedde niveau 4,,
425,53.036000,6.604600,"236,659","561,700",NL,VRS,Vries,accelerometer,2/18/2019
41,53.208300,6.735500,"245,080","581,028",NL,WDB0,Woudbloem,borehole,12/4/1995
1,53.208300,6.735500,"245,080","581,028",NL,WDB1,Woudbloem niveau 1,,
648,53.208300,6.735500,"245,080","581,028",NL,WDB2,Woudbloem niveau 2,,
219,53.208300,6.735500,"245,080","581,028",NL,WDB3,Woudbloem niveau 3,,
266,53.208300,6.735500,"245,080","581,028",NL,WDB4,Woudbloem niveau 4,,
628,52.813500,6.669500,"241,452","537,018",NL,WIT,WIT,,
37,52.709600,4.749800,"111,923","524,879",NL,WMH0,Warmenhuizen,borehole,21/4/1995
192,52.709600,4.749800,"111,923","524,879",NL,WMH1,Warmenhuizen niveau,,
524,52.709600,4.749800,"111,923","524,879",NL,WMH2,Warmenhuizen niveau,,
604,52.709600,4.749800,"111,923","524,879",NL,WMH3,Warmenhuizen niveau,,
317,52.709600,4.749800,"111,923","524,879",NL,WMH4,Warmenhuizen niveau,,
26,51.966300,6.798900,"252,013","442,929",NL,WTSB,Winterswijk,broadband,21/2/2000
386,53.199500,5.457800,"159,717","579,208",NL,WYN0,Wijnaldum,borehole,3/3/2010
206,53.199500,5.457800,"159,717","579,208",NL,WYN1,Wijnaldum niveau 1,,
282,53.199500,5.457800,"159,717","579,208",NL,WYN2,Wijnaldum niveau 2,,
159,53.199500,5.457800,"159,717","579,208",NL,WYN3,Wijnaldum niveau 3,,
156,53.199500,5.457800,"159,717","579,208",NL,WYN4,Wijnaldum niveau 4,,
429,51.913700,4.288100,"79,379","436,706",NL,ZH01,Vlaardingen,borehole,12/14/2018
40,53.092100,6.753300,"246,514","568,121",NL,ZL20,Zuidlaarderveen 2,borehole,12/4/1995
71,53.092100,6.753300,"246,514","568,121",NL,ZL21,Zuidlaarderveen 2 ni,,
198,53.092100,6.753300,"246,514","568,121",NL,ZL22,Zuidlaarderveen 2 ni,,
549,53.092100,6.753300,"246,514","568,121",NL,ZL23,Zuidlaarderveen 2 ni,,
61,53.092100,6.753300,"246,514","568,121",NL,ZL24,Zuidlaarderveen 2 ni,,
39,53.092100,6.753300,"246,514","568,121",NL,ZLV0,Zuidlaarderveen 1,borehole,12/4/1995
98,53.092100,6.753300,"246,514","568,121",NL,ZLV1,Zuidlaarderveen 1 ni,,
68,53.092100,6.753300,"246,514","568,121",NL,ZLV2,Zuidlaarderveen 1 ni,,
334,53.092100,6.753300,"246,514","568,121",NL,ZLV3,Zuidlaarderveen 1 ni,,
160,53.092100,6.753300,"246,514","568,121",NL,ZLV4,Zuidlaarderveen 1 ni,,
276,53.092100,6.753300,"246,514","568,121",NL,ZLV5,Zuidlaarderveen 1 op,,
385,53.188500,5.604500,"169,525","578,004",NL,ZWE0,Zweins,borehole,24/3/2010
104,53.188500,5.604500,"169,525","578,004",NL,ZWE1,Zweins niveau 1,,
557,53.188500,5.604500,"169,525","578,004",NL,ZWE2,Zweins niveau 2,,
498,53.188500,5.604500,"169,525","578,004",NL,ZWE3,Zweins niveau 3,,
83,53.188500,5.604500,"169,525","578,004",NL,ZWE4,Zweins niveau 4,,
,53.1151,6.839,252203,570792,NL,VNDM,Veendam,borehole,28/5/2019
,53.0143,6.5706,234418,559247,NL,ASS2,"Assen - Borgstee
",accelerometer,24/04/2020
,53.0791,6.7026,243145,566611,NL,ZDL,Zuidlaren,accelerometer,01/03/2021
,53.0797,6.8116,250447,566816,NL,EVK,Eesterveenschekanaal,accelerometer,25/03/2022
,53.0844,6.8336,251910,567369,NL,VDM2,Wildervank,borehole,22/04/2022
,53.1005,6.5429,232406,568809,NL,DON,Donderen,accelerometer,25/01/2021
,53.3061,6.8546,252815,592066,NL,TK0,Appingedam,broadband,30/11/2021
,53.3067,6.8474,252333,592123,NL,TK0,Appingedam,broadband,30/11/2021
,53.3116,6.8843,254781,592719,NL,TK0,Appingedam,broadband,30/11/2021
,,,,,,,,,
,,,,,,,,,
Differences between 2020 NAM list and current KNMI list (as given on KNMI web page) ,,,,,,,,,
Obsolete,,,,,,,,,
403,53.229200,6.709000,"243,266","583,316",NL,BHAR,Harkstede,accelerometer,17/9/2014
619,53.347300,6.642300,"238,581","596,379",NL,BMD1,,,
402,53.400100,6.754800,"245,966","602,400",NL,BONL,,,
20,53.407000,6.672700,"240,487","603,067",NL,BUHZ,Uithuizen,accelerometer,7/10/2013
406,53.311200,6.748400,"245,724","592,495",NL,BWIN,Winneweer,accelerometer,17/9/2014
21,53.365700,6.775100,"247,389","598,590",NL,BZN1,t Zandt 1,accelerometer,24/10/2013
503,53.356800,6.754700,"246,051","597,580",NL,BZN2,t Zandt 2,accelerometer,23/9/2013
174,53.353500,6.862600,"253,242","597,354",NL,G150,,,
New,,,,,,,,,
,53.0143,6.5706,234418,559247,NL,ASS2,"Assen - Borgstee
",accelerometer,24/04/2020
,53.0791,6.7026,243145,566611,NL,ZDL,Zuidlaren,accelerometer,01/03/2021
,53.0797,6.8116,250447,566816,NL,EVK,Eesterveenschekanaal,accelerometer,25/03/2022
,53.0844,6.8336,251910,567369,NL,VDM2,Wildervank,borehole,22/04/2022
,53.1005,6.5429,232406,568809,NL,DON,Donderen,accelerometer,25/01/2021
,53.3061,6.8546,252815,592066,NL,TK0,Appingedam,broadband,30/11/2021
,53.3067,6.8474,252333,592123,NL,TK0,Appingedam,broadband,30/11/2021
,53.3116,6.8843,254781,592719,NL,TK0,Appingedam,broadband,30/11/2021
