"","X","X.Network","Station","Channel","Latitude","Longitude","Elevation","Depth","StartTime","EndTime","Xcoord","Ycoord","Start_date","End_date"
"1",54,"NL","171","BLE",51.03544,5.86908,35,0,"27/01/2006 00:00","25/11/2011 00:00",188801.1584,338537.6149,"27/01/2006","25/11/2011"
"4",57,"NL","1979","BHE",50.9708,5.9268,80,0,"10/03/2009 00:00","28/11/2014 00:00",192902.9179,331374.8651,"10/03/2009","28/11/2014"
"62",122,"NL","BING","BHE",50.9708,5.9268,80,0,"27/11/2014 00:00","31/12/2599 23:59",192902.9179,331374.8651,"27/11/2014","31/12/2599"
"7",60,"NL","1980","BHE",50.8,5.9727,154,0,"10/03/2009 00:00","17/04/2015 00:00",196279.0636,312398.6162,"10/03/2009","17/04/2015"
"10",63,"NL","1982","BHE",50.86939,6.08469,145,0,"10/12/2007 00:00","17/04/2015 00:00",204100.8776,320187.1955,"10/12/2007","17/04/2015"
"1414",2550,"NL","ROLD","BHE",50.86939,6.08469,145,0,"16/04/2015 00:00","31/12/2599 23:59",204100.8776,320187.1955,"16/04/2015","31/12/2599"
"13",68,"NL","ALK1","HGZ",52.633821,4.744356,1,0,"19/11/2019 00:00","31/12/2599 23:59",111480.1663,516450.4242,"19/11/2019","31/12/2599"
"16",71,"NL","ALK2","HGZ",52.65104,4.723407,-1,0,"24/07/2019 00:00","31/12/2599 23:59",110079.5639,518379.1614,"24/07/2019","31/12/2599"
"19",74,"NL","ANDK","HGZ",52.747514,5.216375,-1.8,0,"12/05/2023 00:00","31/12/2599 23:59",143464.8381,528921.6591,"12/05/2023","31/12/2599"
"22",75,"NL","ARCN","BHE",51.5013,6.1942,0,0,"23/05/2018 00:00","31/12/2599 23:59",211032.8539,390563.569,"23/05/2018","31/12/2599"
"25",80,"NL","ASS1","HGZ",52.977799,6.557414,9.5,0,"14/04/2020 00:00","31/12/2599 23:59",233599.3342,555171.2852,"14/04/2020","31/12/2599"
"28",83,"NL","ASS2","HGZ",53.01428,6.570557,12,0,"24/04/2020 00:00","31/12/2599 23:59",234415.4552,559244.9854,"24/04/2020","31/12/2599"
"31",86,"NL","BAPP","HGE",53.31482,6.83539,0,0,"07/10/2013 00:00","31/12/2599 23:59",251514.8103,593010.9562,"07/10/2013","31/12/2599"
"35",95,"NL","BBER","HGE",52.661427,4.7045,2,0,"04/12/2017 00:00","21/05/2019 00:00",108811.0289,519546.8165,"04/12/2017","21/05/2019"
"38",100,"NL","BER1","HGZ",52.661396,4.703678,1,0,"18/11/2019 00:00","31/12/2599 23:59",108755.3844,519543.8925,"18/11/2019","31/12/2599"
"41",103,"NL","BER2","HGZ",52.6478,4.714988,-1,0,"25/07/2019 00:00","31/12/2599 23:59",109506.4958,518023.9137,"25/07/2019","31/12/2599"
"44",104,"NL","BFB2","HGE",53.18751,6.76549,1,0,"17/09/2014 00:00","31/12/2599 23:59",247127.8895,578752.8488,"17/09/2014","31/12/2599"
"47",107,"NL","BGAR","HGE",53.36786,6.71359,1,0,"17/09/2014 00:00","01/01/2017 00:00",243289.2751,598756.8534,"17/09/2014","01/01/2017"
"48",108,"NL","BGAR","HGE",53.36786,6.71359,1,0,"01/01/2017 00:00","15/12/2017 09:01",243289.2751,598756.8534,"01/01/2017","15/12/2017"
"49",109,"NL","BGAR","HGE",53.36786,6.71359,1,0,"15/12/2017 09:01","31/12/2599 23:59",243289.2751,598756.8534,"15/12/2017","31/12/2599"
"56",116,"NL","BHAR","HGE",53.22916,6.70898,1,0,"17/09/2014 00:00","22/01/2022 00:00",243265.8689,583316.7192,"17/09/2014","22/01/2022"
"59",119,"NL","BHKS","HGE",53.29195,6.78502,1,0,"17/09/2014 00:00","31/12/2599 23:59",248207.606,590399.6553,"17/09/2014","31/12/2599"
"65",125,"NL","BKMZ","HGE",53.290115,6.318887,2,0,"08/12/2015 00:00","31/12/2599 23:59",217129.5439,589692.5309,"08/12/2015","31/12/2599"
"68",130,"NL","BLIJE","HGZ",53.360325,5.84921,1.2,0,"18/02/2021 00:00","31/12/2599 23:59",185759.1642,597203.1599,"18/02/2021","31/12/2599"
"71",131,"NL","BLOP","HGE",53.33391,6.74663,1,0,"23/09/2013 00:00","31/12/2599 23:59",245559.7439,595019.9156,"23/09/2013","31/12/2599"
"74",134,"NL","BMD1","HGE",53.34726,6.64225,2,0,"11/09/2013 00:00","11/03/2014 05:16",238580.939,596379.2337,"11/09/2013","11/03/2014"
"77",137,"NL","BMD2","HGE",53.35325,6.6472,0,0,"10/09/2013 00:00","05/12/2019 14:10",238898.8933,597051.5785,"10/09/2013","05/12/2019"
"78",138,"NL","BMD2","HGE",53.35325,6.6472,0,0,"05/12/2019 14:10","31/12/2599 23:59",238898.8933,597051.5785,"05/12/2019","31/12/2599"
"83",3473,"NL","BNHLT","BHE",50.791068,5.814136,186,0,"16/03/2023 00:00","31/12/2599 23:59",185105.87,311327.6363,"16/03/2023","31/12/2599"
"89",3489,"NL","BNHLT","BHZ",50.791068,5.814136,186,200,"22/09/2023 00:00","31/12/2599 23:59",185105.87,311327.6363,"22/09/2023","31/12/2599"
"91",143,"NL","BONL","HGE",53.40014,6.75483,1,0,"19/09/2013 00:00","23/08/2015 00:00",245965.8504,602400.4268,"19/09/2013","23/08/2015"
"94",146,"NL","BOWW","HGE",53.34053,6.8125,1,0,"01/10/2013 00:00","31/12/2599 23:59",249932.7742,595841.4772,"01/10/2013","31/12/2599"
"97",149,"NL","BRSW","HGE",52.842316,7.032279,12.5,0,"28/02/2019 00:00","31/12/2599 23:59",265834.8797,540719.9262,"28/02/2019","31/12/2599"
"100",154,"NL","BRTL","HGZ",53.237996,6.393218,-0.1,0,"20/05/2022 00:00","31/12/2599 23:59",222167.1711,583959.2347,"20/05/2022","31/12/2599"
"103",155,"NL","BSTD","HGE",53.312297,6.692137,1,0,"17/09/2014 00:00","11/06/2015 00:00",241973.5175,592547.6047,"17/09/2014","11/06/2015"
"104",156,"NL","BSTD","HGE",53.312297,6.692137,1,0,"11/06/2015 00:00","07/10/2015 12:25",241973.5175,592547.6047,"11/06/2015","07/10/2015"
"105",157,"NL","BSTD","HGE",53.312297,6.692137,1,0,"07/10/2015 12:25","23/10/2015 11:03",241973.5175,592547.6047,"07/10/2015","23/10/2015"
"106",158,"NL","BSTD","HGE",53.312297,6.692137,1,0,"23/10/2015 11:03","05/12/2019 13:00",241973.5175,592547.6047,"23/10/2015","05/12/2019"
"107",167,"NL","BSTD","HGE",53.31215,6.692101,1,0,"05/12/2019 13:00","31/12/2599 23:59",241971.4148,592531.203,"05/12/2019","31/12/2599"
"118",170,"NL","BUHZ","HGE",53.40704,6.67266,2,0,"07/10/2013 00:00","06/12/2019 00:00",240487.1078,603067.5024,"07/10/2013","06/12/2019"
"121",173,"NL","BWIN","HGE",53.3112,6.74837,1,0,"17/09/2014 00:00","07/12/2019 00:00",245723.4446,592494.9436,"17/09/2014","07/12/2019"
"124",176,"NL","BWIR","HGE",53.32257,6.7861,0,0,"24/09/2013 00:00","31/12/2599 23:59",248213.3896,593808.3977,"24/09/2013","31/12/2599"
"127",179,"NL","BWSE","HGE",53.34442,6.70989,1,0,"24/04/2013 00:00","31/12/2599 23:59",243090.9595,596143.8737,"24/04/2013","31/12/2599"
"130",182,"NL","BZN1","HGE",53.36567,6.77512,1,0,"24/10/2013 00:00","01/01/2017 00:00",247389.306,598590.4013,"24/10/2013","01/01/2017"
"131",183,"NL","BZN1","HGE",53.36567,6.77512,1,0,"01/01/2017 00:00","15/12/2017 09:03",247389.306,598590.4013,"01/01/2017","15/12/2017"
"132",184,"NL","BZN1","HGE",53.36567,6.77512,1,0,"15/12/2017 09:03","02/03/2019 00:00",247389.306,598590.4013,"15/12/2017","02/03/2019"
"139",191,"NL","BZN2","HGE",53.35683,6.75474,1,0,"23/09/2013 00:00","01/06/2020 00:00",246051.4828,597580.6998,"23/09/2013","01/06/2020"
"154",206,"NL","CHA5","HHE",51.5043,4.9212,20,141,"03/07/2011 00:00","25/05/2018 00:00",122645.6832,390690.3308,"03/07/2011","25/05/2018"
"157",232,"NL","COE","HGZ",52.66055,6.783616,9.7,0,"28/05/2019 00:00","31/12/2599 23:59",249473.9985,520143.7901,"28/05/2019","31/12/2599"
"160",235,"NL","COE2","HGZ",52.632783,6.705706,8.9,0,"09/03/2020 00:00","31/12/2599 23:59",244259.7709,516955.4984,"09/03/2020","31/12/2599"
"163",238,"NL","COE3","HGZ",52.670353,6.652457,9.9,0,"28/08/2020 00:00","31/12/2599 23:59",240582.031,521071.1257,"28/08/2020","31/12/2599"
"166",241,"NL","COE4","HGZ",52.659759,6.745131,10.7,0,"26/06/2020 00:00","31/12/2599 23:59",246872.1717,520006.1861,"26/06/2020","31/12/2599"
"169",243,"NL","CTSN","HGZ",50.7592,5.9403,151,1,"15/11/2022 12:30","31/12/2599 23:59",194029.1159,307841.9348,"15/11/2022","31/12/2599"
"170",246,"NL","DBLS","HGZ",52.839142,6.049736,2.4,0,"17/09/2020 00:00","31/12/2599 23:59",199642.7065,539308.9107,"17/09/2020","31/12/2599"
"173",247,"NL","DBN","BHE",52.1017,5.1767,3,0,"25/11/1997 00:00","30/06/2018 23:59",140577.1344,457071.562,"25/11/1997","30/06/2018"
"174",250,"NL","DBN","BHE",52.1017,5.1767,3,0,"01/07/2018 00:00","31/12/2599 23:59",140577.1344,457071.562,"01/07/2018","31/12/2599"
"186",291,"NL","DBN04","HGZ",52.098707,5.176786,3,1,"11/11/2021 14:26","31/10/2022 08:00",140582.0621,456738.5467,"11/11/2021","31/10/2022"
"187",306,"NL","DBN08","HGZ",52.0985679,5.1766855,2,1,"11/04/2022 10:24","14/04/2022 15:40",140575.131,456723.0905,"11/04/2022","14/04/2022"
"188",307,"NL","DBN08","HGZ",52.098689,5.176773,2,1,"14/04/2022 15:40","14/11/2022 12:30",140581.1656,456736.5466,"14/04/2022","14/11/2022"
"189",316,"NL","DOK","HGZ",53.32729,5.985255,0.6,0,"30/09/2021 00:00","31/12/2599 23:59",194847.1947,593593.3589,"30/09/2021","31/12/2599"
"192",319,"NL","DON","HGZ",53.100493,6.542946,6.7,0,"25/01/2021 00:00","31/12/2599 23:59",232408.7911,568808.2152,"25/01/2021","31/12/2599"
"201",334,"NL","DR014","HHZ",52.7987,6.178458,1.7,200,"25/06/2018 00:00","31/12/2599 23:59",208365.3586,534896.1719,"25/06/2018","31/12/2599"
"208",349,"NL","DR024","HHZ",52.703377,6.508147,11.2,200,"20/06/2019 00:00","31/12/2599 23:59",230764.4554,524584.385,"20/06/2019","31/12/2599"
"215",364,"NL","DR034","HHZ",52.897564,6.308405,8.6,200,"04/05/2020 00:00","31/12/2599 23:59",216988.8571,546000.7795,"04/05/2020","31/12/2599"
"216",367,"NL","DRA","HGZ",53.120205,6.103262,1.4,0,"23/03/2020 00:00","31/12/2599 23:59",202938.8481,570619.4275,"23/03/2020","31/12/2599"
"219",370,"NL","DVR","HGZ",52.847766,6.31267,5.2,0,"15/03/2023 00:00","31/12/2599 23:59",217346.884,540463.3375,"15/03/2023","31/12/2599"
"222",373,"NL","EETW","HGZ",53.334777,6.105404,0.1,0,"14/04/2020 00:00","31/12/2599 23:59",202844.0971,594499.7994,"14/04/2020","31/12/2599"
"225",376,"NL","ELE","HGZ",52.956616,6.577619,12.3,0,"11/01/2019 00:00","31/12/2599 23:59",234995.2518,552836.4452,"11/01/2019","31/12/2599"
"255",404,"NL","ENM4","HHE",53.4064,6.4817,1,200,"12/04/1995 00:00","22/01/2010 00:00",227789.4307,602786.1875,"12/04/1995","22/01/2010"
"256",407,"NL","ENM4","HHE",53.4064,6.4817,1,200,"22/01/2010 00:00","04/05/2016 09:00",227789.4307,602786.1875,"22/01/2010","04/05/2016"
"257",410,"NL","ENM4","HHE",53.4064,6.4817,1,200,"04/05/2016 09:00","31/12/2599 23:59",227789.4307,602786.1875,"04/05/2016","31/12/2599"
"291",441,"NL","ENV4","HHE",52.8944,6.6337,17,200,"20/06/1995 00:00","04/12/2009 00:00",238883.1958,545977.4262,"20/06/1995","04/12/2009"
"292",444,"NL","ENV4","HHE",52.8944,6.6337,17,200,"04/12/2009 00:00","16/06/2016 07:00",238883.1958,545977.4262,"04/12/2009","16/06/2016"
"293",447,"NL","ENV4","HHE",52.8944,6.6337,17,200,"16/06/2016 07:00","31/12/2599 23:59",238883.1958,545977.4262,"16/06/2016","31/12/2599"
"300",453,"NL","EVK","HGZ",53.079679,6.811594,2.1,0,"25/03/2022 00:00","31/12/2599 23:59",250446.495,566814.2771,"25/03/2022","31/12/2599"
"312",475,"NL","FDG4","HHE",53.2562,5.5481,1,120,"13/10/2009 00:00","31/12/2599 23:59",165737.8339,585527.958,"13/10/2009","31/12/2599"
"315",480,"NL","FDKD","HGZ",52.848339,6.17885,5.9,0,"10/11/2020 00:00","31/12/2599 23:59",208331.2417,540419.8946,"10/11/2020","31/12/2599"
"324",495,"NL","FR014","HHZ",53.142396,5.886762,-0.5,200,"14/06/2019 00:00","31/12/2599 23:59",188427.5612,572966.7004,"14/06/2019","31/12/2599"
"331",510,"NL","FR024","HHZ",52.855913,5.930424,-0.7,200,"14/06/2019 00:00","31/12/2599 23:59",191589.281,541107.9775,"14/06/2019","31/12/2599"
"338",525,"NL","FR034","HHZ",52.981469,5.712568,-0.9,200,"14/06/2019 00:00","31/12/2599 23:59",176852.3352,554991.4269,"14/06/2019","31/12/2599"
"345",540,"NL","FR044","HHZ",52.876061,6.118717,2.1,200,"04/05/2020 00:00","31/12/2599 23:59",204249.0625,543461.8982,"04/05/2020","31/12/2599"
"349",552,"NL","FR054","HHZ",53.070481,5.868517,-0.5,200,"04/05/2020 00:00","31/12/2599 23:59",187260.1668,564955.3872,"04/05/2020","31/12/2599"
"356",567,"NL","FR064","HHZ",53.00074,6.02367,-0.5,200,"04/05/2020 00:00","31/12/2599 23:59",197727.7503,557275.203,"04/05/2020","31/12/2599"
"357",570,"NL","FRB2","HGZ",53.1875,6.7655,0,1,"22/03/2006 00:00","17/09/2014 00:00",247128.5791,578751.7489,"22/03/2006","17/09/2014"
"405",616,"NL","FSW5","HHE",53.2135,7.1195,1,300,"05/05/1996 00:00","29/04/2010 00:00",270718.3552,582155.5351,"05/05/1996","29/04/2010"
"406",619,"NL","FSW5","HHE",53.2135,7.1195,1,300,"29/04/2010 00:00","14/06/2016 08:00",270718.3552,582155.5351,"29/04/2010","14/06/2016"
"407",622,"NL","FSW5","HHE",53.2135,7.1195,1,300,"14/06/2016 08:00","31/12/2599 23:59",270718.3552,582155.5351,"14/06/2016","31/12/2599"
"408",625,"NL","FSW5","HHE",53.2135,7.1195,1,300,"22/07/1992 00:00","05/05/1996 00:00",270718.3552,582155.5351,"22/07/1992","05/05/1996"
"424",652,"NL","G014","HHZ",53.442535,6.731191,2,200,"10/02/2015 00:00","31/12/2599 23:59",244305.4946,607088.675,"10/02/2015","31/12/2599"
"431",667,"NL","G024","HHZ",53.44901,6.805842,2,200,"10/02/2015 00:00","31/12/2599 23:59",249251.2727,607904.5123,"10/02/2015","31/12/2599"
"438",682,"NL","G034","HHZ",53.415886,6.597559,2,200,"10/02/2015 00:00","31/12/2599 23:59",235476.4038,603965.2932,"10/02/2015","31/12/2599"
"445",697,"NL","G044","HHZ",53.41469,6.67472,2,200,"04/06/2015 00:00","31/12/2599 23:59",240608.8552,603921.2802,"04/06/2015","31/12/2599"
"452",712,"NL","G054","HHZ",53.418438,6.771304,2,200,"16/07/2015 00:00","31/12/2599 23:59",247022.3198,604457.6339,"16/07/2015","31/12/2599"
"459",727,"NL","G064","HHZ",53.411095,6.870878,2,200,"15/09/2015 00:00","31/12/2599 23:59",253658.7603,603772.4765,"15/09/2015","31/12/2599"
"466",742,"NL","G074","HHZ",53.39458,6.545769,2,200,"24/09/2015 00:00","31/12/2599 23:59",232071.2868,601537.5097,"24/09/2015","31/12/2599"
"473",757,"NL","G084","HHZ",53.395447,6.643896,2,200,"22/09/2015 00:00","31/12/2599 23:59",238596.8795,601743.5748,"22/09/2015","31/12/2599"
"480",772,"NL","G094","HHZ",53.387764,6.724525,2,200,"18/09/2015 00:00","31/12/2599 23:59",243975.9185,600985.2909,"18/09/2015","31/12/2599"
"487",787,"NL","G104","HHZ",53.37847,6.804435,2,200,"08/09/2015 00:00","31/12/2599 23:59",249312.4841,600052.8303,"08/09/2015","31/12/2599"
"494",802,"NL","G114","HHZ",53.366917,6.889139,2,200,"08/12/2015 00:00","31/12/2599 23:59",254975.5727,598881.5835,"08/12/2015","31/12/2599"
"501",817,"NL","G124","HHZ",53.36992,6.57139,2,200,"05/10/2017 00:00","31/12/2599 23:59",233820.7458,598820.9625,"05/10/2017","31/12/2599"
"508",832,"NL","G134","HHZ",53.34894,6.668564,2,200,"22/09/2015 00:00","31/12/2599 23:59",240329.8901,596597.0715,"22/09/2015","31/12/2599"
"515",847,"NL","G144","HHZ",53.358604,6.770835,2,200,"11/02/2015 00:00","31/12/2599 23:59",247119.2125,597798.5977,"11/02/2015","31/12/2599"
"522",862,"NL","G164","HHZ",53.338528,6.531397,2,200,"17/09/2015 00:00","31/12/2599 23:59",231214.4728,595284.4279,"17/09/2015","31/12/2599"
"529",877,"NL","G174","HHZ",53.336197,6.636346,2,200,"29/04/2015 00:00","31/12/2599 23:59",238209.1548,595141.2719,"29/04/2015","31/12/2599"
"536",892,"NL","G184","HHZ",53.330624,6.721702,2,200,"18/09/2015 00:00","31/12/2599 23:59",243906.0488,594623.1669,"18/09/2015","31/12/2599"
"543",907,"NL","G194","HHZ",53.337814,6.817032,2,200,"18/09/2015 00:00","31/12/2599 23:59",250240.6091,595545.2317,"18/09/2015","31/12/2599"
"550",922,"NL","G204","HHZ",53.335297,6.895165,2,200,"28/05/2015 00:00","31/12/2599 23:59",255450.3925,595371.375,"28/05/2015","31/12/2599"
"557",937,"NL","G214","HHZ",53.313374,6.593737,2,200,"17/09/2015 00:00","31/12/2599 23:59",235413.6028,592553.0377,"17/09/2015","31/12/2599"
"564",952,"NL","G224","HHZ",53.31035,6.677621,2,200,"10/02/2015 00:00","31/12/2599 23:59",241009.9848,592313.4984,"10/02/2015","31/12/2599"
"953",1744,"NL","G81B","LCE",53.31035,6.677621,-0.4,100,"29/08/2018 00:00","31/12/2599 23:59",241009.9848,592313.4984,"29/08/2018","31/12/2599"
"571",967,"NL","G234","HHZ",53.30949,6.767527,2,200,"16/02/2015 00:00","31/12/2599 23:59",247003.8257,592328.9726,"16/02/2015","31/12/2599"
"578",982,"NL","G244","HHZ",53.289974,6.856169,2,200,"12/11/2014 00:00","31/12/2599 23:59",252955.9283,590274.2394,"12/11/2014","31/12/2599"
"585",997,"NL","G254","HHZ",53.308117,6.943312,2,200,"12/05/2017 00:00","31/12/2599 23:59",258722.6842,592415.1863,"12/05/2017","31/12/2599"
"592",1012,"NL","G264","HHZ",53.28208,6.545806,2,200,"22/10/2015 00:00","31/12/2599 23:59",232275.3181,589018.0716,"22/10/2015","31/12/2599"
"599",1027,"NL","G274","HHZ",53.28318,6.628118,2,200,"27/11/2015 00:00","31/12/2599 23:59",237762.8192,589231.9711,"27/11/2015","31/12/2599"
"606",1042,"NL","G284","HHZ",53.27221,6.729164,2,200,"28/03/2016 00:00","31/12/2599 23:59",244524.3302,588132.1396,"28/03/2016","31/12/2599"
"613",1057,"NL","G294","HHZ",53.281406,6.786966,2,200,"22/09/2015 00:00","31/12/2599 23:59",248360.1713,589228.8659,"22/09/2015","31/12/2599"
"620",1072,"NL","G304","HHZ",53.27917,6.895145,2,200,"23/10/2014 00:00","31/12/2599 23:59",255579.9145,589125.7619,"23/10/2014","31/12/2599"
"627",1089,"NL","G314","HHZ",53.296196,7.021759,-0.4,200,"27/11/2015 00:00","04/08/2020 20:29",263981.0995,591204.5951,"27/11/2015","04/08/2020"
"628",1090,"NL","G314","HHZ",53.296196,7.021759,-0.4,200,"26/08/2021 11:39","31/12/2599 23:59",263981.0995,591204.5951,"26/08/2021","31/12/2599"
"635",1105,"NL","G324","HHZ",53.24981,6.57919,2,200,"27/11/2015 00:00","31/12/2599 23:59",234561.2514,585463.3871,"27/11/2015","31/12/2599"
"642",1120,"NL","G334","HHZ",53.24991,6.670763,2,200,"22/01/2016 00:00","31/12/2599 23:59",240672.8336,585579.5799,"22/01/2016","31/12/2599"
"649",1135,"NL","G344","HHZ",53.25252,6.76508,2,200,"23/10/2014 00:00","31/12/2599 23:59",246962.0795,585986.3499,"23/10/2014","31/12/2599"
"656",1150,"NL","G354","HHZ",53.254936,6.862136,2,200,"04/04/2017 00:00","31/12/2599 23:59",253433.671,586383.5079,"04/04/2017","31/12/2599"
"663",1165,"NL","G364","HHZ",53.26505,6.924454,2,200,"07/12/2015 00:00","31/12/2599 23:59",257568.1765,587595.918,"07/12/2015","31/12/2599"
"670",1180,"NL","G374","HHZ",53.273952,7.035,2,200,"02/12/2015 00:00","31/12/2599 23:59",264920.4732,588749.5934,"02/12/2015","31/12/2599"
"677",1195,"NL","G384","HHZ",53.200512,6.547563,2,200,"11/04/2016 00:00","31/12/2599 23:59",232538.7673,579943.0264,"11/04/2016","31/12/2599"
"684",1210,"NL","G394","HHZ",53.22525,6.724121,2,200,"24/10/2014 00:00","31/12/2599 23:59",244284.9564,582900.2906,"24/10/2014","31/12/2599"
"957",1768,"NL","G82B","LCE",53.22525,6.724121,-1.9,100,"14/08/2018 00:00","31/12/2599 23:59",244284.9564,582900.2906,"14/08/2018","31/12/2599"
"691",1225,"NL","G404","HHZ",53.22501,6.809874,2,200,"24/10/2014 00:00","31/12/2599 23:59",250011.934,582983.3038,"24/10/2014","31/12/2599"
"698",1240,"NL","G414","HHZ",53.223434,6.891867,2,200,"22/09/2015 00:00","31/12/2599 23:59",255490.9024,582919.2229,"22/09/2015","31/12/2599"
"705",1255,"NL","G424","HHZ",53.221687,6.988649,2,200,"11/02/2015 00:00","31/12/2599 23:59",261958.2216,582864.2158,"11/02/2015","31/12/2599"
"712",1270,"NL","G434","HHZ",53.231853,7.079074,2,200,"25/06/2015 00:00","31/12/2599 23:59",267970.2483,584133.451,"25/06/2015","31/12/2599"
"719",1285,"NL","G444","HHZ",53.204193,6.683958,2,200,"11/02/2015 00:00","31/12/2599 23:59",241645.0933,580508.0868,"11/02/2015","31/12/2599"
"726",1300,"NL","G454","HHZ",53.199535,6.764478,2,200,"23/10/2014 00:00","31/12/2599 23:59",247034.6653,580089.6325,"23/10/2014","31/12/2599"
"733",1315,"NL","G464","HHZ",53.19783,6.849796,2,200,"31/10/2014 00:00","31/12/2599 23:59",252739.2649,580012.2974,"31/10/2014","31/12/2599"
"740",1330,"NL","G474","HHZ",53.19635,6.941322,2,200,"28/03/2016 00:00","31/12/2599 23:59",258858.5021,579975.6901,"28/03/2016","31/12/2599"
"747",1345,"NL","G484","HHZ",53.19726,7.028954,2,200,"21/06/2016 00:00","31/12/2599 23:59",264711.7735,580206.8541,"21/06/2016","31/12/2599"
"754",1360,"NL","G494","HHZ",53.17647,6.730598,2,200,"23/10/2014 00:00","31/12/2599 23:59",244818.7241,577480.3161,"23/10/2014","31/12/2599"
"761",1375,"NL","G504","HHZ",53.174526,6.809343,2,200,"28/08/2015 00:00","31/12/2599 23:59",250087.3922,577365.0517,"28/08/2015","31/12/2599"
"768",1390,"NL","G514","HHZ",53.1732,6.88481,2,200,"11/02/2015 00:00","31/12/2599 23:59",255135.8618,577319.7528,"11/02/2015","31/12/2599"
"775",1405,"NL","G524","HHZ",53.16989,6.983663,2,200,"12/02/2015 00:00","31/12/2599 23:59",261752.9986,577093.3829,"12/02/2015","31/12/2599"
"782",1420,"NL","G534","HHZ",53.167362,7.08012,2,200,"29/10/2015 00:00","31/12/2599 23:59",268208.751,576959.3408,"29/10/2015","31/12/2599"
"789",1435,"NL","G544","HHZ",53.124283,6.757957,2,200,"15/09/2015 00:00","31/12/2599 23:59",246758.2624,571707.7562,"15/09/2015","31/12/2599"
"796",1450,"NL","G554","HHZ",53.143345,6.846056,2,200,"12/02/2015 00:00","31/12/2599 23:59",252612.1318,573944.5712,"12/02/2015","31/12/2599"
"803",1465,"NL","G564","HHZ",53.14844,6.930871,2,200,"12/02/2015 00:00","31/12/2599 23:59",258274.3922,574629.7178,"12/02/2015","31/12/2599"
"961",1792,"NL","G83B","LCE",53.14844,6.930871,-1.1,100,"14/08/2018 00:00","31/12/2599 23:59",258274.3922,574629.7178,"14/08/2018","31/12/2599"
"810",1480,"NL","G574","HHZ",53.13513,7.022222,2,200,"12/02/2015 00:00","31/12/2599 23:59",264418.853,573283.5557,"12/02/2015","31/12/2599"
"817",1495,"NL","G584","HHZ",53.110264,6.907052,2,200,"30/06/2015 00:00","31/12/2599 23:59",256770.6126,570348.029,"30/06/2015","31/12/2599"
"824",1510,"NL","G594","HHZ",53.116028,6.987698,2,200,"04/12/2015 00:00","31/12/2599 23:59",262155.9084,571106.2632,"04/12/2015","31/12/2599"
"831",1525,"NL","G604","HHZ",53.297935,7.075193,2,200,"28/08/2015 00:00","31/12/2599 23:59",267538.7323,591480.3133,"28/08/2015","31/12/2599"
"838",1540,"NL","G614","HHZ",53.381855,6.681333,2,200,"27/11/2015 00:00","31/12/2599 23:59",241114.2716,600275.16,"27/11/2015","31/12/2599"
"845",1555,"NL","G624","HHZ",53.38698,6.841949,2,200,"08/09/2015 00:00","31/12/2599 23:59",251789.5467,601049.6507,"08/09/2015","31/12/2599"
"852",1570,"NL","G634","HHZ",53.33143,6.910878,2,200,"15/09/2015 00:00","31/12/2599 23:59",256506.0921,594963.1148,"15/09/2015","31/12/2599"
"859",1585,"NL","G644","HHZ",53.220726,7.038012,2,200,"15/09/2015 00:00","31/12/2599 23:59",265257.161,582831.7239,"15/09/2015","31/12/2599"
"965",1816,"NL","G84B","LCE",53.220726,7.038012,0,100,"14/08/2018 00:00","31/12/2599 23:59",265257.161,582831.7239,"14/08/2018","31/12/2599"
"866",1600,"NL","G654","HHZ",53.169216,6.95428,2,200,"30/11/2015 00:00","31/12/2599 23:59",259790.047,576975.2505,"30/11/2015","31/12/2599"
"873",1615,"NL","G664","HHZ",53.179398,6.585236,2,200,"27/11/2015 00:00","31/12/2599 23:59",235095.1159,577634.714,"27/11/2015","31/12/2599"
"880",1630,"NL","G674","HHZ",53.32134,6.822783,2,200,"29/10/2015 00:00","31/12/2599 23:59",250660.2176,593719.6573,"29/10/2015","31/12/2599"
"887",1645,"NL","G684","HHZ",53.235077,6.63466,2,200,"16/09/2015 00:00","31/12/2599 23:59",238291.8534,583886.6282,"16/09/2015","31/12/2599"
"894",1660,"NL","G694","HHZ",53.212837,6.643776,2,200,"22/10/2015 00:00","31/12/2599 23:59",238943.6634,581422.3842,"22/10/2015","31/12/2599"
"901",1675,"NL","G704","HHZ",53.240704,6.537895,2,200,"28/04/2016 00:00","31/12/2599 23:59",231821.2967,584405.227,"28/04/2016","31/12/2599"
"902",1680,"NL","G710","HGE",53.148299,6.650657,2,0,"04/12/2017 00:00","29/01/2018 13:10",239529.2655,574248.8659,"04/12/2017","29/01/2018"
"903",1684,"NL","G710","LCE",53.148299,6.650657,2,0,"29/01/2018 13:10","31/12/2599 23:59",239529.2655,574248.8659,"29/01/2018","31/12/2599"
"908",1691,"NL","G720","HGE",53.246248,6.479189,2,0,"04/06/2018 00:00","10/09/2018 12:27",227892.8751,584961.144,"04/06/2018","10/09/2018"
"911",1689,"NL","G720","HG1",53.246248,6.479189,2,0,"10/09/2018 12:27","31/12/2599 23:59",227892.8751,584961.144,"10/09/2018","31/12/2599"
"913",1696,"NL","G730","HGE",53.271889,6.430106,2,0,"04/12/2017 00:00","29/01/2018 13:10",224575.2796,587765.9871,"04/12/2017","29/01/2018"
