"","Network","Station","Channel","Latitude","Longitude","StartTime","EndTime","Xcoord","Ycoord","Channel3","Start_Year","End_Year","Start_date","End_date"
"1438","NL","G303","HHZ",53.27917,6.895145,"2014-10-23T00:00:00","2599-12-31T23:59:59",255579.9145,589125.7619,"Z",2014,2599,"2014-10-23","2599-12-31"
"1439","NL","G304","HHZ",53.27917,6.895145,"2014-10-23T00:00:00","2599-12-31T23:59:59",255579.9145,589125.7619,"Z",2014,2599,"2014-10-23","2599-12-31"
"1440","NL","G310","HGZ",53.296196,7.021759,"2015-11-27T00:00:00","2020-08-04T20:29:49",263981.0995,591204.5951,"Z",2015,2020,"2015-11-27","2020-08-04"
"1441","NL","G311","HHZ",53.296196,7.021759,"2015-11-27T00:00:00","2020-08-04T20:29:49",263981.0995,591204.5951,"Z",2015,2020,"2015-11-27","2020-08-04"
"1442","NL","G312","HHZ",53.296196,7.021759,"2015-11-27T00:00:00","2020-08-04T20:29:49",263981.0995,591204.5951,"Z",2015,2020,"2015-11-27","2020-08-04"
"1443","NL","G313","HHZ",53.296196,7.021759,"2015-11-27T00:00:00","2020-08-04T20:29:49",263981.0995,591204.5951,"Z",2015,2020,"2015-11-27","2020-08-04"
"1444","NL","G314","HHZ",53.296196,7.021759,"2015-11-27T00:00:00","2020-08-04T20:29:49",263981.0995,591204.5951,"Z",2015,2020,"2015-11-27","2020-08-04"
"1445","NL","G314","HHZ",53.296196,7.021759,"2021-08-26T11:39:29","2599-12-31T23:59:59",263981.0995,591204.5951,"Z",2021,2599,"2021-08-26","2599-12-31"
"1446","NL","G320","HGZ",53.24981,6.57919,"2015-11-27T00:00:00","2599-12-31T23:59:59",234561.2513,585463.3871,"Z",2015,2599,"2015-11-27","2599-12-31"
"1447","NL","G321","HHZ",53.24981,6.57919,"2015-11-27T00:00:00","2599-12-31T23:59:59",234561.2513,585463.3871,"Z",2015,2599,"2015-11-27","2599-12-31"
"1448","NL","G322","HHZ",53.24981,6.57919,"2015-11-27T00:00:00","2599-12-31T23:59:59",234561.2513,585463.3871,"Z",2015,2599,"2015-11-27","2599-12-31"
"1449","NL","G323","HHZ",53.24981,6.57919,"2015-11-27T00:00:00","2599-12-31T23:59:59",234561.2513,585463.3871,"Z",2015,2599,"2015-11-27","2599-12-31"
"1450","NL","G324","HHZ",53.24981,6.57919,"2015-11-27T00:00:00","2599-12-31T23:59:59",234561.2513,585463.3871,"Z",2015,2599,"2015-11-27","2599-12-31"
"1451","NL","G330","HGZ",53.24991,6.670763,"2016-01-22T00:00:00","2599-12-31T23:59:59",240672.8336,585579.5799,"Z",2016,2599,"2016-01-22","2599-12-31"
"1452","NL","G331","HHZ",53.24991,6.670763,"2016-01-22T00:00:00","2599-12-31T23:59:59",240672.8336,585579.5799,"Z",2016,2599,"2016-01-22","2599-12-31"
"1453","NL","G332","HHZ",53.24991,6.670763,"2016-01-22T00:00:00","2599-12-31T23:59:59",240672.8336,585579.5799,"Z",2016,2599,"2016-01-22","2599-12-31"
"1454","NL","G333","HHZ",53.24991,6.670763,"2016-01-22T00:00:00","2599-12-31T23:59:59",240672.8336,585579.5799,"Z",2016,2599,"2016-01-22","2599-12-31"
"1455","NL","G334","HHZ",53.24991,6.670763,"2016-01-22T00:00:00","2599-12-31T23:59:59",240672.8336,585579.5799,"Z",2016,2599,"2016-01-22","2599-12-31"
"1456","NL","G340","HGZ",53.25252,6.76508,"2014-10-23T00:00:00","2599-12-31T23:59:59",246962.0794,585986.3499,"Z",2014,2599,"2014-10-23","2599-12-31"
"1457","NL","G341","HHZ",53.25252,6.76508,"2014-10-23T00:00:00","2599-12-31T23:59:59",246962.0794,585986.3499,"Z",2014,2599,"2014-10-23","2599-12-31"
"1458","NL","G342","HHZ",53.25252,6.76508,"2014-10-23T00:00:00","2599-12-31T23:59:59",246962.0794,585986.3499,"Z",2014,2599,"2014-10-23","2599-12-31"
"1459","NL","G343","HHZ",53.25252,6.76508,"2014-10-23T00:00:00","2599-12-31T23:59:59",246962.0794,585986.3499,"Z",2014,2599,"2014-10-23","2599-12-31"
"1460","NL","G344","HHZ",53.25252,6.76508,"2014-10-23T00:00:00","2599-12-31T23:59:59",246962.0794,585986.3499,"Z",2014,2599,"2014-10-23","2599-12-31"
"1461","NL","G350","HGZ",53.254936,6.862136,"2017-04-04T00:00:00","2599-12-31T23:59:59",253433.671,586383.5079,"Z",2017,2599,"2017-04-04","2599-12-31"
"1462","NL","G351","HHZ",53.254936,6.862136,"2017-04-04T00:00:00","2599-12-31T23:59:59",253433.671,586383.5079,"Z",2017,2599,"2017-04-04","2599-12-31"
"1463","NL","G352","HHZ",53.254936,6.862136,"2017-04-04T00:00:00","2599-12-31T23:59:59",253433.671,586383.5079,"Z",2017,2599,"2017-04-04","2599-12-31"
"1464","NL","G353","HHZ",53.254936,6.862136,"2017-04-04T00:00:00","2599-12-31T23:59:59",253433.671,586383.5079,"Z",2017,2599,"2017-04-04","2599-12-31"
"1465","NL","G354","HHZ",53.254936,6.862136,"2017-04-04T00:00:00","2599-12-31T23:59:59",253433.671,586383.5079,"Z",2017,2599,"2017-04-04","2599-12-31"
"1466","NL","G360","HGZ",53.26505,6.924454,"2015-12-07T00:00:00","2599-12-31T23:59:59",257568.1765,587595.918,"Z",2015,2599,"2015-12-07","2599-12-31"
"1467","NL","G361","HHZ",53.26505,6.924454,"2015-12-07T00:00:00","2599-12-31T23:59:59",257568.1765,587595.918,"Z",2015,2599,"2015-12-07","2599-12-31"
"1468","NL","G362","HHZ",53.26505,6.924454,"2015-12-07T00:00:00","2599-12-31T23:59:59",257568.1765,587595.918,"Z",2015,2599,"2015-12-07","2599-12-31"
"1469","NL","G363","HHZ",53.26505,6.924454,"2015-12-07T00:00:00","2599-12-31T23:59:59",257568.1765,587595.918,"Z",2015,2599,"2015-12-07","2599-12-31"
"1470","NL","G364","HHZ",53.26505,6.924454,"2015-12-07T00:00:00","2599-12-31T23:59:59",257568.1765,587595.918,"Z",2015,2599,"2015-12-07","2599-12-31"
"1471","NL","G370","HGZ",53.273952,7.035,"2015-12-02T00:00:00","2599-12-31T23:59:59",264920.4731,588749.5934,"Z",2015,2599,"2015-12-02","2599-12-31"
"1472","NL","G371","HHZ",53.273952,7.035,"2015-12-02T00:00:00","2599-12-31T23:59:59",264920.4731,588749.5934,"Z",2015,2599,"2015-12-02","2599-12-31"
"1473","NL","G372","HHZ",53.273952,7.035,"2015-12-02T00:00:00","2599-12-31T23:59:59",264920.4731,588749.5934,"Z",2015,2599,"2015-12-02","2599-12-31"
"1474","NL","G373","HHZ",53.273952,7.035,"2015-12-02T00:00:00","2599-12-31T23:59:59",264920.4731,588749.5934,"Z",2015,2599,"2015-12-02","2599-12-31"
"1475","NL","G374","HHZ",53.273952,7.035,"2015-12-02T00:00:00","2599-12-31T23:59:59",264920.4731,588749.5934,"Z",2015,2599,"2015-12-02","2599-12-31"
"1476","NL","G380","HGZ",53.200512,6.547563,"2016-04-11T00:00:00","2599-12-31T23:59:59",232538.7673,579943.0264,"Z",2016,2599,"2016-04-11","2599-12-31"
"1477","NL","G381","HHZ",53.200512,6.547563,"2016-04-11T00:00:00","2599-12-31T23:59:59",232538.7673,579943.0264,"Z",2016,2599,"2016-04-11","2599-12-31"
"1478","NL","G382","HHZ",53.200512,6.547563,"2016-04-11T00:00:00","2599-12-31T23:59:59",232538.7673,579943.0264,"Z",2016,2599,"2016-04-11","2599-12-31"
"1479","NL","G383","HHZ",53.200512,6.547563,"2016-04-11T00:00:00","2599-12-31T23:59:59",232538.7673,579943.0264,"Z",2016,2599,"2016-04-11","2599-12-31"
"1480","NL","G384","HHZ",53.200512,6.547563,"2016-04-11T00:00:00","2599-12-31T23:59:59",232538.7673,579943.0264,"Z",2016,2599,"2016-04-11","2599-12-31"
"1481","NL","G390","HGZ",53.22525,6.724121,"2014-10-24T00:00:00","2599-12-31T23:59:59",244284.9563,582900.2906,"Z",2014,2599,"2014-10-24","2599-12-31"
"1482","NL","G391","HHZ",53.22525,6.724121,"2014-10-24T00:00:00","2599-12-31T23:59:59",244284.9563,582900.2906,"Z",2014,2599,"2014-10-24","2599-12-31"
"1483","NL","G392","HHZ",53.22525,6.724121,"2014-10-24T00:00:00","2599-12-31T23:59:59",244284.9563,582900.2906,"Z",2014,2599,"2014-10-24","2599-12-31"
"1484","NL","G393","HHZ",53.22525,6.724121,"2014-10-24T00:00:00","2599-12-31T23:59:59",244284.9563,582900.2906,"Z",2014,2599,"2014-10-24","2599-12-31"
"1485","NL","G394","HHZ",53.22525,6.724121,"2014-10-24T00:00:00","2599-12-31T23:59:59",244284.9563,582900.2906,"Z",2014,2599,"2014-10-24","2599-12-31"
"1486","NL","G400","HGZ",53.22501,6.809874,"2014-10-24T00:00:00","2599-12-31T23:59:59",250011.9339,582983.3038,"Z",2014,2599,"2014-10-24","2599-12-31"
"1487","NL","G401","HHZ",53.22501,6.809874,"2014-10-24T00:00:00","2599-12-31T23:59:59",250011.9339,582983.3038,"Z",2014,2599,"2014-10-24","2599-12-31"
"1488","NL","G402","HHZ",53.22501,6.809874,"2014-10-24T00:00:00","2599-12-31T23:59:59",250011.9339,582983.3038,"Z",2014,2599,"2014-10-24","2599-12-31"
"1489","NL","G403","HHZ",53.22501,6.809874,"2014-10-24T00:00:00","2599-12-31T23:59:59",250011.9339,582983.3038,"Z",2014,2599,"2014-10-24","2599-12-31"
"1490","NL","G404","HHZ",53.22501,6.809874,"2014-10-24T00:00:00","2599-12-31T23:59:59",250011.9339,582983.3038,"Z",2014,2599,"2014-10-24","2599-12-31"
"1491","NL","G410","HGZ",53.223434,6.891867,"2015-09-22T00:00:00","2599-12-31T23:59:59",255490.9024,582919.2229,"Z",2015,2599,"2015-09-22","2599-12-31"
"1492","NL","G411","HHZ",53.223434,6.891867,"2015-09-22T00:00:00","2599-12-31T23:59:59",255490.9024,582919.2229,"Z",2015,2599,"2015-09-22","2599-12-31"
"1493","NL","G412","HHZ",53.223434,6.891867,"2015-09-22T00:00:00","2599-12-31T23:59:59",255490.9024,582919.2229,"Z",2015,2599,"2015-09-22","2599-12-31"
"1494","NL","G413","HHZ",53.223434,6.891867,"2015-09-22T00:00:00","2599-12-31T23:59:59",255490.9024,582919.2229,"Z",2015,2599,"2015-09-22","2599-12-31"
"1495","NL","G414","HHZ",53.223434,6.891867,"2015-09-22T00:00:00","2599-12-31T23:59:59",255490.9024,582919.2229,"Z",2015,2599,"2015-09-22","2599-12-31"
"1496","NL","G420","HGZ",53.221687,6.988649,"2015-02-11T00:00:00","2599-12-31T23:59:59",261958.2215,582864.2158,"Z",2015,2599,"2015-02-11","2599-12-31"
"1497","NL","G421","HHZ",53.221687,6.988649,"2015-02-11T00:00:00","2599-12-31T23:59:59",261958.2215,582864.2158,"Z",2015,2599,"2015-02-11","2599-12-31"
"1498","NL","G422","HHZ",53.221687,6.988649,"2015-02-11T00:00:00","2599-12-31T23:59:59",261958.2215,582864.2158,"Z",2015,2599,"2015-02-11","2599-12-31"
"1499","NL","G423","HHZ",53.221687,6.988649,"2015-02-11T00:00:00","2599-12-31T23:59:59",261958.2215,582864.2158,"Z",2015,2599,"2015-02-11","2599-12-31"
"1500","NL","G424","HHZ",53.221687,6.988649,"2015-02-11T00:00:00","2599-12-31T23:59:59",261958.2215,582864.2158,"Z",2015,2599,"2015-02-11","2599-12-31"
"1501","NL","G430","HGZ",53.231853,7.079074,"2015-06-25T00:00:00","2599-12-31T23:59:59",267970.2482,584133.451,"Z",2015,2599,"2015-06-25","2599-12-31"
"1502","NL","G431","HHZ",53.231853,7.079074,"2015-06-25T00:00:00","2599-12-31T23:59:59",267970.2482,584133.451,"Z",2015,2599,"2015-06-25","2599-12-31"
"1503","NL","G432","HHZ",53.231853,7.079074,"2015-06-25T00:00:00","2599-12-31T23:59:59",267970.2482,584133.451,"Z",2015,2599,"2015-06-25","2599-12-31"
"1504","NL","G433","HHZ",53.231853,7.079074,"2015-06-25T00:00:00","2599-12-31T23:59:59",267970.2482,584133.451,"Z",2015,2599,"2015-06-25","2599-12-31"
"1505","NL","G434","HHZ",53.231853,7.079074,"2015-06-25T00:00:00","2599-12-31T23:59:59",267970.2482,584133.451,"Z",2015,2599,"2015-06-25","2599-12-31"
"1506","NL","G440","HGZ",53.204193,6.683958,"2015-02-11T00:00:00","2599-12-31T23:59:59",241645.0932,580508.0868,"Z",2015,2599,"2015-02-11","2599-12-31"
"1507","NL","G441","HHZ",53.204193,6.683958,"2015-02-11T00:00:00","2599-12-31T23:59:59",241645.0932,580508.0868,"Z",2015,2599,"2015-02-11","2599-12-31"
"1508","NL","G442","HHZ",53.204193,6.683958,"2015-02-11T00:00:00","2599-12-31T23:59:59",241645.0932,580508.0868,"Z",2015,2599,"2015-02-11","2599-12-31"
"1509","NL","G443","HHZ",53.204193,6.683958,"2015-02-11T00:00:00","2599-12-31T23:59:59",241645.0932,580508.0868,"Z",2015,2599,"2015-02-11","2599-12-31"
"1510","NL","G444","HHZ",53.204193,6.683958,"2015-02-11T00:00:00","2599-12-31T23:59:59",241645.0932,580508.0868,"Z",2015,2599,"2015-02-11","2599-12-31"
"1511","NL","G450","HGZ",53.199535,6.764478,"2014-10-23T00:00:00","2599-12-31T23:59:59",247034.6653,580089.6325,"Z",2014,2599,"2014-10-23","2599-12-31"
"1512","NL","G451","HHZ",53.199535,6.764478,"2014-10-23T00:00:00","2599-12-31T23:59:59",247034.6653,580089.6325,"Z",2014,2599,"2014-10-23","2599-12-31"
"1513","NL","G452","HHZ",53.199535,6.764478,"2014-10-23T00:00:00","2599-12-31T23:59:59",247034.6653,580089.6325,"Z",2014,2599,"2014-10-23","2599-12-31"
"1514","NL","G453","HHZ",53.199535,6.764478,"2014-10-23T00:00:00","2599-12-31T23:59:59",247034.6653,580089.6325,"Z",2014,2599,"2014-10-23","2599-12-31"
"1515","NL","G454","HHZ",53.199535,6.764478,"2014-10-23T00:00:00","2599-12-31T23:59:59",247034.6653,580089.6325,"Z",2014,2599,"2014-10-23","2599-12-31"
"1516","NL","G460","HGZ",53.19783,6.849796,"2014-10-31T00:00:00","2599-12-31T23:59:59",252739.2649,580012.2974,"Z",2014,2599,"2014-10-31","2599-12-31"
"1517","NL","G461","HHZ",53.19783,6.849796,"2014-10-31T00:00:00","2599-12-31T23:59:59",252739.2649,580012.2974,"Z",2014,2599,"2014-10-31","2599-12-31"
"1518","NL","G462","HHZ",53.19783,6.849796,"2014-10-31T00:00:00","2599-12-31T23:59:59",252739.2649,580012.2974,"Z",2014,2599,"2014-10-31","2599-12-31"
"1519","NL","G463","HHZ",53.19783,6.849796,"2014-10-31T00:00:00","2599-12-31T23:59:59",252739.2649,580012.2974,"Z",2014,2599,"2014-10-31","2599-12-31"
"1520","NL","G464","HHZ",53.19783,6.849796,"2014-10-31T00:00:00","2599-12-31T23:59:59",252739.2649,580012.2974,"Z",2014,2599,"2014-10-31","2599-12-31"
"1521","NL","G470","HGZ",53.19635,6.941322,"2016-03-28T00:00:00","2599-12-31T23:59:59",258858.5021,579975.6901,"Z",2016,2599,"2016-03-28","2599-12-31"
"1522","NL","G471","HHZ",53.19635,6.941322,"2016-03-28T00:00:00","2599-12-31T23:59:59",258858.5021,579975.6901,"Z",2016,2599,"2016-03-28","2599-12-31"
"1523","NL","G472","HHZ",53.19635,6.941322,"2016-03-28T00:00:00","2599-12-31T23:59:59",258858.5021,579975.6901,"Z",2016,2599,"2016-03-28","2599-12-31"
"1524","NL","G473","HHZ",53.19635,6.941322,"2016-03-28T00:00:00","2599-12-31T23:59:59",258858.5021,579975.6901,"Z",2016,2599,"2016-03-28","2599-12-31"
"1525","NL","G474","HHZ",53.19635,6.941322,"2016-03-28T00:00:00","2599-12-31T23:59:59",258858.5021,579975.6901,"Z",2016,2599,"2016-03-28","2599-12-31"
"1526","NL","G480","HGZ",53.19726,7.028954,"2016-06-21T00:00:00","2599-12-31T23:59:59",264711.7735,580206.8541,"Z",2016,2599,"2016-06-21","2599-12-31"
"1527","NL","G481","HHZ",53.19726,7.028954,"2016-06-21T00:00:00","2599-12-31T23:59:59",264711.7735,580206.8541,"Z",2016,2599,"2016-06-21","2599-12-31"
"1528","NL","G482","HHZ",53.19726,7.028954,"2016-06-21T00:00:00","2599-12-31T23:59:59",264711.7735,580206.8541,"Z",2016,2599,"2016-06-21","2599-12-31"
"1529","NL","G483","HHZ",53.19726,7.028954,"2016-06-21T00:00:00","2599-12-31T23:59:59",264711.7735,580206.8541,"Z",2016,2599,"2016-06-21","2599-12-31"
"1530","NL","G484","HHZ",53.19726,7.028954,"2016-06-21T00:00:00","2599-12-31T23:59:59",264711.7735,580206.8541,"Z",2016,2599,"2016-06-21","2599-12-31"
"1531","NL","G490","HGZ",53.17647,6.730598,"2014-10-23T00:00:00","2599-12-31T23:59:59",244818.7241,577480.3161,"Z",2014,2599,"2014-10-23","2599-12-31"
"1532","NL","G491","HHZ",53.17647,6.730598,"2014-10-23T00:00:00","2599-12-31T23:59:59",244818.7241,577480.3161,"Z",2014,2599,"2014-10-23","2599-12-31"
"1533","NL","G492","HHZ",53.17647,6.730598,"2014-10-23T00:00:00","2599-12-31T23:59:59",244818.7241,577480.3161,"Z",2014,2599,"2014-10-23","2599-12-31"
"1534","NL","G493","HHZ",53.17647,6.730598,"2014-10-23T00:00:00","2599-12-31T23:59:59",244818.7241,577480.3161,"Z",2014,2599,"2014-10-23","2599-12-31"
"1535","NL","G494","HHZ",53.17647,6.730598,"2014-10-23T00:00:00","2599-12-31T23:59:59",244818.7241,577480.3161,"Z",2014,2599,"2014-10-23","2599-12-31"
"1536","NL","G500","HGZ",53.174526,6.809343,"2015-08-28T00:00:00","2599-12-31T23:59:59",250087.3922,577365.0517,"Z",2015,2599,"2015-08-28","2599-12-31"
"1537","NL","G501","HHZ",53.174526,6.809343,"2015-08-28T00:00:00","2599-12-31T23:59:59",250087.3922,577365.0517,"Z",2015,2599,"2015-08-28","2599-12-31"
"1538","NL","G502","HHZ",53.174526,6.809343,"2015-08-28T00:00:00","2599-12-31T23:59:59",250087.3922,577365.0517,"Z",2015,2599,"2015-08-28","2599-12-31"
"1539","NL","G503","HHZ",53.174526,6.809343,"2015-08-28T00:00:00","2599-12-31T23:59:59",250087.3922,577365.0517,"Z",2015,2599,"2015-08-28","2599-12-31"
"1540","NL","G504","HHZ",53.174526,6.809343,"2015-08-28T00:00:00","2599-12-31T23:59:59",250087.3922,577365.0517,"Z",2015,2599,"2015-08-28","2599-12-31"
"1541","NL","G510","HGZ",53.1732,6.88481,"2015-02-11T00:00:00","2599-12-31T23:59:59",255135.8618,577319.7528,"Z",2015,2599,"2015-02-11","2599-12-31"
"1542","NL","G511","HHZ",53.1732,6.88481,"2015-02-11T00:00:00","2599-12-31T23:59:59",255135.8618,577319.7528,"Z",2015,2599,"2015-02-11","2599-12-31"
"1543","NL","G512","HHZ",53.1732,6.88481,"2015-02-11T00:00:00","2599-12-31T23:59:59",255135.8618,577319.7528,"Z",2015,2599,"2015-02-11","2599-12-31"
"1544","NL","G513","HHZ",53.1732,6.88481,"2015-02-11T00:00:00","2599-12-31T23:59:59",255135.8618,577319.7528,"Z",2015,2599,"2015-02-11","2599-12-31"
"1545","NL","G514","HHZ",53.1732,6.88481,"2015-02-11T00:00:00","2599-12-31T23:59:59",255135.8618,577319.7528,"Z",2015,2599,"2015-02-11","2599-12-31"
"1546","NL","G520","HGZ",53.16989,6.983663,"2015-02-12T00:00:00","2599-12-31T23:59:59",261752.9985,577093.3829,"Z",2015,2599,"2015-02-12","2599-12-31"
"1547","NL","G521","HHZ",53.16989,6.983663,"2015-02-12T00:00:00","2599-12-31T23:59:59",261752.9985,577093.3829,"Z",2015,2599,"2015-02-12","2599-12-31"
"1548","NL","G522","HHZ",53.16989,6.983663,"2015-02-12T00:00:00","2599-12-31T23:59:59",261752.9985,577093.3829,"Z",2015,2599,"2015-02-12","2599-12-31"
"1549","NL","G523","HHZ",53.16989,6.983663,"2015-02-12T00:00:00","2599-12-31T23:59:59",261752.9985,577093.3829,"Z",2015,2599,"2015-02-12","2599-12-31"
"1550","NL","G524","HHZ",53.16989,6.983663,"2015-02-12T00:00:00","2599-12-31T23:59:59",261752.9985,577093.3829,"Z",2015,2599,"2015-02-12","2599-12-31"
"1551","NL","G530","HGZ",53.167362,7.08012,"2015-10-29T00:00:00","2599-12-31T23:59:59",268208.751,576959.3408,"Z",2015,2599,"2015-10-29","2599-12-31"
"1552","NL","G531","HHZ",53.167362,7.08012,"2015-10-29T00:00:00","2599-12-31T23:59:59",268208.751,576959.3408,"Z",2015,2599,"2015-10-29","2599-12-31"
"1553","NL","G532","HHZ",53.167362,7.08012,"2015-10-29T00:00:00","2599-12-31T23:59:59",268208.751,576959.3408,"Z",2015,2599,"2015-10-29","2599-12-31"
"1554","NL","G533","HHZ",53.167362,7.08012,"2015-10-29T00:00:00","2599-12-31T23:59:59",268208.751,576959.3408,"Z",2015,2599,"2015-10-29","2599-12-31"
"1555","NL","G534","HHZ",53.167362,7.08012,"2015-10-29T00:00:00","2599-12-31T23:59:59",268208.751,576959.3408,"Z",2015,2599,"2015-10-29","2599-12-31"
"1556","NL","G540","HGZ",53.124283,6.757957,"2015-09-15T00:00:00","2599-12-31T23:59:59",246758.2624,571707.7562,"Z",2015,2599,"2015-09-15","2599-12-31"
"1557","NL","G541","HHZ",53.124283,6.757957,"2015-09-15T00:00:00","2599-12-31T23:59:59",246758.2624,571707.7562,"Z",2015,2599,"2015-09-15","2599-12-31"
"1558","NL","G542","HHZ",53.124283,6.757957,"2015-09-15T00:00:00","2599-12-31T23:59:59",246758.2624,571707.7562,"Z",2015,2599,"2015-09-15","2599-12-31"
"1559","NL","G543","HHZ",53.124283,6.757957,"2015-09-15T00:00:00","2599-12-31T23:59:59",246758.2624,571707.7562,"Z",2015,2599,"2015-09-15","2599-12-31"
"1560","NL","G544","HHZ",53.124283,6.757957,"2015-09-15T00:00:00","2599-12-31T23:59:59",246758.2624,571707.7562,"Z",2015,2599,"2015-09-15","2599-12-31"
"1561","NL","G550","HGZ",53.143345,6.846056,"2015-02-12T00:00:00","2599-12-31T23:59:59",252612.1318,573944.5712,"Z",2015,2599,"2015-02-12","2599-12-31"
"1562","NL","G551","HHZ",53.143345,6.846056,"2015-02-12T00:00:00","2599-12-31T23:59:59",252612.1318,573944.5712,"Z",2015,2599,"2015-02-12","2599-12-31"
"1563","NL","G552","HHZ",53.143345,6.846056,"2015-02-12T00:00:00","2599-12-31T23:59:59",252612.1318,573944.5712,"Z",2015,2599,"2015-02-12","2599-12-31"
"1564","NL","G553","HHZ",53.143345,6.846056,"2015-02-12T00:00:00","2599-12-31T23:59:59",252612.1318,573944.5712,"Z",2015,2599,"2015-02-12","2599-12-31"
"1565","NL","G554","HHZ",53.143345,6.846056,"2015-02-12T00:00:00","2599-12-31T23:59:59",252612.1318,573944.5712,"Z",2015,2599,"2015-02-12","2599-12-31"
"1566","NL","G560","HGZ",53.14844,6.930871,"2015-02-12T00:00:00","2599-12-31T23:59:59",258274.3922,574629.7178,"Z",2015,2599,"2015-02-12","2599-12-31"
"1567","NL","G561","HHZ",53.14844,6.930871,"2015-02-12T00:00:00","2599-12-31T23:59:59",258274.3922,574629.7178,"Z",2015,2599,"2015-02-12","2599-12-31"
"1568","NL","G562","HHZ",53.14844,6.930871,"2015-02-12T00:00:00","2599-12-31T23:59:59",258274.3922,574629.7178,"Z",2015,2599,"2015-02-12","2599-12-31"
"1569","NL","G563","HHZ",53.14844,6.930871,"2015-02-12T00:00:00","2599-12-31T23:59:59",258274.3922,574629.7178,"Z",2015,2599,"2015-02-12","2599-12-31"
"1570","NL","G564","HHZ",53.14844,6.930871,"2015-02-12T00:00:00","2599-12-31T23:59:59",258274.3922,574629.7178,"Z",2015,2599,"2015-02-12","2599-12-31"
"1571","NL","G570","HGZ",53.13513,7.022222,"2015-02-12T00:00:00","2599-12-31T23:59:59",264418.853,573283.5557,"Z",2015,2599,"2015-02-12","2599-12-31"
"1572","NL","G571","HHZ",53.13513,7.022222,"2015-02-12T00:00:00","2599-12-31T23:59:59",264418.853,573283.5557,"Z",2015,2599,"2015-02-12","2599-12-31"
"1573","NL","G572","HHZ",53.13513,7.022222,"2015-02-12T00:00:00","2599-12-31T23:59:59",264418.853,573283.5557,"Z",2015,2599,"2015-02-12","2599-12-31"
"1574","NL","G573","HHZ",53.13513,7.022222,"2015-02-12T00:00:00","2599-12-31T23:59:59",264418.853,573283.5557,"Z",2015,2599,"2015-02-12","2599-12-31"
"1575","NL","G574","HHZ",53.13513,7.022222,"2015-02-12T00:00:00","2599-12-31T23:59:59",264418.853,573283.5557,"Z",2015,2599,"2015-02-12","2599-12-31"
"1576","NL","G580","HGZ",53.110264,6.907052,"2015-06-30T00:00:00","2599-12-31T23:59:59",256770.6126,570348.0291,"Z",2015,2599,"2015-06-30","2599-12-31"
"1577","NL","G581","HHZ",53.110264,6.907052,"2015-06-30T00:00:00","2599-12-31T23:59:59",256770.6126,570348.0291,"Z",2015,2599,"2015-06-30","2599-12-31"
"1578","NL","G582","HHZ",53.110264,6.907052,"2015-06-30T00:00:00","2599-12-31T23:59:59",256770.6126,570348.0291,"Z",2015,2599,"2015-06-30","2599-12-31"
"1579","NL","G583","HHZ",53.110264,6.907052,"2015-06-30T00:00:00","2599-12-31T23:59:59",256770.6126,570348.0291,"Z",2015,2599,"2015-06-30","2599-12-31"
"1580","NL","G584","HHZ",53.110264,6.907052,"2015-06-30T00:00:00","2599-12-31T23:59:59",256770.6126,570348.0291,"Z",2015,2599,"2015-06-30","2599-12-31"
"1581","NL","G590","HGZ",53.116028,6.987698,"2015-12-04T00:00:00","2599-12-31T23:59:59",262155.9084,571106.2632,"Z",2015,2599,"2015-12-04","2599-12-31"
"1582","NL","G591","HHZ",53.116028,6.987698,"2015-12-04T00:00:00","2599-12-31T23:59:59",262155.9084,571106.2632,"Z",2015,2599,"2015-12-04","2599-12-31"
"1583","NL","G592","HHZ",53.116028,6.987698,"2015-12-04T00:00:00","2599-12-31T23:59:59",262155.9084,571106.2632,"Z",2015,2599,"2015-12-04","2599-12-31"
"1584","NL","G593","HHZ",53.116028,6.987698,"2015-12-04T00:00:00","2599-12-31T23:59:59",262155.9084,571106.2632,"Z",2015,2599,"2015-12-04","2599-12-31"
"1585","NL","G594","HHZ",53.116028,6.987698,"2015-12-04T00:00:00","2599-12-31T23:59:59",262155.9084,571106.2632,"Z",2015,2599,"2015-12-04","2599-12-31"
"1586","NL","G600","HGZ",53.297935,7.075193,"2015-08-28T00:00:00","2599-12-31T23:59:59",267538.7323,591480.3133,"Z",2015,2599,"2015-08-28","2599-12-31"
"1587","NL","G601","HHZ",53.297935,7.075193,"2015-08-28T00:00:00","2599-12-31T23:59:59",267538.7323,591480.3133,"Z",2015,2599,"2015-08-28","2599-12-31"
"1588","NL","G602","HHZ",53.297935,7.075193,"2015-08-28T00:00:00","2599-12-31T23:59:59",267538.7323,591480.3133,"Z",2015,2599,"2015-08-28","2599-12-31"
"1589","NL","G603","HHZ",53.297935,7.075193,"2015-08-28T00:00:00","2599-12-31T23:59:59",267538.7323,591480.3133,"Z",2015,2599,"2015-08-28","2599-12-31"
"1590","NL","G604","HHZ",53.297935,7.075193,"2015-08-28T00:00:00","2599-12-31T23:59:59",267538.7323,591480.3133,"Z",2015,2599,"2015-08-28","2599-12-31"
"1591","NL","G610","HGZ",53.381855,6.681333,"2015-11-27T00:00:00","2599-12-31T23:59:59",241114.2716,600275.16,"Z",2015,2599,"2015-11-27","2599-12-31"
"1592","NL","G611","HHZ",53.381855,6.681333,"2015-11-27T00:00:00","2599-12-31T23:59:59",241114.2716,600275.16,"Z",2015,2599,"2015-11-27","2599-12-31"
